t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617734.254,0.000,-17.800,0.000,0.9521,0,-0.896,15.800,0.374,0.2740,5.821,0.037,-1.550,0.970,0.369,0.896,-0.0000,-0.0000,-0.000,-0.000,0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,0.16,1,1,1,0.0057,1.000,1,0.521,8,0.008,0,0,yolo,96.8,yolo,0,0,0,0.000,0,-1,0
1785617734.295,0.004,-17.782,0.004,0.9522,0,-0.894,15.782,0.434,0.2741,5.821,0.037,-1.550,0.970,0.369,0.898,-0.0001,0.0024,-0.000,-0.000,0.002,0.009,2.148,-2.000,0.0059,0.302,nan,0.10,1,1,1,0.0036,1.000,1,0.521,8,0.008,2,0,yolo,96.8,yolo,0,0,0,0.000,0,-1,0
1785617734.334,-0.014,-16.133,0.002,0.9606,0,-1.740,14.282,0.440,0.2908,5.823,0.044,-1.550,0.970,0.434,1.726,-0.0985,2.0000,-0.001,-0.014,-0.009,0.020,2.200,-2.000,0.0059,0.129,nan,0.02,1,1,1,0.0009,1.000,1,0.522,8,0.014,0,0,yolo,108.9,yolo,0,0,0,0.000,0,-1,0
1785617734.369,0.296,-14.057,-0.042,0.9700,0,-0.668,12.782,0.462,0.2805,5.823,0.044,-1.550,0.970,0.434,0.963,0.0148,-0.0120,0.001,0.001,-0.021,0.035,2.200,-2.000,0.0059,-0.090,nan,0.00,1,1,1,0.0001,1.000,1,0.523,8,0.017,0,0,yolo,108.9,yolo,0,0,0,0.000,0,-1,0
1785617734.398,0.481,-12.640,-0.100,0.9757,0,-0.422,11.282,0.479,0.2827,5.823,0.044,-1.550,0.970,0.434,0.904,0.0180,-0.0287,0.004,0.004,-0.038,0.065,2.200,-2.000,0.0060,-0.238,nan,-0.01,1,1,1,-0.0005,1.000,1,0.523,8,0.017,0,0,yolo,108.9,yolo,0,0,0,0.000,0,-1,0
1785617734.436,0.482,-12.624,-0.101,0.9758,0,-0.444,10.624,0.262,0.2848,5.822,0.042,-1.550,0.970,0.411,0.926,0.0230,0.0168,0.004,-0.003,-0.038,0.066,2.200,-2.000,0.0060,-0.240,nan,0.23,1,1,1,0.0080,1.000,1,0.522,8,0.030,0,0,yolo,103.0,yolo,0,0,0,0.000,0,-1,0
1785617734.475,0.535,-11.440,-0.128,0.9801,0,-0.296,9.440,0.343,0.2853,5.822,0.042,-1.550,0.970,0.411,0.831,0.0108,-0.0294,0.008,0.008,-0.068,0.126,2.086,-2.000,0.0060,-0.364,nan,0.15,1,1,1,0.0052,1.000,1,0.515,8,0.058,0,0,yolo,103.0,yolo,0,0,0,0.000,0,-1,0
1785617734.505,0.595,-10.304,-0.139,0.9838,0,-0.153,8.304,0.349,0.2866,5.822,0.042,-1.550,0.970,0.411,0.748,0.0151,-0.0571,0.012,0.012,-0.095,0.191,1.967,-2.000,0.0061,-0.483,nan,0.14,1,1,1,0.0049,1.000,1,0.510,8,0.105,0,0,yolo,103.0,yolo,0,0,0,0.000,0,-1,0
1785617734.538,0.622,-9.398,-0.156,0.9865,0,-0.609,7.398,0.214,0.3033,5.824,0.047,-1.544,0.971,0.461,1.231,-0.0303,0.5298,0.017,0.002,-0.130,0.254,1.878,-2.000,0.0061,-0.572,nan,0.22,1,1,1,0.0076,1.000,1,0.361,6,0.221,0,0,yolo,104.9,yolo,0,0,0,0.000,0,-1,0
1785617734.562,0.697,-8.584,-0.171,0.9887,0,-0.013,6.584,0.214,0.2912,5.824,0.047,-1.544,0.971,0.461,0.709,0.0195,-0.0430,0.022,0.022,-0.173,0.309,1.793,-2.000,0.0062,-0.657,nan,0.22,1,1,1,0.0076,1.000,1,0.361,6,0.221,0,0,yolo,104.9,yolo,0,0,0,0.000,0,-1,0
