t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785466373.297,-2.519,-2.581,2.868,4.548,0.581,2.515,0.2723,10.307,-0.453,-0.911,1.000,0.1692,0.0125,-0.008,-1.275,0.905,2.025,-2.000,0.0078,-0.425,nan,0.00,1,0.0000,0.844,0,0.228,3,0.730,0,yolo,0
1785466373.327,-3.066,-2.516,2.601,3.829,0.516,2.515,0.2725,10.307,-0.453,-0.911,1.000,0.1563,0.0254,-0.021,-1.262,0.923,2.018,-2.000,0.0078,-0.432,nan,0.00,1,0.0000,0.844,0,0.228,3,0.730,0,yolo,0
1785466373.355,-3.066,-2.516,2.601,5.329,0.516,2.862,0.2725,10.099,-0.505,-0.936,1.000,0.6105,0.3140,-0.021,-1.262,0.923,1.987,-2.000,0.0079,-0.463,nan,0.00,1,0.0000,0.831,0,0.219,3,0.684,0,yolo,0
1785466373.389,-3.571,-2.456,2.278,3.829,0.456,2.862,0.2727,10.099,-0.505,-0.936,1.000,0.0123,0.0145,-0.043,-1.248,0.943,1.981,-2.000,0.0079,-0.469,nan,0.00,1,0.0000,0.831,0,0.219,3,0.684,0,yolo,0
1785466373.426,-4.102,-2.411,1.911,2.393,0.411,2.862,0.2729,10.099,-0.505,-0.936,1.000,-0.0142,0.0267,-0.069,-1.236,0.962,1.978,-2.000,0.0079,-0.472,nan,0.00,1,0.0000,0.831,0,0.219,3,0.684,0,yolo,0
1785466373.472,-4.106,-2.411,1.908,2.386,0.411,2.862,0.2729,10.099,-0.505,-0.936,1.000,-0.0145,0.0268,-0.069,-1.235,0.962,1.978,-2.000,0.0080,-0.472,nan,0.00,1,0.0000,0.930,0,0.206,4,0.697,0,yolo,0
1785466373.513,-4.385,-2.378,1.570,1.689,0.378,2.862,0.2731,10.099,-0.505,-0.936,1.000,-0.0455,0.0187,-0.100,-1.244,0.979,1.975,-2.000,0.0080,-0.475,nan,0.00,1,0.0000,0.698,0,0.207,2,0.698,0,yolo,0
1785466373.548,-4.608,-2.350,1.215,2.284,0.350,2.948,0.2628,9.884,-0.509,-0.842,1.000,0.0889,-0.4918,-0.137,-1.255,0.997,2.057,-2.000,0.0081,-0.393,nan,0.00,1,0.0000,0.698,0,0.207,2,0.698,0,yolo,0
1785466373.574,-4.608,-2.350,1.215,1.420,0.350,2.948,0.2732,9.884,-0.509,-0.842,1.000,-0.0306,0.0000,-0.137,-1.255,0.997,2.057,-2.000,0.0081,-0.393,nan,0.00,1,0.0000,0.692,0,0.202,2,0.710,0,yolo,0
1785466373.608,-4.804,-2.329,0.851,0.713,0.329,2.948,0.2733,9.884,-0.509,-0.842,1.000,-0.0681,-0.0112,-0.174,-1.266,1.015,2.056,-2.000,0.0082,-0.394,nan,0.00,1,0.0000,0.345,0,0.199,2,0.713,0,yolo,0
1785466373.635,-4.804,-2.329,0.851,0.713,0.329,2.948,0.2734,9.884,-0.509,-0.842,1.000,-0.0681,-0.0112,-0.174,-1.266,1.015,2.056,-2.000,0.0082,-0.394,nan,0.00,1,0.0000,0.689,0,0.199,2,0.713,0,yolo,0
1785466373.669,-4.885,-2.312,0.500,0.099,0.312,2.948,0.2735,9.884,-0.509,-0.842,1.000,-0.1070,-0.0223,-0.213,-1.277,1.032,2.054,-2.000,0.0082,-0.396,nan,0.00,1,0.0000,0.689,0,0.199,2,0.713,0,yolo,0
1785466373.700,-4.891,-2.298,0.130,-0.485,0.298,2.948,0.2735,9.884,-0.509,-0.842,1.000,-0.1493,-0.0345,-0.255,-1.290,1.050,2.051,-2.000,0.0083,-0.399,nan,0.00,1,0.0000,0.394,0,0.118,1,0.589,0,yolo,0
1785466373.737,-4.891,-2.298,0.130,-1.985,0.298,1.448,0.2568,8.987,-0.016,0.280,1.000,-0.0000,-0.0000,-0.255,-1.290,1.050,1.810,-2.000,0.0082,0.640,nan,0.00,1,0.0000,0.296,0,0.119,0,0.602,0,yolo,0
1785466373.778,-4.604,-2.269,-0.025,-3.485,0.269,0.102,0.2544,8.987,-0.016,0.280,1.000,-0.0484,0.0070,-0.304,-1.283,1.066,1.814,-2.000,0.0082,0.636,nan,0.00,1,0.0000,0.296,0,0.119,0,0.602,0,yolo,0
1785466373.809,-4.295,-2.238,-0.131,-4.985,0.238,0.102,0.2555,8.987,-0.016,0.280,1.000,-0.0929,0.0321,-0.348,-1.257,1.082,1.819,-2.000,0.0081,0.631,nan,0.00,1,0.0000,0.397,0,0.121,1,0.602,0,yolo,0
1785466373.838,-4.283,-2.237,-0.131,-6.485,0.237,0.102,0.2555,8.987,-0.016,0.280,1.000,-0.0941,0.0332,-0.350,-1.256,1.082,1.819,-2.000,0.0080,0.631,nan,0.00,1,0.0000,0.397,0,0.121,1,0.602,0,yolo,0
1785466373.870,-3.373,-2.203,-0.142,-4.985,0.203,0.475,0.2722,8.994,-0.075,0.240,1.000,0.5845,0.4067,-0.401,-1.200,1.097,1.860,-2.000,0.0080,0.590,nan,0.00,1,0.0000,0.189,0,0.097,0,0.611,0,yolo,0
1785466373.901,-3.373,-2.203,-0.142,-6.485,0.203,0.475,0.2555,8.994,-0.075,0.240,1.000,-0.2267,0.0000,-0.401,-1.200,1.097,1.860,-2.000,0.0079,0.590,nan,0.00,1,0.0000,0.189,0,0.097,0,0.611,0,yolo,0
1785466373.932,-2.590,-2.179,-0.205,-6.898,0.179,0.475,0.2575,8.994,-0.075,0.240,1.000,-0.2629,0.0611,-0.438,-1.139,1.110,1.865,-2.000,0.0078,0.585,nan,0.00,1,0.0000,0.428,0,0.160,1,0.765,0,yolo,0
1785466373.963,-2.590,-2.179,-0.205,-6.898,0.179,0.475,0.2574,8.994,-0.075,0.240,1.000,-0.2629,0.0611,-0.438,-1.139,1.110,1.865,-2.000,0.0078,0.585,nan,0.00,1,0.0000,0.428,0,0.160,1,0.765,0,yolo,0
1785466373.995,-1.698,-2.157,-0.264,-6.433,0.157,0.475,0.2598,8.994,-0.075,0.240,1.000,-0.2922,0.1146,-0.467,-1.085,1.124,1.869,-2.000,0.0077,0.581,nan,0.00,1,0.0000,0.160,0,0.159,0,0.781,0,yolo,0
1785466374.026,-0.821,-2.135,-0.321,-4.933,0.135,0.231,0.2475,8.806,-0.035,0.276,1.000,-0.2252,-0.1382,-0.486,-1.041,1.138,1.846,-2.000,0.0077,0.604,nan,0.00,1,0.0000,0.321,0,0.159,0,0.781,0,yolo,0
1785466374.058,-0.821,-2.135,-0.321,-6.114,0.135,0.231,0.2537,8.806,-0.035,0.276,1.000,-0.2258,0.0000,-0.486,-1.041,1.138,1.846,-2.000,0.0076,0.604,nan,0.00,1,0.0000,0.457,0,0.197,0,0.807,0,yolo,0
1785466374.090,0.002,-2.116,-0.346,-5.427,0.116,0.231,0.2555,8.806,-0.035,0.276,1.000,-0.2350,0.0392,-0.495,-1.002,1.151,1.849,-2.000,0.0076,0.601,nan,0.00,1,0.0000,0.457,0,0.197,0,0.807,0,yolo,0
1785466374.121,0.002,-2.116,-0.346,-5.427,0.116,0.231,0.2554,8.806,-0.035,0.276,1.000,-0.2350,0.0392,-0.495,-1.002,1.151,1.849,-2.000,0.0075,0.601,nan,0.00,1,0.0000,0.458,0,0.197,0,0.806,0,yolo,0
1785466374.153,0.755,-2.099,-0.366,-5.687,0.099,-0.128,0.2387,8.790,0.020,0.374,1.000,-0.5496,-0.9543,-0.497,-0.964,1.164,1.754,-2.000,0.0074,0.696,nan,0.00,1,0.0000,0.458,0,0.197,0,0.806,0,yolo,0
1785466374.184,0.755,-2.099,-0.366,-5.180,0.099,-0.128,0.2507,8.790,0.020,0.374,1.000,-0.1518,0.0000,-0.497,-0.964,1.164,1.754,-2.000,0.0074,0.696,nan,0.00,1,0.0000,0.460,0,0.200,0,0.796,0,yolo,0
1785466374.214,1.522,-2.086,-0.348,-4.338,0.086,-0.128,0.2533,8.790,0.020,0.374,1.000,-0.1467,0.0585,-0.492,-0.906,1.176,1.756,-2.000,0.0073,0.694,nan,0.00,1,0.0000,0.460,0,0.200,0,0.796,0,yolo,0
1785466374.245,2.063,-2.074,-0.328,-3.601,0.074,-0.128,0.2561,8.790,0.020,0.374,1.000,-0.1334,0.1190,-0.479,-0.845,1.187,1.757,-2.000,0.0072,0.693,nan,0.00,1,0.0000,0.458,0,0.197,0,0.777,0,yolo,0
1785466374.277,2.063,-2.074,-0.328,-5.101,0.074,-0.538,0.2395,8.713,0.082,0.457,1.000,-0.4677,-0.6201,-0.479,-0.845,1.187,1.675,-2.000,0.0071,0.775,nan,0.00,1,0.0000,0.458,0,0.197,0,0.777,0,yolo,0
1785466374.309,2.723,-2.068,-0.267,-3.601,0.068,-0.538,0.2514,8.713,0.082,0.457,1.000,-0.0793,0.0688,-0.462,-0.777,1.197,1.675,-2.000,0.0071,0.775,nan,0.00,1,0.0000,0.454,0,0.192,0,0.762,0,yolo,0
1785466374.344,2.723,-2.068,-0.267,-3.576,0.068,-0.538,0.2513,8.713,0.082,0.457,1.000,-0.0793,0.0688,-0.462,-0.777,1.197,1.675,-2.000,0.0070,0.775,nan,0.00,1,0.0000,0.454,0,0.192,0,0.762,0,yolo,0
1785466374.371,3.184,-2.061,-0.197,-2.725,0.061,-0.538,0.2546,8.713,0.082,0.457,1.000,-0.0531,0.1423,-0.436,-0.703,1.208,1.676,-2.000,0.0069,0.774,nan,0.00,1,0.0000,0.316,0,0.151,0,0.747,0,yolo,0
1785466374.408,3.534,-2.057,-0.140,-4.225,0.057,-0.996,0.2380,8.656,0.150,0.540,1.000,-0.5188,-0.6319,-0.407,-0.633,1.218,1.591,-2.000,0.0068,0.859,nan,0.00,1,0.0000,0.571,0,0.196,1,0.706,0,yolo,0
1785466374.438,3.537,-2.057,-0.139,-3.126,0.057,-0.996,0.2456,8.656,0.150,0.540,1.000,-0.0281,0.0005,-0.407,-0.633,1.218,1.591,-2.000,0.0067,0.859,nan,0.00,1,0.0000,0.468,0,0.211,0,0.700,0,yolo,0
1785466374.464,3.997,-2.057,-0.005,-2.146,0.057,-0.996,0.2485,8.656,0.150,0.540,1.000,0.0068,0.0647,-0.372,-0.569,1.229,1.590,-2.000,0.0066,0.860,nan,0.00,1,0.0000,0.468,0,0.211,0,0.700,0,yolo,0
1785466374.496,3.997,-2.057,-0.005,-3.646,0.057,-1.443,0.2319,8.263,0.208,0.610,1.000,-0.6457,-0.5937,-0.372,-0.569,1.229,1.531,-2.000,0.0066,0.919,nan,0.00,1,0.0000,0.456,0,0.195,0,0.676,0,yolo,0
1785466374.527,4.452,-2.062,0.161,-2.413,0.062,-1.443,0.2466,8.263,0.208,0.610,1.000,0.0525,0.0644,-0.339,-0.504,1.238,1.529,-2.000,0.0065,0.921,nan,0.00,1,0.0000,0.456,0,0.195,0,0.676,0,yolo,0
1785466374.562,4.452,-2.062,0.161,-2.413,-0.438,-1.443,0.2465,8.263,0.208,0.610,1.000,0.0525,0.0644,-0.339,-0.504,1.238,1.529,-2.500,0.0064,0.921,nan,0.00,1,0.0000,0.456,0,0.195,0,0.676,0,yolo,0
1785466374.594,4.740,-2.067,0.326,-1.539,-0.422,-1.443,0.2496,8.263,0.208,0.610,1.000,0.0905,0.1326,-0.301,-0.436,1.247,1.527,-2.490,0.0063,0.923,nan,0.00,1,0.0000,0.466,0,0.208,0,0.650,0,yolo,0
1785466374.628,4.956,-2.104,0.468,-3.039,-0.125,-1.978,0.2329,8.281,0.286,0.681,1.000,-0.4636,-0.5051,-0.264,-0.371,1.256,1.443,-2.228,0.0063,1.007,nan,0.00,1,0.0000,0.460,0,0.200,0,0.643,0,yolo,0
1785466374.669,5.364,-2.133,0.694,-1.539,-0.025,-1.978,0.2449,8.281,0.286,0.681,1.000,0.1105,0.0842,-0.223,-0.287,1.266,1.437,-2.157,0.0063,1.013,nan,0.00,1,0.0000,0.460,0,0.200,0,0.643,0,yolo,0
1785466374.708,5.364,-2.133,0.694,-3.039,0.022,-2.430,0.2283,7.935,0.337,0.741,1.000,-0.9385,-0.7717,-0.223,-0.287,1.266,1.386,-2.111,0.0063,1.064,nan,0.00,1,0.0000,0.464,0,0.206,0,0.651,0,yolo,0
1785466374.747,5.528,-2.156,0.918,-1.614,0.128,-2.430,0.2426,7.935,0.337,0.741,1.000,0.1742,0.0671,-0.179,-0.220,1.275,1.382,-2.029,0.0063,1.068,nan,0.00,1,0.0000,0.464,0,0.206,0,0.651,0,yolo,0
1785466374.778,5.735,-2.165,1.186,-0.706,0.203,-2.430,0.2457,7.935,0.337,0.741,1.000,0.2186,0.1354,-0.135,-0.152,1.285,1.380,-1.962,0.0063,1.070,nan,0.00,1,0.0000,0.471,0,0.213,0,0.647,0,yolo,0
1785466374.814,5.807,-2.168,1.452,-2.206,0.320,-2.735,0.2290,7.582,0.362,0.779,1.000,-0.4035,-0.2755,-0.092,-0.086,1.295,1.352,-1.848,0.0063,1.098,nan,0.00,1,0.0000,0.475,0,0.218,0,0.637,0,yolo,0
1785466374.842,5.807,-2.168,1.452,-1.359,0.231,-2.735,0.2387,7.582,0.362,0.779,1.000,0.1419,0.0000,-0.092,-0.086,1.295,1.352,-1.937,0.0063,1.098,nan,0.00,1,0.0000,0.475,0,0.218,0,0.637,0,yolo,0
1785466374.873,5.987,-2.172,1.756,-0.425,0.311,-2.735,0.2422,7.582,0.362,0.779,1.000,0.1882,0.0766,-0.046,-0.009,1.305,1.351,-1.861,0.0063,1.099,nan,0.00,1,0.0000,0.474,0,0.218,0,0.638,0,yolo,0
1785466374.904,5.987,-2.172,1.756,-0.425,0.235,-2.735,0.2422,7.582,0.362,0.779,1.000,0.1882,0.0766,-0.046,-0.009,1.305,1.351,-1.937,0.0063,1.099,nan,0.00,1,0.0000,0.474,0,0.218,0,0.638,0,yolo,0
1785466374.933,6.022,-2.167,2.042,-1.925,0.335,-2.971,0.2319,7.317,0.380,0.802,1.000,-0.3021,-0.1429,-0.003,0.051,1.314,1.337,-1.832,0.0063,1.113,nan,0.00,1,0.0000,0.468,0,0.210,0,0.625,0,yolo,0
1785466374.967,6.274,-2.162,2.372,-0.425,0.398,-2.971,0.2419,7.317,0.380,0.802,1.000,0.1872,0.0760,0.044,0.127,1.324,1.336,-1.764,0.0063,1.114,nan,0.00,1,0.0000,0.595,0,0.220,1,0.651,0,yolo,0
1785466374.998,6.274,-2.162,2.372,0.303,0.319,-2.971,0.2419,7.317,0.380,0.802,1.000,0.1872,0.0760,0.044,0.127,1.324,1.336,-1.844,0.0063,1.114,nan,0.00,1,0.0000,0.486,0,0.233,0,0.712,0,yolo,0
1785466375.029,6.455,-2.157,2.677,-1.197,0.377,-3.087,0.2392,7.178,0.387,0.804,1.000,-0.1087,0.0131,0.089,0.202,1.333,1.338,-1.781,0.0063,1.112,nan,0.00,1,0.0000,0.486,0,0.232,0,0.773,0,yolo,0
1785466375.060,6.609,-2.152,3.018,0.303,0.435,-3.087,0.2424,7.178,0.387,0.804,1.000,0.1848,0.0827,0.139,0.285,1.343,1.338,-1.716,0.0063,1.112,nan,0.00,1,0.0000,0.486,0,0.232,0,0.773,0,yolo,0
1785466375.091,6.609,-2.152,3.018,1.477,0.355,-3.087,0.2424,7.178,0.387,0.804,1.000,0.1848,0.0827,0.139,0.285,1.343,1.338,-1.797,0.0063,1.112,nan,0.00,1,0.0000,0.468,0,0.210,0,0.832,0,yolo,0
1785466375.121,6.404,-2.148,3.344,2.022,0.419,-3.087,0.2459,7.178,0.387,0.804,1.000,0.2291,0.1613,0.183,0.363,1.353,1.339,-1.729,0.0063,1.111,nan,0.00,1,0.0000,0.468,0,0.210,0,0.832,0,yolo,0
1785466375.152,6.165,-2.134,3.679,0.956,0.473,-2.932,0.2369,7.201,0.369,0.812,1.000,0.1941,-0.0322,0.226,0.433,1.363,1.336,-1.660,0.0063,1.114,nan,0.00,1,0.0000,0.467,0,0.209,0,0.828,0,yolo,0
1785466375.178,6.165,-2.134,3.679,2.176,0.392,-2.932,0.2384,7.201,0.369,0.812,1.000,0.1295,0.0000,0.226,0.433,1.363,1.336,-1.742,0.0063,1.114,nan,0.00,1,0.0000,0.467,0,0.209,0,0.828,0,yolo,0
1785466375.220,5.903,-2.121,4.002,2.610,0.447,-2.932,0.2415,7.201,0.369,0.812,1.000,0.1706,0.0696,0.267,0.503,1.373,1.339,-1.674,0.0063,1.111,nan,0.00,1,0.0000,0.465,0,0.206,0,0.814,0,yolo,0
1785466375.260,5.583,-2.098,4.323,1.838,0.456,-2.780,0.2431,7.145,0.347,0.810,1.000,0.1899,0.1017,0.304,0.572,1.383,1.349,-1.642,0.0063,1.101,nan,0.00,1,0.0000,0.579,0,0.204,1,0.803,0,yolo,0
1785466375.291,5.583,-2.098,4.323,2.870,0.374,-2.780,0.2385,7.145,0.347,0.810,1.000,0.1165,0.0000,0.304,0.572,1.383,1.349,-1.724,0.0063,1.101,nan,0.00,1,0.0000,0.576,0,0.201,1,0.791,0,yolo,0
1785466375.328,5.239,-2.083,4.625,3.084,0.419,-2.780,0.2416,7.145,0.347,0.810,1.000,0.1492,0.0688,0.337,0.640,1.392,1.352,-1.664,0.0063,1.098,nan,0.00,1,0.0000,0.570,0,0.195,1,0.772,0,yolo,0
