t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785735716.747,0.000,-17.800,0.000,0.9521,0,-1.054,15.800,-1.109,0.3027,10.133,0.064,-3.890,1.000,0.360,1.054,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,1.844,-2.000,0.0061,-0.606,nan,0.75,1,1,1,1,1,0.0262,1.000,1,0.528,8,-0.023,0,0,anduril,,anduril,0,0,1,0.013,1,0,0
1785735716.818,0.005,-17.032,0.004,0.9561,0,-1.201,15.032,-1.109,0.3058,10.133,0.064,-3.890,1.000,0.360,1.206,0.0000,-0.0067,-0.000,-0.000,-0.007,0.013,1.698,-2.000,0.0061,-0.752,nan,0.75,1,1,1,0,1,0.0262,1.000,1,0.528,8,-0.023,0,0,anduril,,anduril,0,0,1,0.027,1,0,0
1785735716.876,0.159,-14.682,0.102,0.9673,0,-1.185,13.532,-1.109,0.3144,10.133,0.064,-3.890,1.000,0.360,1.344,0.0010,-0.0406,0.001,0.001,-0.041,0.051,1.255,-2.000,0.0061,-1.195,nan,0.75,1,1,1,0,1,0.0262,1.000,1,0.528,8,-0.023,14,0,anduril,,anduril,0,0,1,0.040,1,14,0
1785735716.911,0.254,-13.573,0.225,0.9721,0,-1.131,12.032,-1.163,0.3220,9.986,0.061,-3.883,1.000,0.351,1.385,-0.0000,-0.0000,0.002,0.002,-0.076,0.094,1.200,-2.000,0.0061,-1.430,nan,0.81,1,1,1,1,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.046,1,0,0
1785735716.958,0.410,-11.462,0.401,0.9800,0,-1.054,10.532,-1.163,0.3256,9.986,0.061,-3.883,1.000,0.351,1.463,0.0039,-0.1246,0.006,0.006,-0.200,0.227,1.200,-2.000,0.0061,-1.820,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.057,1,0,0
1785735717.016,0.487,-10.522,0.492,0.9832,0,-1.076,9.032,-1.163,0.3261,9.986,0.061,-3.883,1.000,0.351,1.563,0.0062,-0.2083,0.008,0.008,-0.284,0.290,1.200,-2.000,0.0061,-1.993,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.068,1,0,0
1785735717.085,0.564,-9.566,0.593,0.9860,0,-1.095,7.566,-1.163,0.3208,9.986,0.061,-3.883,1.000,0.351,1.659,0.0088,-0.3069,0.011,0.011,-0.383,0.350,1.200,-2.000,0.0061,-2.168,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.080,1,0,0
1785735717.157,0.816,-7.214,0.891,0.9920,0,-0.842,6.578,-1.163,0.3041,9.986,0.061,-3.883,1.000,0.351,1.658,0.0185,-0.6567,0.020,0.020,-0.732,0.501,1.200,-0.636,0.0061,-2.597,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.091,1,0,0
1785735717.194,0.904,-6.494,0.994,0.9935,0,-0.832,5.530,-1.163,0.2971,9.986,0.061,-3.883,1.000,0.351,1.736,0.0223,-0.7769,0.024,0.024,-0.853,0.547,1.200,-0.964,0.0061,-2.727,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.103,1,0,0
1785735717.248,1.034,-5.371,1.195,0.9954,0,-0.714,4.658,-1.163,0.2881,9.986,0.061,-3.883,1.000,0.351,1.748,0.0311,-0.9622,0.033,0.033,-1.038,0.626,1.200,-0.713,0.0061,-2.929,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.114,1,0,0
1785735717.319,1.092,-4.924,1.297,0.9961,0,-0.720,3.867,-1.163,0.2853,9.986,0.061,-3.883,1.000,0.351,1.812,0.0360,-1.0199,0.038,0.038,-1.095,0.661,1.200,-1.057,0.0061,-3.009,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.126,1,0,0
1785735717.385,1.261,-3.779,1.587,0.9976,0,-0.472,3.212,-1.163,0.2821,9.986,0.061,-3.883,1.000,0.351,1.733,0.0514,-1.0819,0.053,0.053,-1.158,0.750,1.200,-0.568,0.0061,-3.214,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.137,1,0,0
1785735717.446,1.299,-3.468,1.687,0.9979,0,-0.480,2.469,-1.163,0.2816,9.986,0.061,-3.883,1.000,0.351,1.779,0.0576,-1.0919,0.059,0.059,-1.167,0.775,1.200,-0.999,0.0061,-3.269,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.148,1,0,0
1785735717.491,1.341,-3.133,1.796,0.9982,0,-0.473,1.850,-1.163,0.2808,9.986,0.061,-3.883,1.000,0.351,1.814,0.0647,-1.1077,0.066,0.066,-1.183,0.800,1.200,-1.284,0.0061,-3.329,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.160,1,0,0
1785735717.554,1.426,-2.693,2.004,0.9986,0,-0.325,1.427,-1.163,0.2705,9.986,0.061,-3.883,1.000,0.351,1.751,0.0790,-1.1460,0.081,0.081,-1.222,0.840,1.200,-1.265,0.0061,-3.407,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.171,1,0,0
1785735717.634,1.480,-2.397,2.204,0.9988,0,-0.195,1.075,-1.163,0.2705,9.986,0.061,-3.883,1.000,0.351,1.675,0.0942,-1.1642,0.096,0.096,-1.240,0.873,1.200,-1.322,0.0061,-3.459,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.183,1,0,0
1785735717.714,1.513,-2.161,2.414,0.9989,0,-0.062,0.786,-1.163,0.2704,9.986,0.061,-3.883,1.000,0.351,1.575,0.1111,-1.1601,0.113,0.113,-1.236,0.903,1.200,-1.374,0.0061,-3.501,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.194,1,0,0
1785735717.838,1.525,-1.914,2.712,0.9991,0,0.161,0.614,-1.163,0.2704,9.986,0.061,-3.883,1.000,0.351,1.365,0.1362,-1.1462,0.138,0.138,-1.222,0.939,1.200,-1.300,0.0061,-3.544,nan,0.81,1,1,1,0,1,0.0284,1.000,1,0.525,8,0.008,0,0,anduril,,anduril,0,0,1,0.205,1,0,0
