t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785734741.171,0.000,-17.800,0.000,0.9521,0,0.247,15.800,-1.064,0.2988,10.882,-0.019,-3.999,1.000,-0.098,-0.247,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,1.969,-2.000,0.0060,-0.481,nan,1.16,1,1,1,1,1,0.0405,0.944,1,0.583,8,-0.015,3,0,anduril,,anduril,0,0,0,0.000,0,-1,0
1785734741.228,-0.003,-17.783,-0.001,0.9522,0,-0.924,15.783,-0.731,0.3132,10.762,-0.007,-3.977,1.000,-0.038,0.922,-0.1676,0.2917,0.001,-0.022,0.003,0.011,1.950,-2.000,0.0061,-0.500,nan,0.77,1,1,1,1,1,0.0269,0.944,1,0.584,8,-0.015,2,0,anduril,,anduril,0,0,0,0.000,0,-1,0
1785734741.271,-0.004,-16.187,-0.001,0.9604,0,0.216,14.283,-0.796,0.3063,10.762,-0.007,-3.977,1.000,-0.038,-0.220,0.0234,-0.0143,0.001,0.001,-0.011,0.025,1.631,-2.000,0.0062,-0.819,nan,0.83,1,1,1,0,1,0.0291,1.000,1,0.522,8,0.010,0,0,anduril,,anduril,0,0,0,0.000,0,-1,0
1785734741.307,0.111,-14.196,0.103,0.9695,0,0.221,12.783,-0.796,0.3163,10.762,-0.007,-3.977,1.000,-0.038,-0.109,-0.0000,-0.0000,0.002,0.002,-0.037,0.045,1.234,-2.000,0.0062,-1.216,nan,0.83,1,1,1,1,1,0.0291,1.000,1,0.522,8,0.010,1,1,yolo,216.5,yolo,0,0,0,0.000,0,-1,0
1785734741.345,0.054,-13.000,0.198,0.9744,0,0.167,11.283,-0.614,0.3221,10.762,-0.007,-3.977,1.000,-0.038,-0.113,-0.0000,-0.0000,0.002,0.002,-0.081,0.080,1.200,-2.000,0.0062,-1.454,nan,0.65,1,1,1,1,1,0.0228,1.000,1,0.525,8,-0.000,0,0,yolo,216.5,yolo,0,0,0,0.000,0,-1,0
1785734741.385,0.031,-11.688,0.249,0.9793,0,0.845,9.783,-0.166,0.3179,10.294,-0.057,-3.529,1.000,-0.318,-0.814,-0.0000,-0.0000,0.002,0.002,-0.157,0.134,1.200,-2.000,0.0062,-1.371,nan,0.48,1,1,1,1,1,0.0169,1.000,1,0.517,8,0.022,0,0,yolo,216.5,yolo,0,0,0,0.000,0,-1,0
1785734741.434,-0.063,-10.621,0.264,0.9829,0,0.621,8.621,-0.218,0.3074,8.591,-0.040,-2.695,1.000,-0.266,-0.683,-0.0000,-0.0000,0.002,0.002,-0.258,0.195,1.384,-2.000,0.0062,-1.066,nan,0.48,1,1,1,1,1,0.0169,1.000,1,0.517,8,0.022,3,0,yolo,193.7,yolo,0,0,0,0.000,0,-1,0
1785734741.487,-0.177,-8.785,0.290,0.9883,0,0.489,7.121,-0.112,0.3144,8.591,-0.040,-2.695,1.000,-0.266,-0.666,-0.0000,-0.0000,0.000,0.000,-0.461,0.320,1.200,-1.883,0.0062,-1.351,nan,0.38,1,1,1,1,1,0.0132,1.000,1,0.450,7,0.105,0,0,yolo,193.7,yolo,0,0,0,0.000,0,-1,0
1785734741.531,-0.178,-8.774,0.290,0.9883,0,1.407,6.774,0.311,0.3033,8.122,-0.090,-2.248,1.000,-0.633,-1.585,-0.0000,-0.0000,0.000,0.000,-0.462,0.321,1.468,-2.000,0.0063,-0.982,nan,0.32,1,1,1,1,1,0.0112,1.000,1,0.435,7,0.179,0,0,yolo,193.7,yolo,0,0,0,0.000,0,-1,0
1785734741.564,-0.225,-8.008,0.301,0.9902,0,1.343,6.008,0.311,0.3061,8.122,-0.090,-2.248,1.000,-0.633,-1.569,-0.0000,-0.0000,-0.001,-0.001,-0.560,0.379,1.356,-2.000,0.0063,-1.094,nan,0.32,1,1,1,1,1,0.0112,1.000,1,0.435,7,0.179,0,0,yolo,193.7,yolo,0,0,0,0.000,0,-1,0
1785734741.594,-0.381,-7.223,0.269,0.9920,0,0.368,5.223,0.032,0.3031,7.516,-0.041,-1.976,1.000,-0.311,-0.749,-0.0000,-0.0000,-0.003,-0.003,-0.653,0.437,1.435,-2.000,0.0063,-1.015,nan,0.28,1,1,1,1,1,0.0098,1.000,1,0.435,7,0.179,0,0,yolo,182.9,yolo,0,0,0,0.000,0,-1,0
