t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617365.828,0.000,-17.800,0.000,0.9521,0,-1.438,15.800,-2.384,0.3020,9.718,0.098,-3.731,1.000,0.575,1.438,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,1.868,-2.000,0.0061,-0.582,nan,1.81,1,1,1,0.0632,1.000,1,0.525,8,0.015,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617365.857,0.004,-17.782,0.004,0.9522,0,-1.436,15.782,-2.374,0.3023,9.718,0.098,-3.731,1.000,0.575,1.441,-0.0002,0.0042,-0.000,-0.000,0.004,0.015,1.865,-2.000,0.0061,-0.585,nan,1.80,1,1,1,0.0628,1.000,1,0.525,8,0.015,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617365.888,-0.001,-17.602,0.005,0.9532,0,-1.448,15.602,-2.186,0.3029,9.718,0.098,-3.731,1.000,0.575,1.447,-0.0006,0.0010,-0.001,-0.001,0.001,0.037,1.832,-2.000,0.0062,-0.618,nan,1.61,1,1,1,0.0562,1.000,1,0.524,8,0.015,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617365.914,-0.001,-17.602,0.005,0.9532,0,0.052,15.602,-2.000,0.3163,9.729,0.090,-3.744,1.000,0.530,-0.086,0.2296,0.2757,-0.001,0.030,0.001,0.037,1.823,-2.000,0.0062,-0.627,nan,1.47,1,1,1,0.0513,1.000,1,0.524,8,0.015,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617365.950,0.211,-15.679,0.294,0.9628,0,-1.258,14.102,-1.892,0.3102,9.729,0.090,-3.744,1.000,0.530,1.469,-0.0294,-0.0216,0.000,0.000,-0.021,0.072,1.475,-2.000,0.0063,-0.975,nan,1.36,1,1,1,0.0476,1.000,1,0.525,8,0.012,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617365.986,0.137,-14.221,0.551,0.9694,0,-1.322,12.602,-1.812,0.3145,9.729,0.090,-3.744,1.000,0.530,1.459,-0.0287,-0.0599,0.001,0.001,-0.059,0.120,1.211,-2.000,0.0063,-1.239,nan,1.28,1,1,1,0.0448,1.000,1,0.525,8,0.012,1,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617366.028,0.333,-11.750,0.805,0.9790,0,0.178,11.102,-0.645,0.2978,10.040,-0.004,-3.173,1.000,-0.024,-4.043,0.7285,-1.3337,0.004,0.040,-0.185,0.233,1.389,-2.000,0.0063,-1.061,nan,0.67,1,1,1,0.0234,1.000,1,0.526,8,0.022,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617366.060,0.312,-10.778,0.897,0.9823,0,0.254,9.602,-0.484,0.3099,10.040,-0.004,-3.173,1.000,-0.024,0.057,-0.0338,-0.0691,0.006,0.006,-0.254,0.293,1.211,-2.000,0.0063,-1.239,nan,0.51,1,1,1,0.0177,1.000,1,0.451,7,0.105,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617366.090,0.312,-10.778,0.897,0.9823,0,0.254,8.778,-0.484,0.3099,10.040,-0.004,-3.173,1.000,-0.024,0.057,-0.0338,-0.0691,0.006,0.006,-0.254,0.293,1.211,-2.000,0.0063,-1.239,nan,0.51,1,1,1,0.0177,1.000,1,0.451,7,0.105,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617366.125,0.289,-9.890,0.927,0.9851,0,-0.678,7.890,-0.377,0.3265,10.011,0.017,-3.313,1.000,0.096,0.968,-0.1575,2.0000,0.008,0.007,-0.336,0.351,1.200,-2.000,0.0063,-1.544,nan,0.28,1,1,1,0.0098,1.000,1,0.434,7,0.172,0,0,yolo,95.2,yolo,0,0,0,0.000,0,-1,0
