t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617485.369,0.000,-17.800,0.000,0.9521,0,-1.567,15.800,-0.545,0.2740,5.828,0.066,-1.552,0.971,0.646,1.567,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,0.78,1,1,1,0.0272,1.000,1,0.521,8,0.005,0,0,yolo,99.8,yolo,0,0,0,0.000,0,-1,0
1785617485.414,-0.004,-17.783,-0.004,0.9522,0,-0.067,15.783,-0.424,0.2753,5.826,0.049,-1.551,0.971,0.484,-0.512,0.2460,0.0290,-0.000,0.034,0.002,0.010,2.148,-2.000,0.0059,0.302,nan,0.83,1,1,1,0.0288,1.000,1,0.521,8,0.005,2,0,yolo,102.7,yolo,0,0,0,0.000,0,-1,0
1785617485.455,-0.000,-16.460,-0.002,0.9590,0,-1.346,14.460,-0.482,0.2756,5.826,0.049,-1.551,0.971,0.484,1.346,-0.0346,-0.0161,-0.000,-0.000,-0.014,0.026,2.200,-2.000,0.0059,0.163,nan,0.88,1,1,1,0.0308,1.000,1,0.522,8,0.010,0,0,yolo,102.7,yolo,0,0,0,0.000,0,-1,0
1785617485.487,0.000,-14.533,-0.002,0.9680,0,0.154,12.960,-0.399,0.2923,5.824,0.039,-1.551,0.971,0.380,-1.495,0.3200,2.0000,-0.000,0.060,-0.030,0.046,2.200,-2.000,0.0059,-0.040,nan,0.91,1,1,1,0.0318,1.000,1,0.523,8,0.017,0,0,yolo,104.0,yolo,0,0,0,0.000,0,-1,0
1785617485.518,0.026,-13.213,0.066,0.9735,0,-1.174,11.460,-0.419,0.2819,5.824,0.039,-1.551,0.971,0.380,1.200,-0.0596,-0.0185,0.001,0.001,-0.048,0.094,2.200,-2.000,0.0059,-0.179,nan,0.93,1,1,1,0.0325,1.000,1,0.523,8,0.017,0,0,yolo,104.0,yolo,0,0,0,0.000,0,-1,0
1785617485.549,0.026,-13.213,0.066,0.9735,0,-1.174,11.213,-0.402,0.2820,5.824,0.039,-1.551,0.971,0.380,1.200,-0.0596,-0.0185,0.001,0.001,-0.048,0.094,2.200,-2.000,0.0060,-0.179,nan,0.91,1,1,1,0.0319,1.000,1,0.363,6,0.144,0,0,yolo,104.0,yolo,0,0,0,0.000,0,-1,0
1785617485.579,0.160,-11.897,0.104,0.9785,0,-1.001,9.897,-0.389,0.2834,5.824,0.039,-1.551,0.971,0.380,1.161,-0.0576,-0.0478,0.003,0.003,-0.078,0.157,2.133,-2.000,0.0060,-0.317,nan,0.90,1,1,1,0.0314,1.000,1,0.363,6,0.144,0,0,yolo,104.0,yolo,0,0,0,0.000,0,-1,0
1785617485.612,0.263,-10.860,0.135,0.9821,0,0.259,8.860,0.511,0.3001,5.823,0.032,-1.551,0.971,0.311,0.004,0.0416,0.6525,0.005,0.038,-0.100,0.219,2.024,-2.000,0.0060,-0.426,nan,0.07,1,1,1,0.0025,1.000,1,0.449,7,0.170,0,0,yolo,96.3,yolo,0,0,0,0.000,0,-1,0
1785617485.644,0.253,-10.010,0.124,0.9848,0,-0.535,8.010,0.511,0.2887,5.823,0.032,-1.551,0.971,0.311,0.789,-0.0304,-0.0283,0.008,0.008,-0.129,0.275,1.935,-2.000,0.0061,-0.515,nan,0.07,1,1,1,0.0025,1.000,1,0.449,7,0.170,0,0,yolo,96.3,yolo,0,0,0,0.000,0,-1,0
1785617485.681,0.312,-9.243,0.072,0.9870,0,0.123,7.243,0.855,0.3053,5.881,0.031,-1.535,0.980,0.299,0.189,0.0197,0.8314,0.010,0.031,-0.167,0.328,1.880,-2.000,0.0061,-0.570,nan,-0.55,1,1,1,-0.0193,1.000,1,0.449,7,0.170,2,0,yolo,88.8,yolo,0,0,0,0.000,0,-1,0
1785617485.720,0.329,-8.560,0.013,0.9888,0,-0.310,6.560,-0.645,0.2907,5.881,0.031,-1.535,0.980,0.299,0.639,-0.0184,-0.0453,0.013,0.013,-0.212,0.376,1.808,-2.000,0.0062,-0.642,nan,1.14,1,1,1,0.0396,0.929,1,0.446,6,0.183,0,0,yolo,88.8,yolo,0,0,0,0.000,0,-1,0
1785617485.751,0.339,-7.879,-0.041,0.9905,0,-0.251,5.879,-0.765,0.2900,5.881,0.031,-1.535,0.980,0.299,0.590,-0.0158,-0.0998,0.015,0.015,-0.267,0.423,1.736,-2.000,0.0063,-0.714,nan,1.07,1,1,1,0.0373,1.000,1,0.430,7,0.205,0,0,yolo,88.8,yolo,0,0,0,0.000,0,-1,0
1785617485.778,0.366,-7.310,0.022,0.9919,0,-1.751,5.310,-1.603,0.2733,6.369,0.065,-1.332,1.000,0.586,4.480,-0.4790,-2.0000,0.017,-0.046,-0.323,0.468,1.939,-2.000,0.0063,-0.511,nan,1.02,1,1,1,0.0355,1.000,1,0.430,7,0.205,0,0,yolo,91.7,yolo,0,0,0,0.000,0,-1,0
1785617485.813,0.500,-6.804,0.160,0.9929,0,-0.401,4.804,-1.897,0.2877,6.369,0.065,-1.332,1.000,0.586,0.901,0.0640,-0.0401,0.018,0.018,-0.364,0.509,1.882,-2.000,0.0064,-0.568,nan,1.31,1,1,1,0.0458,1.000,1,0.379,6,0.238,0,0,yolo,91.7,yolo,0,0,0,0.000,0,-1,0
1785617485.844,0.523,-6.321,0.331,0.9939,0,-0.347,4.321,-2.118,0.2874,6.369,0.065,-1.332,1.000,0.586,0.869,0.0657,-0.0777,0.020,0.020,-0.401,0.549,1.828,-2.000,0.0065,-0.622,nan,1.53,1,1,1,0.0535,1.000,1,0.379,6,0.238,0,0,yolo,91.7,yolo,0,0,0,0.000,0,-1,0
1785617485.875,0.523,-6.321,0.331,0.9939,0,-1.847,4.321,-1.852,0.2707,6.563,0.086,-1.131,1.000,0.748,3.494,-0.1853,-2.0000,0.020,-0.053,-0.401,0.549,2.050,-2.000,0.0065,-0.400,nan,1.10,1,1,1,0.0385,1.000,1,0.370,6,0.180,0,0,yolo,93.9,yolo,0,0,0,0.000,0,-1,0
1785617485.907,0.536,-5.844,0.524,0.9948,0,-0.675,3.844,-1.531,0.2841,6.563,0.086,-1.131,1.000,0.748,1.211,0.0750,-0.0358,0.022,0.022,-0.437,0.590,1.994,-2.000,0.0065,-0.456,nan,0.78,1,1,1,0.0274,1.000,1,0.370,6,0.180,0,0,yolo,93.9,yolo,0,0,0,0.000,0,-1,0
1785617485.938,0.599,-5.407,0.679,0.9955,0,-0.569,3.407,-1.808,0.2842,6.563,0.086,-1.131,1.000,0.748,1.168,0.0774,-0.0641,0.024,0.024,-0.465,0.629,1.944,-2.000,0.0066,-0.506,nan,1.06,1,1,1,0.0370,1.000,1,0.363,6,0.190,0,0,yolo,93.9,yolo,0,0,0,0.000,0,-1,0
1785617485.973,0.641,-5.057,0.814,0.9960,0,0.610,3.057,-1.764,0.3008,7.883,0.068,-1.398,1.000,0.496,0.031,0.2597,1.4275,0.027,-0.008,-0.489,0.662,1.754,-2.000,0.0067,-0.696,nan,1.27,1,1,1,0.0443,1.000,1,0.363,6,0.190,2,0,yolo,88.2,yolo,0,0,0,0.000,0,-1,0
