t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568505.798,0.000,-17.800,0.000,0.9521,-2.554,15.800,-2.384,0.2681,7.640,0.136,-1.940,1.000,1.021,2.554,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,1.961,-2.000,0.0060,0.489,nan,1.36,1,1,1,0.0476,1.000,1,0.526,8,0.004,0,0,yolo,123.0,yolo,0,0,0,0.000,0,-1,0
1785568505.841,0.000,-17.800,0.000,0.9521,-1.054,15.800,-2.059,0.2848,7.003,0.098,-1.803,1.000,0.805,-3.907,0.7940,1.9425,-0.000,0.159,-0.000,-0.000,2.026,-2.000,0.0059,0.424,nan,1.25,1,1,1,0.0438,1.000,1,0.525,8,0.002,0,0,yolo,128.2,yolo,0,0,0,0.000,0,-1,0
1785568505.876,0.001,-15.740,0.007,0.9625,-2.554,14.300,-2.021,0.2745,7.003,0.098,-1.803,1.000,0.805,2.805,-0.1588,-0.0174,0.000,0.000,-0.017,0.041,2.200,-2.000,0.0059,0.164,nan,1.22,1,1,1,0.0425,1.000,1,0.526,8,-0.001,0,0,yolo,128.2,yolo,0,0,0,0.000,0,-1,0
1785568505.918,0.001,-15.740,0.007,0.9625,-2.803,13.740,-1.992,0.2745,7.003,0.098,-1.803,1.000,0.805,2.805,-0.1588,-0.0174,0.000,0.000,-0.017,0.041,2.200,-2.000,0.0059,0.164,nan,1.19,1,1,1,0.0415,1.000,1,0.525,8,-0.004,0,0,yolo,128.2,yolo,0,0,0,0.000,0,-1,0
1785568505.955,0.580,-12.622,0.515,0.9758,-2.122,12.240,-1.706,0.2818,7.003,0.098,-1.803,1.000,0.805,2.702,-0.1528,-0.0386,0.006,0.006,-0.039,0.100,2.200,-2.000,0.0059,-0.228,nan,0.90,1,1,1,0.0315,1.000,1,0.524,8,-0.006,0,0,yolo,128.2,yolo,0,0,0,0.000,0,-1,0
1785568505.988,0.580,-12.622,0.515,0.9758,-0.622,10.740,-1.487,0.2985,7.993,0.079,-2.516,1.000,0.569,-0.883,0.1971,2.0000,0.006,0.123,-0.039,0.100,1.742,-2.000,0.0060,-0.708,nan,0.92,1,1,1,0.0320,1.000,1,0.524,8,-0.002,0,0,yolo,128.4,yolo,0,0,0,0.000,0,-1,0
1785568506.027,0.765,-11.328,0.661,0.9804,-1.090,9.328,-1.218,0.3021,7.993,0.079,-2.516,1.000,0.569,1.856,-0.1113,-0.0169,0.012,0.012,-0.056,0.147,1.554,-2.000,0.0061,-0.896,nan,0.65,1,1,1,0.0227,1.000,1,0.515,8,0.031,0,0,yolo,128.4,yolo,0,0,0,0.000,0,-1,0
1785568506.064,0.832,-10.127,0.798,0.9843,-0.915,8.127,-0.986,0.3048,7.993,0.079,-2.516,1.000,0.569,1.747,-0.1043,-0.0487,0.018,0.018,-0.087,0.208,1.380,-2.000,0.0061,-1.070,nan,0.42,1,1,1,0.0145,1.000,1,0.525,8,0.072,0,0,yolo,128.4,yolo,0,0,0,0.000,0,-1,0
1785568506.094,0.944,-9.160,0.914,0.9871,-0.684,7.160,-0.850,0.3063,7.993,0.079,-2.516,1.000,0.569,1.628,-0.0968,-0.0885,0.026,0.026,-0.127,0.272,1.240,-2.000,0.0061,-1.210,nan,0.28,1,1,1,0.0098,1.000,1,0.447,7,0.115,0,0,yolo,128.4,yolo,0,0,0,0.000,0,-1,0
1785568506.127,1.021,-8.302,1.005,0.9894,0.816,6.302,-0.593,0.3230,8.707,0.048,-2.991,1.000,0.313,-1.252,0.2339,2.0000,0.034,0.088,-0.186,0.329,1.200,-2.000,0.0061,-1.701,nan,0.28,1,1,1,0.0098,1.000,1,0.447,7,0.115,1,0,yolo,138.3,yolo,0,0,0,0.000,0,-1,0
1785568506.154,1.021,-8.302,1.005,0.9894,0.305,6.302,-0.426,0.3245,8.707,0.048,-2.991,1.000,0.313,0.716,-0.0537,0.0000,0.034,0.034,-0.186,0.329,1.200,-2.000,0.0061,-1.701,nan,0.11,1,1,1,0.0040,1.000,1,0.444,7,0.153,0,0,yolo,138.3,yolo,0,0,0,0.000,0,-1,0
1785568506.193,0.984,-7.463,1.065,0.9914,0.398,5.463,-0.301,0.3237,8.707,0.048,-2.991,1.000,0.313,0.586,-0.0450,-0.0929,0.043,0.043,-0.279,0.387,1.200,-2.000,0.0061,-1.833,nan,-0.01,1,1,1,-0.0004,1.000,1,0.444,7,0.153,3,0,yolo,138.3,yolo,0,0,0,0.000,0,-1,0
1785568506.221,0.955,-6.756,1.102,0.9929,0.490,4.756,-0.322,0.3212,8.707,0.048,-2.991,1.000,0.313,0.465,-0.0368,-0.2094,0.051,0.051,-0.395,0.439,1.200,-2.000,0.0061,-1.945,nan,0.01,1,1,1,0.0003,1.000,1,0.443,7,0.221,0,0,yolo,138.3,yolo,0,0,0,0.000,0,-1,0
1785568506.252,0.955,-6.756,1.102,0.9929,1.990,4.756,-0.230,0.3046,7.733,0.028,-2.303,1.000,0.205,-1.239,0.1456,-2.0000,0.051,0.092,-0.395,0.439,1.200,-2.000,0.0061,-1.376,nan,0.02,1,1,1,0.0009,1.000,1,0.443,7,0.221,0,0,yolo,124.6,yolo,0,0,0,0.000,0,-1,0
1785568506.285,0.753,-6.200,1.135,0.9941,0.712,4.200,-0.103,0.3106,7.733,0.028,-2.303,1.000,0.205,0.041,-0.0343,-0.1083,0.058,0.058,-0.503,0.483,1.200,-2.000,0.0061,-1.454,nan,-0.10,1,1,1,-0.0036,1.000,1,0.374,6,0.169,0,0,yolo,124.6,yolo,0,0,0,0.000,0,-1,0
1785568506.315,0.710,-5.696,1.152,0.9950,0.757,3.696,-0.008,0.3074,7.733,0.028,-2.303,1.000,0.205,-0.048,-0.0288,-0.2203,0.063,0.063,-0.615,0.525,1.200,-2.000,0.0061,-1.523,nan,-0.20,1,1,1,-0.0069,1.000,1,0.374,6,0.169,0,0,yolo,124.6,yolo,0,0,0,0.000,0,-1,0
1785568506.358,0.710,-5.696,1.152,0.9950,2.257,3.696,-0.113,0.2907,7.106,0.002,-1.710,1.000,0.013,-2.089,0.1788,-2.0000,0.063,0.101,-0.615,0.525,1.454,-2.000,0.0062,-0.996,nan,0.10,1,1,1,0.0035,1.000,1,0.368,6,0.181,0,0,yolo,126.1,yolo,0,0,0,0.000,0,-1,0
1785568506.392,0.635,-5.250,1.156,0.9957,1.271,3.250,-0.113,0.2980,7.106,0.002,-1.710,1.000,0.013,-0.635,-0.0327,-0.1112,0.069,0.069,-0.727,0.564,1.398,-2.000,0.0062,-1.052,nan,0.10,1,1,1,0.0035,1.000,1,0.368,6,0.181,0,0,yolo,126.1,yolo,0,0,0,0.000,0,-1,0
1785568506.429,0.385,-4.810,1.168,0.9965,1.117,2.810,-0.336,0.2956,7.106,0.002,-1.710,1.000,0.013,-0.732,-0.0271,-0.1973,0.074,0.074,-0.813,0.602,1.342,-2.000,0.0062,-1.108,nan,0.32,1,1,1,0.0113,1.000,1,0.368,6,0.181,2,0,yolo,126.1,yolo,0,0,0,0.000,0,-1,0
1785568506.455,0.288,-4.468,1.206,0.9969,1.064,2.468,-0.629,0.2936,7.106,0.002,-1.710,1.000,0.013,-0.776,-0.0245,-0.2667,0.077,0.077,-0.882,0.638,1.299,-2.000,0.0062,-1.151,nan,0.62,1,1,1,0.0215,1.000,1,0.356,6,0.205,0,0,yolo,126.1,yolo,0,0,0,0.000,0,-1,0
1785568506.485,0.288,-4.468,1.206,0.9969,2.564,2.468,-0.475,0.2769,8.281,-0.052,-1.755,1.000,-0.360,-6.860,0.8087,-0.6918,0.077,0.185,-0.882,0.638,1.345,-2.000,0.0062,-1.105,nan,0.84,1,1,1,0.0292,1.000,1,0.356,6,0.205,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785568506.518,0.172,-4.169,1.269,0.9973,1.359,2.169,-1.231,0.2936,8.281,-0.052,-1.755,1.000,-0.360,-1.187,-0.1060,-0.0614,0.079,0.079,-0.944,0.670,1.301,-2.000,0.0062,-1.149,nan,1.59,1,1,1,0.0556,1.000,1,0.298,5,0.568,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785568506.550,0.013,-3.899,1.394,0.9977,1.207,1.899,-1.799,0.3012,8.281,-0.052,-1.755,1.000,-0.360,-1.195,-0.1055,-0.1171,0.079,0.079,-0.999,0.701,1.262,-2.000,0.0062,-1.188,nan,2.16,1,1,1,0.0754,1.000,1,0.298,5,0.568,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785568506.580,-0.131,-3.657,1.587,0.9980,1.034,1.657,-2.773,0.2998,8.281,-0.052,-1.755,1.000,-0.360,-1.165,-0.1074,-0.1712,0.077,0.077,-1.053,0.731,1.227,-2.000,0.0062,-1.223,nan,3.13,1,1,1,0.1094,1.000,1,0.290,5,0.579,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785568506.611,-0.131,-3.657,1.587,0.9980,2.534,1.657,-2.619,0.2831,9.014,-0.081,-1.679,1.000,-0.515,-3.786,0.1822,-0.9202,0.077,0.167,-1.053,0.731,1.349,-2.000,0.0062,-1.101,nan,3.13,1,1,1,0.1094,1.000,1,0.290,5,0.579,0,0,yolo,116.0,yolo,0,0,0,0.000,0,-1,0
1785568506.646,-0.434,-3.456,1.844,0.9982,1.113,1.456,-3.350,0.2998,9.014,-0.081,-1.679,1.000,-0.515,-1.547,-0.0914,-0.0501,0.075,0.075,-1.103,0.757,1.318,-2.000,0.0062,-1.132,nan,3.86,1,1,1,0.1349,1.000,1,0.290,5,0.579,3,0,yolo,116.0,yolo,0,0,0,0.000,0,-1,0
1785568506.674,-0.550,-3.274,2.185,0.9983,0.884,1.274,-2.188,0.3008,9.014,-0.081,-1.679,1.000,-0.515,-1.433,-0.0992,-0.1050,0.067,0.067,-1.158,0.783,1.289,-2.000,0.0062,-1.161,nan,2.70,1,1,1,0.0943,1.000,1,0.289,5,0.512,0,0,yolo,116.0,yolo,0,0,0,0.000,0,-1,0
1785568506.713,-0.550,-3.274,2.185,0.9983,2.384,1.274,-1.212,0.2841,9.358,-0.101,-1.513,1.000,-0.619,-3.301,0.1020,-1.1131,0.067,0.136,-1.158,0.783,1.475,-2.000,0.0063,-0.975,nan,1.83,1,1,1,0.0639,1.000,1,0.289,5,0.512,2,0,yolo,123.2,yolo,0,0,0,0.000,0,-1,0
1785568506.753,-0.656,-3.122,2.414,0.9985,1.072,1.122,-2.712,0.2708,9.358,-0.101,-1.513,1.000,-0.619,-1.727,-0.0750,-0.0568,0.061,0.061,-1.215,0.805,1.450,-2.000,0.0064,-1.000,nan,4.51,1,1,1,0.1575,0.900,1,0.284,4,0.528,0,0,yolo,123.2,yolo,0,0,0,0.000,0,-1,0
1785568506.789,-0.908,-2.982,2.506,0.9985,0.776,0.982,-4.212,0.2708,9.358,-0.101,-1.513,1.000,-0.619,-1.684,-0.0781,-0.1023,0.057,0.057,-1.261,0.826,1.428,-2.000,0.0064,-1.022,nan,6.52,1,1,1,0.2277,0.900,1,0.284,4,0.528,2,0,yolo,123.2,yolo,0,0,0,0.000,0,-1,0
1785568506.831,-1.013,-2.850,2.720,0.9986,0.538,0.850,-2.712,0.2707,9.358,-0.101,-1.513,1.000,-0.619,-1.551,-0.0874,-0.1256,0.048,0.048,-1.284,0.846,1.406,-2.000,0.0064,-1.044,nan,0.00,1,1,1,0.0000,0.966,0,0.229,4,0.572,0,0,yolo,123.2,yolo,0,0,0,0.000,0,-1,0
1785568506.872,-1.103,-2.740,3.097,0.9987,2.038,0.740,-1.212,0.2541,9.646,-0.146,-1.295,1.000,-0.866,-4.490,0.2496,-1.2858,0.036,0.121,-1.297,0.864,1.620,-2.000,0.0064,-0.830,nan,0.00,1,1,1,0.0000,0.947,0,0.217,4,0.607,0,0,yolo,123.0,yolo,0,0,0,0.000,0,-1,0
1785568506.912,-1.171,-2.643,3.399,0.9987,0.725,0.643,0.288,0.2707,9.646,-0.146,-1.295,1.000,-0.866,-1.896,-0.0968,0.0026,0.024,0.024,-1.294,0.881,1.604,-2.000,0.0065,-0.846,nan,0.00,1,1,1,0.0000,0.947,0,0.217,4,0.607,0,0,yolo,123.0,yolo,0,0,0,0.000,0,-1,0
1785568506.942,-1.392,-2.559,3.481,0.9987,0.410,0.559,0.866,0.2710,9.646,-0.146,-1.295,1.000,-0.866,-1.802,-0.1036,0.0350,0.017,0.017,-1.262,0.897,1.591,-2.000,0.0066,-0.859,nan,0.00,1,1,1,0.0000,0.835,0,0.222,3,0.645,0,0,yolo,123.0,yolo,0,0,0,0.000,0,-1,0
1785568506.972,-1.421,-2.499,3.400,0.9987,1.910,0.499,1.207,0.2543,9.790,-0.206,-1.079,1.000,-1.207,-9.125,0.8753,-2.0000,0.009,0.197,-1.227,0.912,1.804,-2.000,0.0067,-0.646,nan,0.00,1,1,1,0.0000,0.835,0,0.222,3,0.645,0,0,yolo,122.9,yolo,0,0,0,0.000,0,-1,0
1785568507.011,-1.421,-2.499,3.400,0.9987,0.737,0.499,1.207,0.2710,9.790,-0.206,-1.079,1.000,-1.207,-2.158,-0.1881,0.0000,0.009,0.009,-1.227,0.912,1.804,-2.000,0.0067,-0.646,nan,0.00,1,1,1,0.0000,0.835,0,0.222,3,0.645,1,0,yolo,122.9,yolo,0,0,0,0.000,0,-1,0
1785568507.058,-1.638,-2.442,3.247,0.9987,0.441,0.442,1.207,0.2876,9.790,-0.206,-1.079,1.000,-1.207,-2.079,-0.1939,0.0406,0.003,0.003,-1.186,0.928,1.795,-2.000,0.0068,-0.655,nan,0.00,1,1,1,0.0000,0.825,0,0.214,3,0.667,0,0,yolo,122.9,yolo,0,0,0,0.000,0,-1,0
1785568507.098,-1.742,-2.335,3.022,0.9987,1.941,0.335,1.792,0.2710,9.834,-0.308,-0.835,1.000,-1.792,-10.167,0.7526,-1.7329,-0.018,0.220,-1.128,0.958,2.027,-2.000,0.0068,-0.423,nan,0.00,1,1,1,0.0000,0.828,0,0.216,3,0.693,0,0,yolo,135.8,yolo,0,0,0,0.000,0,-1,0
1785568507.128,-1.742,-2.335,3.022,0.9987,1.392,0.335,1.792,0.2840,9.834,-0.308,-0.835,1.000,-1.792,-3.134,-0.2382,0.0000,-0.018,-0.018,-1.128,0.958,2.027,-2.000,0.0069,-0.423,nan,0.00,1,1,1,0.0000,0.828,0,0.216,3,0.693,0,0,yolo,135.8,yolo,0,0,0,0.000,0,-1,0
1785568507.164,-1.902,-2.300,2.847,0.9986,1.109,0.300,1.792,0.2842,9.834,-0.308,-0.835,1.000,-1.792,-3.011,-0.2471,0.0011,-0.027,-0.027,-1.127,0.973,2.021,-2.000,0.0069,-0.429,nan,0.00,1,1,1,0.0000,0.828,0,0.216,3,0.693,3,0,yolo,135.8,yolo,0,0,0,0.000,0,-1,0
1785568507.191,-2.014,-2.268,2.652,0.9986,0.848,0.268,1.792,0.2841,9.834,-0.308,-0.835,1.000,-1.792,-2.862,-0.2580,-0.0069,-0.038,-0.038,-1.135,0.987,2.017,-2.000,0.0070,-0.433,nan,0.00,1,1,1,0.0000,0.826,0,0.215,3,0.705,0,0,yolo,135.8,yolo,0,0,0,0.000,0,-1,0
1785568507.223,-2.014,-2.268,2.652,0.9986,2.348,0.268,2.341,0.2674,9.783,-0.400,-0.610,1.000,-2.341,-12.784,0.9367,-2.0000,-0.038,0.257,-1.135,0.987,2.200,-2.000,0.0070,-0.208,nan,0.00,1,1,1,0.0000,0.826,0,0.215,3,0.705,0,0,yolo,121.0,yolo,0,0,0,0.000,0,-1,0
1785568507.254,-2.093,-2.243,2.491,0.9986,1.806,0.243,2.341,0.2766,9.783,-0.400,-0.610,1.000,-2.341,-3.899,-0.3053,-0.0251,-0.049,-0.049,-1.160,1.000,2.200,-2.000,0.0070,-0.212,nan,0.00,1,1,1,0.0000,0.703,0,0.211,2,0.711,0,0,yolo,121.0,yolo,0,0,0,0.000,0,-1,0
1785568507.287,-2.308,-2.221,2.247,0.9984,1.443,0.221,2.341,0.2754,9.783,-0.400,-0.610,1.000,-2.341,-3.752,-0.3159,-0.0559,-0.059,-0.059,-1.191,1.014,2.200,-2.000,0.0070,-0.214,nan,0.00,1,1,1,0.0000,0.703,0,0.211,2,0.711,0,0,yolo,121.0,yolo,0,0,0,0.000,0,-1,0
1785568507.316,-2.308,-2.221,2.247,0.9984,1.443,0.221,2.341,0.2754,9.783,-0.400,-0.610,1.000,-2.341,-3.752,-0.3159,-0.0559,-0.059,-0.059,-1.191,1.014,2.200,-2.000,0.0071,-0.214,nan,0.00,1,1,1,0.0000,0.703,0,0.211,2,0.711,0,0,yolo,121.0,yolo,0,0,0,0.000,0,-1,0
1785568507.352,-2.449,-2.204,2.004,0.9983,2.943,0.204,2.535,0.2587,9.599,-0.425,-0.427,1.000,-2.535,-9.036,0.2446,-1.3104,-0.071,0.165,-1.214,1.027,2.200,-2.000,0.0071,-0.039,nan,0.00,1,1,1,0.0000,0.703,0,0.211,2,0.711,2,0,yolo,117.4,yolo,0,0,0,0.000,0,-1,0
1785568507.400,-2.574,-2.189,1.789,0.9983,1.785,0.189,2.535,0.2715,9.599,-0.425,-0.427,1.000,-2.535,-4.359,-0.2478,-0.0146,-0.083,-0.083,-1.228,1.039,2.200,-2.000,0.0071,-0.041,nan,0.00,1,1,1,0.0000,0.586,0,0.211,1,0.729,0,0,yolo,117.4,yolo,0,0,0,0.000,0,-1,0
1785568507.439,-2.916,-2.176,1.531,0.9980,1.284,0.176,2.535,0.2716,9.599,-0.425,-0.427,1.000,-2.535,-4.200,-0.2593,-0.0030,-0.094,-0.094,-1.217,1.052,2.200,-2.000,0.0071,-0.040,nan,0.00,1,1,1,0.0000,0.551,0,0.176,1,0.745,0,0,yolo,117.4,yolo,0,0,0,0.000,0,-1,0
1785568507.471,-3.021,-2.169,1.285,0.9979,0.629,0.169,2.219,0.2550,9.421,-0.365,-0.172,1.000,-2.219,-3.650,-0.3904,-1.8362,-0.110,0.006,-1.205,1.064,2.200,-2.000,0.0071,0.204,nan,0.00,1,1,1,0.0000,0.551,0,0.176,1,0.745,0,0,yolo,133.5,yolo,0,0,0,0.000,0,-1,0
1785568507.502,-3.077,-2.161,1.073,0.9978,0.635,0.161,2.219,0.2666,9.421,-0.365,-0.172,1.000,-2.219,-3.712,-0.1340,0.0236,-0.128,-0.128,-1.182,1.076,2.200,-2.000,0.0070,0.203,nan,0.00,1,1,1,0.0000,0.553,0,0.178,1,0.751,0,0,yolo,133.5,yolo,0,0,0,0.000,0,-1,0
1785568507.539,-3.077,-2.161,1.073,0.9978,0.635,0.161,2.219,0.2665,9.421,-0.365,-0.172,1.000,-2.219,-3.712,-0.1340,0.0236,-0.128,-0.128,-1.182,1.076,2.200,-2.000,0.0070,0.203,nan,0.00,1,1,1,0.0000,0.553,0,0.178,1,0.751,1,0,yolo,133.5,yolo,0,0,0,0.000,0,-1,0
1785568507.579,-3.144,-2.153,0.865,0.9978,0.296,0.153,2.219,0.2678,9.421,-0.365,-0.172,1.000,-2.219,-3.440,-0.1532,0.0506,-0.147,-0.147,-1.155,1.089,2.200,-2.000,0.0070,0.203,nan,0.00,1,1,1,0.0000,0.410,0,0.138,1,0.785,0,0,yolo,133.5,yolo,0,0,0,0.000,0,-1,0
