t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568464.561,0.487,-8.846,0.157,0.9881,-0.720,6.846,-0.860,0.2899,6.842,0.079,-1.689,1.000,0.661,1.208,0.0598,-0.0490,0.012,0.012,-0.183,0.302,1.834,-2.000,0.0062,-0.616,nan,0.20,1,1,1,0.0069,1.000,1,0.437,7,0.156,0,0,yolo,105.1,yolo,0,0,0,0.000,0,-1,0
1785568464.591,0.533,-8.079,0.276,0.9900,-0.616,6.079,-0.849,0.2897,6.842,0.079,-1.689,1.000,0.661,1.149,0.0631,-0.1056,0.015,0.015,-0.239,0.356,1.740,-2.000,0.0062,-0.710,nan,0.19,1,1,1,0.0065,1.000,1,0.437,7,0.156,0,0,yolo,105.1,yolo,0,0,0,0.000,0,-1,0
1785568464.623,0.587,-7.401,0.353,0.9916,-2.116,5.401,-1.149,0.2730,7.191,0.135,-1.544,1.000,1.072,5.586,-0.3862,-0.8030,0.019,-0.082,-0.295,0.407,1.847,-2.000,0.0063,-0.603,nan,0.08,1,1,1,0.0027,1.000,1,0.453,7,0.168,0,0,yolo,105.4,yolo,0,0,0,0.000,0,-1,0
1785568464.654,0.587,-7.401,0.353,0.9916,-1.365,5.401,-1.067,0.2897,7.191,0.135,-1.544,1.000,1.072,1.952,0.1005,0.0000,0.019,0.019,-0.295,0.407,1.847,-2.000,0.0063,-0.603,nan,-0.00,1,1,1,-0.0002,1.000,1,0.453,7,0.168,0,0,yolo,105.4,yolo,0,0,0,0.000,0,-1,0
1785568464.685,0.651,-6.692,0.431,0.9931,-1.228,4.692,-1.463,0.2905,7.191,0.135,-1.544,1.000,1.072,1.879,0.1048,-0.0596,0.023,0.023,-0.354,0.458,1.756,-2.000,0.0064,-0.694,nan,0.39,1,1,1,0.0137,1.000,1,0.376,6,0.231,0,0,yolo,105.4,yolo,0,0,0,0.000,0,-1,0
1785568464.718,0.924,-5.947,0.570,0.9945,0.272,3.947,-1.168,0.2739,7.215,0.060,-1.334,1.000,0.480,-5.011,1.1180,-1.7269,0.029,0.052,-0.385,0.514,1.872,-2.000,0.0065,-0.578,nan,0.69,1,1,1,0.0240,1.000,1,0.376,6,0.231,0,0,yolo,102.6,yolo,0,0,0,0.000,0,-1,0
1785568464.748,0.924,-5.947,0.570,0.9945,-0.052,3.947,-1.391,0.2895,7.215,0.060,-1.334,1.000,0.480,0.976,-0.0234,0.0000,0.029,0.029,-0.385,0.514,1.872,-2.000,0.0065,-0.578,nan,0.91,1,1,1,0.0318,1.000,1,0.376,6,0.231,0,0,yolo,102.6,yolo,0,0,0,0.000,0,-1,0
1785568464.779,0.903,-5.353,0.751,0.9955,0.058,3.353,-1.027,0.2901,7.215,0.060,-1.334,1.000,0.480,0.844,-0.0157,-0.0311,0.036,0.036,-0.416,0.568,1.796,-2.000,0.0066,-0.654,nan,0.55,1,1,1,0.0191,1.000,1,0.370,6,0.244,0,0,yolo,102.6,yolo,0,0,0,0.000,0,-1,0
1785568464.811,0.895,-4.981,0.850,0.9961,0.884,2.981,-0.671,0.2735,6.763,0.046,-1.023,1.000,0.386,0.011,0.1111,-2.0000,0.042,0.031,-0.439,0.603,2.019,-2.000,0.0066,-0.431,nan,0.29,1,1,1,0.0100,1.000,1,0.365,6,0.264,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568464.843,0.895,-4.981,0.850,0.9961,0.520,2.981,-0.475,0.2847,6.763,0.046,-1.023,1.000,0.386,0.375,0.0108,0.0000,0.042,0.042,-0.439,0.603,2.019,-2.000,0.0067,-0.431,nan,0.09,1,1,1,0.0031,1.000,1,0.365,6,0.264,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568464.874,0.799,-4.646,0.914,0.9966,0.531,2.646,-0.662,0.2847,6.763,0.046,-1.023,1.000,0.386,0.269,0.0168,-0.0251,0.048,0.048,-0.464,0.635,1.979,-2.000,0.0067,-0.471,nan,0.28,1,1,1,0.0096,0.917,1,0.361,5,0.196,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568464.906,0.752,-4.368,0.967,0.9970,0.571,2.368,-0.802,0.2841,6.763,0.046,-1.023,1.000,0.386,0.181,0.0218,-0.0588,0.053,0.053,-0.498,0.662,1.946,-2.000,0.0068,-0.504,nan,0.42,1,1,1,0.0145,0.917,1,0.361,5,0.196,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568464.937,0.693,-4.098,1.043,0.9974,2.071,2.098,-0.546,0.3008,8.049,0.018,-1.292,1.000,0.126,-1.420,0.2741,1.5684,0.058,0.034,-0.533,0.691,1.737,-2.000,0.0069,-0.713,nan,0.42,1,1,1,0.0147,1.000,1,0.304,5,0.480,0,0,yolo,104.9,yolo,0,0,0,0.000,0,-1,0
1785568464.969,0.693,-4.098,1.043,0.9974,1.113,2.098,-0.549,0.2931,8.049,0.018,-1.292,1.000,0.126,-0.420,0.0236,0.0000,0.058,0.058,-0.533,0.691,1.737,-2.000,0.0069,-0.713,nan,0.42,1,1,1,0.0148,1.000,1,0.304,5,0.480,0,0,yolo,104.9,yolo,0,0,0,0.000,0,-1,0
1785568465.000,0.560,-3.833,1.108,0.9977,1.054,1.833,-0.883,0.2924,8.049,0.018,-1.292,1.000,0.126,-0.494,0.0284,-0.0391,0.062,0.062,-0.572,0.720,1.699,-2.000,0.0070,-0.751,nan,0.76,1,1,1,0.0265,1.000,1,0.297,5,0.492,0,0,yolo,104.9,yolo,0,0,0,0.000,0,-1,0
1785568465.033,0.452,-3.619,1.164,0.9980,2.554,1.619,-0.870,0.3091,8.907,-0.021,-1.371,1.000,-0.138,-2.960,0.4099,0.5548,0.066,0.059,-0.607,0.744,1.644,-2.000,0.0071,-0.806,nan,1.01,1,1,1,0.0352,1.000,1,0.297,5,0.492,0,0,yolo,107.6,yolo,0,0,0,0.000,0,-1,0
1785568465.070,0.200,-3.447,1.246,0.9982,1.253,1.447,-1.175,0.2942,8.907,-0.021,-1.371,1.000,-0.138,-1.054,0.0098,-0.0555,0.068,0.068,-0.663,0.766,1.617,-2.000,0.0072,-0.833,nan,1.31,1,1,1,0.0458,1.000,1,0.293,5,0.503,0,0,yolo,107.6,yolo,0,0,0,0.000,0,-1,0
1785568465.109,0.084,-3.277,1.355,0.9984,1.136,1.277,-1.403,0.2919,8.907,-0.021,-1.371,1.000,-0.138,-1.051,0.0096,-0.1238,0.068,0.068,-0.731,0.789,1.590,-2.000,0.0072,-0.860,nan,1.54,1,1,1,0.0538,1.000,1,0.293,5,0.503,0,0,yolo,107.6,yolo,0,0,0,0.000,0,-1,0
1785568465.142,0.084,-3.277,1.355,0.9984,2.636,1.277,-2.180,0.2753,9.406,-0.059,-1.309,1.000,-0.359,-2.582,0.2718,-0.6759,0.068,0.036,-0.731,0.789,1.680,-2.000,0.0073,-0.770,nan,2.54,1,1,1,0.0886,1.000,1,0.284,5,0.526,0,0,yolo,111.4,yolo,0,0,0,0.000,0,-1,0
1785568465.172,-0.036,-3.132,1.484,0.9985,1.630,1.132,-3.148,0.2919,9.406,-0.059,-1.309,1.000,-0.359,-1.666,0.0314,-0.0641,0.067,0.067,-0.795,0.810,1.657,-2.000,0.0074,-0.793,nan,3.51,1,1,1,0.1224,1.000,1,0.281,5,0.539,0,0,yolo,111.4,yolo,0,0,0,0.000,0,-1,0
1785568465.204,-0.203,-3.006,1.702,0.9986,1.423,1.006,-3.875,0.2908,9.406,-0.059,-1.309,1.000,-0.359,-1.626,0.0285,-0.1232,0.064,0.064,-0.854,0.830,1.636,-2.000,0.0075,-0.814,nan,4.23,1,1,1,0.1478,1.000,1,0.281,5,0.539,0,0,yolo,111.4,yolo,0,0,0,0.000,0,-1,0
1785568465.236,-0.345,-2.903,2.037,0.9987,2.923,0.903,-2.375,0.2741,9.706,-0.090,-1.203,1.000,-0.532,-4.390,0.4399,-1.5770,0.058,0.097,-0.900,0.847,1.741,-2.000,0.0076,-0.709,nan,2.83,1,1,1,0.0987,1.000,1,0.281,5,0.556,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568465.271,-0.552,-2.794,2.399,0.9988,1.423,0.794,-0.875,0.2908,9.706,-0.090,-1.203,1.000,-0.532,-1.563,-0.0453,-0.0399,0.052,0.052,-0.940,0.865,1.723,-2.000,0.0076,-0.727,nan,0.00,1,1,1,0.0000,0.974,0,0.234,4,0.566,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568465.298,-0.552,-2.794,2.399,0.9988,1.011,0.794,0.532,0.2921,9.706,-0.090,-1.203,1.000,-0.532,-1.563,-0.0453,-0.0399,0.052,0.052,-0.940,0.865,1.723,-2.000,0.0077,-0.727,nan,0.00,1,1,1,0.0000,0.974,0,0.234,4,0.566,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568465.335,-0.684,-2.698,2.451,0.9988,0.817,0.698,0.532,0.2914,9.706,-0.090,-1.203,1.000,-0.532,-1.501,-0.0498,-0.0679,0.047,0.047,-0.968,0.883,1.707,-2.000,0.0078,-0.743,nan,0.00,1,1,1,0.0000,0.960,0,0.225,4,0.605,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568465.374,-0.782,-2.616,2.460,0.9989,2.317,0.616,1.004,0.2747,9.455,-0.166,-1.052,1.000,-1.004,-6.758,0.5847,-0.9440,0.043,0.146,-0.993,0.899,1.833,-2.000,0.0078,-0.617,nan,0.00,1,1,1,0.0000,0.960,0,0.225,4,0.605,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785568465.406,-1.011,-2.551,2.359,0.9989,1.355,0.551,1.004,0.2901,9.455,-0.166,-1.052,1.000,-1.004,-2.366,-0.1043,-0.0218,0.041,0.041,-1.015,0.914,1.823,-2.000,0.0079,-0.627,nan,0.00,1,1,1,0.0000,0.949,0,0.218,4,0.751,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785568465.436,-1.129,-2.498,2.272,0.9989,1.182,0.498,1.004,0.2890,9.455,-0.166,-1.052,1.000,-1.004,-2.310,-0.1082,-0.0526,0.037,0.037,-1.046,0.927,1.814,-2.000,0.0080,-0.636,nan,0.00,1,1,1,0.0000,0.949,0,0.218,4,0.751,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785568465.469,-1.230,-2.448,2.190,0.9989,2.682,0.448,1.276,0.2723,9.614,-0.214,-0.918,1.000,-1.276,-6.941,0.4556,-1.3434,0.032,0.165,-1.079,0.941,1.949,-2.000,0.0080,-0.501,nan,0.00,1,1,1,0.0000,0.946,0,0.216,4,0.760,0,0,yolo,117.1,yolo,0,0,0,0.000,0,-1,0
1785568465.500,-1.230,-2.448,2.190,0.9989,1.584,0.448,1.276,0.2874,9.614,-0.214,-0.918,1.000,-1.276,-2.814,-0.1327,0.0000,0.032,0.032,-1.079,0.941,1.949,-2.000,0.0081,-0.501,nan,0.00,1,1,1,0.0000,0.946,0,0.216,4,0.760,0,0,yolo,117.1,yolo,0,0,0,0.000,0,-1,0
1785568465.535,-1.498,-2.402,2.085,0.9988,1.262,0.402,1.276,0.2867,9.614,-0.214,-0.918,1.000,-1.276,-2.760,-0.1366,-0.0221,0.028,0.028,-1.101,0.955,1.942,-2.000,0.0081,-0.508,nan,0.00,1,1,1,0.0000,0.947,0,0.217,4,0.775,0,0,yolo,117.1,yolo,0,0,0,0.000,0,-1,0
1785568465.561,-1.637,-2.359,1.969,0.9987,1.029,0.359,1.276,0.2862,9.614,-0.214,-0.918,1.000,-1.276,-2.666,-0.1433,-0.0402,0.022,0.022,-1.119,0.968,1.935,-2.000,0.0082,-0.515,nan,0.00,1,1,1,0.0000,0.947,0,0.217,4,0.775,0,0,yolo,117.1,yolo,0,0,0,0.000,0,-1,0
1785568465.600,-1.769,-2.314,1.850,0.9987,2.529,0.314,1.661,0.3028,9.679,-0.281,-1.028,1.000,-1.661,-7.514,0.3906,0.6729,0.014,0.159,-1.146,0.981,1.823,-2.000,0.0082,-0.627,nan,0.00,1,1,1,0.0000,0.951,0,0.219,4,0.716,0,0,yolo,102.2,yolo,0,0,0,0.000,0,-1,0
1785568465.640,-2.047,-2.283,1.701,0.9986,1.403,0.283,1.661,0.2902,9.679,-0.281,-1.028,1.000,-1.661,-3.450,-0.1523,-0.0323,0.007,0.007,-1.178,0.994,1.819,-2.000,0.0083,-0.631,nan,0.00,1,1,1,0.0000,0.951,0,0.219,4,0.716,0,0,yolo,102.2,yolo,0,0,0,0.000,0,-1,0
1785568465.671,-2.171,-2.256,1.535,0.9985,1.830,0.256,1.943,0.2735,9.506,-0.322,-1.115,1.000,-1.943,-4.002,-0.1632,-0.0793,-0.004,-0.004,-1.225,1.007,1.723,-2.000,0.0084,-0.727,nan,0.00,1,1,1,0.0000,0.951,0,0.219,4,0.716,0,0,yolo,103.2,yolo,0,0,0,0.000,0,-1,0
1785568465.702,-2.171,-2.256,1.535,0.9985,1.830,0.256,1.943,0.2728,9.506,-0.322,-1.115,1.000,-1.943,-4.002,-0.1632,-0.0793,-0.004,-0.004,-1.225,1.007,1.723,-2.000,0.0084,-0.727,nan,0.00,1,1,1,0.0000,0.932,0,0.207,4,0.682,0,0,yolo,103.2,yolo,0,0,0,0.000,0,-1,0
1785568465.733,-2.350,-2.235,1.367,0.9984,1.512,0.235,1.943,0.2729,9.506,-0.322,-1.115,1.000,-1.943,-3.862,-0.1731,-0.1117,-0.014,-0.014,-1.257,1.019,1.721,-2.000,0.0085,-0.729,nan,0.00,1,1,1,0.0000,0.928,0,0.205,4,0.697,0,0,yolo,103.2,yolo,0,0,0,0.000,0,-1,0
1785568465.763,-2.488,-2.217,1.195,0.9983,1.218,0.217,1.943,0.2730,9.506,-0.322,-1.115,1.000,-1.943,-3.706,-0.1843,-0.1310,-0.026,-0.026,-1.277,1.030,1.719,-2.000,0.0086,-0.731,nan,0.00,1,1,1,0.0000,0.928,0,0.205,4,0.697,0,0,yolo,103.2,yolo,0,0,0,0.000,0,-1,0
1785568465.800,-2.600,-2.201,1.022,0.9982,2.718,0.201,1.956,0.2672,9.520,-0.325,-1.020,1.000,-1.956,-5.649,0.0130,-0.5577,-0.038,0.077,-1.287,1.042,1.812,-2.000,0.0086,-0.638,nan,0.00,1,1,1,0.0000,0.698,0,0.207,2,0.700,0,0,yolo,101.2,yolo,0,0,0,0.000,0,-1,0
1785568465.826,-2.600,-2.201,1.022,0.9982,1.365,0.201,1.956,0.2732,9.520,-0.325,-1.020,1.000,-1.956,-3.965,-0.1155,0.0000,-0.038,-0.038,-1.287,1.042,1.812,-2.000,0.0087,-0.638,nan,0.00,1,1,1,0.0000,0.698,0,0.207,2,0.700,0,0,yolo,101.2,yolo,0,0,0,0.000,0,-1,0
1785568465.865,-2.895,-2.187,0.839,0.9980,0.904,0.187,1.956,0.2733,9.520,-0.325,-1.020,1.000,-1.956,-3.798,-0.1274,0.0085,-0.050,-0.050,-1.278,1.054,1.811,-2.000,0.0088,-0.639,nan,0.00,1,1,1,0.0000,0.692,0,0.202,2,0.720,0,0,yolo,101.2,yolo,0,0,0,0.000,0,-1,0
1785568465.907,-2.977,-2.174,0.648,0.9979,0.543,0.174,1.870,0.2567,9.459,-0.309,-0.825,1.000,-1.870,-3.519,-0.2128,-2.0000,-0.068,-0.010,-1.259,1.067,2.002,-2.000,0.0088,-0.448,nan,0.00,1,1,1,0.0000,0.807,0,0.202,3,0.704,0,0,yolo,110.0,yolo,0,0,0,0.000,0,-1,0
1785568465.939,-3.065,-2.163,0.467,0.9979,0.454,0.163,1.870,0.2733,9.459,-0.309,-0.825,1.000,-1.870,-3.519,-0.0756,0.0112,-0.086,-0.086,-1.247,1.079,2.000,-2.000,0.0089,-0.450,nan,0.00,1,1,1,0.0000,0.340,0,0.191,2,0.706,0,0,yolo,110.0,yolo,0,0,0,0.000,0,-1,0
1785568465.975,-3.107,-2.155,0.302,0.9978,0.162,0.155,1.870,0.2735,9.459,-0.309,-0.825,1.000,-1.870,-3.269,-0.0933,0.0147,-0.103,-0.103,-1.244,1.090,1.999,-2.000,0.0089,-0.451,nan,0.00,1,1,1,0.0000,0.679,0,0.191,2,0.706,1,0,yolo,110.0,yolo,0,0,0,0.000,0,-1,0
1785568466.002,-3.120,-2.147,0.136,0.9978,-0.661,0.147,1.622,0.2568,9.326,-0.264,-0.529,1.000,-1.622,-2.458,-0.3028,-2.0000,-0.122,-0.009,-1.245,1.101,2.200,-2.000,0.0089,-0.164,nan,0.00,1,1,1,0.0000,0.389,0,0.111,1,0.622,0,0,yolo,112.7,yolo,0,0,0,0.000,0,-1,0
1785568466.039,-3.083,-2.140,-0.021,0.9979,-0.998,0.140,1.622,0.2735,9.326,-0.264,-0.529,1.000,-1.622,-2.085,-0.1328,0.0021,-0.142,-0.142,-1.243,1.112,2.200,-2.000,0.0089,-0.166,nan,0.00,1,1,1,0.0000,0.391,0,0.114,1,0.633,0,0,yolo,112.7,yolo,0,0,0,0.000,0,-1,0
1785568466.084,-2.987,-2.132,-0.157,0.9979,-1.184,0.132,1.622,0.2735,9.326,-0.264,-0.529,1.000,-1.622,-1.803,-0.1526,0.0183,-0.162,-0.162,-1.226,1.123,2.200,-2.000,0.0090,-0.168,nan,0.00,1,1,1,0.0000,0.391,0,0.114,1,0.633,2,0,yolo,112.7,yolo,0,0,0,0.000,0,-1,0
1785568466.126,-2.875,-2.126,-0.297,0.9981,-1.788,0.126,1.323,0.2569,9.035,-0.209,-0.266,1.000,-1.323,-1.088,-0.3540,-1.8586,-0.181,-0.047,-1.210,1.133,2.200,-2.000,0.0090,0.080,nan,0.00,1,1,1,0.0000,0.399,0,0.123,1,0.639,0,0,yolo,103.5,yolo,0,0,0,0.000,0,-1,0
1785568466.157,-2.701,-2.119,-0.421,0.9982,-2.064,0.119,1.323,0.2724,9.035,-0.209,-0.266,1.000,-1.323,-0.637,-0.1531,0.0283,-0.200,-0.200,-1.181,1.144,2.200,-2.000,0.0089,0.078,nan,0.00,1,1,1,0.0000,0.558,0,0.183,1,0.660,0,0,yolo,103.5,yolo,0,0,0,0.000,0,-1,0
1785568466.195,-2.701,-2.119,-0.421,0.9982,-3.564,0.119,0.847,0.2557,8.974,-0.133,-0.036,1.000,-0.847,5.131,-1.1176,-2.0000,-0.200,-0.173,-1.181,1.144,2.148,-2.000,0.0089,0.302,nan,0.00,1,1,1,0.0000,0.573,0,0.198,1,0.727,0,0,yolo,96.9,yolo,0,0,0,0.000,0,-1,0
1785568466.244,-2.480,-2.111,-0.541,0.9984,-2.715,0.111,0.847,0.2653,8.974,-0.133,-0.036,1.000,-0.847,0.235,-0.0475,0.0226,-0.221,-0.221,-1.159,1.155,2.150,-2.000,0.0089,0.300,nan,0.00,1,1,1,0.0000,0.461,0,0.201,0,0.770,0,0,yolo,96.9,yolo,0,0,0,0.000,0,-1,0
1785568466.282,-2.260,-2.102,-0.659,0.9985,-2.767,0.102,0.847,0.2657,8.974,-0.133,-0.036,1.000,-0.847,0.507,-0.0662,0.0324,-0.239,-0.239,-1.149,1.166,2.152,-2.000,0.0089,0.298,nan,0.00,1,1,1,0.0000,0.461,0,0.201,0,0.770,0,0,yolo,96.9,yolo,0,0,0,0.000,0,-1,0
1785568466.313,-1.992,-2.093,-0.729,0.9987,-4.267,0.093,0.380,0.2491,8.900,-0.059,0.151,1.000,-0.380,5.159,-0.7253,-1.7991,-0.258,-0.257,-1.126,1.177,1.972,-2.000,0.0088,0.478,nan,0.00,1,1,1,0.0000,0.464,0,0.205,0,0.803,0,0,yolo,107.5,yolo,0,0,0,0.000,0,-1,0
1785568466.345,-1.560,-2.084,-0.779,0.9990,-3.369,0.084,0.380,0.2599,8.900,-0.059,0.151,1.000,-0.380,1.810,-0.0189,0.0270,-0.276,-0.276,-1.099,1.188,1.973,-2.000,0.0088,0.477,nan,0.00,1,1,1,0.0000,0.320,0,0.159,0,0.820,0,0,yolo,107.5,yolo,0,0,0,0.000,0,-1,0
1785568466.381,-1.158,-2.076,-0.808,0.9991,-3.182,0.076,0.380,0.2622,8.900,-0.059,0.151,1.000,-0.380,2.024,-0.0335,0.0769,-0.291,-0.291,-1.049,1.198,1.975,-2.000,0.0087,0.475,nan,0.00,1,1,1,0.0000,0.212,0,0.154,1,0.827,0,0,yolo,107.5,yolo,0,0,0,0.000,0,-1,0
1785568466.406,-1.154,-2.075,-0.808,0.9991,-4.682,0.075,-0.008,0.2455,8.824,0.001,0.317,1.000,0.008,5.100,-0.4484,-1.2099,-0.291,-0.291,-1.048,1.198,1.814,-2.000,0.0086,0.636,nan,0.00,1,1,1,0.0000,0.424,0,0.155,1,0.826,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568466.437,-0.687,-2.068,-0.815,0.9993,-3.718,0.068,-0.008,0.2562,8.824,0.001,0.317,1.000,0.008,3.031,-0.0118,0.0549,-0.303,-0.303,-0.993,1.207,1.815,-2.000,0.0086,0.635,nan,0.00,1,1,1,0.0000,0.424,0,0.155,1,0.826,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568466.468,-0.327,-2.061,-0.807,0.9993,-3.469,0.061,-0.008,0.2583,8.824,0.001,0.317,1.000,0.008,3.142,-0.0193,0.1028,-0.311,-0.311,-0.945,1.217,1.816,-2.000,0.0085,0.634,nan,0.00,1,1,1,0.0000,0.688,0,0.199,2,0.817,0,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568466.504,-0.327,-2.061,-0.807,0.9993,-3.469,0.061,-0.008,0.2582,8.824,0.001,0.317,1.000,0.008,3.142,-0.0193,0.1028,-0.311,-0.311,-0.945,1.217,1.816,-2.000,0.0085,0.634,nan,0.00,1,1,1,0.0000,0.688,0,0.199,2,0.817,2,0,yolo,106.5,yolo,0,0,0,0.000,0,-1,0
1785568466.546,0.378,-2.047,-0.807,0.9993,-4.969,0.047,-0.424,0.2416,8.838,0.065,0.451,1.000,0.424,6.698,-0.4810,-1.0001,-0.317,-0.333,-0.869,1.235,1.683,-2.000,0.0084,0.767,nan,0.00,1,1,1,0.0000,0.417,0,0.146,1,0.832,0,0,yolo,107.9,yolo,0,0,0,0.000,0,-1,0
1785568466.585,0.383,-2.047,-0.807,0.9993,-3.674,0.047,-0.424,0.2495,8.838,0.065,0.451,1.000,0.424,4.057,0.0161,0.0004,-0.317,-0.317,-0.869,1.235,1.683,-2.000,0.0083,0.767,nan,0.00,1,1,1,0.0000,0.574,0,0.199,1,0.826,0,0,yolo,107.9,yolo,0,0,0,0.000,0,-1,0
1785568466.624,1.243,-2.039,-0.732,0.9991,-5.174,0.039,-0.807,0.2328,8.437,0.119,0.587,1.000,0.807,14.000,-1.6936,-2.0000,-0.315,-0.506,-0.791,1.252,1.561,-2.000,0.0082,0.889,nan,0.00,1,1,1,0.0000,0.574,0,0.199,1,0.826,0,0,yolo,101.0,yolo,0,0,0,0.000,0,-1,0
