t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568274.180,0.000,-17.800,0.000,0.9521,2.000,15.800,0.149,0.2845,6.696,-0.093,-2.180,1.000,-0.800,-2.000,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.200,-2.000,0.0060,-0.028,nan,0.65,1,1,1,0.0227,1.000,1,0.527,8,0.035,2,0,yolo,102.9,yolo,0,0,0,0.000,0,-1,0
1785568274.210,-0.005,-17.745,-0.004,0.9524,1.995,15.745,0.042,0.2847,6.696,-0.093,-2.180,1.000,-0.800,-2.000,0.0000,0.0013,0.000,0.000,0.001,0.018,2.200,-2.000,0.0060,-0.035,nan,0.76,1,1,1,0.0265,1.000,1,0.530,8,0.046,0,0,yolo,102.9,yolo,0,0,0,0.000,0,-1,0
1785568274.247,-0.026,-15.804,-0.003,0.9622,0.495,14.245,-0.562,0.3013,7.857,-0.038,-2.763,1.000,-0.276,3.757,-0.7180,2.0000,-0.001,-0.078,-0.014,0.043,1.931,-2.000,0.0061,-0.519,nan,0.84,1,1,1,0.0293,1.000,1,0.530,8,0.046,3,0,yolo,107.2,yolo,0,0,0,0.000,0,-1,0
1785568274.273,-0.026,-15.804,-0.003,0.9622,1.042,13.804,-0.533,0.2969,7.857,-0.038,-2.763,1.000,-0.276,-1.067,0.0775,0.0000,-0.001,-0.001,-0.014,0.043,1.931,-2.000,0.0061,-0.519,nan,0.81,1,1,1,0.0282,1.000,1,0.530,8,0.000,0,0,yolo,107.2,yolo,0,0,0,0.000,0,-1,0
1785568274.310,-0.308,-13.946,0.030,0.9705,0.714,12.304,-0.511,0.3018,7.857,-0.038,-2.763,1.000,-0.276,-1.022,0.0746,-0.0206,-0.004,-0.004,-0.034,0.074,1.662,-2.000,0.0062,-0.788,nan,0.79,1,1,1,0.0275,1.000,1,0.530,8,0.000,1,0,yolo,107.2,yolo,0,0,0,0.000,0,-1,0
1785568274.336,-0.425,-12.529,0.082,0.9762,0.538,10.804,-1.461,0.3051,7.857,-0.038,-2.763,1.000,-0.276,-0.963,0.0709,-0.0491,-0.007,-0.007,-0.063,0.107,1.458,-2.000,0.0063,-0.992,nan,1.74,1,1,1,0.0606,1.000,1,0.373,6,0.070,0,0,yolo,107.2,yolo,0,0,0,0.000,0,-1,0
1785568274.367,-0.524,-11.403,0.182,0.9802,-0.962,9.403,-2.442,0.3218,8.613,-0.001,-3.144,1.000,-0.007,8.156,-1.2117,2.0000,-0.012,-0.212,-0.106,0.155,1.200,-2.000,0.0063,-1.379,nan,2.45,1,1,1,0.0855,1.000,1,0.373,6,0.070,0,0,yolo,106.1,yolo,0,0,0,0.000,0,-1,0
1785568274.398,-0.472,-10.276,0.423,0.9839,0.347,8.276,-1.295,0.3187,8.613,-0.001,-3.144,1.000,-0.007,-0.819,0.1947,-0.0756,-0.017,-0.017,-0.182,0.219,1.200,-2.000,0.0063,-1.557,nan,1.30,1,1,1,0.0455,1.000,1,0.506,8,0.172,0,0,yolo,106.1,yolo,0,0,0,0.000,0,-1,0
1785568274.429,-0.472,-10.276,0.423,0.9839,0.347,8.276,-0.435,0.3187,8.613,-0.001,-3.144,1.000,-0.007,-0.819,0.1947,-0.0756,-0.017,-0.017,-0.182,0.219,1.200,-2.000,0.0063,-1.557,nan,0.44,1,1,1,0.0154,1.000,1,0.506,8,0.172,0,0,yolo,106.1,yolo,0,0,0,0.000,0,-1,0
1785568274.456,-0.562,-9.336,0.507,0.9867,-1.153,7.336,-0.623,0.3354,9.132,0.022,-3.398,1.000,0.138,2.599,-0.1390,1.8892,-0.022,-0.166,-0.269,0.282,1.200,-2.000,0.0063,-1.872,nan,0.48,1,1,1,0.0169,1.000,1,0.451,7,0.179,0,0,yolo,102.6,yolo,0,0,0,0.000,0,-1,0
1785568274.493,-0.445,-8.526,0.498,0.9889,-0.332,6.526,-0.655,0.3291,9.132,0.022,-3.398,1.000,0.138,-0.113,0.1400,-0.1069,-0.026,-0.026,-0.376,0.339,1.200,-2.000,0.0063,-2.007,nan,0.52,1,1,1,0.0180,1.000,1,0.451,7,0.179,0,0,yolo,102.6,yolo,0,0,0,0.000,0,-1,0
1785568274.524,-0.445,-8.526,0.498,0.9889,-0.332,6.526,-0.679,0.3291,9.132,0.022,-3.398,1.000,0.138,-0.113,0.1400,-0.1069,-0.026,-0.026,-0.376,0.339,1.200,-2.000,0.0063,-2.007,nan,0.54,1,1,1,0.0189,1.000,1,0.451,7,0.179,0,0,yolo,102.6,yolo,0,0,0,0.000,0,-1,0
1785568274.557,-0.450,-7.797,0.554,0.9907,-1.832,5.797,-0.949,0.3125,8.955,0.060,-2.677,1.000,0.382,9.313,-1.1439,-2.0000,-0.029,-0.275,-0.503,0.393,1.200,-2.000,0.0063,-1.438,nan,0.57,1,1,1,0.0198,1.000,1,0.435,7,0.183,0,0,yolo,91.2,yolo,0,0,0,0.000,0,-1,0
1785568274.580,-0.261,-7.120,0.649,0.9923,-0.332,5.120,-1.251,0.3130,8.955,0.060,-2.677,1.000,0.382,0.069,0.2416,-0.1350,-0.034,-0.034,-0.638,0.446,1.200,-2.000,0.0063,-1.547,nan,0.87,1,1,1,0.0303,1.000,1,0.432,7,0.188,0,0,yolo,91.2,yolo,0,0,0,0.000,0,-1,0
1785568274.603,-0.261,-7.120,0.649,0.9923,-0.330,5.120,-1.478,0.3130,8.955,0.060,-2.677,1.000,0.382,0.069,0.2416,-0.1350,-0.034,-0.034,-0.638,0.446,1.200,-2.000,0.0063,-1.547,nan,1.10,1,1,1,0.0383,1.000,1,0.432,7,0.188,0,0,yolo,91.2,yolo,0,0,0,0.000,0,-1,0
