t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617234.496,0.000,-17.800,0.000,0.9521,0,-0.901,15.800,0.338,0.2742,5.853,0.038,-1.568,0.975,0.369,0.901,-0.0000,-0.0000,0.000,0.000,0.000,0.000,2.154,-2.000,0.0060,0.296,nan,0.04,1,1,1,0.0013,1.000,1,0.524,8,0.039,0,0,yolo,86.4,yolo,0,0,0,0.000,0,-1,0
1785617234.533,0.000,-17.800,0.000,0.9521,0,-0.902,15.800,0.198,0.2742,5.853,0.038,-1.568,0.975,0.369,0.902,-0.0001,-0.0000,-0.000,-0.000,-0.000,-0.000,2.154,-2.000,0.0059,0.296,nan,0.18,1,1,1,0.0062,1.000,1,0.371,6,0.158,0,0,yolo,86.4,yolo,0,0,0,0.000,0,-1,0
1785617234.564,0.002,-17.787,0.005,0.9522,0,-0.502,15.787,0.184,0.2732,5.841,0.034,-1.562,0.974,0.337,0.504,0.0493,-0.0193,0.000,0.005,0.002,0.009,2.153,-2.000,0.0059,0.297,nan,0.28,1,1,1,0.0098,1.000,1,0.371,6,0.158,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.595,0.006,-16.646,0.004,0.9581,0,-0.831,14.646,0.115,0.2754,5.841,0.034,-1.562,0.974,0.337,0.837,-0.0049,-0.0155,0.000,0.000,-0.013,0.023,2.200,-2.000,0.0059,0.177,nan,0.35,1,1,1,0.0122,1.000,1,0.371,6,0.042,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.627,0.015,-14.755,0.006,0.9670,0,-0.800,13.146,0.167,0.2785,5.841,0.034,-1.562,0.974,0.337,0.815,-0.0037,-0.0277,0.002,0.002,-0.026,0.044,2.200,-2.000,0.0059,-0.022,nan,0.30,1,1,1,0.0104,1.000,1,0.370,6,0.033,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.664,0.174,-13.391,-0.016,0.9728,0,-0.601,11.646,0.206,0.2808,5.841,0.034,-1.562,0.974,0.337,0.775,-0.0016,-0.0397,0.004,0.004,-0.038,0.071,2.200,-2.000,0.0059,-0.166,nan,0.26,1,1,1,0.0091,1.000,1,0.370,6,0.033,2,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.695,0.230,-12.260,-0.031,0.9772,0,-0.496,10.260,-0.377,0.2824,5.841,0.034,-1.562,0.974,0.337,0.726,0.0009,-0.0560,0.006,0.006,-0.054,0.112,2.164,-2.000,0.0059,-0.286,nan,0.84,1,1,1,0.0294,1.000,1,0.515,8,0.113,1,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.736,0.282,-11.225,-0.010,0.9809,0,-0.392,9.225,-0.454,0.2837,5.841,0.034,-1.562,0.974,0.337,0.674,0.0036,-0.0793,0.009,0.009,-0.077,0.165,2.055,-2.000,0.0060,-0.395,nan,0.92,1,1,1,0.0321,1.000,1,0.525,8,0.076,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.769,0.319,-10.267,0.046,0.9840,0,-0.300,8.267,-0.280,0.2850,5.841,0.034,-1.562,0.974,0.337,0.619,0.0065,-0.0996,0.012,0.012,-0.097,0.226,1.955,-2.000,0.0060,-0.495,nan,0.75,1,1,1,0.0260,1.000,1,0.525,8,0.076,1,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617234.801,0.349,-9.456,0.083,0.9864,0,-0.005,7.456,-0.291,0.3016,10.756,0.035,-3.170,1.000,0.186,0.353,-0.0000,-0.0000,0.014,0.014,-0.123,0.281,1.200,-2.000,0.0060,-1.360,nan,0.10,1,1,1,0.0036,1.000,1,0.450,7,0.121,0,0,yolo,84.5,yolo,0,0,0,0.000,0,-1,0
