t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617331.755,0.000,-17.800,0.000,0.9521,0,2.418,15.800,-0.294,0.2523,9.291,-0.157,-1.943,1.000,-0.967,-2.418,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,1.459,-2.000,0.0059,0.991,nan,1.26,1,1,1,0.0440,1.000,1,0.526,8,-0.001,2,0,yolo,89.9,yolo,0,0,0,0.000,0,-1,0
1785617331.788,-0.004,-17.780,-0.005,0.9522,0,2.415,15.780,-0.437,0.2524,9.291,-0.157,-1.943,1.000,-0.967,-2.419,0.0001,0.0026,0.000,0.000,0.003,0.010,1.463,-2.000,0.0058,0.987,nan,1.40,1,1,1,0.0490,1.000,1,0.525,8,-0.027,0,0,yolo,89.9,yolo,0,0,0,0.000,0,-1,0
1785617331.820,-0.004,-17.780,-0.005,0.9522,0,2.415,15.780,-0.450,0.2522,9.291,-0.157,-1.943,1.000,-0.967,-2.419,0.0001,0.0026,0.000,0.000,0.003,0.010,1.463,-2.000,0.0057,0.987,nan,1.42,1,1,1,0.0495,1.000,1,0.526,8,-0.019,0,0,yolo,89.9,yolo,0,0,0,0.000,0,-1,0
1785617331.852,0.000,-16.506,-0.002,0.9588,0,1.547,14.506,-0.426,0.2689,9.093,-0.146,-1.970,1.000,-0.921,-1.547,-0.1093,2.0000,0.000,-0.022,-0.012,0.023,1.755,-2.000,0.0056,0.695,nan,1.35,1,1,1,0.0470,1.000,1,0.526,8,-0.019,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617331.883,-0.069,-14.688,-0.004,0.9673,0,2.312,13.006,-0.367,0.2657,9.093,-0.146,-1.970,1.000,-0.921,-2.381,0.0199,-0.0123,-0.002,-0.002,-0.024,0.040,2.050,-2.000,0.0056,0.400,nan,1.29,1,1,1,0.0450,1.000,1,0.526,8,-0.011,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617331.914,-0.069,-14.688,-0.004,0.9673,0,2.312,12.688,-0.344,0.2657,9.093,-0.146,-1.970,1.000,-0.921,-2.381,0.0199,-0.0123,-0.002,-0.002,-0.024,0.040,2.050,-2.000,0.0056,0.400,nan,1.27,1,1,1,0.0442,1.000,1,0.526,8,-0.006,0,0,yolo,88.5,yolo,0,0,0,0.000,0,-1,0
1785617331.944,-0.566,-12.820,0.061,0.9750,0,0.812,11.188,-0.916,0.2823,8.729,-0.050,-1.955,1.000,-0.331,8.109,-1.3477,2.0000,-0.013,-0.223,-0.036,0.089,2.200,-2.000,0.0056,0.031,nan,1.25,1,1,1,0.0436,1.000,1,0.526,8,-0.006,0,0,yolo,92.5,yolo,0,0,0,0.000,0,-1,0
1785617331.976,-0.690,-11.313,0.131,0.9805,0,0.883,9.688,-0.593,0.2803,8.729,-0.050,-1.955,1.000,-0.331,-1.573,0.1982,-0.0184,-0.025,-0.025,-0.054,0.147,2.200,-2.000,0.0056,-0.204,nan,0.92,1,1,1,0.0323,1.000,1,0.526,8,0.004,0,0,yolo,92.5,yolo,0,0,0,0.000,0,-1,0
1785617332.011,-0.842,-10.157,0.186,0.9842,0,0.556,8.188,-0.350,0.2843,8.729,-0.050,-1.955,1.000,-0.331,-1.398,0.1865,-0.0306,-0.037,-0.037,-0.066,0.205,2.066,-2.000,0.0056,-0.384,nan,0.68,1,1,1,0.0238,1.000,1,0.526,8,0.004,2,0,yolo,92.5,yolo,0,0,0,0.000,0,-1,0
1785617332.046,-0.842,-10.157,0.186,0.9842,0,0.243,8.157,0.061,0.3003,8.639,-0.084,-1.980,1.000,-0.559,-1.085,0.2570,0.2942,-0.037,-0.161,-0.066,0.205,2.026,-2.000,0.0057,-0.424,nan,0.50,1,1,1,0.0174,1.000,1,0.515,8,0.050,1,0,yolo,87.8,yolo,0,0,0,0.000,0,-1,0
1785617332.070,-0.933,-9.193,0.199,0.9870,0,0.559,7.193,0.100,0.2898,8.639,-0.084,-1.980,1.000,-0.559,-1.492,0.1132,-0.0179,-0.047,-0.047,-0.084,0.261,1.878,-2.000,0.0057,-0.572,nan,0.46,1,1,1,0.0160,1.000,1,0.449,7,0.107,0,0,yolo,87.8,yolo,0,0,0,0.000,0,-1,0
1785617332.105,-1.016,-8.366,0.177,0.9892,0,0.360,6.366,0.157,0.2919,8.639,-0.084,-1.980,1.000,-0.559,-1.376,0.1054,-0.0447,-0.055,-0.055,-0.111,0.314,1.750,-2.000,0.0058,-0.700,nan,0.40,1,1,1,0.0140,1.000,1,0.441,7,0.146,0,0,yolo,87.8,yolo,0,0,0,0.000,0,-1,0
1785617332.136,-1.016,-8.366,0.177,0.9892,0,-1.140,6.366,-0.532,0.2752,8.553,0.023,-1.835,1.000,0.154,8.403,-1.0632,-1.2849,-0.055,-0.269,-0.111,0.314,1.879,-2.000,0.0058,-0.571,nan,0.38,1,1,1,0.0132,1.000,1,0.432,7,0.184,0,0,yolo,94.7,yolo,0,0,0,0.000,0,-1,0
