t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617633.756,0.000,-17.800,0.000,0.9521,0,-0.739,15.800,-8.296,0.3019,9.924,0.051,-3.796,1.000,0.296,0.739,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,1.870,-2.000,0.0061,-0.580,nan,8.00,1,1,1,0.3342,1.000,1,0.509,8,0.080,0,0,yolo,95.6,yolo,0,0,0,0.000,0,-1,0
1785617633.803,0.000,-17.800,0.000,0.9521,0,-0.737,15.800,-6.796,0.3020,9.924,0.051,-3.796,1.000,0.296,0.737,0.0001,0.0000,0.000,0.000,0.000,-0.000,1.870,-2.000,0.0061,-0.580,nan,6.22,1,1,1,0.2170,1.000,1,0.514,8,0.036,0,0,yolo,95.6,yolo,0,0,0,0.000,0,-1,0
1785617633.841,-0.002,-17.690,0.014,0.9527,0,-0.743,15.690,-5.296,0.3024,9.924,0.051,-3.796,1.000,0.296,0.741,-0.0002,-0.0021,-0.000,-0.000,-0.002,0.013,1.849,-2.000,0.0062,-0.601,nan,4.98,1,1,1,0.1737,1.000,1,0.527,8,0.024,0,0,yolo,95.6,yolo,0,0,0,0.000,0,-1,0
1785617633.868,-0.121,-15.895,0.522,0.9618,0,-2.243,14.190,-4.737,0.2857,11.321,0.137,-3.533,1.000,0.691,6.550,-0.7818,-2.0000,-0.001,-0.120,-0.017,0.029,2.153,-2.000,0.0062,-0.297,nan,4.05,1,1,1,0.1412,1.000,1,0.527,8,0.024,0,0,yolo,98.6,yolo,0,0,0,0.000,0,-1,0
1785617633.902,-0.048,-13.912,1.341,0.9707,0,-1.201,12.690,-4.083,0.2995,11.321,0.137,-3.533,1.000,0.691,1.153,0.1182,-0.0175,-0.002,-0.002,-0.034,0.052,1.743,-2.000,0.0063,-0.707,nan,3.39,1,1,1,0.1184,1.000,1,0.526,8,0.029,0,0,yolo,98.6,yolo,0,0,0,0.000,0,-1,0
1785617633.934,0.073,-12.438,1.963,0.9765,0,-1.083,11.190,-3.593,0.3055,11.321,0.137,-3.533,1.000,0.691,1.156,0.1180,-0.0510,-0.002,-0.002,-0.068,0.116,1.439,-2.000,0.0063,-1.011,nan,2.90,1,1,1,0.1013,1.000,1,0.526,8,0.029,0,0,yolo,98.6,yolo,0,0,0,0.000,0,-1,0
1785617633.965,0.130,-11.228,2.230,0.9809,0,-0.415,9.690,-2.758,0.2888,10.669,0.099,-2.989,1.000,0.533,0.544,0.2211,-1.1784,-0.001,-0.039,-0.113,0.190,1.596,-2.000,0.0064,-0.854,nan,2.22,1,1,1,0.0777,1.000,1,0.516,8,0.042,0,0,yolo,99.1,yolo,0,0,0,0.000,0,-1,0
1785617633.997,0.130,-11.228,2.230,0.9809,0,-1.026,9.228,-2.251,0.3019,10.669,0.099,-2.989,1.000,0.533,1.155,0.0379,0.0000,-0.001,-0.001,-0.113,0.190,1.596,-2.000,0.0064,-0.854,nan,1.72,1,1,1,0.0600,1.000,1,0.516,8,0.042,0,0,yolo,99.1,yolo,0,0,0,0.000,0,-1,0
1785617634.028,0.196,-10.187,2.498,0.9842,0,-0.948,8.187,-1.914,0.3041,10.669,0.099,-2.989,1.000,0.533,1.145,0.0387,-0.0614,-0.001,-0.001,-0.175,0.261,1.395,-2.000,0.0064,-1.055,nan,1.38,1,1,1,0.0482,1.000,1,0.450,7,0.110,0,0,yolo,99.1,yolo,0,0,0,0.000,0,-1,0
1785617634.059,0.270,-9.272,2.662,0.9869,0,-2.448,7.272,-2.312,0.2875,9.443,0.195,-2.547,1.000,1.184,13.056,-1.6086,-0.9492,0.001,-0.226,-0.256,0.325,1.459,-2.000,0.0065,-0.991,nan,1.13,1,1,1,0.0394,1.000,1,0.450,7,0.110,0,0,yolo,97.7,yolo,0,0,0,0.000,0,-1,0
