t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617391.395,0.000,-17.800,0.000,0.9521,0,-0.447,15.800,-0.283,0.2740,5.822,0.019,-1.550,0.970,0.185,0.447,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.00,1,1,1,0.0348,1.000,1,0.519,8,0.012,0,0,yolo,88.2,yolo,0,0,0,0.000,0,-1,0
1785617391.438,0.001,-17.702,-0.001,0.9527,0,-0.438,15.702,-0.288,0.2739,5.822,0.019,-1.550,0.970,0.185,0.439,0.0004,-0.0039,0.000,0.000,-0.004,0.018,2.157,-2.000,0.0059,0.293,nan,1.00,1,1,1,0.0350,1.000,1,0.519,8,0.012,3,0,yolo,88.2,yolo,0,0,0,0.000,0,-1,0
1785617391.465,0.005,-15.785,0.000,0.9623,0,-0.436,14.202,-0.289,0.2906,5.822,0.019,-1.550,0.970,0.185,0.441,-0.0000,2.0000,0.001,0.000,-0.020,0.040,2.200,-2.000,0.0059,0.092,nan,1.00,1,1,1,0.0350,1.000,1,0.519,8,0.018,0,0,yolo,94.2,yolo,0,0,0,0.000,0,-1,0
1785617391.501,0.005,-15.785,0.000,0.9623,0,-0.431,13.785,-0.289,0.2776,5.822,0.019,-1.550,0.970,0.185,0.436,0.0003,0.0000,0.001,0.001,-0.020,0.040,2.200,-2.000,0.0059,0.092,nan,1.00,1,1,1,0.0350,1.000,1,0.519,8,0.018,1,0,yolo,94.2,yolo,0,0,0,0.000,0,-1,0
1785617391.527,0.095,-13.881,0.026,0.9708,0,-0.327,12.285,0.208,0.2807,5.822,0.019,-1.550,0.970,0.185,0.422,0.0010,-0.0142,0.001,0.001,-0.034,0.068,2.200,-2.000,0.0059,-0.108,nan,0.51,1,1,1,0.0176,1.000,1,0.519,8,-0.022,0,0,yolo,94.2,yolo,0,0,0,0.000,0,-1,0
1785617391.563,0.131,-12.661,0.035,0.9757,0,-0.295,10.785,0.581,0.2974,5.822,0.019,-1.550,0.970,0.185,0.426,-0.0000,1.9243,0.002,0.001,-0.051,0.101,2.200,-2.000,0.0060,-0.236,nan,0.13,1,1,1,0.0046,1.000,1,0.519,8,-0.022,1,0,yolo,88.2,yolo,0,0,0,0.000,0,-1,0
1785617391.594,0.175,-11.525,-0.016,0.9798,0,-0.205,9.525,-0.153,0.2852,5.822,0.019,-1.550,0.970,0.185,0.380,0.0024,-0.0272,0.004,0.004,-0.078,0.147,2.094,-2.000,0.0060,-0.356,nan,0.87,1,1,1,0.0302,1.000,1,0.364,6,0.134,1,0,yolo,88.2,yolo,0,0,0,0.000,0,-1,0
1785617391.625,0.202,-10.587,-0.034,0.9830,0,-0.152,8.587,-0.076,0.2858,5.822,0.019,-1.550,0.970,0.185,0.354,0.0037,-0.0604,0.005,0.005,-0.112,0.201,1.996,-2.000,0.0060,-0.454,nan,0.79,1,1,1,0.0275,1.000,1,0.439,7,0.141,2,0,yolo,88.2,yolo,0,0,0,0.000,0,-1,0
1785617391.658,0.216,-9.776,-0.008,0.9855,0,-0.176,7.776,0.546,0.3025,5.822,0.019,-1.550,0.970,0.185,0.392,-0.0000,0.6370,0.007,0.004,-0.145,0.255,1.911,-2.000,0.0061,-0.539,nan,0.17,1,1,1,0.0058,1.000,1,0.506,8,0.160,1,0,yolo,96.3,yolo,0,0,0,0.000,0,-1,0
1785617391.688,0.216,-9.776,-0.008,0.9855,0,-0.126,7.776,0.523,0.2905,5.822,0.019,-1.550,0.970,0.185,0.342,0.0026,0.0000,0.007,0.007,-0.145,0.255,1.911,-2.000,0.0061,-0.539,nan,0.19,1,1,1,0.0066,1.000,1,0.445,7,0.169,1,0,yolo,96.3,yolo,0,0,0,0.000,0,-1,0
