t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617514.203,0.000,-17.800,0.000,0.9521,0,-1.121,15.800,-0.887,0.2740,5.822,0.047,-1.550,0.970,0.462,1.121,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.33,1,1,1,0.0464,1.000,1,0.523,8,0.004,0,0,yolo,94.7,yolo,0,0,0,0.000,0,-1,0
1785617514.238,0.003,-17.791,0.008,0.9522,0,-0.886,15.791,-0.452,0.2740,5.821,0.037,-1.550,0.970,0.369,0.889,0.0004,0.0012,0.000,0.000,0.001,0.006,2.147,-2.000,0.0059,0.303,nan,0.99,1,1,1,0.0345,1.000,1,0.523,8,0.004,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785617514.270,0.006,-16.790,0.008,0.9574,0,-0.872,14.790,-0.212,0.2750,5.821,0.037,-1.550,0.970,0.369,0.879,0.0009,-0.0151,0.001,0.001,-0.015,0.018,2.200,-2.000,0.0059,0.198,nan,0.75,1,1,1,0.0262,1.000,1,0.523,8,0.005,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785617514.302,-0.006,-15.020,0.010,0.9658,0,-0.870,13.290,-0.033,0.2778,5.821,0.037,-1.550,0.970,0.369,0.863,0.0017,-0.0285,0.002,0.002,-0.029,0.037,2.200,-2.000,0.0059,0.011,nan,0.57,1,1,1,0.0199,1.000,1,0.523,8,0.005,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785617514.339,0.162,-13.658,0.038,0.9717,0,-0.459,11.790,0.083,0.2944,5.821,0.034,-1.550,0.970,0.337,0.621,0.0246,1.0732,0.003,0.005,-0.040,0.061,2.200,-2.000,0.0059,-0.132,nan,0.48,1,1,1,0.0168,1.000,1,0.521,8,0.007,0,0,yolo,100.3,yolo,0,0,0,0.000,0,-1,0
1785617514.364,0.224,-12.598,0.050,0.9759,0,-0.518,10.598,0.083,0.2833,5.821,0.034,-1.550,0.970,0.337,0.742,-0.0001,-0.0174,0.005,0.005,-0.057,0.099,2.200,-2.000,0.0060,-0.243,nan,0.48,1,1,1,0.0168,1.000,1,0.521,8,0.007,0,0,yolo,100.3,yolo,0,0,0,0.000,0,-1,0
1785617514.399,0.225,-12.583,0.050,0.9760,0,-0.516,10.583,0.150,0.2833,5.821,0.034,-1.550,0.970,0.337,0.741,-0.0000,-0.0177,0.005,0.005,-0.058,0.100,2.200,-2.000,0.0060,-0.245,nan,0.42,1,1,1,0.0145,1.000,1,0.521,8,0.007,2,0,yolo,100.3,yolo,0,0,0,0.000,0,-1,0
1785617514.426,0.281,-11.532,0.039,0.9798,0,-0.074,9.532,0.253,0.3000,5.828,0.031,-1.550,0.971,0.308,0.355,0.0433,1.6394,0.008,0.013,-0.079,0.164,2.096,-2.000,0.0060,-0.354,nan,0.31,1,1,1,0.0107,1.000,1,0.517,8,0.065,0,0,yolo,99.2,yolo,0,0,0,0.000,0,-1,0
1785617514.463,0.306,-10.569,0.025,0.9830,0,-0.315,8.569,0.336,0.2871,5.828,0.031,-1.550,0.971,0.308,0.621,-0.0029,-0.0320,0.010,0.010,-0.111,0.228,1.995,-2.000,0.0061,-0.455,nan,0.22,1,1,1,0.0078,1.000,1,0.517,8,0.065,2,0,yolo,99.2,yolo,0,0,0,0.000,0,-1,0
1785617514.489,0.359,-9.574,-0.002,0.9861,0,-0.207,7.574,-0.007,0.2873,5.828,0.031,-1.550,0.971,0.308,0.566,-0.0000,-0.0802,0.013,0.013,-0.160,0.295,1.891,-2.000,0.0061,-0.559,nan,0.57,1,1,1,0.0197,1.000,1,0.444,7,0.133,0,0,yolo,99.2,yolo,0,0,0,0.000,0,-1,0
1785617514.525,0.359,-9.574,-0.002,0.9861,0,-0.359,7.574,-0.409,0.2706,5.853,0.033,-1.460,0.976,0.328,0.717,-0.0148,-0.7017,0.013,0.011,-0.160,0.295,1.984,-2.000,0.0062,-0.466,nan,0.82,1,1,1,0.0287,1.000,1,0.444,7,0.133,2,0,yolo,95.2,yolo,0,0,0,0.000,0,-1,0
1785617514.551,0.389,-8.718,-0.003,0.9884,0,-0.161,6.718,-0.851,0.2873,5.853,0.033,-1.460,0.976,0.328,0.550,0.0049,-0.0499,0.016,0.016,-0.209,0.355,1.895,-2.000,0.0062,-0.555,nan,1.26,1,1,1,0.0441,1.000,1,0.359,6,0.195,0,0,yolo,95.2,yolo,0,0,0,0.000,0,-1,0
1785617514.583,0.402,-8.020,0.063,0.9902,0,-0.104,6.020,-1.182,0.2876,5.853,0.033,-1.460,0.976,0.328,0.506,0.0072,-0.0970,0.018,0.018,-0.257,0.406,1.821,-2.000,0.0063,-0.629,nan,1.59,1,1,1,0.0557,1.000,1,0.359,6,0.195,0,0,yolo,95.2,yolo,0,0,0,0.000,0,-1,0
1785617514.614,0.403,-7.410,0.177,0.9916,0,-0.067,5.410,-0.815,0.2870,5.853,0.033,-1.460,0.976,0.328,0.471,0.0091,-0.1443,0.020,0.020,-0.304,0.452,1.758,-2.000,0.0064,-0.692,nan,1.23,1,1,1,0.0429,1.000,1,0.433,7,0.228,0,0,yolo,95.2,yolo,0,0,0,0.000,0,-1,0
1785617514.645,0.405,-6.853,0.266,0.9928,0,0.100,4.853,-0.647,0.2704,5.879,0.031,-1.256,0.980,0.306,0.305,0.0336,-2.0000,0.022,0.020,-0.349,0.496,1.904,-2.000,0.0064,-0.546,nan,0.95,1,1,1,0.0333,1.000,1,0.433,7,0.228,0,0,yolo,98.0,yolo,0,0,0,0.000,0,-1,0
1785617514.677,0.405,-6.853,0.266,0.9928,0,-0.020,4.853,-0.828,0.2870,5.879,0.031,-1.256,0.980,0.306,0.425,0.0023,0.0000,0.022,0.022,-0.349,0.496,1.904,-2.000,0.0065,-0.546,nan,1.13,1,1,1,0.0396,1.000,1,0.373,6,0.255,0,0,yolo,98.0,yolo,0,0,0,0.000,0,-1,0
1785617514.712,0.395,-6.350,0.315,0.9938,0,0.014,4.350,-0.963,0.2888,5.879,0.031,-1.256,0.980,0.306,0.381,0.0046,-0.0315,0.024,0.024,-0.380,0.538,1.852,-2.000,0.0065,-0.598,nan,1.27,1,1,1,0.0443,1.000,1,0.373,6,0.255,1,0,yolo,98.0,yolo,0,0,0,0.000,0,-1,0
1785617514.738,0.396,-5.796,0.385,0.9949,0,0.058,3.796,-0.703,0.2888,5.879,0.031,-1.256,0.980,0.306,0.338,0.0068,-0.0647,0.026,0.026,-0.414,0.580,1.794,-2.000,0.0066,-0.656,nan,1.01,1,1,1,0.0352,1.000,1,0.371,6,0.264,0,0,yolo,98.0,yolo,0,0,0,0.000,0,-1,0
