t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785546977.007,0.221,-8.801,0.011,-1.110,6.801,-0.609,0.2718,6.599,0.030,-1.461,1.000,-0.1289,-1.2191,0.008,-0.156,0.315,2.016,-2.000,0.0061,-0.434,nan,0.34,1,0.0120,1.000,1,0.440,7,0.186,0,yolo,0
1785546977.038,0.338,-8.034,0.051,-0.139,6.034,-0.543,0.2874,6.599,0.030,-1.461,1.000,0.0116,-0.0307,0.010,-0.187,0.369,1.926,-2.000,0.0062,-0.524,nan,0.28,1,0.0097,1.000,1,0.437,7,0.200,0,yolo,0
1785546977.070,0.338,-8.034,0.051,-0.139,6.034,-0.495,0.2874,6.599,0.030,-1.461,1.000,0.0116,-0.0307,0.010,-0.187,0.369,1.926,-2.000,0.0062,-0.524,nan,0.23,1,0.0080,1.000,1,0.437,7,0.200,0,yolo,0
1785546977.102,0.338,-7.349,0.130,1.361,5.349,0.267,0.2707,7.660,-0.062,-1.282,1.000,0.7311,-1.7428,0.012,-0.220,0.419,2.158,-2.000,0.0063,-0.292,nan,0.20,1,0.0069,1.000,1,0.440,7,0.215,0,yolo,0
1785546977.137,0.216,-6.816,0.129,1.268,4.816,0.291,0.2822,7.660,-0.062,-1.282,1.000,-0.0529,-0.0218,0.014,-0.242,0.460,2.086,-2.000,0.0063,-0.364,nan,0.17,1,0.0061,1.000,1,0.440,7,0.215,0,yolo,0
1785546977.164,0.104,-6.280,0.080,1.183,4.280,0.300,0.2832,7.660,-0.062,-1.282,1.000,-0.0512,-0.0438,0.015,-0.264,0.502,2.013,-2.000,0.0063,-0.437,nan,0.16,1,0.0057,1.000,1,0.431,7,0.236,0,yolo,0
1785546977.199,-0.000,-5.770,0.034,1.095,3.770,0.307,0.2842,7.660,-0.062,-1.282,1.000,-0.0502,-0.0622,0.016,-0.282,0.541,1.944,-2.000,0.0064,-0.506,nan,0.16,1,0.0055,1.000,1,0.431,7,0.236,0,yolo,0
1785546977.241,-0.115,-5.267,0.008,2.595,3.267,0.281,0.2675,8.104,-0.089,-0.997,1.000,0.2357,-2.0000,0.016,-0.312,0.581,2.200,-2.000,0.0064,-0.249,nan,0.35,1,0.0122,1.000,1,0.366,6,0.273,0,yolo,0
1785546977.273,-0.117,-5.255,0.008,1.282,3.255,0.282,0.2791,8.104,-0.089,-0.997,1.000,-0.0703,-0.0011,0.016,-0.313,0.582,2.200,-2.000,0.0064,-0.250,nan,0.35,1,0.0122,1.000,1,0.363,6,0.283,0,yolo,0
1785546977.309,-0.394,-4.879,-0.022,-0.218,2.879,-0.019,0.2957,8.826,-0.051,-1.284,1.000,-0.4647,2.0000,0.015,-0.339,0.618,1.922,-2.000,0.0065,-0.528,nan,0.35,1,0.0122,1.000,1,0.363,6,0.283,0,yolo,0
1785546977.350,-0.341,-4.547,-0.028,0.565,2.547,-0.023,0.2875,8.826,-0.051,-1.284,1.000,-0.0070,-0.0291,0.012,-0.368,0.649,1.870,-2.000,0.0066,-0.580,nan,0.35,1,0.0123,1.000,1,0.359,6,0.289,0,yolo,0
1785546977.381,-0.405,-4.264,-0.020,0.459,2.264,-0.176,0.2874,8.826,-0.051,-1.284,1.000,-0.0098,-0.0600,0.009,-0.399,0.678,1.827,-2.000,0.0066,-0.623,nan,0.51,1,0.0177,1.000,1,0.361,6,0.197,0,yolo,0
1785546977.412,-0.453,-4.002,-0.008,-1.041,2.002,-0.512,0.3041,9.277,-0.018,-1.424,1.000,-0.5374,2.0000,0.006,-0.434,0.705,1.677,-2.000,0.0067,-0.773,nan,0.62,1,0.0217,1.000,1,0.361,6,0.197,0,yolo,0
1785546977.444,-0.453,-4.002,-0.008,0.197,2.002,-0.511,0.2947,9.277,-0.018,-1.424,1.000,0.0656,0.0000,0.006,-0.434,0.705,1.677,-2.000,0.0068,-0.773,nan,0.62,1,0.0216,1.000,1,0.303,5,0.484,0,yolo,0
1785546977.479,-0.335,-3.769,0.034,0.254,1.769,-0.510,0.2939,9.277,-0.018,-1.424,1.000,0.0613,-0.0422,0.001,-0.476,0.731,1.639,-2.000,0.0068,-0.811,nan,0.62,1,0.0216,1.000,1,0.303,5,0.484,0,yolo,0
1785546977.509,-0.378,-3.580,0.084,-1.246,1.580,-0.770,0.2921,9.643,0.018,-1.408,1.000,-0.3644,-0.0768,-0.002,-0.533,0.753,1.647,-2.000,0.0069,-0.803,nan,0.66,1,0.0231,1.000,1,0.301,5,0.497,0,yolo,0
1785546977.537,-0.246,-3.404,0.146,-0.132,1.404,-0.803,0.2938,9.643,0.018,-1.408,1.000,0.0868,-0.0606,-0.006,-0.594,0.775,1.617,-2.000,0.0070,-0.833,nan,0.70,1,0.0243,1.000,1,0.301,5,0.497,0,yolo,0
1785546977.568,-0.246,-3.404,0.146,-0.132,1.404,-1.543,0.2939,9.643,0.018,-1.408,1.000,0.0868,-0.0606,-0.006,-0.594,0.775,1.617,-2.000,0.0071,-0.833,nan,1.44,1,0.0501,1.000,1,0.287,5,0.562,0,yolo,0
1785546977.600,-0.250,-3.248,0.221,-1.632,1.248,-2.155,0.3105,9.806,0.028,-1.413,1.000,-0.1456,0.3302,-0.008,-0.656,0.796,1.595,-2.000,0.0072,-0.855,nan,1.99,1,0.0695,1.000,1,0.287,5,0.562,0,yolo,0
1785546977.631,-0.077,-3.103,0.402,-0.245,1.103,-2.756,0.2948,9.806,0.028,-1.413,1.000,0.0721,-0.0733,-0.013,-0.729,0.817,1.570,-2.000,0.0073,-0.880,nan,2.59,1,0.0904,1.000,1,0.291,5,0.523,0,yolo,0
1785546977.662,-0.088,-2.976,0.681,-0.315,0.976,-3.206,0.2923,9.806,0.028,-1.413,1.000,0.0678,-0.1436,-0.017,-0.800,0.837,1.548,-2.000,0.0074,-0.902,nan,3.04,1,0.1062,1.000,1,0.291,5,0.523,0,yolo,0
1785546977.693,-0.073,-2.874,0.953,-1.815,0.874,-2.756,0.2757,9.974,0.043,-1.307,1.000,-0.1110,-0.7205,-0.022,-0.858,0.854,1.644,-2.000,0.0074,-0.806,nan,2.51,1,0.0875,1.000,1,0.287,5,0.535,0,yolo,0
1785546977.721,-0.073,-2.874,0.953,-0.591,0.874,-2.355,0.2923,9.974,0.043,-1.307,1.000,0.0595,0.0000,-0.022,-0.858,0.854,1.644,-2.000,0.0075,-0.806,nan,2.11,1,0.0735,1.000,1,0.287,5,0.535,0,yolo,0
1785546977.763,-0.022,-2.776,1.182,-0.597,0.776,-2.054,0.2939,9.974,0.043,-1.307,1.000,0.0552,-0.0611,-0.026,-0.919,0.871,1.627,-2.000,0.0076,-0.823,nan,1.80,1,0.0630,1.000,1,0.287,5,0.535,0,yolo,0
1785546977.788,0.030,-2.687,1.352,-0.587,0.687,-1.822,0.2916,9.974,0.043,-1.307,1.000,0.0522,-0.1228,-0.029,-0.981,0.889,1.612,-2.000,0.0077,-0.838,nan,1.57,1,0.0549,1.000,1,0.279,5,0.560,0,yolo,0
1785546977.823,0.030,-2.687,1.352,-0.835,0.687,-1.033,0.2750,10.048,0.039,-1.175,1.000,0.0362,-1.0179,-0.029,-0.981,0.889,1.748,-2.000,0.0078,-0.702,nan,0.81,1,0.0283,1.000,1,0.277,5,0.573,0,yolo,0
1785546977.851,0.080,-2.610,1.514,-0.623,0.610,-0.592,0.2912,10.048,0.039,-1.175,1.000,0.0252,-0.0529,-0.032,-1.034,0.905,1.734,-2.000,0.0078,-0.716,nan,0.37,1,0.0129,1.000,1,0.277,5,0.573,0,yolo,0
1785546977.881,0.157,-2.537,1.618,-0.572,0.537,-0.222,0.2901,10.048,0.039,-1.175,1.000,0.0234,-0.0877,-0.034,-1.069,0.920,1.721,-2.000,0.0079,-0.729,nan,0.00,1,0.0000,0.959,0,0.224,4,0.608,0,yolo,0
1785546977.913,0.213,-2.475,1.633,0.928,0.475,-0.049,0.2734,10.055,0.009,-1.051,1.000,0.4571,-1.6903,-0.033,-1.106,0.936,1.834,-2.000,0.0080,-0.616,nan,0.00,1,0.0000,0.959,0,0.224,4,0.608,0,yolo,0
1785546977.943,0.103,-2.420,1.622,-0.475,0.420,-0.049,0.2899,10.055,0.009,-1.051,1.000,-0.0401,-0.0255,-0.030,-1.131,0.951,1.824,-2.000,0.0080,-0.626,nan,0.00,1,0.0000,0.969,0,0.231,4,0.750,0,yolo,0
1785546977.975,0.103,-2.420,1.622,-0.475,0.420,-0.049,0.2900,10.055,0.009,-1.051,1.000,-0.0401,-0.0255,-0.030,-1.131,0.951,1.824,-2.000,0.0081,-0.626,nan,0.00,1,0.0000,0.969,0,0.231,4,0.750,0,yolo,0
1785546978.005,0.160,-2.375,1.627,1.025,0.375,0.246,0.2733,10.000,-0.043,-0.905,1.000,0.5136,-1.3591,-0.030,-1.151,0.964,1.960,-2.000,0.0081,-0.490,nan,0.00,1,0.0000,0.945,0,0.216,4,0.764,0,yolo,0
1785546978.038,0.066,-2.336,1.617,-0.046,0.336,0.246,0.2869,10.000,-0.043,-0.905,1.000,-0.0980,-0.0091,-0.027,-1.160,0.977,1.953,-2.000,0.0082,-0.497,nan,0.00,1,0.0000,0.941,0,0.213,4,0.762,0,yolo,0
1785546978.073,0.064,-2.303,1.591,-0.036,0.303,0.246,0.2863,10.000,-0.043,-0.905,1.000,-0.0972,-0.0266,-0.027,-1.177,0.989,1.948,-2.000,0.0082,-0.502,nan,0.00,1,0.0000,0.941,0,0.213,4,0.762,0,yolo,0
1785546978.100,0.076,-2.271,1.568,1.464,0.271,0.514,0.2697,9.821,-0.088,-0.764,1.000,0.4596,-1.2858,-0.026,-1.196,1.001,2.076,-2.000,0.0083,-0.374,nan,0.00,1,0.0000,0.943,0,0.214,4,0.741,0,yolo,0
1785546978.131,0.076,-2.271,1.568,0.477,0.271,0.514,0.2838,9.821,-0.088,-0.764,1.000,-0.1313,0.0000,-0.026,-1.196,1.001,2.076,-2.000,0.0083,-0.374,nan,0.00,1,0.0000,0.940,0,0.213,4,0.730,0,yolo,0
1785546978.154,0.022,-2.239,1.525,0.451,0.239,0.514,0.2726,9.821,-0.088,-0.764,1.000,-0.1293,-0.0301,-0.024,-1.226,1.014,2.071,-2.000,0.0084,-0.379,nan,0.00,1,0.0000,0.940,0,0.213,4,0.730,0,yolo,0
1785546978.179,0.022,-2.239,1.525,0.451,0.239,0.514,0.2726,9.821,-0.088,-0.764,1.000,-0.1293,-0.0301,-0.024,-1.226,1.014,2.071,-2.000,0.0084,-0.379,nan,0.00,1,0.0000,0.928,0,0.205,4,0.699,0,yolo,0
1785546978.210,-0.016,-2.214,1.477,1.951,0.214,0.819,0.2726,9.712,-0.139,-0.889,1.000,0.5169,1.3354,-0.022,-1.243,1.026,1.937,-2.000,0.0084,-0.513,nan,0.00,1,0.0000,0.928,0,0.205,4,0.699,0,yolo,0
1785546978.240,-0.054,-2.190,1.433,1.019,0.190,0.819,0.2727,9.712,-0.139,-0.889,1.000,-0.1574,-0.0148,-0.021,-1.258,1.037,1.933,-2.000,0.0085,-0.517,nan,0.00,1,0.0000,0.927,0,0.204,4,0.700,0,yolo,0
1785546978.272,-0.138,-2.171,1.378,0.962,0.171,0.819,0.2727,9.712,-0.139,-0.889,1.000,-0.1554,-0.0221,-0.019,-1.265,1.047,1.930,-2.000,0.0085,-0.520,nan,0.00,1,0.0000,0.944,0,0.215,4,0.683,0,yolo,0
1785546978.310,-0.227,-2.153,1.301,2.462,0.153,1.018,0.2728,9.657,-0.172,-0.907,1.000,0.2519,0.1745,-0.017,-1.267,1.059,1.907,-2.000,0.0086,-0.543,nan,0.00,1,0.0000,0.944,0,0.215,4,0.683,0,yolo,0
1785546978.350,-0.338,-2.131,1.204,1.377,0.131,1.018,0.2728,9.657,-0.172,-0.907,1.000,-0.1373,0.0065,-0.016,-1.260,1.072,1.904,-2.000,0.0087,-0.546,nan,0.00,1,0.0000,0.921,0,0.200,4,0.725,0,yolo,0
1785546978.381,-0.338,-2.131,1.204,1.377,0.131,1.018,0.2729,9.657,-0.172,-0.907,1.000,-0.1373,0.0065,-0.016,-1.260,1.072,1.904,-2.000,0.0087,-0.546,nan,0.00,1,0.0000,0.924,0,0.202,4,0.733,0,yolo,0
1785546978.420,-0.485,-2.113,1.083,2.877,0.113,1.111,0.2562,9.554,-0.185,-0.779,1.000,0.2318,-1.8328,-0.016,-1.264,1.087,2.026,-2.000,0.0087,-0.424,nan,0.00,1,0.0000,0.924,0,0.202,4,0.733,0,yolo,0
1785546978.448,-0.631,-2.096,0.968,1.395,0.096,1.111,0.2729,9.554,-0.185,-0.779,1.000,-0.1210,-0.0069,-0.016,-1.271,1.100,2.023,-2.000,0.0088,-0.427,nan,0.00,1,0.0000,0.810,0,0.203,3,0.744,0,yolo,0
1785546978.474,-0.638,-2.096,0.966,1.389,0.096,1.111,0.2730,9.554,-0.185,-0.779,1.000,-0.1209,-0.0067,-0.016,-1.270,1.101,2.023,-2.000,0.0088,-0.427,nan,0.00,1,0.0000,0.810,0,0.203,3,0.744,0,yolo,0
1785546978.506,-0.787,-2.084,0.832,2.335,0.084,1.095,0.2564,9.420,-0.180,-0.497,1.000,-0.0252,-2.0000,-0.019,-1.260,1.115,2.200,-2.000,0.0089,-0.152,nan,0.00,1,0.0000,0.808,0,0.202,3,0.735,0,yolo,0
1785546978.532,-0.787,-2.084,0.832,1.409,0.084,1.095,0.2730,9.420,-0.180,-0.497,1.000,-0.0745,0.0000,-0.019,-1.260,1.115,2.200,-2.000,0.0089,-0.152,nan,0.00,1,0.0000,0.808,0,0.202,3,0.735,0,yolo,0
1785546978.567,-0.945,-2.075,0.723,1.214,0.075,1.095,0.2731,9.420,-0.180,-0.497,1.000,-0.0771,0.0084,-0.021,-1.252,1.127,2.200,-2.000,0.0089,-0.153,nan,0.00,1,0.0000,0.551,0,0.176,1,0.729,0,yolo,0
1785546978.598,-0.945,-2.075,0.723,1.214,0.075,1.095,0.2731,9.420,-0.180,-0.497,1.000,-0.0771,0.0084,-0.021,-1.252,1.127,2.200,-2.000,0.0089,-0.153,nan,0.00,1,0.0000,0.398,0,0.122,1,0.660,0,yolo,0
1785546978.629,-1.076,-2.068,0.613,1.659,0.068,1.073,0.2564,9.195,-0.172,-0.292,1.000,-0.0269,-1.4711,-0.025,-1.243,1.139,2.200,-2.000,0.0089,0.044,nan,0.00,1,0.0000,0.308,0,0.138,0,0.664,0,yolo,0
1785546978.663,-1.257,-2.062,0.509,0.897,0.062,1.073,0.2729,9.195,-0.172,-0.292,1.000,-0.0499,0.0226,-0.030,-1.221,1.150,2.200,-2.000,0.0089,0.043,nan,0.00,1,0.0000,0.308,0,0.138,0,0.664,0,yolo,0
1785546978.690,-1.343,-2.057,0.408,0.714,0.057,1.073,0.2731,9.195,-0.172,-0.292,1.000,-0.0567,0.0312,-0.037,-1.212,1.160,2.200,-2.000,0.0089,0.043,nan,0.00,1,0.0000,0.559,0,0.184,1,0.680,0,yolo,0
1785546978.715,-1.343,-2.057,0.408,-0.786,0.057,0.844,0.2565,8.991,-0.133,-0.083,1.000,-0.3585,-2.0000,-0.037,-1.212,1.160,2.200,-2.000,0.0089,0.243,nan,0.00,1,0.0000,0.447,0,0.184,0,0.701,0,yolo,0
1785546978.752,-1.248,-2.052,0.325,0.200,0.052,0.844,0.2666,8.991,-0.133,-0.083,1.000,-0.0431,0.0186,-0.047,-1.194,1.171,2.200,-2.000,0.0088,0.242,nan,0.00,1,0.0000,0.566,0,0.191,1,0.752,0,yolo,0
1785546978.788,-1.284,-2.048,0.250,0.053,0.048,0.844,0.2676,8.991,-0.133,-0.083,1.000,-0.0507,0.0408,-0.054,-1.171,1.181,2.200,-2.000,0.0088,0.241,nan,0.00,1,0.0000,0.566,0,0.191,1,0.752,0,yolo,0
1785546978.816,-1.284,-2.048,0.250,-1.447,0.048,0.604,0.2510,8.912,-0.094,0.085,1.000,-0.3741,-1.6437,-0.054,-1.171,1.181,2.044,-2.000,0.0088,0.406,nan,0.00,1,0.0000,0.460,0,0.200,0,0.816,0,yolo,0
1785546978.846,-1.289,-2.044,0.160,-0.520,0.044,0.604,0.2621,8.912,-0.094,0.085,1.000,-0.0258,0.0277,-0.063,-1.144,1.193,2.045,-2.000,0.0087,0.405,nan,0.00,1,0.0000,0.460,0,0.200,0,0.816,0,yolo,0
1785546978.881,-1.254,-2.040,0.082,-0.617,0.040,0.604,0.2628,8.912,-0.094,0.085,1.000,-0.0349,0.0437,-0.072,-1.128,1.204,2.046,-2.000,0.0087,0.404,nan,0.00,1,0.0000,0.460,0,0.200,0,0.834,0,yolo,0
1785546978.909,-1.254,-2.040,0.082,-0.617,0.040,0.604,0.2627,8.912,-0.094,0.085,1.000,-0.0349,0.0437,-0.072,-1.128,1.204,2.046,-2.000,0.0086,0.404,nan,0.00,1,0.0000,0.460,0,0.200,0,0.834,0,yolo,0
1785546978.940,-1.184,-2.036,0.023,-0.698,0.036,0.604,0.2634,8.912,-0.094,0.085,1.000,-0.0452,0.0594,-0.083,-1.112,1.216,2.046,-2.000,0.0086,0.404,nan,0.00,1,0.0000,0.459,0,0.199,0,0.836,0,yolo,0
1785546978.970,-1.114,-2.033,-0.034,-0.746,0.033,0.604,0.2641,8.912,-0.094,0.085,1.000,-0.0533,0.0757,-0.091,-1.096,1.225,2.047,-2.000,0.0086,0.403,nan,0.00,1,0.0000,0.459,0,0.199,0,0.836,0,yolo,0
1785546978.998,-1.114,-2.033,-0.034,-1.909,0.033,0.363,0.2474,8.815,-0.056,0.253,1.000,-0.2223,-0.9827,-0.091,-1.096,1.225,1.883,-2.000,0.0085,0.567,nan,0.00,1,0.0000,0.210,0,0.150,1,0.839,0,yolo,0
1785546979.038,-0.915,-2.030,-0.084,-1.191,0.030,0.363,0.2571,8.815,-0.056,0.253,1.000,-0.0402,0.0316,-0.101,-1.064,1.236,1.884,-2.000,0.0085,0.566,nan,0.00,1,0.0000,0.420,0,0.150,1,0.839,0,yolo,0
1785546979.064,-0.791,-2.026,-0.114,-1.179,0.026,0.363,0.2586,8.815,-0.056,0.253,1.000,-0.0477,0.0657,-0.108,-1.030,1.247,1.884,-2.000,0.0084,0.566,nan,0.00,1,0.0000,0.523,0,0.148,2,0.832,0,yolo,0
1785546979.095,-0.791,-2.026,-0.114,-2.679,0.026,0.156,0.2419,8.513,-0.023,0.397,1.000,-0.3077,-1.3233,-0.108,-1.030,1.247,1.752,-2.000,0.0083,0.698,nan,0.00,1,0.0000,0.413,0,0.141,1,0.842,0,yolo,0
1785546979.126,-0.673,-2.024,-0.147,-1.500,0.024,0.156,0.2529,8.513,-0.023,0.397,1.000,-0.0127,0.0320,-0.114,-0.998,1.256,1.752,-2.000,0.0083,0.698,nan,0.00,1,0.0000,0.524,0,0.149,2,0.836,0,yolo,0
1785546979.156,-0.503,-2.021,-0.165,-1.421,-0.479,0.156,0.2547,8.513,-0.023,0.397,1.000,-0.0187,0.0721,-0.120,-0.958,1.267,1.753,-2.500,0.0082,0.697,nan,0.00,1,0.0000,0.413,0,0.142,1,0.853,0,yolo,0
1785546979.188,-0.503,-2.021,-0.165,-2.921,-0.479,-0.076,0.2380,8.212,0.011,0.539,1.000,-0.3325,-1.3098,-0.120,-0.958,1.267,1.622,-2.500,0.0081,0.828,nan,0.00,1,0.0000,0.413,0,0.142,1,0.853,0,yolo,0
1785546979.219,-0.359,-2.073,-0.175,-1.798,-0.427,-0.076,0.2490,8.212,0.011,0.539,1.000,0.0112,0.0413,-0.125,-0.917,1.275,1.614,-2.500,0.0080,0.836,nan,0.00,1,0.0000,0.521,0,0.146,2,0.846,0,yolo,0
1785546979.250,-0.165,-2.115,-0.172,-3.298,-0.137,-0.336,0.2323,8.017,0.047,0.665,1.000,-1.0922,-2.0000,-0.128,-0.879,1.284,1.490,-2.252,0.0079,0.960,nan,0.00,1,0.0000,0.521,0,0.146,2,0.846,0,yolo,0
1785546979.281,0.189,-2.126,-0.138,-1.798,-0.066,-0.336,0.2458,8.017,0.047,0.665,1.000,0.1375,0.0579,-0.133,-0.821,1.295,1.488,-2.191,0.0078,0.962,nan,0.00,1,0.0000,0.517,0,0.142,2,0.836,0,yolo,0
1785546979.313,0.189,-2.126,-0.138,-1.385,-0.153,-0.336,0.2457,8.017,0.047,0.665,1.000,0.1375,0.0579,-0.133,-0.821,1.295,1.488,-2.279,0.0077,0.962,nan,0.00,1,0.0000,0.410,0,0.137,1,0.834,0,yolo,0
1785546979.345,0.362,-2.132,-0.101,-2.885,0.198,-0.572,0.2290,8.094,0.081,0.771,1.000,-0.3332,-1.1029,-0.133,-0.759,1.304,1.378,-1.934,0.0077,1.072,nan,0.00,1,0.0000,0.410,0,0.137,1,0.834,0,yolo,0
1785546979.375,0.648,-2.113,-0.054,-1.584,0.227,-0.572,0.2431,8.094,0.081,0.771,1.000,0.1202,0.0738,-0.132,-0.685,1.314,1.380,-1.886,0.0077,1.070,nan,0.00,1,0.0000,0.408,0,0.135,1,0.818,0,yolo,0
1785546979.406,0.800,-2.092,0.001,-1.380,0.238,-0.572,0.2467,8.094,0.081,0.771,1.000,0.1235,0.1511,-0.129,-0.608,1.323,1.383,-1.854,0.0077,1.067,nan,0.00,1,0.0000,0.400,0,0.125,1,0.776,0,yolo,0
1785546979.438,0.800,-2.092,0.001,-2.880,0.320,-0.716,0.2300,7.833,0.098,0.849,1.000,-0.1963,-0.6838,-0.129,-0.608,1.323,1.315,-1.771,0.0077,1.135,nan,0.00,1,0.0000,0.403,0,0.129,1,0.778,0,yolo,0
1785546979.470,0.949,-2.068,0.058,-1.745,0.359,-0.716,0.2417,7.833,0.098,0.849,1.000,0.0900,0.0839,-0.124,-0.524,1.333,1.318,-1.709,0.0077,1.132,nan,0.00,1,0.0000,0.403,0,0.129,1,0.778,0,yolo,0
1785546979.495,1.157,-2.028,0.132,-1.430,0.365,-0.716,0.2452,7.833,0.098,0.849,1.000,0.0967,0.1573,-0.117,-0.450,1.343,1.323,-1.663,0.0077,1.127,nan,0.00,1,0.0000,0.509,0,0.134,2,0.757,0,yolo,0
1785546979.524,1.157,-2.028,0.132,-2.930,0.457,-0.984,0.2285,7.588,0.130,0.928,1.000,-0.3553,-0.7102,-0.117,-0.450,1.343,1.252,-1.571,0.0077,1.198,nan,0.00,1,0.0000,0.410,0,0.138,1,0.753,0,yolo,0
1785546979.563,1.510,-1.978,0.239,-1.704,0.461,-0.984,0.2402,7.588,0.130,0.928,1.000,0.0953,0.0881,-0.109,-0.362,1.353,1.258,-1.516,0.0077,1.192,nan,0.00,1,0.0000,0.413,0,0.141,1,0.750,0,yolo,0
1785546979.593,1.762,-1.930,0.349,-1.277,0.443,-0.984,0.2438,7.588,0.130,0.928,1.000,0.1060,0.1655,-0.098,-0.285,1.362,1.264,-1.487,0.0077,1.186,nan,0.00,1,0.0000,0.413,0,0.141,1,0.750,0,yolo,0
1785546979.625,1.891,-1.889,0.437,-2.777,0.533,-1.240,0.2272,7.342,0.159,0.986,1.000,-0.4931,-0.6798,-0.087,-0.215,1.369,1.218,-1.355,0.0077,1.232,nan,0.00,1,0.0000,0.413,0,0.141,1,0.750,0,yolo,0
1785546979.657,1.891,-1.889,0.437,-1.660,0.453,-1.240,0.2350,7.342,0.159,0.986,1.000,0.1126,0.0000,-0.087,-0.215,1.369,1.218,-1.436,0.0077,1.232,nan,0.00,1,0.0000,0.418,0,0.147,1,0.745,0,yolo,0
1785546979.688,2.075,-1.845,0.557,-1.257,0.439,-1.240,0.2388,7.342,0.159,0.986,1.000,0.1258,0.0795,-0.073,-0.136,1.377,1.224,-1.405,0.0077,1.226,nan,0.00,1,0.0000,0.418,0,0.147,1,0.745,0,yolo,0
1785546979.719,2.204,-1.804,0.682,-2.757,0.485,-1.351,0.2221,7.144,0.168,1.033,1.000,-0.1035,-0.2742,-0.060,-0.070,1.384,1.200,-1.319,0.0077,1.263,nan,0.00,1,0.0000,0.417,0,0.146,1,0.753,0,yolo,0
1785546979.750,2.204,-1.804,0.682,-1.483,0.418,-1.351,0.2341,7.144,0.168,1.033,1.000,0.0818,0.0000,-0.060,-0.070,1.384,1.200,-1.386,0.0077,1.263,nan,0.00,1,0.0000,0.420,0,0.150,1,0.744,0,yolo,0
1785546979.782,2.490,-1.760,0.806,-2.983,0.411,-1.509,0.2175,7.277,0.192,1.103,1.000,-0.3004,-1.0605,-0.044,0.005,1.390,1.200,-1.349,0.0077,1.334,nan,0.00,1,0.0000,0.401,0,0.126,1,0.777,0,yolo,0
