t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785654164.682,0.000,-17.800,0.000,0.9521,0,-0.896,15.800,-0.447,0.2740,5.824,0.038,-1.551,0.971,0.369,0.896,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,0.97,1,1,1,1,1,0.0338,1.000,1,0.525,8,-0.006,0,0,yolo,131.2,yolo,0,0,0,0.000,0,-1,0
1785654164.713,0.000,-17.800,0.000,0.9521,0,-0.893,15.800,-0.447,0.2739,5.824,0.038,-1.551,0.971,0.369,0.893,0.0001,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,0.97,1,1,1,0,1,0.0338,1.000,1,0.525,8,-0.006,0,0,yolo,131.2,yolo,0,0,0,0.000,0,-1,0
1785654164.750,0.001,-17.647,-0.001,0.9529,0,-0.898,15.647,-0.442,0.2817,5.824,0.038,-1.551,0.971,0.370,0.899,-0.0011,0.1587,0.000,0.000,-0.006,0.011,2.162,-2.000,0.0059,0.288,nan,0.96,1,1,1,1,1,0.0336,1.000,1,0.525,8,-0.006,3,0,yolo,140.4,yolo,0,0,0,0.000,0,-1,0
1785654164.791,0.001,-15.700,0.000,0.9627,0,-0.888,14.147,-0.457,0.2771,5.824,0.038,-1.551,0.971,0.370,0.889,0.0002,-0.0137,0.001,0.001,-0.020,0.025,2.200,-2.000,0.0059,0.083,nan,0.98,1,1,1,0,1,0.0341,1.000,1,0.523,8,0.001,0,0,yolo,140.4,yolo,0,0,0,0.000,0,-1,0
1785654164.827,0.001,-15.700,0.000,0.9627,0,-0.888,13.700,-0.468,0.2771,5.824,0.038,-1.551,0.971,0.370,0.889,0.0002,-0.0137,0.001,0.001,-0.020,0.025,2.200,-2.000,0.0059,0.083,nan,0.99,1,1,1,0,1,0.0344,1.000,1,0.523,8,0.001,3,0,yolo,140.4,yolo,0,0,0,0.000,0,-1,0
1785654164.853,0.212,-13.717,0.083,0.9715,0,-0.640,12.200,-0.525,0.2804,5.824,0.038,-1.551,0.971,0.370,0.852,0.0021,-0.0288,0.003,0.003,-0.035,0.046,2.200,-2.000,0.0059,-0.125,nan,1.04,1,1,1,0,1,0.0364,1.000,1,0.521,8,0.005,0,0,yolo,140.4,yolo,0,0,0,0.000,0,-1,0
1785654164.911,0.270,-12.183,0.152,0.9775,0,-0.582,10.700,-0.566,0.2970,5.824,0.038,-1.551,0.971,0.370,0.852,0.0003,1.2092,0.005,0.003,-0.056,0.082,2.164,-2.000,0.0059,-0.286,nan,1.09,1,1,1,1,1,0.0379,1.000,1,0.521,8,0.005,1,0,yolo,128.0,yolo,0,0,0,0.000,0,-1,0
1785654164.946,0.351,-10.583,0.211,0.9830,0,-0.404,9.200,-0.279,0.2872,5.824,0.038,-1.551,0.971,0.370,0.755,0.0051,-0.0300,0.008,0.008,-0.086,0.133,1.996,-2.000,0.0060,-0.454,nan,0.80,1,1,1,0,1,0.0279,1.000,1,0.527,8,0.040,0,0,yolo,128.0,yolo,0,0,0,0.000,0,-1,0
1785654164.977,0.402,-9.401,0.251,0.9865,0,-0.283,7.700,-0.063,0.2882,5.824,0.038,-1.551,0.971,0.370,0.685,0.0087,-0.0677,0.012,0.012,-0.123,0.195,1.872,-2.000,0.0060,-0.578,nan,0.58,1,1,1,0,1,0.0204,1.000,1,0.527,8,0.040,0,0,yolo,128.0,yolo,0,0,0,0.000,0,-1,0
1785654165.009,0.402,-9.401,0.251,0.9865,0,0.390,7.401,0.240,0.2882,5.826,0.028,-1.544,0.971,0.273,0.012,0.0988,-0.0642,0.012,0.012,-0.123,0.195,1.878,-2.000,0.0061,-0.572,nan,0.37,1,1,1,1,1,0.0128,1.000,1,0.440,7,0.142,0,0,yolo,114.7,yolo,0,0,0,0.000,0,-1,0
