t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568320.816,0.000,-17.800,0.000,0.9521,0.491,15.800,-1.157,0.2776,7.523,-0.026,-2.216,1.000,-0.196,-0.491,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.200,-2.000,0.0060,0.190,nan,1.35,1,1,1,0.0472,1.000,1,0.527,8,0.014,0,0,yolo,122.0,yolo,0,0,0,0.000,0,-1,0
1785568320.852,0.001,-17.704,-0.000,0.9526,-1.009,15.704,-1.171,0.2609,6.927,-0.010,-1.983,1.000,-0.084,2.627,-0.4061,-0.8377,0.000,-0.065,-0.004,0.018,2.200,-2.000,0.0060,0.218,nan,1.25,1,1,1,0.0438,1.000,1,0.524,8,0.005,0,0,yolo,119.3,yolo,0,0,0,0.000,0,-1,0
1785568320.879,0.001,-17.704,-0.000,0.9526,0.491,15.704,-1.171,0.2765,6.927,-0.010,-1.983,1.000,-0.084,-0.542,0.0654,0.0000,0.000,0.000,-0.004,0.018,2.200,-2.000,0.0059,0.218,nan,1.25,1,1,1,0.0438,1.000,1,0.524,8,0.005,0,0,yolo,119.3,yolo,0,0,0,0.000,0,-1,0
1785568320.914,0.002,-15.747,0.000,0.9625,0.545,14.204,-1.097,0.2808,6.927,-0.010,-1.983,1.000,-0.084,-0.543,0.0655,-0.0124,0.000,0.000,-0.016,0.042,2.200,-2.000,0.0059,-0.029,nan,1.18,1,1,1,0.0412,1.000,1,0.524,8,0.005,2,0,yolo,119.3,yolo,0,0,0,0.000,0,-1,0
1785568320.947,-0.034,-13.571,0.115,0.9721,-0.955,12.704,-0.890,0.2974,6.540,-0.000,-1.832,1.000,-0.000,1.054,-0.0717,1.6288,0.000,-0.053,-0.023,0.069,2.200,-2.000,0.0060,-0.246,nan,0.89,1,1,1,0.0311,1.000,1,0.523,8,0.004,2,0,yolo,118.9,yolo,0,0,0,0.000,0,-1,0
1785568320.974,0.056,-12.103,0.268,0.9778,0.329,11.204,-0.943,0.2883,6.540,-0.000,-1.832,1.000,-0.000,-0.273,0.0534,-0.0164,0.000,0.000,-0.040,0.101,2.031,-2.000,0.0060,-0.419,nan,0.94,1,1,1,0.0329,1.000,1,0.522,8,0.007,0,0,yolo,118.9,yolo,0,0,0,0.000,0,-1,0
1785568321.004,0.056,-12.103,0.268,0.9778,0.329,10.103,-0.982,0.2883,6.540,-0.000,-1.832,1.000,-0.000,-0.273,0.0534,-0.0164,0.000,0.000,-0.040,0.101,2.031,-2.000,0.0060,-0.419,nan,0.98,1,1,1,0.0343,1.000,1,0.522,8,0.007,0,0,yolo,118.9,yolo,0,0,0,0.000,0,-1,0
1785568321.036,-0.021,-10.762,0.347,0.9824,0.249,8.762,-0.743,0.2904,6.540,-0.000,-1.832,1.000,-0.000,-0.270,0.0532,-0.0473,0.000,0.000,-0.070,0.153,1.872,-2.000,0.0061,-0.578,nan,0.74,1,1,1,0.0260,1.000,1,0.513,8,0.041,0,0,yolo,118.9,yolo,0,0,0,0.000,0,-1,0
1785568321.069,-0.053,-9.669,0.423,0.9858,-1.251,7.669,-0.654,0.3071,6.291,0.010,-1.727,1.000,0.089,1.720,-0.1479,1.0141,-0.000,-0.055,-0.110,0.211,1.804,-2.000,0.0062,-0.646,nan,0.56,1,1,1,0.0197,1.000,1,0.513,8,0.041,0,0,yolo,98.8,yolo,0,0,0,0.000,0,-1,0
1785568321.100,-0.053,-9.669,0.423,0.9858,-0.007,7.669,-0.928,0.2938,6.291,0.010,-1.727,1.000,0.089,-0.046,0.0550,0.0000,-0.000,-0.000,-0.110,0.211,1.804,-2.000,0.0062,-0.646,nan,0.84,1,1,1,0.0293,1.000,1,0.442,7,0.133,0,0,yolo,98.8,yolo,0,0,0,0.000,0,-1,0
