t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785736371.290,0.000,-17.800,0.000,0.9521,0,-0.006,15.800,-0.000,0.2836,nan,nan,nan,0.000,0.000,0.006,0.0000,0.0000,-0.001,-0.001,0.000,-0.000,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.402,-0.029,-17.734,0.001,0.9525,0,-0.017,15.734,0.000,0.2832,nan,nan,nan,0.000,0.000,-0.012,0.0000,-0.0065,0.001,0.001,-0.006,0.004,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.470,-0.032,-14.945,0.001,0.9662,0,0.007,14.234,0.000,0.2780,nan,nan,nan,0.000,0.000,-0.038,0.0000,-0.0302,0.005,0.005,-0.030,0.028,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.510,-0.019,-11.783,-0.002,0.9789,0,0.048,12.734,0.000,0.2725,nan,nan,nan,0.000,0.000,-0.067,0.0000,-0.0715,0.008,0.008,-0.072,0.115,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.564,-0.020,-10.846,-0.002,0.9821,0,0.051,11.234,0.000,0.2711,nan,nan,nan,0.000,0.000,-0.072,0.0000,-0.0840,0.009,0.009,-0.084,0.164,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.634,-0.027,-8.013,-0.003,0.9902,0,0.042,9.734,0.000,0.2671,nan,nan,nan,0.000,0.000,-0.069,0.0000,-0.1228,0.009,0.009,-0.123,0.302,1.000,-1.325,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.681,-0.031,-6.794,-0.004,0.9930,0,0.037,8.234,0.000,0.2660,nan,nan,nan,0.000,0.000,-0.067,0.0000,-0.1312,0.008,0.008,-0.131,0.355,1.000,-1.351,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.747,-0.034,-5.498,-0.005,0.9954,0,0.030,6.734,0.000,0.2651,nan,nan,nan,0.000,0.000,-0.064,0.0000,-0.1356,0.008,0.008,-0.136,0.411,1.000,-1.281,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.779,-0.038,-4.251,-0.006,0.9972,0,0.023,5.234,0.000,0.2648,nan,nan,nan,0.000,0.000,-0.061,0.0000,-0.1325,0.008,0.008,-0.132,0.461,1.000,-1.273,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.848,-0.040,-3.568,-0.006,0.9981,0,0.019,3.734,0.000,0.2649,nan,nan,nan,0.000,0.000,-0.059,0.0000,-0.1255,0.007,0.007,-0.125,0.491,1.000,-1.495,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.886,-0.041,-3.197,-0.006,0.9984,0,0.016,2.234,0.000,0.2649,nan,nan,nan,0.000,0.000,-0.057,0.0000,-0.1222,0.007,0.007,-0.122,0.506,1.000,-1.834,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736371.952,-0.044,-2.569,-0.007,0.9990,0,0.009,0.768,0.000,0.2650,nan,nan,nan,0.000,0.000,-0.053,0.0000,-0.1176,0.007,0.007,-0.118,0.540,1.000,-1.801,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.003,-0.045,-2.243,-0.007,0.9992,0,0.004,0.329,0.000,0.2649,nan,nan,nan,0.000,0.000,-0.049,0.0000,-0.1179,0.006,0.006,-0.118,0.562,1.000,-1.914,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.046,-0.045,-2.156,-0.007,0.9993,0,0.001,0.156,0.000,0.2648,nan,nan,nan,0.000,0.000,-0.046,0.0000,-0.1190,0.006,0.006,-0.119,0.580,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.100,-0.046,-2.144,-0.007,0.9993,0,0.000,0.144,0.000,0.2648,nan,nan,nan,0.000,0.000,-0.046,0.0000,-0.1191,0.006,0.006,-0.119,0.583,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.162,-0.045,-2.064,-0.007,0.9994,0,-0.004,0.064,0.000,0.2648,nan,nan,nan,0.000,0.000,-0.041,0.0000,-0.1204,0.005,0.005,-0.120,0.604,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.227,-0.045,-1.982,-0.007,0.9994,0,-0.010,-0.018,0.000,0.2647,nan,nan,nan,0.000,0.000,-0.035,0.0000,-0.1218,0.004,0.004,-0.122,0.636,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.281,-0.044,-1.960,-0.007,0.9994,0,-0.011,-0.040,0.000,0.2647,nan,nan,nan,0.000,0.000,-0.032,0.0000,-0.1223,0.004,0.004,-0.122,0.650,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.325,-0.042,-1.946,-0.007,0.9994,0,-0.013,-0.054,0.000,0.2646,nan,nan,nan,0.000,0.000,-0.029,0.0000,-0.1226,0.004,0.004,-0.123,0.666,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.373,-0.041,-1.938,-0.007,0.9994,0,-0.015,-0.062,0.000,0.2646,nan,nan,nan,0.000,0.000,-0.026,0.0000,-0.1228,0.003,0.003,-0.123,0.681,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.408,-0.040,-1.935,-0.007,0.9994,0,-0.015,-0.065,0.000,0.2646,nan,nan,nan,0.000,0.000,-0.025,0.0000,-0.1230,0.003,0.003,-0.123,0.689,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736372.468,-0.038,-1.934,-0.007,0.9994,0,-0.016,-0.066,0.000,0.2646,nan,nan,nan,0.000,0.000,-0.022,0.0000,-0.1232,0.003,0.003,-0.123,0.704,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
