t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785624373.706,0.000,-17.800,0.000,0.9521,0,-3.572,15.800,-3.067,0.2683,7.651,0.191,-1.948,1.000,1.430,3.572,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,1.966,-2.000,0.0060,0.484,nan,1.64,1,1,1,0.0572,1.000,1,0.526,8,-0.004,0,0,yolo,124.8,yolo,0,0,0,0.000,0,-1,0
1785624373.741,0.000,-17.800,0.000,0.9521,0,-3.572,15.800,-3.067,0.2682,7.651,0.191,-1.948,1.000,1.430,3.572,0.0000,0.0000,0.000,0.000,0.000,-0.000,1.966,-2.000,0.0059,0.484,nan,1.64,1,1,1,0.0572,1.000,1,0.526,8,-0.004,0,0,yolo,124.8,yolo,0,0,0,0.000,0,-1,0
1785624373.776,-0.000,-17.788,0.000,0.9522,0,-2.072,15.788,-2.964,0.2516,7.481,0.146,-1.832,1.000,1.119,-1.303,0.6080,-0.8513,0.000,0.092,-0.000,0.000,1.909,-2.000,0.0058,0.541,nan,1.84,1,1,1,0.0644,1.000,1,0.526,8,-0.004,2,0,yolo,129.2,yolo,0,0,0,0.000,0,-1,0
1785624373.826,0.104,-15.240,0.124,0.9648,0,-3.138,14.288,-2.626,0.2682,7.481,0.146,-1.832,1.000,1.119,3.242,-0.0913,-0.0142,0.001,0.001,-0.015,0.015,2.200,-2.000,0.0058,0.199,nan,1.51,1,1,1,0.0526,1.000,1,0.524,8,-0.003,0,0,yolo,129.2,yolo,0,0,0,0.000,0,-1,0
1785624373.864,0.587,-13.170,0.580,0.9736,0,-2.552,12.788,-2.878,0.2785,7.481,0.146,-1.832,1.000,1.119,3.139,-0.0850,-0.0234,0.007,0.007,-0.024,0.032,2.200,-2.000,0.0058,-0.078,nan,1.76,1,1,1,0.0614,1.000,1,0.524,8,0.000,0,0,yolo,129.2,yolo,0,0,0,0.000,0,-1,0
1785624373.896,0.587,-13.170,0.580,0.9736,0,-1.052,11.288,-2.656,0.2951,6.901,0.108,-1.734,1.000,0.898,-0.553,0.2668,0.3661,0.007,0.118,-0.024,0.032,2.200,-2.000,0.0058,-0.115,nan,1.76,1,1,1,0.0614,1.000,1,0.524,8,0.000,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785624373.933,0.691,-11.577,0.908,0.9796,0,-1.878,9.788,-2.845,0.2841,6.901,0.108,-1.734,1.000,0.898,2.568,-0.1024,-0.0209,0.015,0.015,-0.045,0.063,2.138,-2.000,0.0059,-0.312,nan,1.95,1,1,1,0.0680,1.000,1,0.524,8,0.000,2,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785624373.964,0.943,-10.257,1.210,0.9839,0,-1.462,8.288,-2.707,0.2865,6.901,0.108,-1.734,1.000,0.898,2.405,-0.0931,-0.0521,0.024,0.024,-0.076,0.111,1.975,-2.000,0.0059,-0.475,nan,1.81,1,1,1,0.0632,1.000,1,0.521,8,0.006,2,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785624373.991,0.943,-10.257,1.210,0.9839,0,0.038,8.257,-2.167,0.2906,6.525,0.087,-1.670,1.000,0.761,-0.137,0.1164,0.0338,0.024,0.111,-0.076,0.111,1.970,-2.000,0.0060,-0.480,nan,1.41,1,1,1,0.0491,1.000,1,0.517,8,0.064,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785624374.021,1.214,-8.810,1.559,0.9880,0,-0.572,6.810,-1.857,0.2913,6.525,0.087,-1.670,1.000,0.761,1.786,-0.0738,-0.0369,0.037,0.037,-0.113,0.175,1.801,-2.000,0.0060,-0.649,nan,1.10,1,1,1,0.0383,1.000,1,0.445,7,0.113,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785624374.047,1.214,-8.810,1.559,0.9880,0,-0.572,6.810,-1.857,0.2914,6.525,0.087,-1.670,1.000,0.761,1.786,-0.0738,-0.0369,0.037,0.037,-0.113,0.175,1.801,-2.000,0.0061,-0.649,nan,1.10,1,1,1,0.0383,1.000,1,0.445,7,0.113,0,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785624374.088,1.327,-7.752,1.796,0.9906,0,-0.223,5.752,-1.625,0.2913,6.525,0.087,-1.670,1.000,0.761,1.550,-0.0608,-0.1055,0.050,0.050,-0.181,0.245,1.678,-2.000,0.0062,-0.772,nan,0.86,1,1,1,0.0301,1.000,1,0.445,7,0.113,2,0,yolo,119.6,yolo,0,0,0,0.000,0,-1,0
1785624374.138,1.359,-6.975,1.989,0.9923,0,1.277,4.975,-1.002,0.2875,6.277,0.046,-1.515,1.000,0.424,-0.860,0.1845,-0.1593,0.061,0.073,-0.245,0.302,1.710,-2.000,0.0063,-0.740,nan,0.58,1,1,1,0.0202,1.000,1,0.436,7,0.155,3,0,yolo,134.5,yolo,0,0,0,0.000,0,-1,0
1785624374.177,1.224,-6.367,2.104,0.9936,0,1.117,4.367,-1.436,0.2939,6.277,0.046,-1.515,1.000,0.424,0.107,-0.0024,-0.0571,0.071,0.071,-0.302,0.349,1.642,-2.000,0.0063,-0.808,nan,1.01,1,1,1,0.0353,0.929,1,0.429,6,0.236,0,0,yolo,134.5,yolo,0,0,0,0.000,0,-1,0
1785624374.213,1.083,-5.740,2.212,0.9948,0,1.142,3.740,-1.761,0.2931,6.277,0.046,-1.515,1.000,0.424,-0.059,0.0065,-0.1151,0.079,0.079,-0.360,0.391,1.571,-2.000,0.0064,-0.879,nan,1.34,1,1,1,0.0466,0.929,1,0.429,6,0.236,1,0,yolo,134.5,yolo,0,0,0,0.000,0,-1,0
1785624374.261,1.081,-5.732,2.214,0.9948,0,2.642,3.732,-1.429,0.2765,6.156,-0.015,-1.176,1.000,-0.135,-7.052,0.9020,-2.0000,0.080,0.158,-0.361,0.392,1.894,-2.000,0.0065,-0.556,nan,1.56,1,1,1,0.0546,1.000,1,0.364,6,0.281,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.305,0.653,-4.793,2.564,0.9964,0,1.944,2.793,-1.291,0.2866,6.156,-0.015,-1.176,1.000,-0.135,-1.292,-0.0660,-0.1053,0.092,0.092,-0.466,0.469,1.792,-2.000,0.0065,-0.658,nan,1.43,1,1,1,0.0498,1.000,1,0.365,6,0.289,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.345,0.653,-4.793,2.564,0.9964,0,1.944,2.793,-1.187,0.2866,6.156,-0.015,-1.176,1.000,-0.135,-1.292,-0.0660,-0.1053,0.092,0.092,-0.466,0.469,1.792,-2.000,0.0066,-0.658,nan,1.32,1,1,1,0.0461,1.000,1,0.365,6,0.289,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.377,0.430,-4.396,2.705,0.9970,0,1.792,2.396,-1.309,0.2855,6.156,-0.015,-1.176,1.000,-0.135,-1.361,-0.0623,-0.1577,0.096,0.096,-0.518,0.508,1.749,-2.000,0.0067,-0.701,nan,1.44,1,1,1,0.0504,1.000,1,0.359,6,0.200,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.410,0.203,-3.994,2.846,0.9976,0,1.600,1.994,-1.309,0.2843,6.156,-0.015,-1.176,1.000,-0.135,-1.397,-0.0604,-0.2108,0.097,0.097,-0.571,0.543,1.705,-2.000,0.0068,-0.745,nan,1.44,1,1,1,0.0504,1.000,1,0.359,6,0.200,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.439,0.203,-3.994,2.846,0.9976,0,1.600,1.994,-1.400,0.2844,6.156,-0.015,-1.176,1.000,-0.135,-1.397,-0.0604,-0.2108,0.097,0.097,-0.571,0.543,1.705,-2.000,0.0068,-0.745,nan,1.54,1,1,1,0.0536,1.000,1,0.359,6,0.200,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.475,-0.007,-3.692,3.016,0.9979,0,1.374,1.692,-1.469,0.2834,6.156,-0.015,-1.176,1.000,-0.135,-1.382,-0.0612,-0.2547,0.097,0.097,-0.615,0.577,1.672,-2.000,0.0069,-0.778,nan,1.60,1,1,1,0.0560,1.000,1,0.359,6,0.200,1,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.521,-0.196,-3.429,3.197,0.9982,0,1.130,1.429,-2.969,0.2817,6.156,-0.015,-1.176,1.000,-0.135,-1.326,-0.0642,-0.3114,0.094,0.094,-0.672,0.609,1.644,-2.000,0.0070,-0.806,nan,3.12,1,1,1,0.1090,1.000,1,0.293,5,0.509,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.562,-0.196,-3.429,3.197,0.9982,0,1.130,1.429,-3.304,0.2817,6.156,-0.015,-1.176,1.000,-0.135,-1.326,-0.0642,-0.3114,0.094,0.094,-0.672,0.609,1.644,-2.000,0.0071,-0.806,nan,3.44,1,1,1,0.1200,1.000,1,0.293,5,0.509,0,0,yolo,123.7,yolo,0,0,0,0.000,0,-1,0
1785624374.593,-0.358,-3.214,3.566,0.9984,0,2.630,1.214,-2.565,0.2938,10.215,-0.430,-1.318,1.000,-2.408,-6.753,-0.0000,-0.0000,0.087,0.087,-0.723,0.637,1.709,-2.000,0.0071,-0.741,nan,4.97,1,1,1,0.1736,1.000,1,0.300,5,0.548,0,0,yolo,117.2,yolo,0,0,0,0.000,0,-1,0
1785624374.623,-0.358,-3.214,3.566,0.9984,0,4.130,1.214,-2.196,0.2939,10.215,-0.430,-1.318,1.000,-2.408,-6.753,-0.0000,-0.0000,0.087,0.087,-0.723,0.637,1.709,-2.000,0.0072,-0.741,nan,4.60,1,1,1,0.1607,1.000,1,0.292,5,0.565,0,0,yolo,117.2,yolo,0,0,0,0.000,0,-1,0
1785624374.654,-0.734,-3.034,3.873,0.9985,0,5.630,1.034,-1.919,0.2948,10.215,-0.430,-1.318,1.000,-2.408,-6.695,-0.0000,-0.0000,0.080,0.080,-0.775,0.663,1.680,-2.000,0.0073,-0.770,nan,4.33,1,1,1,0.1511,1.000,1,0.292,5,0.565,0,0,yolo,117.2,yolo,0,0,0,0.000,0,-1,0
