t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785734291.969,0.000,-17.800,0.000,0.9521,0,-0.494,15.800,-2.287,0.3341,10.129,0.035,-4.935,1.000,0.198,0.494,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,1.200,-2.000,0.0060,-1.602,nan,2.09,1,1,1,1,1,0.0729,0.917,1,0.363,5,0.151,0,0,yolo,159.3,yolo,0,0,0,0.000,0,-1,0
1785734292.021,-0.000,-17.650,0.001,0.9529,0,-0.494,15.650,-2.287,0.3343,10.129,0.035,-4.935,1.000,0.198,0.494,0.0000,-0.0088,0.000,0.000,-0.009,0.020,1.200,-2.000,0.0060,-1.632,nan,2.09,1,1,1,0,1,0.0729,0.917,1,0.363,5,0.151,3,0,yolo,159.3,yolo,0,0,0,0.000,0,-1,0
1785734292.058,0.002,-14.998,0.167,0.9659,0,-0.492,14.150,-0.787,0.3399,10.129,0.035,-4.935,1.000,0.198,0.494,0.0000,-0.0377,0.000,0.000,-0.038,0.057,1.200,-2.000,0.0060,-2.146,nan,0.00,1,1,1,0,1,0.0000,0.875,0,0.521,6,0.136,0,0,yolo,159.3,yolo,0,0,0,0.000,0,-1,0
1785734292.107,0.037,-12.871,0.440,0.9749,0,1.008,12.650,0.349,0.3565,10.120,-0.062,-4.920,1.000,-0.349,-2.768,0.4832,1.9842,0.000,-0.061,-0.084,0.096,1.200,-2.000,0.0060,-2.543,nan,0.00,1,1,1,1,1,0.0000,0.875,0,0.521,6,0.136,3,0,yolo,174.4,yolo,0,0,0,0.000,0,-1,0
1785734292.136,0.079,-11.403,0.470,0.9803,0,1.267,11.150,-1.151,0.3399,10.120,-0.062,-4.920,1.000,-0.349,-1.188,0.0620,-0.0962,0.001,0.001,-0.180,0.155,1.200,-2.000,0.0060,-2.823,nan,3.51,1,1,1,0,1,0.1225,0.944,1,0.584,8,0.121,0,0,yolo,174.4,yolo,0,0,0,0.000,0,-1,0
1785734292.166,-0.078,-10.251,0.542,0.9840,0,1.108,9.650,-2.651,0.3249,10.120,-0.062,-4.920,1.000,-0.349,-1.186,0.0619,-0.2292,0.000,0.000,-0.313,0.224,1.200,-2.000,0.0060,-3.041,nan,3.51,1,1,1,0,1,0.1225,0.944,1,0.584,8,0.121,0,0,yolo,174.4,yolo,0,0,0,0.000,0,-1,0
1785734292.198,-0.218,-9.212,0.789,0.9871,0,0.942,8.150,-3.160,0.3170,10.120,-0.062,-4.920,1.000,-0.349,-1.160,0.0599,-0.3791,-0.001,-0.001,-0.463,0.289,1.200,-2.000,0.0060,-3.237,nan,3.51,1,1,1,0,1,0.1225,0.944,1,0.584,8,0.121,0,0,yolo,174.4,yolo,0,0,0,0.000,0,-1,0
1785734292.242,-0.218,-9.212,0.789,0.9871,0,-0.558,7.212,-2.640,0.3004,10.044,-0.016,-4.518,1.000,-0.091,2.929,-0.4521,-2.0000,-0.001,-0.105,-0.463,0.289,1.200,-2.000,0.0060,-2.851,nan,2.73,1,1,1,1,1,0.0953,1.000,1,0.441,7,0.176,0,0,yolo,148.2,yolo,0,0,0,0.000,0,-1,0
1785734292.301,-0.312,-7.522,1.365,0.9914,0,0.302,5.712,-2.640,0.3170,10.044,-0.016,-4.518,1.000,-0.091,-0.614,0.0946,-0.2786,-0.010,-0.010,-0.741,0.406,1.200,-1.832,0.0060,-3.164,nan,2.73,1,1,1,0,1,0.0953,1.000,1,0.441,7,0.176,2,0,yolo,148.2,yolo,0,0,0,0.000,0,-1,0
1785734292.340,-0.370,-6.954,1.564,0.9926,0,0.194,5.106,-2.226,0.3152,10.044,-0.016,-4.518,1.000,-0.091,-0.564,0.0909,-0.3798,-0.014,-0.014,-0.842,0.453,1.200,-1.848,0.0060,-3.268,nan,2.32,1,1,1,0,1,0.0809,1.000,1,0.422,7,0.202,0,0,yolo,148.2,yolo,0,0,0,0.000,0,-1,0
