t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785653329.946,0.000,-17.800,0.000,0.9521,0,-2.381,15.800,-2.956,0.2717,8.049,0.134,-2.191,1.000,0.953,2.381,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.075,-2.000,0.0060,0.375,nan,2.00,1,1,1,1,1,0.0699,1.000,1,0.523,8,-0.023,0,0,yolo,124.3,yolo,0,0,0,0.000,0,-1,0
1785653329.978,-0.007,-17.630,0.007,0.9530,0,-2.396,15.630,-2.758,0.2717,8.049,0.134,-2.191,1.000,0.953,2.389,-0.0005,-0.0106,-0.000,-0.000,-0.011,0.018,2.100,-2.000,0.0059,0.350,nan,1.81,1,1,1,0,1,0.0630,1.000,1,0.523,8,-0.012,0,0,yolo,124.3,yolo,0,0,0,0.000,0,-1,0
1785653330.012,-0.007,-17.630,0.007,0.9530,0,-3.896,15.630,-2.938,0.2550,8.038,0.159,-2.095,1.000,1.133,5.295,-0.3793,-1.3212,-0.000,-0.053,-0.011,0.018,2.012,-2.000,0.0059,0.438,nan,1.81,1,1,1,1,1,0.0630,1.000,1,0.523,8,-0.012,0,0,yolo,119.7,yolo,0,0,0,0.000,0,-1,0
1785653330.051,0.040,-15.646,0.011,0.9629,0,-2.515,14.130,-2.790,0.2717,8.038,0.159,-2.095,1.000,1.133,2.555,0.0538,-0.0185,0.001,0.001,-0.029,0.040,2.200,-2.000,0.0059,0.151,nan,1.66,1,1,1,0,1,0.0578,1.000,1,0.523,8,-0.012,2,0,yolo,119.7,yolo,0,0,0,0.000,0,-1,0
1785653330.090,0.510,-13.569,0.495,0.9720,0,-1.970,12.630,-2.582,0.2807,8.038,0.159,-2.095,1.000,1.133,2.480,0.0586,-0.0328,0.006,0.006,-0.043,0.072,2.200,-2.000,0.0059,-0.149,nan,1.45,1,1,1,0,1,0.0506,1.000,1,0.523,8,0.014,0,0,yolo,119.7,yolo,0,0,0,0.000,0,-1,0
1785653330.129,0.670,-12.021,0.810,0.9780,0,-2.447,11.130,-3.184,0.2974,7.964,0.158,-2.051,1.000,1.134,3.116,-0.0007,1.4708,0.012,-0.026,-0.059,0.105,2.105,-2.000,0.0059,-0.345,nan,2.05,1,1,1,1,1,0.0716,0.944,1,0.585,8,-0.018,0,0,yolo,119.3,yolo,0,0,0,0.000,0,-1,0
1785653330.167,0.906,-10.678,1.057,0.9826,0,-1.500,9.630,-3.636,0.2900,7.964,0.158,-2.051,1.000,1.134,2.407,0.0448,-0.0256,0.019,0.019,-0.085,0.152,1.913,-2.000,0.0060,-0.537,nan,2.50,1,1,1,0,1,0.0873,0.944,1,0.585,8,-0.018,0,0,yolo,119.3,yolo,0,0,0,0.000,0,-1,0
1785653330.200,0.906,-10.678,1.057,0.9826,0,-1.500,8.678,-2.960,0.2900,7.964,0.158,-2.051,1.000,1.134,2.407,0.0448,-0.0256,0.019,0.019,-0.085,0.152,1.913,-2.000,0.0060,-0.537,nan,1.83,1,1,1,0,1,0.0637,1.000,1,0.507,8,0.087,0,0,yolo,119.3,yolo,0,0,0,0.000,0,-1,0
1785653330.231,1.022,-9.457,1.486,0.9863,0,-3.000,7.457,-3.074,0.3067,7.852,0.171,-2.015,1.000,1.248,4.651,-0.2341,2.0000,0.027,-0.033,-0.126,0.223,1.756,-2.000,0.0061,-0.694,nan,1.83,1,1,1,1,1,0.0637,1.000,1,0.507,8,0.087,0,0,yolo,117.2,yolo,0,0,0,0.000,0,-1,0
1785653330.268,1.257,-8.450,1.880,0.9889,0,-1.500,6.450,-2.567,0.2960,7.852,0.171,-2.015,1.000,1.248,2.384,0.0688,-0.0559,0.036,0.036,-0.182,0.285,1.615,-2.000,0.0062,-0.835,nan,1.32,1,1,1,0,1,0.0461,1.000,1,0.507,8,0.087,3,0,yolo,117.2,yolo,0,0,0,0.000,0,-1,0
