t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568388.473,0.000,-17.800,0.000,0.9521,-0.908,15.800,-0.010,0.2745,5.889,0.038,-1.588,0.981,0.370,0.908,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,2.161,-2.000,0.0060,0.289,nan,0.20,1,1,1,0.0071,1.000,1,0.519,8,0.099,0,0,yolo,103.3,yolo,0,0,0,0.000,0,-1,0
1785568388.514,0.000,-17.800,0.000,0.9521,-0.908,15.800,-0.391,0.2744,5.889,0.038,-1.588,0.981,0.370,0.908,0.0000,0.0000,-0.000,-0.000,-0.000,-0.000,2.161,-2.000,0.0059,0.289,nan,0.58,1,1,1,0.0204,1.000,1,0.527,8,0.059,2,0,yolo,103.3,yolo,0,0,0,0.000,0,-1,0
1785568388.564,-0.027,-16.180,0.001,0.9604,-0.694,14.300,-0.764,0.2911,5.899,0.035,-1.590,0.983,0.337,0.667,0.0250,1.2912,-0.001,0.003,-0.018,0.038,2.200,-2.000,0.0059,0.116,nan,0.94,1,1,1,0.0328,1.000,1,0.527,8,-0.005,1,0,yolo,123.3,yolo,0,0,0,0.000,0,-1,0
1785568388.602,0.123,-14.171,0.052,0.9696,-0.741,12.800,-0.964,0.2807,5.899,0.035,-1.590,0.983,0.337,0.864,-0.0038,-0.0160,-0.001,-0.001,-0.034,0.065,2.200,-2.000,0.0059,-0.098,nan,1.14,1,1,1,0.0398,1.000,1,0.531,8,0.014,0,0,yolo,123.3,yolo,0,0,0,0.000,0,-1,0
1785568388.633,0.182,-12.876,0.170,0.9749,-0.669,11.300,-0.985,0.2826,5.899,0.035,-1.590,0.983,0.337,0.851,-0.0031,-0.0347,-0.000,-0.000,-0.053,0.098,2.200,-2.000,0.0060,-0.236,nan,1.16,1,1,1,0.0405,1.000,1,0.531,8,0.014,0,0,yolo,123.3,yolo,0,0,0,0.000,0,-1,0
1785568388.669,0.182,-12.876,0.170,0.9749,-2.169,10.876,-1.909,0.2862,6.380,0.071,-1.706,1.000,0.636,3.324,-0.2497,0.0398,-0.000,-0.036,-0.053,0.098,2.200,-2.000,0.0060,-0.241,nan,1.27,1,1,1,0.0444,1.000,1,0.527,8,0.046,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785568388.695,0.238,-11.616,0.267,0.9795,-1.160,9.616,-1.995,0.2863,6.380,0.071,-1.706,1.000,0.636,1.398,0.0367,-0.0264,0.001,0.001,-0.079,0.146,2.064,-2.000,0.0060,-0.386,nan,1.36,1,1,1,0.0474,1.000,1,0.527,8,0.046,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785568388.731,0.332,-10.602,0.419,0.9829,-1.038,8.602,-1.638,0.2874,6.380,0.071,-1.706,1.000,0.636,1.370,0.0382,-0.0593,0.002,0.002,-0.112,0.202,1.948,-2.000,0.0061,-0.502,nan,1.00,1,1,1,0.0350,1.000,1,0.455,7,0.115,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785568388.757,0.407,-9.704,0.595,0.9857,0.462,7.704,-1.162,0.3041,6.446,0.018,-1.781,1.000,0.161,-3.899,0.8025,2.0000,0.004,0.022,-0.143,0.262,1.781,-2.000,0.0061,-0.669,nan,1.00,1,1,1,0.0350,1.000,1,0.455,7,0.115,0,0,yolo,105.3,yolo,0,0,0,0.000,0,-1,0
1785568388.788,0.340,-8.848,0.710,0.9881,-0.046,6.848,-0.894,0.2948,6.446,0.018,-1.781,1.000,0.161,0.385,-0.0148,-0.0446,0.007,0.007,-0.188,0.321,1.682,-2.000,0.0062,-0.768,nan,0.73,1,1,1,0.0256,1.000,1,0.455,7,0.115,0,0,yolo,105.3,yolo,0,0,0,0.000,0,-1,0
