t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785654405.346,0.000,-17.800,0.000,0.9521,0,1.964,15.800,-0.520,0.2517,10.812,-0.148,-2.410,1.000,-0.785,-1.964,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,1.440,-2.000,0.0060,1.010,nan,1.30,1,1,1,1,1,0.0455,0.944,1,0.584,8,-0.002,0,0,yolo,122.4,yolo,0,0,0,0.000,0,-1,0
1785654405.380,-0.005,-17.737,-0.003,0.9525,0,1.962,15.737,-0.112,0.2520,10.812,-0.148,-2.410,1.000,-0.785,-1.967,0.0002,0.0006,0.001,0.001,0.001,0.017,1.452,-2.000,0.0059,0.998,nan,0.90,1,1,1,0,1,0.0313,0.944,1,0.584,8,0.025,0,0,yolo,122.4,yolo,0,0,0,0.000,0,-1,0
1785654405.411,-0.007,-15.807,-0.004,0.9622,0,1.960,14.237,0.194,0.2605,10.812,-0.148,-2.410,1.000,-0.785,-1.967,0.0002,-0.0093,0.001,0.001,-0.009,0.036,1.824,-2.000,0.0058,0.626,nan,0.59,1,1,1,0,1,0.0206,0.944,1,0.584,8,0.025,0,0,yolo,122.4,yolo,0,0,0,0.000,0,-1,0
1785654405.448,-0.007,-15.807,-0.004,0.9622,0,1.960,13.807,0.044,0.2604,10.812,-0.148,-2.410,1.000,-0.785,-1.967,0.0002,-0.0093,0.001,0.001,-0.009,0.036,1.824,-2.000,0.0058,0.626,nan,0.74,1,1,1,0,1,0.0258,1.000,1,0.530,8,0.032,0,0,yolo,122.4,yolo,0,0,0,0.000,0,-1,0
1785654405.490,-0.228,-13.870,0.006,0.9708,0,0.460,12.307,-0.967,0.2771,10.802,0.022,-2.359,1.000,0.114,8.082,-1.2713,2.0000,-0.005,-0.181,-0.013,0.060,2.150,-2.000,0.0057,0.300,nan,0.85,1,1,1,1,1,0.0298,1.000,1,0.530,8,0.032,0,0,yolo,118.5,yolo,0,0,0,0.000,0,-1,0
1785654405.521,-0.553,-12.052,0.003,0.9779,0,-0.110,10.807,-0.715,0.2774,10.802,0.022,-2.359,1.000,0.114,-0.444,0.1675,-0.0003,-0.014,-0.014,-0.014,0.085,2.200,-2.000,0.0058,-0.051,nan,0.60,1,1,1,0,1,0.0210,1.000,1,0.516,8,0.040,0,0,yolo,118.5,yolo,0,0,0,0.000,0,-1,0
1785654405.553,-0.781,-10.480,0.024,0.9832,0,-0.474,9.307,-0.715,0.2852,10.802,0.022,-2.359,1.000,0.114,-0.307,0.1569,0.0002,-0.024,-0.024,-0.013,0.143,2.095,-2.000,0.0058,-0.355,nan,0.60,1,1,1,0,1,0.0210,1.000,1,0.516,8,0.040,0,0,yolo,118.5,yolo,0,0,0,0.000,0,-1,0
1785654405.593,-0.781,-10.480,0.024,0.9832,0,-1.974,8.480,-0.994,0.2687,10.596,0.108,-2.275,1.000,0.582,6.491,-0.6491,-0.3312,-0.024,-0.221,-0.013,0.143,2.140,-2.000,0.0058,-0.310,nan,0.41,1,1,1,1,1,0.0144,1.000,1,0.516,8,0.040,1,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
1785654405.632,-0.620,-8.258,0.158,0.9896,0,-1.468,6.980,-0.901,0.2854,10.596,0.108,-2.275,1.000,0.582,0.848,0.1829,-0.0173,-0.038,-0.038,-0.030,0.268,1.720,-2.000,0.0059,-0.730,nan,0.32,1,1,1,0,1,0.0111,1.000,1,0.527,8,0.064,0,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
1785654405.667,-0.620,-8.258,0.158,0.9896,0,-1.468,6.258,-0.831,0.2942,10.596,0.108,-2.275,1.000,0.582,0.848,0.1829,-0.0173,-0.038,-0.038,-0.030,0.268,1.720,-2.000,0.0060,-0.730,nan,0.25,1,1,1,0,1,0.0087,1.000,1,0.527,8,0.064,3,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
