t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785624424.301,0.000,-17.800,0.000,0.9521,0,-1.568,15.800,-1.440,0.2740,5.828,0.066,-1.552,0.971,0.646,1.568,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.67,1,1,1,0.0585,1.000,1,0.368,6,0.110,0,0,yolo,132.9,yolo,0,0,0,0.000,0,-1,0
1785624424.326,0.000,-17.800,0.000,0.9521,0,-1.568,15.800,-1.857,0.2739,5.828,0.066,-1.552,0.971,0.646,1.568,0.0000,0.0000,0.000,0.000,0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,2.09,1,1,1,0.0730,1.000,1,0.368,6,0.110,0,0,yolo,132.9,yolo,0,0,0,0.000,0,-1,0
1785624424.357,0.001,-17.187,0.005,0.9553,0,-1.566,15.187,-1.770,0.2906,5.828,0.066,-1.552,0.971,0.646,1.567,-0.0001,0.9675,0.000,0.000,-0.030,0.018,2.200,-2.000,0.0059,0.240,nan,2.00,1,1,1,0.0700,1.000,1,0.519,8,0.091,0,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.388,0.001,-17.187,0.005,0.9553,0,-1.564,15.187,-1.770,0.2750,5.828,0.066,-1.552,0.971,0.646,1.565,0.0001,0.0000,0.000,0.000,-0.030,0.018,2.200,-2.000,0.0059,0.240,nan,2.00,1,1,1,0.0700,1.000,1,0.519,8,0.091,0,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.424,0.411,-13.885,0.281,0.9708,0,-1.077,13.687,-1.705,0.2799,5.828,0.066,-1.552,0.971,0.646,1.488,0.0041,-0.0304,0.004,0.004,-0.061,0.052,2.200,-2.000,0.0059,-0.107,nan,1.94,1,1,1,0.0677,1.000,1,0.519,8,0.091,1,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.454,0.411,-13.885,0.281,0.9708,0,-1.077,12.187,-1.714,0.2800,5.828,0.066,-1.552,0.971,0.646,1.488,0.0041,-0.0304,0.004,0.004,-0.061,0.052,2.200,-2.000,0.0059,-0.107,nan,1.95,1,1,1,0.0680,1.000,1,0.525,8,0.036,2,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.481,0.482,-12.027,0.563,0.9780,0,-0.918,10.687,-1.664,0.2825,5.828,0.066,-1.552,0.971,0.646,1.400,0.0087,-0.0602,0.009,0.009,-0.090,0.087,2.147,-2.000,0.0059,-0.303,nan,1.90,1,1,1,0.0663,1.000,1,0.526,8,-0.011,0,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.512,0.594,-10.562,0.733,0.9830,0,-0.702,9.187,-2.050,0.2844,5.828,0.066,-1.552,0.971,0.646,1.296,0.0141,-0.0926,0.014,0.014,-0.123,0.121,1.993,-2.000,0.0060,-0.457,nan,2.28,1,1,1,0.0798,0.944,1,0.584,8,-0.016,0,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.547,0.594,-10.562,0.733,0.9830,0,-0.702,8.562,-2.340,0.2844,5.828,0.066,-1.552,0.971,0.646,1.296,0.0141,-0.0926,0.014,0.014,-0.123,0.121,1.993,-2.000,0.0060,-0.457,nan,2.57,1,1,1,0.0899,0.944,1,0.584,8,-0.016,0,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
1785624424.580,0.655,-9.320,0.985,0.9867,0,-0.531,7.320,-1.717,0.2854,5.828,0.066,-1.552,0.971,0.646,1.187,0.0198,-0.1355,0.020,0.020,-0.166,0.172,1.863,-2.000,0.0061,-0.587,nan,1.95,1,1,1,0.0681,1.000,1,0.513,8,0.081,0,0,yolo,129.3,yolo,0,0,0,0.000,0,-1,0
