t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785624450.397,0.000,-17.800,0.000,0.9521,0,-0.896,15.800,0.531,0.2740,5.824,0.038,-1.551,0.971,0.369,0.896,-0.0000,-0.0000,0.000,0.000,0.000,0.000,2.146,-2.000,0.0060,0.304,nan,-0.01,1,1,1,-0.0003,1.000,1,0.519,8,0.098,0,0,yolo,116.4,yolo,0,0,0,0.000,0,-1,0
1785624450.433,0.000,-17.800,0.000,0.9521,0,-0.896,15.800,0.122,0.2739,5.824,0.038,-1.551,0.971,0.369,0.896,-0.0000,-0.0000,0.000,0.000,0.000,0.000,2.146,-2.000,0.0059,0.304,nan,0.40,1,1,1,0.0139,1.000,1,0.525,8,0.027,0,0,yolo,112.5,yolo,0,0,0,0.000,0,-1,0
1785624450.470,-0.034,-14.719,-0.004,0.9672,0,-0.986,14.300,-0.168,0.2747,5.824,0.038,-1.551,0.971,0.369,0.952,-0.0029,-0.1088,-0.003,-0.003,-0.109,0.074,2.200,-2.000,0.0059,-0.020,nan,0.69,1,1,1,0.0241,1.000,1,0.524,8,-0.019,0,0,yolo,112.5,yolo,0,0,0,0.000,0,-1,0
1785624450.509,-0.034,-14.719,-0.004,0.9672,0,-0.986,12.800,-0.387,0.2747,5.824,0.038,-1.551,0.971,0.369,0.952,-0.0029,-0.1088,-0.003,-0.003,-0.109,0.074,2.200,-2.000,0.0059,-0.020,nan,0.91,1,1,1,0.0317,1.000,1,0.524,8,-0.019,0,0,yolo,112.5,yolo,0,0,0,0.000,0,-1,0
1785624450.541,0.178,-11.351,0.113,0.9804,0,-2.486,11.300,-1.617,0.2913,6.452,0.080,-1.668,1.000,0.709,5.822,-0.5738,2.0000,0.000,-0.089,-0.198,0.165,2.085,-2.000,0.0060,-0.365,nan,0.91,1,1,1,0.0317,1.000,1,0.524,8,-0.019,0,0,yolo,115.1,yolo,0,0,0,0.000,0,-1,0
1785624450.578,0.178,-11.351,0.113,0.9804,0,-1.147,9.800,-1.781,0.2866,6.452,0.080,-1.668,1.000,0.709,1.325,0.0889,0.0000,0.000,0.000,-0.198,0.165,2.085,-2.000,0.0060,-0.365,nan,1.07,1,1,1,0.0374,1.000,1,0.524,8,-0.019,2,0,yolo,115.1,yolo,0,0,0,0.000,0,-1,0
1785624450.610,0.178,-11.351,0.113,0.9804,0,-1.147,9.351,-1.787,0.2866,6.452,0.080,-1.668,1.000,0.709,1.325,0.0889,0.0000,0.000,0.000,-0.198,0.165,2.085,-2.000,0.0061,-0.365,nan,1.08,1,1,1,0.0376,1.000,1,0.525,8,0.000,1,0,yolo,115.1,yolo,0,0,0,0.000,0,-1,0
1785624450.649,0.400,-9.030,0.422,0.9876,0,-0.837,7.851,-1.791,0.2892,6.452,0.080,-1.668,1.000,0.709,1.237,0.0937,-0.0793,0.005,0.005,-0.277,0.242,1.816,-2.000,0.0061,-0.634,nan,1.08,1,1,1,0.0378,1.000,1,0.525,8,0.000,0,0,yolo,115.1,yolo,0,0,0,0.000,0,-1,0
1785624450.684,0.400,-9.030,0.422,0.9876,0,0.663,7.030,-1.047,0.3022,6.686,-0.005,-1.741,1.000,-0.039,-1.382,0.4362,0.1807,0.005,-0.070,-0.277,0.242,1.780,-2.000,0.0062,-0.670,nan,1.09,1,1,1,0.0379,1.000,1,0.525,8,0.000,3,0,yolo,137.3,yolo,0,0,0,0.000,0,-1,0
1785624450.717,0.496,-7.759,0.659,0.9908,0,1.111,5.759,-0.707,0.2948,6.686,-0.005,-1.741,1.000,-0.039,-0.615,0.0792,-0.0626,0.010,0.010,-0.340,0.294,1.627,-2.000,0.0063,-0.823,nan,0.75,1,1,1,0.0260,1.000,1,0.517,8,0.044,2,0,yolo,137.3,yolo,0,0,0,0.000,0,-1,0
1785624450.743,0.313,-6.825,0.735,0.9929,0,1.022,4.825,-0.845,0.2948,6.686,-0.005,-1.741,1.000,-0.039,-0.709,0.0845,-0.1272,0.015,0.015,-0.405,0.352,1.516,-2.000,0.0064,-0.934,nan,0.88,1,1,1,0.0309,1.000,1,0.448,7,0.110,0,0,yolo,137.3,yolo,0,0,0,0.000,0,-1,0
1785624450.774,0.313,-6.825,0.735,0.9929,0,1.022,4.825,-0.949,0.2948,6.686,-0.005,-1.741,1.000,-0.039,-0.709,0.0845,-0.1272,0.015,0.015,-0.405,0.352,1.516,-2.000,0.0065,-0.934,nan,0.99,1,1,1,0.0345,1.000,1,0.448,7,0.110,0,0,yolo,137.3,yolo,0,0,0,0.000,0,-1,0
1785624450.804,0.159,-5.991,0.878,0.9945,0,0.110,3.991,-0.652,0.3041,6.653,-0.009,-1.648,1.000,-0.078,0.049,0.0343,0.0796,0.017,-0.032,-0.488,0.410,1.505,-2.000,0.0065,-0.945,nan,0.73,1,1,1,0.0255,1.000,1,0.433,7,0.173,0,0,yolo,121.8,yolo,0,0,0,0.000,0,-1,0
