t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785547032.217,-3.072,-2.226,-0.002,-3.810,0.226,1.375,0.2530,9.858,-0.237,-0.223,1.000,-0.5644,-0.5842,-0.364,-0.441,1.185,2.200,-2.000,0.0069,0.173,nan,0.00,1,0.0000,0.819,0,0.210,3,0.801,0,anduril,0
1785547032.243,-2.572,-2.201,-0.206,-3.670,0.201,1.375,0.2670,9.858,-0.237,-0.223,1.000,-0.2320,0.0142,-0.387,-0.427,1.202,2.200,-2.000,0.0069,0.166,nan,0.00,1,0.0000,0.819,0,0.210,3,0.801,0,anduril,0
1785547032.279,-2.572,-2.201,-0.206,-2.510,0.201,1.375,0.2663,9.858,-0.237,-0.223,1.000,-0.0000,-0.0000,-0.387,-0.427,1.202,2.200,-2.000,0.0069,0.166,nan,0.00,1,0.0000,0.817,0,0.208,3,0.773,1,yolo,0
1785547032.310,-2.021,-2.176,-0.386,-2.117,0.176,1.375,0.2664,9.858,-0.237,-0.223,1.000,-0.0000,-0.0000,-0.405,-0.429,1.218,2.200,-2.000,0.0068,0.160,nan,0.00,1,0.0000,0.817,0,0.208,3,0.773,0,yolo,0
1785547032.345,-1.770,-2.157,-0.547,-2.411,0.157,1.209,0.2660,9.764,-0.206,-0.202,1.000,-0.0000,-0.0000,-0.416,-0.428,1.233,2.200,-2.000,0.0068,0.172,nan,0.00,1,0.0000,0.690,0,0.200,2,0.769,0,yolo,0
1785547032.376,-1.770,-2.157,-0.547,-2.096,0.157,1.333,0.2664,9.780,-0.228,-0.216,1.000,-0.0000,-0.0000,-0.416,-0.428,1.233,2.200,-2.000,0.0068,0.159,nan,0.00,1,0.0000,0.690,0,0.200,2,0.769,0,yolo,0
1785547032.407,-1.454,-2.138,-0.720,-3.596,0.138,0.641,0.2644,9.402,-0.105,-0.130,1.000,-0.0000,-0.0000,-0.426,-0.436,1.248,2.200,-2.000,0.0068,0.223,nan,0.00,1,0.0000,0.690,0,0.200,2,0.769,0,yolo,0
1785547032.435,-1.454,-2.138,-0.720,-3.743,0.138,0.641,0.2643,9.402,-0.105,-0.130,1.000,-0.0000,-0.0000,-0.426,-0.436,1.248,2.200,-2.000,0.0068,0.223,nan,0.00,1,0.0000,0.587,0,0.212,1,0.712,0,yolo,0
1785547032.463,-0.885,-2.119,-0.788,-3.251,0.119,0.641,0.2644,9.402,-0.105,-0.130,1.000,-0.0000,-0.0000,-0.434,-0.439,1.263,2.200,-2.000,0.0067,0.219,nan,0.00,1,0.0000,0.587,0,0.212,1,0.712,0,yolo,0
1785547032.488,-0.885,-2.119,-0.788,-4.250,0.119,0.274,0.2633,9.214,-0.044,-0.087,1.000,-0.0000,-0.0000,-0.434,-0.439,1.263,2.196,-2.000,0.0067,0.254,nan,0.00,1,0.0000,0.588,0,0.213,1,0.694,0,yolo,0
1785547032.526,-0.325,-2.102,-0.812,-3.724,0.102,0.274,0.2634,9.214,-0.044,-0.087,1.000,-0.0000,-0.0000,-0.438,-0.435,1.275,2.199,-2.000,0.0067,0.251,nan,0.00,1,0.0000,0.588,0,0.213,1,0.694,0,yolo,0
1785547032.555,-0.325,-2.102,-0.812,-5.205,0.102,-0.273,0.2621,8.962,0.043,-0.036,1.000,-0.0000,-0.0000,-0.438,-0.435,1.275,2.157,-2.000,0.0067,0.293,nan,0.00,1,0.0000,0.588,0,0.213,1,0.694,0,yolo,0
1785547032.589,0.205,-2.087,-0.834,-5.773,0.087,-0.678,0.2612,8.773,0.104,0.007,1.000,0.0003,0.0049,-0.438,-0.431,1.287,2.123,-2.000,0.0066,0.327,nan,0.00,1,0.0000,0.703,0,0.211,2,0.687,0,yolo,0
1785547032.614,0.205,-2.087,-0.834,-5.773,0.087,-0.678,0.2612,8.773,0.104,0.007,1.000,0.0003,0.0049,-0.438,-0.431,1.287,2.123,-2.000,0.0066,0.327,nan,0.00,1,0.0000,0.703,0,0.211,2,0.687,0,yolo,0
1785547032.650,1.157,-2.073,-0.697,-4.711,0.073,-0.678,0.2618,8.773,0.104,0.007,1.000,0.0078,0.0184,-0.430,-0.417,1.301,2.123,-2.000,0.0066,0.327,nan,0.00,1,0.0000,0.276,0,0.177,1,0.657,0,yolo,0
1785547032.680,1.157,-2.073,-0.697,-4.711,0.073,-0.678,0.2618,8.773,0.104,0.007,1.000,0.0078,0.0184,-0.430,-0.417,1.301,2.123,-2.000,0.0065,0.327,nan,0.00,1,0.0000,0.552,0,0.177,1,0.657,0,yolo,0
1785547032.712,1.730,-2.065,-0.623,-6.211,0.065,-2.178,0.2585,7.740,0.341,0.120,1.000,-0.0000,-0.0000,-0.417,-0.406,1.312,2.041,-2.000,0.0065,0.409,nan,0.00,1,0.0000,0.667,0,0.181,2,0.677,0,yolo,0
1785547032.743,2.506,-2.068,-0.382,-7.711,0.068,-2.520,0.2591,7.740,0.341,0.120,1.000,0.0139,0.0136,-0.403,-0.393,1.321,2.036,-2.000,0.0065,0.414,nan,0.00,1,0.0000,0.667,0,0.181,2,0.677,0,yolo,0
1785547032.775,2.506,-2.068,-0.382,-8.184,0.068,-2.520,0.2590,7.740,0.341,0.120,1.000,0.0139,0.0136,-0.403,-0.393,1.321,2.036,-2.000,0.0064,0.414,nan,0.00,1,0.0000,0.674,0,0.187,2,0.709,0,yolo,0
1785547032.806,3.360,-2.074,-0.105,-7.042,0.074,-2.520,0.2597,7.740,0.341,0.120,1.000,0.0319,0.0280,-0.385,-0.378,1.329,2.031,-2.000,0.0064,0.419,nan,0.00,1,0.0000,0.682,0,0.194,2,0.731,0,yolo,0
1785547032.838,4.119,-2.081,0.143,-5.608,0.081,-2.647,0.2641,7.847,0.363,0.097,1.000,-0.1733,0.1137,-0.359,-0.363,1.336,2.042,-2.000,0.0063,0.408,nan,0.00,1,0.0000,0.682,0,0.194,2,0.731,0,yolo,0
1785547032.868,4.119,-2.081,0.143,-7.108,0.081,-2.647,0.2589,7.847,0.363,0.097,1.000,-0.1536,0.0000,-0.359,-0.363,1.336,2.042,-2.000,0.0063,0.408,nan,0.00,1,0.0000,0.682,0,0.194,2,0.731,0,yolo,0
1785547032.903,5.033,-2.095,0.448,-5.667,0.095,-2.647,0.2598,7.847,0.363,0.097,1.000,-0.1156,0.0192,-0.321,-0.343,1.346,2.034,-2.000,0.0063,0.416,nan,0.00,1,0.0000,0.693,0,0.202,2,0.747,0,yolo,0
1785547032.929,5.712,-2.111,0.747,-4.289,0.111,-2.647,0.2608,7.847,0.363,0.097,1.000,-0.0717,0.0393,-0.277,-0.323,1.355,2.028,-2.000,0.0062,0.422,nan,0.00,1,0.0000,0.703,0,0.211,2,0.749,0,yolo,0
1785547032.958,5.712,-2.111,0.747,-5.789,0.111,-2.970,0.2618,7.797,0.405,0.089,1.000,-0.4397,0.0586,-0.277,-0.323,1.355,2.034,-2.000,0.0062,0.416,nan,0.00,1,0.0000,0.703,0,0.211,2,0.749,0,yolo,0
1785547032.993,6.429,-2.132,1.075,-4.289,0.132,-2.970,0.2600,7.797,0.405,0.089,1.000,-0.0103,0.0171,-0.229,-0.306,1.364,2.026,-2.000,0.0061,0.424,nan,0.00,1,0.0000,0.707,0,0.214,2,0.741,0,yolo,0
1785547033.024,6.429,-2.132,1.075,-3.557,0.132,-2.970,0.2600,7.797,0.405,0.089,1.000,-0.0103,0.0171,-0.229,-0.306,1.364,2.026,-2.000,0.0061,0.424,nan,0.00,1,0.0000,0.594,0,0.219,1,0.752,0,yolo,0
1785547033.056,6.921,-2.154,1.400,-4.262,-0.346,-3.172,0.2582,7.694,0.426,0.086,1.000,-0.2719,-0.0238,-0.176,-0.290,1.373,2.024,-2.500,0.0060,0.426,nan,0.00,1,0.0000,0.594,0,0.219,1,0.752,0,yolo,0
1785547033.086,7.425,-2.240,1.721,-2.762,-0.260,-3.172,0.2599,7.694,0.426,0.086,1.000,0.0484,0.0176,-0.122,-0.273,1.383,2.009,-2.500,0.0060,0.441,nan,0.00,1,0.0000,0.604,0,0.229,1,0.744,0,yolo,0
1785547033.116,7.425,-2.240,1.721,-1.618,-0.260,-3.172,0.2599,7.694,0.426,0.086,1.000,0.0484,0.0176,-0.122,-0.273,1.383,2.009,-2.500,0.0060,0.441,nan,0.00,1,0.0000,0.604,0,0.229,1,0.744,0,yolo,0
1785547033.154,7.589,-2.314,2.069,-0.488,-0.186,-3.172,0.2604,7.694,0.426,0.086,1.000,0.1083,0.0354,-0.062,-0.255,1.394,1.998,-2.500,0.0059,0.452,nan,0.00,1,0.0000,0.609,0,0.234,1,0.732,0,yolo,0
1785547033.195,7.648,-2.374,2.378,1.012,-0.126,-2.873,0.2567,7.506,0.377,0.101,1.000,0.1962,-0.0416,-0.008,-0.239,1.405,1.989,-2.500,0.0059,0.461,nan,0.00,1,-0.4425,0.156,1,0.254,1,0.788,0,yolo,0
1785547033.227,7.526,-2.427,2.675,1.211,-0.073,-2.873,0.2592,7.506,0.377,0.101,1.000,0.0609,0.0202,0.049,-0.219,1.417,1.983,-2.500,0.0058,0.467,nan,0.00,1,-0.3334,0.312,1,0.254,1,0.788,0,yolo,0
1785547033.258,7.526,-2.427,2.675,1.211,-0.073,-2.873,0.2591,7.506,0.377,0.101,1.000,0.0609,0.0202,0.049,-0.219,1.417,1.983,-2.500,0.0058,0.467,nan,0.00,1,-0.1153,0.300,1,0.294,1,0.853,0,yolo,0
1785547033.288,7.414,-2.472,2.938,-0.026,-0.028,-2.935,0.2546,7.449,0.382,0.102,1.000,-0.1217,-0.0730,0.099,-0.199,1.429,1.978,-2.500,0.0057,0.472,nan,0.00,1,0.0000,0.750,0,0.258,2,0.874,0,yolo,0
1785547033.320,7.436,-2.513,3.229,1.474,0.013,-2.935,0.2588,7.449,0.382,0.102,1.000,0.1059,0.0238,0.150,-0.175,1.442,1.973,-2.500,0.0057,0.477,nan,0.00,1,0.0000,0.750,0,0.258,2,0.874,0,yolo,0
1785547033.351,7.436,-2.513,3.229,2.354,0.013,-2.935,0.2588,7.449,0.382,0.102,1.000,0.1059,0.0238,0.150,-0.175,1.442,1.973,-2.500,0.0056,0.477,nan,0.00,1,0.0000,0.750,0,0.257,2,0.881,0,yolo,0
1785547033.382,7.111,-2.553,3.554,2.931,0.053,-2.935,0.2597,7.449,0.382,0.102,1.000,0.1605,0.0511,0.204,-0.148,1.456,1.970,-2.500,0.0056,0.480,nan,0.00,1,0.0000,0.750,0,0.257,2,0.881,0,yolo,0
1785547033.409,7.111,-2.553,3.554,1.910,0.053,-4.435,0.2594,7.293,0.366,0.107,1.000,0.0792,0.0427,0.204,-0.148,1.456,1.974,-2.500,0.0055,0.476,nan,8.00,1,0.6826,0.600,1,0.294,1,0.864,0,yolo,0
1785547033.448,6.798,-2.582,3.839,3.132,0.082,-5.935,0.2582,7.293,0.366,0.107,1.000,0.1152,0.0212,0.250,-0.127,1.469,1.972,-2.500,0.0055,0.478,nan,8.00,1,0.6826,0.600,1,0.294,1,0.864,0,yolo,0
1785547033.476,6.601,-2.624,4.250,3.588,0.124,-4.435,0.2588,7.293,0.366,0.107,1.000,0.1540,0.0400,0.289,-0.108,1.483,1.968,-2.500,0.0054,0.482,nan,0.00,1,0.0000,0.750,0,0.260,2,0.865,0,yolo,0
1785547033.514,6.190,-2.662,4.711,3.764,0.162,-2.935,0.2593,7.293,0.366,0.107,1.000,0.1891,0.0585,0.324,-0.089,1.498,1.966,-2.500,0.0054,0.484,nan,0.00,1,0.0000,0.750,0,0.270,2,0.868,0,yolo,0
1785547033.542,6.190,-2.662,4.711,3.081,0.162,-2.700,0.2621,7.104,0.335,0.104,1.000,0.1609,0.1111,0.324,-0.089,1.498,1.980,-2.500,0.0053,0.470,nan,0.00,1,0.0000,0.750,0,0.270,2,0.868,0,yolo,0
1785547033.569,5.728,-2.676,5.018,4.048,0.176,-2.700,0.2575,7.104,0.335,0.104,1.000,0.1306,0.0165,0.365,-0.073,1.514,1.981,-2.500,0.0053,0.469,nan,0.00,1,0.0000,0.750,0,0.275,2,0.800,0,yolo,0
1785547033.600,5.236,-2.680,5.283,4.187,0.180,-2.700,0.2581,7.104,0.335,0.104,1.000,0.1675,0.0331,0.402,-0.056,1.530,1.984,-2.500,0.0052,0.466,nan,0.00,1,0.0000,0.750,0,0.275,2,0.800,0,yolo,0
1785547033.630,5.236,-2.680,5.283,4.187,0.180,-4.200,0.2581,7.104,0.335,0.104,1.000,0.1675,0.0331,0.402,-0.056,1.530,1.984,-2.500,0.0052,0.466,nan,5.10,1,0.1779,0.750,1,0.272,2,0.721,0,yolo,0
1785547033.660,4.736,-2.697,5.734,4.130,0.197,-5.700,0.2586,7.104,0.335,0.104,1.000,0.1935,0.0497,0.428,-0.040,1.546,1.984,-2.500,0.0052,0.466,nan,5.10,1,0.1779,0.750,1,0.272,2,0.721,0,yolo,0
1785547033.691,4.736,-2.697,5.734,4.548,0.197,-7.200,0.2601,6.934,0.278,0.104,1.000,0.2917,0.0755,0.428,-0.040,1.546,1.997,-2.500,0.0051,0.453,nan,5.77,1,0.2013,0.875,1,0.251,3,0.674,0,yolo,0
1785547033.728,4.222,-2.724,6.383,4.557,0.224,-8.569,0.2572,6.934,0.278,0.104,1.000,0.1139,0.0171,0.445,-0.023,1.565,1.996,-2.500,0.0051,0.454,nan,6.27,1,0.2189,0.875,1,0.251,3,0.674,0,yolo,0
1785547033.754,3.659,-2.755,7.258,4.070,0.255,-7.069,0.2577,6.934,0.278,0.104,1.000,0.1183,0.0345,0.449,-0.005,1.585,1.995,-2.500,0.0050,0.455,nan,0.00,1,0.0000,0.731,0,0.234,2,0.601,0,yolo,0
1785547033.790,3.217,-2.775,7.970,5.570,0.275,-5.569,0.2654,6.757,0.212,0.097,1.000,0.5881,0.1950,0.451,0.011,1.602,2.015,-2.500,0.0050,0.435,nan,0.00,1,0.0000,0.598,0,0.223,1,0.779,0,yolo,0
