t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785736613.865,0.000,-17.800,0.000,0.9521,0,0.001,15.800,-0.000,0.2836,nan,nan,nan,0.000,0.000,-0.001,0.0000,-0.0000,0.000,0.000,-0.000,-0.000,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736613.942,0.002,-17.794,-0.002,0.9522,0,0.003,15.794,0.000,0.2835,nan,nan,nan,0.000,0.000,-0.001,0.0000,-0.0006,0.000,0.000,-0.001,0.000,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736613.991,0.009,-16.505,-0.001,0.9588,0,0.011,14.505,0.000,0.2806,nan,nan,nan,0.000,0.000,-0.002,0.0000,-0.0214,0.000,0.000,-0.021,0.012,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.034,0.010,-13.706,0.000,0.9715,0,0.014,13.005,0.000,0.2754,nan,nan,nan,0.000,0.000,-0.005,0.0000,-0.0533,0.001,0.001,-0.053,0.063,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.081,0.008,-11.601,0.001,0.9796,0,0.015,11.505,0.000,0.2713,nan,nan,nan,0.000,0.000,-0.007,0.0000,-0.0940,0.001,0.001,-0.094,0.160,1.000,-2.000,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.141,0.007,-10.061,0.001,0.9846,0,0.014,10.005,0.000,0.2689,nan,nan,nan,0.000,0.000,-0.008,0.0000,-0.1161,0.001,0.001,-0.116,0.245,1.000,-1.915,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.195,0.005,-8.223,0.001,0.9897,0,0.013,8.505,0.000,0.2665,nan,nan,nan,0.000,0.000,-0.008,0.0000,-0.1395,0.001,0.001,-0.139,0.350,1.000,-1.118,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.262,0.003,-7.117,0.001,0.9923,0,0.012,7.005,0.000,0.2658,nan,nan,nan,0.000,0.000,-0.008,0.0000,-0.1397,0.001,0.001,-0.140,0.410,1.000,-1.065,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.314,0.002,-5.951,0.001,0.9946,0,0.010,5.505,0.000,0.2654,nan,nan,nan,0.000,0.000,-0.009,0.0000,-0.1329,0.001,0.001,-0.133,0.469,1.000,-1.010,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
1785736614.366,0.001,-5.263,0.001,0.9958,0,0.009,4.005,0.000,0.2654,nan,nan,nan,0.000,0.000,-0.009,0.0000,-0.1282,0.001,0.001,-0.128,0.503,1.000,-1.258,0.0060,0.000,nan,0.00,0,0,0,0,0,0.0000,0.000,0,0.000,0,0.000,0,0,,,FLYING,0,0,0,0.000,0,0,0
