t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617599.674,0.000,-17.800,0.000,0.9521,0,-0.489,15.800,-1.368,0.3241,10.218,0.035,-4.630,1.000,0.196,0.489,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,1.200,-2.000,0.0060,-1.285,nan,1.17,1,1,1,0.0409,1.000,1,0.522,7,0.141,2,0,yolo,98.1,yolo,0,0,0,0.000,0,-1,0
1785617599.702,0.000,-17.800,0.000,0.9521,0,-0.488,15.800,-1.494,0.3241,10.218,0.035,-4.630,1.000,0.196,0.488,0.0001,-0.0000,0.000,0.000,-0.000,-0.000,1.200,-2.000,0.0060,-1.285,nan,1.30,1,1,1,0.0453,1.000,1,0.526,8,0.131,0,0,yolo,98.1,yolo,0,0,0,0.000,0,-1,0
1785617599.738,0.001,-17.599,-0.000,0.9532,0,-0.485,15.599,-1.588,0.3245,10.218,0.035,-4.630,1.000,0.196,0.486,0.0002,-0.0085,0.000,0.000,-0.009,0.013,1.200,-2.000,0.0060,-1.324,nan,1.39,1,1,1,0.0486,1.000,1,0.526,8,0.131,3,0,yolo,98.1,yolo,0,0,0,0.000,0,-1,0
1785617599.779,0.040,-15.607,0.020,0.9631,0,-1.118,14.099,-1.732,0.3412,10.098,0.043,-4.342,1.000,0.247,1.159,-0.0891,1.4112,0.001,-0.011,-0.027,0.032,1.200,-2.000,0.0060,-1.465,nan,1.49,1,1,1,0.0519,1.000,1,0.525,8,0.006,0,0,yolo,98.8,yolo,0,0,0,0.000,0,-1,0
1785617599.818,0.057,-14.065,0.223,0.9700,0,-0.484,12.599,-2.051,0.3313,10.098,0.043,-4.342,1.000,0.247,0.541,0.0128,-0.0314,0.001,0.001,-0.059,0.056,1.200,-2.000,0.0060,-1.758,nan,1.80,1,1,1,0.0630,0.944,1,0.584,8,-0.008,0,0,yolo,98.8,yolo,0,0,0,0.000,0,-1,0
1785617599.857,0.118,-12.811,0.397,0.9751,0,-1.648,11.099,-2.296,0.3479,10.060,0.054,-4.162,1.000,0.305,1.766,-0.1537,1.0415,0.002,-0.028,-0.118,0.094,1.200,-2.000,0.0060,-1.827,nan,1.99,1,1,1,0.0695,0.944,1,0.584,8,-0.008,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617599.887,0.129,-11.565,0.548,0.9797,0,-0.452,9.599,-1.910,0.3326,10.060,0.054,-4.162,1.000,0.305,0.581,0.0308,-0.0920,0.003,0.003,-0.210,0.148,1.200,-2.000,0.0060,-2.060,nan,1.60,1,1,1,0.0560,0.938,1,0.507,7,0.077,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617599.919,0.143,-10.602,0.723,0.9829,0,-0.427,8.602,-1.620,0.3259,10.060,0.054,-4.162,1.000,0.305,0.570,0.0316,-0.2145,0.004,0.004,-0.332,0.214,1.200,-2.000,0.0060,-2.240,nan,1.32,1,1,1,0.0459,0.938,1,0.507,7,0.077,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617599.951,0.160,-9.739,0.871,0.9856,0,-0.977,7.739,-1.337,0.3426,9.916,0.056,-4.004,1.000,0.323,1.138,-0.0320,0.2881,0.005,-0.019,-0.466,0.276,1.200,-2.000,0.0060,-2.268,nan,1.01,1,1,1,0.0354,1.000,1,0.449,7,0.110,0,0,yolo,92.5,yolo,0,0,0,0.000,0,-1,0
1785617599.982,0.242,-8.942,0.987,0.9878,0,-0.399,6.942,-1.110,0.3272,9.916,0.056,-4.004,1.000,0.323,0.642,0.0245,-0.1510,0.005,0.005,-0.617,0.336,1.200,-2.000,0.0060,-2.413,nan,0.79,1,1,1,0.0275,1.000,1,0.449,7,0.110,0,0,yolo,92.5,yolo,0,0,0,0.000,0,-1,0
1785617600.014,0.242,-8.942,0.987,0.9878,0,-0.399,6.942,-0.952,0.3272,9.916,0.056,-4.004,1.000,0.323,0.642,0.0245,-0.1510,0.005,0.005,-0.617,0.336,1.200,-2.000,0.0060,-2.413,nan,0.63,1,1,1,0.0219,1.000,1,0.423,7,0.163,0,0,yolo,92.5,yolo,0,0,0,0.000,0,-1,0
1785617600.040,0.261,-8.195,1.087,0.9898,0,-1.899,6.195,-1.544,0.3105,10.068,0.161,-3.182,1.000,0.915,8.832,-1.0400,-2.0000,0.006,-0.157,-0.775,0.397,1.200,-2.000,0.0060,-1.713,nan,0.63,1,1,1,0.0219,1.000,1,0.423,7,0.163,0,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.080,0.437,-7.570,1.209,0.9913,0,-0.984,5.570,-1.425,0.3218,10.068,0.161,-3.182,1.000,0.915,1.421,0.1634,-0.1298,0.006,0.006,-0.905,0.451,1.200,-2.000,0.0060,-1.826,nan,0.51,1,1,1,0.0178,1.000,1,0.423,7,0.163,2,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.106,0.504,-7.016,1.346,0.9925,0,-0.900,5.016,-1.494,0.3191,10.068,0.161,-3.182,1.000,0.915,1.404,0.1646,-0.2475,0.007,0.007,-1.022,0.501,1.200,-2.000,0.0060,-1.927,nan,0.58,1,1,1,0.0202,1.000,1,0.377,6,0.225,0,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.138,0.504,-7.016,1.346,0.9925,0,-0.900,5.016,-1.546,0.3191,10.068,0.161,-3.182,1.000,0.915,1.404,0.1646,-0.2475,0.007,0.007,-1.022,0.501,1.200,-2.000,0.0060,-1.927,nan,0.63,1,1,1,0.0220,1.000,1,0.377,6,0.225,1,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.163,0.573,-6.501,1.478,0.9935,0,-0.810,4.501,-1.434,0.3157,10.068,0.161,-3.182,1.000,0.915,1.382,0.1662,-0.3622,0.009,0.009,-1.137,0.550,1.200,-2.000,0.0060,-2.020,nan,0.52,1,1,1,0.0181,1.000,1,0.370,6,0.245,0,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.203,0.640,-6.022,1.610,0.9944,0,-0.715,4.022,-1.350,0.2991,10.068,0.161,-3.182,1.000,0.915,1.355,0.1683,-0.4677,0.011,0.011,-1.242,0.597,1.200,-2.000,0.0060,-2.106,nan,0.43,1,1,1,0.0152,1.000,1,0.370,6,0.245,2,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.246,0.700,-5.578,1.741,0.9952,0,-0.619,3.719,-1.472,0.2824,10.068,0.161,-3.182,1.000,0.915,1.319,0.1709,-0.5541,0.013,0.013,-1.329,0.644,1.200,-1.860,0.0060,-2.186,nan,0.56,1,1,1,0.0194,1.000,1,0.312,5,0.296,0,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.276,0.749,-5.190,1.872,0.9958,0,-0.534,3.419,-1.530,0.2711,10.068,0.161,-3.182,1.000,0.915,1.283,0.1736,-0.6172,0.016,0.016,-1.392,0.685,1.200,-1.771,0.0060,-2.256,nan,0.61,1,1,1,0.0214,1.000,1,0.303,5,0.481,0,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.306,0.796,-4.821,2.000,0.9964,0,-0.452,3.103,-1.861,0.2710,10.068,0.161,-3.182,1.000,0.915,1.247,0.1762,-0.6496,0.019,0.019,-1.424,0.723,1.200,-1.717,0.0060,-2.322,nan,0.95,1,1,1,0.0330,1.000,1,0.294,5,0.515,0,0,yolo,89.3,yolo,0,0,0,0.000,0,-1,0
1785617600.338,0.826,-4.513,2.156,0.9968,0,1.048,2.513,-0.361,0.2710,10.477,-0.161,-1.672,1.000,-0.878,-2.371,-0.0000,-0.0000,0.021,0.021,-1.395,0.758,1.605,-2.000,0.0061,-0.845,nan,1.19,1,1,1,0.0417,1.000,1,0.294,5,0.515,0,0,yolo,94.1,yolo,0,0,0,0.000,0,-1,0
1785617600.370,0.826,-4.513,2.156,0.9968,0,2.548,2.513,-1.861,0.2710,10.477,-0.161,-1.672,1.000,-0.878,-2.371,0.0000,0.0000,0.021,0.021,-1.395,0.758,1.605,-2.000,0.0062,-0.845,nan,3.69,1,1,1,0.1288,1.000,1,0.285,5,0.538,0,0,yolo,94.1,yolo,0,0,0,0.000,0,-1,0
1785617600.402,0.724,-4.265,2.231,0.9972,0,4.048,2.265,-3.361,0.2544,10.436,-0.183,-1.563,1.000,-1.003,-3.474,0.3410,-0.9044,0.028,-0.090,-1.356,0.790,1.666,-2.000,0.0062,-0.784,nan,5.56,1,1,1,0.1942,1.000,1,0.285,5,0.538,0,0,yolo,91.0,yolo,0,0,0,0.000,0,-1,0
1785617600.433,0.300,-4.025,2.447,0.9975,0,3.743,2.025,-4.861,0.2710,10.436,-0.183,-1.563,1.000,-1.003,-3.443,0.1265,0.0494,0.037,0.037,-1.307,0.821,1.623,-2.000,0.0063,-0.827,nan,6.64,1,1,1,0.2317,0.900,1,0.282,4,0.574,0,0,yolo,91.0,yolo,0,0,0,0.000,0,-1,0
1785617600.464,-0.088,-3.807,2.932,0.9978,0,3.360,1.807,-6.361,0.2710,10.436,-0.183,-1.563,1.000,-1.003,-3.448,0.1269,0.0930,0.037,0.037,-1.263,0.849,1.584,-2.000,0.0064,-0.866,nan,7.44,1,1,1,0.2599,0.900,1,0.282,4,0.574,0,0,yolo,91.0,yolo,0,0,0,0.000,0,-1,0
