t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617546.776,0.000,-17.800,0.000,0.9521,0,-3.935,15.800,-9.574,0.2397,13.404,0.368,-2.842,1.000,1.574,3.935,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,1.200,-2.000,0.0060,1.392,nan,8.00,1,1,1,0.3390,1.000,1,0.460,7,0.050,0,0,yolo,92.9,yolo,0,0,0,0.000,0,-1,0
1785617546.816,-0.000,-17.796,0.011,0.9522,0,-3.928,15.796,-9.574,0.2398,13.404,0.368,-2.842,1.000,1.574,3.927,0.0007,0.0013,0.001,0.001,0.001,0.004,1.200,-2.000,0.0060,1.391,nan,8.00,1,1,1,0.2938,1.000,1,0.460,7,0.050,3,0,yolo,92.9,yolo,0,0,0,0.000,0,-1,0
1785617546.842,-0.110,-17.066,0.400,0.9560,0,-4.040,15.066,-8.572,0.2437,13.404,0.368,-2.842,1.000,1.574,3.930,0.0004,-0.0120,0.001,0.001,-0.012,0.014,1.233,-2.000,0.0060,1.217,nan,7.00,1,1,1,0.2443,1.000,1,0.533,8,0.023,0,0,yolo,92.9,yolo,0,0,0,0.000,0,-1,0
1785617546.877,-0.278,-15.411,1.157,0.9640,0,-5.509,13.566,-7.636,0.2604,12.995,0.386,-2.734,1.000,1.702,5.231,-0.1744,2.0000,-0.001,-0.016,-0.025,0.027,1.634,-2.000,0.0059,0.816,nan,5.93,1,1,1,0.2071,1.000,1,0.533,8,0.023,2,0,yolo,102.4,yolo,0,0,0,0.000,0,-1,0
1785617546.904,-0.278,-15.411,1.157,0.9640,0,-4.468,13.411,-6.767,0.2545,12.995,0.386,-2.734,1.000,1.702,4.190,0.0146,0.0000,-0.001,-0.001,-0.025,0.027,1.634,-2.000,0.0058,0.816,nan,5.06,1,1,1,0.1768,1.000,1,0.531,8,0.041,0,0,yolo,102.4,yolo,0,0,0,0.000,0,-1,0
1785617546.935,0.242,-13.901,1.842,0.9707,0,-3.928,11.911,-6.115,0.2629,12.995,0.386,-2.734,1.000,1.702,4.169,0.0163,-0.0112,0.001,0.001,-0.036,0.043,1.980,-2.000,0.0058,0.470,nan,4.41,1,1,1,0.1540,1.000,1,0.531,8,0.041,0,0,yolo,102.4,yolo,0,0,0,0.000,0,-1,0
1785617546.970,0.710,-12.262,2.472,0.9771,0,-2.428,10.411,-5.228,0.2796,11.939,0.272,-3.119,1.000,1.304,-9.688,2.4907,2.0000,0.006,0.069,-0.045,0.072,1.941,-2.000,0.0058,-0.509,nan,3.92,1,1,1,0.1370,1.000,1,0.531,8,0.041,1,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617547.001,0.934,-11.012,2.980,0.9815,0,-2.505,9.012,-4.215,0.2962,11.939,0.272,-3.119,1.000,1.304,3.439,-0.0553,-0.0124,0.013,0.013,-0.058,0.114,1.674,-2.000,0.0059,-0.776,nan,2.91,1,1,1,0.1016,1.000,1,0.527,8,0.038,2,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617547.033,0.934,-11.012,2.980,0.9815,0,-2.505,9.012,-3.560,0.2983,11.939,0.272,-3.119,1.000,1.304,3.439,-0.0553,-0.0124,0.013,0.013,-0.058,0.114,1.674,-2.000,0.0060,-0.776,nan,2.26,1,1,1,0.0788,1.000,1,0.511,8,0.055,1,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617547.060,1.200,-9.945,3.370,0.9848,0,-1.005,7.945,-2.746,0.3149,11.233,0.196,-3.368,1.000,0.998,-1.737,0.5989,2.0000,0.022,0.162,-0.070,0.163,1.200,-2.000,0.0060,-1.373,nan,1.75,1,1,1,0.0610,1.000,1,0.511,8,0.078,0,0,yolo,102.2,yolo,0,0,0,0.000,0,-1,0
