t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785715047.333,0.000,-17.800,0.000,0.9521,0,-0.074,15.800,-3.407,0.2607,7.368,0.004,-1.604,1.000,0.030,0.074,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,1.725,-2.000,0.0059,0.725,nan,3.38,1,1,1,1,1,0.1179,1.000,1,0.529,8,0.022,0,0,yolo,107.7,yolo,0,0,0,0.000,0,-1,0
1785715047.374,-0.004,-17.772,0.001,0.9523,0,-0.082,15.772,-3.201,0.2608,7.368,0.004,-1.604,1.000,0.030,0.078,-0.0002,0.0027,-0.000,-0.000,0.003,0.017,1.729,-2.000,0.0059,0.721,nan,3.17,1,1,1,0,1,0.1107,1.000,1,0.529,8,0.022,3,0,yolo,107.7,yolo,0,0,0,0.000,0,-1,0
1785715047.398,-0.001,-15.961,0.004,0.9614,0,-0.085,14.272,-3.020,0.2651,7.368,0.004,-1.604,1.000,0.030,0.084,-0.0006,-0.0095,-0.001,-0.001,-0.010,0.037,1.966,-2.000,0.0058,0.484,nan,2.99,1,1,1,0,1,0.1044,1.000,1,0.528,8,0.023,0,0,yolo,107.7,yolo,0,0,0,0.000,0,-1,0
1785715047.431,-0.001,-15.961,0.004,0.9614,0,-0.085,13.961,-2.884,0.2650,7.368,0.004,-1.604,1.000,0.030,0.084,-0.0006,-0.0095,-0.001,-0.001,-0.010,0.037,1.966,-2.000,0.0058,0.484,nan,2.85,1,1,1,0,1,0.0996,1.000,1,0.528,8,0.023,0,0,yolo,107.7,yolo,0,0,0,0.000,0,-1,0
1785715047.459,-0.082,-14.021,0.341,0.9702,0,-1.104,12.461,-2.945,0.2817,6.824,0.019,-1.594,1.000,0.158,1.022,-0.0915,2.0000,-0.001,-0.013,-0.013,0.062,2.200,-2.000,0.0057,0.106,nan,2.79,1,1,1,1,1,0.0973,1.000,1,0.526,8,0.006,0,0,yolo,111.9,yolo,0,0,0,0.000,0,-1,0
1785715047.492,-0.035,-12.555,0.747,0.9761,0,-0.404,10.961,-2.894,0.2783,6.824,0.019,-1.594,1.000,0.158,0.369,0.0111,-0.0062,-0.002,-0.002,-0.019,0.093,2.200,-2.000,0.0058,-0.073,nan,2.74,1,1,1,0,1,0.0955,1.000,1,0.526,8,0.006,0,0,yolo,111.9,yolo,0,0,0,0.000,0,-1,0
1785715047.529,-0.050,-11.281,0.972,0.9807,0,-0.433,9.461,-2.207,0.2813,6.824,0.019,-1.594,1.000,0.158,0.383,0.0103,-0.0176,-0.003,-0.003,-0.031,0.137,2.200,-2.000,0.0058,-0.229,nan,2.05,1,1,1,0,1,0.0715,1.000,1,0.517,8,0.024,0,0,yolo,111.9,yolo,0,0,0,0.000,0,-1,0
1785715047.556,-0.050,-11.281,0.972,0.9807,0,-0.976,9.281,-2.237,0.2979,6.501,0.021,-1.592,1.000,0.188,0.926,-0.0508,0.9075,-0.003,-0.015,-0.031,0.137,2.161,-2.000,0.0058,-0.289,nan,2.05,1,1,1,1,1,0.0715,1.000,1,0.517,8,0.024,0,0,yolo,110.3,yolo,0,0,0,0.000,0,-1,0
1785715047.595,-0.041,-10.180,1.172,0.9843,0,-0.505,8.180,-1.464,0.2860,6.501,0.021,-1.592,1.000,0.188,0.464,0.0114,-0.0193,-0.004,-0.004,-0.050,0.192,2.032,-2.000,0.0058,-0.418,nan,1.28,1,1,1,0,1,0.0445,1.000,1,0.447,7,0.114,0,0,yolo,110.3,yolo,0,0,0,0.000,0,-1,0
1785715047.634,-0.010,-9.198,1.318,0.9871,0,-0.480,7.198,-1.271,0.2878,6.501,0.021,-1.592,1.000,0.188,0.470,0.0111,-0.0396,-0.004,-0.004,-0.070,0.253,1.918,-2.000,0.0059,-0.532,nan,1.08,1,1,1,0,1,0.0378,1.000,1,0.447,7,0.114,0,0,yolo,110.3,yolo,0,0,0,0.000,0,-1,0
1785715047.666,0.024,-8.338,1.426,0.9894,0,-0.576,6.338,-1.041,0.3044,6.274,0.020,-1.523,1.000,0.186,0.600,0.0013,0.4865,-0.004,-0.010,-0.104,0.309,1.853,-2.000,0.0060,-0.597,nan,0.85,1,1,1,1,1,0.0298,1.000,1,0.437,7,0.149,0,0,yolo,108.7,yolo,0,0,0,0.000,0,-1,0
1785715047.696,0.071,-7.604,1.523,0.9912,0,-0.421,5.604,-0.870,0.2909,6.274,0.020,-1.523,1.000,0.186,0.492,0.0061,-0.0453,-0.004,-0.004,-0.150,0.359,1.771,-2.000,0.0060,-0.679,nan,0.68,1,1,1,0,1,0.0239,1.000,1,0.437,7,0.149,0,0,yolo,108.7,yolo,0,0,0,0.000,0,-1,0
1785715047.728,0.071,-7.604,1.523,0.9912,0,-0.421,5.604,-0.815,0.2910,6.274,0.020,-1.523,1.000,0.186,0.492,0.0061,-0.0453,-0.004,-0.004,-0.150,0.359,1.771,-2.000,0.0061,-0.679,nan,0.63,1,1,1,0,1,0.0220,1.000,1,0.433,7,0.209,0,0,yolo,108.7,yolo,0,0,0,0.000,0,-1,0
1785715047.759,0.103,-6.957,1.604,0.9926,0,-0.383,4.957,-0.815,0.2904,6.274,0.020,-1.523,1.000,0.186,0.486,0.0065,-0.0993,-0.004,-0.004,-0.204,0.406,1.698,-2.000,0.0062,-0.752,nan,0.63,1,1,1,0,1,0.0220,1.000,1,0.433,7,0.209,0,0,yolo,108.7,yolo,0,0,0,0.000,0,-1,0
1785715047.792,0.135,-6.370,1.679,0.9938,0,1.117,4.370,-0.503,0.2737,6.155,-0.009,-1.291,1.000,-0.086,-0.985,0.1753,-0.9066,-0.003,-0.008,-0.263,0.450,1.849,-2.000,0.0062,-0.601,nan,0.59,1,1,1,1,1,0.0205,1.000,1,0.433,7,0.209,3,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785715047.821,0.002,-5.856,1.731,0.9948,0,0.201,3.856,-0.403,0.2894,6.155,-0.009,-1.291,1.000,-0.086,-0.199,0.0048,-0.0468,-0.003,-0.003,-0.310,0.491,1.793,-2.000,0.0063,-0.657,nan,0.49,1,1,1,0,1,0.0171,1.000,1,0.369,6,0.259,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785715047.857,0.002,-5.856,1.731,0.9948,0,0.201,3.856,-0.328,0.2895,6.155,-0.009,-1.291,1.000,-0.086,-0.199,0.0048,-0.0468,-0.003,-0.003,-0.310,0.491,1.793,-2.000,0.0064,-0.657,nan,0.41,1,1,1,0,1,0.0145,1.000,1,0.369,6,0.259,1,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785715047.883,-0.008,-5.418,1.762,0.9955,0,0.187,3.418,-0.282,0.2888,6.155,-0.009,-1.291,1.000,-0.086,-0.195,0.0046,-0.0911,-0.003,-0.003,-0.354,0.528,1.746,-2.000,0.0064,-0.704,nan,0.37,1,1,1,0,1,0.0128,1.000,1,0.366,6,0.270,0,0,yolo,108.4,yolo,0,0,0,0.000,0,-1,0
1785715047.914,-0.034,-4.949,1.791,0.9963,0,1.687,2.949,0.022,0.2721,6.086,-0.038,-1.057,1.000,-0.356,-6.673,0.8594,-2.0000,-0.003,0.105,-0.402,0.568,1.922,-2.000,0.0065,-0.528,nan,0.33,1,1,1,1,1,0.0116,1.000,1,0.366,6,0.270,0,0,yolo,131.9,yolo,0,0,0,0.000,0,-1,0
1785715047.945,-0.034,-4.949,1.791,0.9963,0,0.262,2.949,-0.551,0.2875,6.086,-0.038,-1.057,1.000,-0.356,-0.296,-0.1088,0.0000,-0.003,-0.003,-0.402,0.568,1.922,-2.000,0.0065,-0.528,nan,0.91,1,1,1,0,1,0.0316,1.000,1,0.367,6,0.183,0,0,yolo,131.9,yolo,0,0,0,0.000,0,-1,0
1785715047.983,-0.218,-4.607,1.792,0.9968,0,0.071,2.607,-0.981,0.2874,6.086,-0.038,-1.057,1.000,-0.356,-0.289,-0.1092,-0.0243,-0.004,-0.004,-0.427,0.601,1.885,-2.000,0.0066,-0.565,nan,1.34,1,1,1,0,1,0.0467,1.000,1,0.367,6,0.183,0,0,yolo,131.9,yolo,0,0,0,0.000,0,-1,0
1785715048.013,-0.211,-4.300,1.862,0.9972,0,0.026,2.300,-0.493,0.2873,6.086,-0.038,-1.057,1.000,-0.356,-0.237,-0.1119,-0.0466,-0.007,-0.007,-0.449,0.631,1.852,-2.000,0.0067,-0.598,nan,0.85,1,1,1,0,1,0.0296,1.000,1,0.364,6,0.191,0,0,yolo,131.9,yolo,0,0,0,0.000,0,-1,0
1785715048.053,-0.220,-4.025,1.938,0.9975,0,-0.035,2.025,-0.126,0.2865,6.086,-0.038,-1.057,1.000,-0.356,-0.185,-0.1146,-0.0833,-0.009,-0.009,-0.486,0.659,1.823,-2.000,0.0067,-0.627,nan,0.48,1,1,1,0,1,0.0168,1.000,1,0.364,6,0.191,0,0,yolo,131.9,yolo,0,0,0,0.000,0,-1,0
