t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568241.862,0.000,-17.800,0.000,0.9521,-1.693,15.800,-1.807,0.2615,7.242,0.086,-1.592,1.000,0.677,1.693,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,1.752,-2.000,0.0059,0.698,nan,1.13,1,1,1,0.0394,1.000,1,0.524,8,0.004,0,0,yolo,96.3,yolo,0,0,0,0.000,0,-1,0
1785568241.895,0.000,-17.787,0.001,0.9522,-0.193,15.787,-1.685,0.2782,6.807,0.070,-1.582,1.000,0.591,-0.845,0.3049,2.0000,-0.001,0.063,-0.016,0.001,1.877,-2.000,0.0059,0.573,nan,1.09,1,1,1,0.0382,1.000,1,0.523,8,0.001,0,0,yolo,113.4,yolo,0,0,0,0.000,0,-1,0
1785568241.925,0.001,-17.787,0.001,0.9522,-1.693,15.787,-1.658,0.2653,6.807,0.070,-1.582,1.000,0.591,1.812,-0.0642,-0.0001,-0.001,-0.001,-0.016,0.001,1.877,-2.000,0.0058,0.573,nan,1.07,1,1,1,0.0372,1.000,1,0.523,8,0.001,0,0,yolo,113.4,yolo,0,0,0,0.000,0,-1,0
1785568241.957,0.005,-16.357,0.002,0.9595,-1.812,14.357,-1.400,0.2679,6.807,0.070,-1.582,1.000,0.591,1.817,-0.0645,-0.0175,-0.001,-0.001,-0.033,0.013,2.051,-2.000,0.0058,0.399,nan,0.81,1,1,1,0.0282,1.000,1,0.522,8,0.004,0,0,yolo,113.4,yolo,0,0,0,0.000,0,-1,0
1785568241.992,0.126,-14.460,0.078,0.9683,-1.662,12.857,-1.206,0.2720,6.807,0.070,-1.582,1.000,0.591,1.788,-0.0629,-0.0308,0.000,0.000,-0.046,0.029,2.200,-2.000,0.0058,0.168,nan,0.62,1,1,1,0.0215,1.000,1,0.522,8,0.004,2,0,yolo,113.4,yolo,0,0,0,0.000,0,-1,0
1785568242.020,0.374,-13.030,0.287,0.9742,-0.162,11.357,-1.595,0.2886,6.462,0.056,-1.571,1.000,0.492,0.024,0.0839,1.8069,0.004,0.059,-0.060,0.058,2.200,-2.000,0.0058,-0.073,nan,1.10,1,1,1,0.0385,0.944,1,0.584,8,-0.008,0,0,yolo,109.4,yolo,0,0,0,0.000,0,-1,0
1785568242.055,0.374,-13.030,0.287,0.9742,-1.085,11.030,-1.961,0.2792,6.462,0.056,-1.571,1.000,0.492,1.458,-0.0555,0.0000,0.004,0.004,-0.060,0.058,2.200,-2.000,0.0058,-0.073,nan,1.47,1,1,1,0.0513,0.944,1,0.584,8,-0.008,1,0,yolo,109.4,yolo,0,0,0,0.000,0,-1,0
1785568242.082,0.360,-11.749,0.430,0.9790,-1.024,9.749,-1.580,0.2817,6.462,0.056,-1.571,1.000,0.492,1.384,-0.0514,-0.0144,0.008,0.008,-0.074,0.102,2.200,-2.000,0.0058,-0.222,nan,1.09,1,1,1,0.0380,1.000,1,0.536,8,0.021,0,0,yolo,109.4,yolo,0,0,0,0.000,0,-1,0
1785568242.118,0.486,-10.577,0.581,0.9830,-0.802,8.577,-1.294,0.2836,6.462,0.056,-1.571,1.000,0.492,1.289,-0.0462,-0.0398,0.013,0.013,-0.099,0.160,2.092,-2.000,0.0058,-0.358,nan,0.80,1,1,1,0.0280,1.000,1,0.536,8,0.021,3,0,yolo,109.4,yolo,0,0,0,0.000,0,-1,0
1785568242.145,0.566,-9.578,0.721,0.9860,-0.623,7.578,-0.341,0.2853,6.462,0.056,-1.571,1.000,0.492,1.190,-0.0408,-0.0618,0.018,0.018,-0.121,0.221,1.977,-2.000,0.0059,-0.473,nan,-0.15,1,1,1,-0.0053,0.938,1,0.516,7,0.108,0,0,yolo,109.4,yolo,0,0,0,0.000,0,-1,0
1785568242.176,0.566,-9.578,0.721,0.9860,-0.623,7.578,0.374,0.2853,6.462,0.056,-1.571,1.000,0.492,1.190,-0.0408,-0.0618,0.018,0.018,-0.121,0.221,1.977,-2.000,0.0059,-0.473,nan,-0.87,1,1,1,-0.0302,0.938,1,0.516,7,0.108,0,0,yolo,109.4,yolo,0,0,0,0.000,0,-1,0
