t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568366.926,0.000,-17.800,0.000,0.9521,-1.118,15.800,-0.629,0.2740,5.825,0.047,-1.551,0.971,0.461,1.118,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.05,1,1,1,0.0368,1.000,1,0.527,8,-0.010,0,0,yolo,124.3,yolo,0,0,0,0.000,0,-1,0
1785568366.952,0.000,-17.800,0.000,0.9521,-1.118,15.800,-0.629,0.2739,5.825,0.047,-1.551,0.971,0.461,1.118,0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,1.05,1,1,1,0.0368,1.000,1,0.527,8,-0.010,0,0,yolo,124.3,yolo,0,0,0,0.000,0,-1,0
1785568366.993,-0.005,-17.625,0.004,0.9531,-1.123,15.625,-0.609,0.2739,5.825,0.047,-1.551,0.971,0.461,1.117,0.0000,-0.0076,0.000,0.000,-0.008,0.011,2.165,-2.000,0.0059,0.285,nan,1.03,1,1,1,0.0361,1.000,1,0.527,8,-0.010,3,0,yolo,124.3,yolo,0,0,0,0.000,0,-1,0
1785568367.020,-0.020,-15.583,0.003,0.9632,-1.145,14.125,-0.594,0.2770,5.825,0.047,-1.551,0.971,0.461,1.125,-0.0003,-0.0211,-0.000,-0.000,-0.021,0.025,2.200,-2.000,0.0059,0.071,nan,1.02,1,1,1,0.0356,1.000,1,0.526,8,-0.009,0,0,yolo,124.3,yolo,0,0,0,0.000,0,-1,0
1785568367.051,-0.020,-15.583,0.003,0.9632,-0.847,13.583,-0.541,0.2775,5.823,0.044,-1.550,0.971,0.430,0.827,0.0318,-0.0095,-0.000,0.004,-0.021,0.025,2.200,-2.000,0.0059,0.072,nan,1.01,1,1,1,0.0352,1.000,1,0.526,8,-0.009,0,0,yolo,134.7,yolo,0,0,0,0.000,0,-1,0
1785568367.082,0.223,-13.732,0.085,0.9714,-0.821,12.083,-0.573,0.2812,5.823,0.044,-1.550,0.971,0.430,1.044,-0.0033,-0.0105,0.001,0.001,-0.032,0.043,2.200,-2.000,0.0059,-0.123,nan,1.04,1,1,1,0.0363,1.000,1,0.525,8,-0.005,0,0,yolo,134.7,yolo,0,0,0,0.000,0,-1,0
1785568367.113,0.293,-12.373,0.169,0.9768,-0.709,10.583,-0.597,0.2833,5.823,0.044,-1.550,0.971,0.430,1.003,-0.0011,-0.0270,0.003,0.003,-0.048,0.077,2.184,-2.000,0.0059,-0.266,nan,1.06,1,1,1,0.0371,1.000,1,0.525,8,-0.005,0,0,yolo,134.7,yolo,0,0,0,0.000,0,-1,0
1785568367.145,0.293,-12.373,0.169,0.9768,-0.406,10.373,-0.596,0.2848,5.823,0.042,-1.550,0.971,0.409,0.699,0.0325,0.0056,0.003,0.009,-0.048,0.077,2.184,-2.000,0.0060,-0.266,nan,1.08,1,1,1,0.0378,1.000,1,0.525,8,-0.005,0,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
1785568367.182,0.381,-11.056,0.225,0.9814,-0.538,9.056,-0.343,0.2863,5.823,0.042,-1.550,0.971,0.409,0.919,-0.0032,-0.0257,0.006,0.006,-0.074,0.129,2.046,-2.000,0.0060,-0.404,nan,0.83,1,1,1,0.0290,1.000,1,0.514,8,0.034,0,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
1785568367.212,0.428,-9.927,0.286,0.9850,-0.433,7.927,-0.343,0.2876,5.823,0.042,-1.550,0.971,0.409,0.861,-0.0002,-0.0541,0.009,0.009,-0.102,0.186,1.928,-2.000,0.0061,-0.522,nan,0.83,1,1,1,0.0290,1.000,1,0.514,8,0.034,1,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
1785568367.241,0.428,-9.927,0.286,0.9850,-0.433,7.927,-0.106,0.2877,5.823,0.042,-1.550,0.971,0.409,0.861,-0.0002,-0.0541,0.009,0.009,-0.102,0.186,1.928,-2.000,0.0061,-0.522,nan,0.59,1,1,1,0.0207,1.000,1,0.505,8,0.079,3,0,yolo,113.5,yolo,0,0,0,0.000,0,-1,0
1785568367.283,0.540,-8.023,0.343,0.9902,0.149,6.427,0.265,0.3043,5.804,0.034,-1.532,0.967,0.338,0.391,0.0357,0.9178,0.018,0.018,-0.179,0.306,1.744,-2.000,0.0062,-0.706,nan,0.38,1,1,1,0.0134,1.000,1,0.437,7,0.153,0,0,yolo,111.3,yolo,0,0,0,0.000,0,-1,0
1785568367.319,0.540,-8.023,0.343,0.9902,-0.027,6.023,0.421,0.2943,5.804,0.034,-1.532,0.967,0.338,0.568,-0.0002,0.0000,0.018,0.018,-0.179,0.306,1.744,-2.000,0.0062,-0.706,nan,0.23,1,1,1,0.0080,1.000,1,0.437,7,0.153,1,0,yolo,111.3,yolo,0,0,0,0.000,0,-1,0
1785568367.345,0.531,-7.277,0.326,0.9919,0.048,5.277,0.403,0.2938,5.804,0.034,-1.532,0.967,0.338,0.483,0.0043,-0.0538,0.022,0.022,-0.233,0.356,1.666,-2.000,0.0063,-0.784,nan,0.25,1,1,1,0.0086,1.000,1,0.434,7,0.224,0,0,yolo,111.3,yolo,0,0,0,0.000,0,-1,0
1785568367.377,0.520,-6.475,0.301,0.9936,1.325,4.475,0.182,0.2771,5.857,0.029,-1.285,0.976,0.281,-0.805,0.1761,-2.0000,0.027,0.044,-0.300,0.406,1.834,-2.000,0.0064,-0.616,nan,0.26,1,1,1,0.0091,1.000,1,0.434,7,0.224,0,0,yolo,113.0,yolo,0,0,0,0.000,0,-1,0
1785568367.407,0.520,-6.475,0.301,0.9936,0.131,4.475,-1.040,0.2908,5.857,0.029,-1.285,0.976,0.281,0.389,-0.0174,0.0000,0.027,0.027,-0.300,0.406,1.834,-2.000,0.0064,-0.616,nan,1.48,1,1,1,0.0517,1.000,1,0.374,6,0.251,0,0,yolo,113.0,yolo,0,0,0,0.000,0,-1,0
1785568367.438,0.494,-5.932,0.370,0.9946,0.171,3.932,-1.956,0.2892,5.857,0.029,-1.285,0.976,0.281,0.323,-0.0140,-0.0690,0.030,0.030,-0.369,0.450,1.777,-2.000,0.0065,-0.673,nan,2.40,1,1,1,0.0837,1.000,1,0.374,6,0.251,0,0,yolo,113.0,yolo,0,0,0,0.000,0,-1,0
1785568367.469,0.466,-5.484,0.577,0.9954,1.364,3.484,-1.820,0.2725,5.884,0.015,-1.076,0.981,0.145,-0.899,0.1045,-1.2303,0.032,0.052,-0.433,0.488,1.941,-2.000,0.0066,-0.509,nan,1.97,1,1,1,0.0687,1.000,1,0.367,6,0.263,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568367.501,0.466,-5.484,0.577,0.9954,0.467,3.484,-1.717,0.2872,5.884,0.015,-1.076,0.981,0.145,-0.001,-0.0200,0.0000,0.032,0.032,-0.433,0.488,1.941,-2.000,0.0066,-0.509,nan,1.65,1,1,1,0.0575,1.000,1,0.367,6,0.263,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568367.538,0.466,-5.484,0.577,0.9954,0.467,3.484,-1.478,0.2873,5.884,0.015,-1.076,0.981,0.145,-0.001,-0.0200,0.0000,0.032,0.032,-0.433,0.488,1.941,-2.000,0.0067,-0.509,nan,1.25,1,1,1,0.0435,1.000,1,0.365,6,0.275,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568367.563,0.466,-5.484,0.577,0.9954,0.467,3.484,-1.300,0.2873,5.884,0.015,-1.076,0.981,0.145,-0.001,-0.0200,0.0000,0.032,0.032,-0.433,0.488,1.941,-2.000,0.0067,-0.509,nan,0.94,1,1,1,0.0329,1.000,1,0.365,6,0.275,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
1785568367.594,0.339,-4.552,0.856,0.9968,0.411,2.552,-1.256,0.2836,5.884,0.015,-1.076,0.981,0.145,-0.072,-0.0163,-0.1380,0.035,0.035,-0.571,0.561,1.844,-2.000,0.0068,-0.606,nan,0.81,1,1,1,0.0282,1.000,1,0.362,6,0.287,0,0,yolo,103.9,yolo,0,0,0,0.000,0,-1,0
