t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785735084.280,0.000,-17.800,0.000,0.9521,0,-0.891,15.800,-0.857,0.2740,5.827,0.037,-1.552,0.971,0.368,0.891,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.36,1,1,1,1,1,0.0476,1.000,1,0.525,8,0.001,2,0,yolo,183.2,yolo,0,0,0,0.000,0,-1,0
1785735084.310,0.000,-17.800,0.000,0.9521,0,-0.890,15.800,-0.802,0.2739,5.827,0.037,-1.552,0.971,0.368,0.890,0.0001,0.0000,0.000,0.000,0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,1.31,1,1,1,0,1,0.0457,1.000,1,0.527,8,0.016,0,0,yolo,183.2,yolo,0,0,0,0.000,0,-1,0
1785735084.341,-0.001,-17.788,-0.005,0.9522,0,-0.893,15.788,-0.802,0.2740,5.827,0.037,-1.552,0.971,0.368,0.891,-0.0000,0.0008,0.000,0.000,0.001,0.003,2.147,-2.000,0.0059,0.303,nan,1.31,1,1,1,0,1,0.0457,1.000,1,0.527,8,0.016,0,0,yolo,183.2,yolo,0,0,0,0.000,0,-1,0
1785735084.372,0.002,-16.673,-0.003,0.9580,0,-0.890,14.673,-0.761,0.2755,5.827,0.037,-1.552,0.971,0.368,0.893,-0.0001,-0.0095,0.000,0.000,-0.010,0.008,2.200,-2.000,0.0059,0.185,nan,1.27,1,1,1,0,1,0.0443,1.000,1,0.527,8,0.016,0,0,yolo,183.2,yolo,0,0,0,0.000,0,-1,0
1785735084.434,0.047,-14.619,0.014,0.9676,0,-2.390,13.173,-1.921,0.2921,6.815,0.078,-1.671,1.000,0.653,3.067,-0.2030,0.4911,0.001,-0.033,-0.020,0.020,2.200,-2.000,0.0059,0.104,nan,1.27,1,1,1,1,1,0.0443,1.000,1,0.527,8,0.016,5,0,yolo,262.9,yolo,0,0,0,0.000,0,-1,0
1785735084.466,0.174,-12.966,0.144,0.9745,0,-1.252,11.673,-1.888,0.2794,6.815,0.078,-1.671,1.000,0.653,1.426,0.0356,-0.0134,0.002,0.002,-0.033,0.046,2.200,-2.000,0.0059,-0.099,nan,1.24,1,1,1,0,1,0.0431,1.000,1,0.527,8,-0.005,0,0,yolo,262.9,yolo,0,0,0,0.000,0,-1,0
1785735084.510,0.360,-11.679,0.284,0.9793,0,-0.546,10.173,-1.614,0.2960,10.206,0.067,-3.659,1.000,0.378,0.907,-0.0000,-0.0000,0.005,0.005,-0.052,0.082,1.200,-2.000,0.0059,-1.517,nan,1.24,1,1,1,1,1,0.0431,1.000,1,0.527,8,-0.005,2,1,anduril,,anduril,0,0,0,0.000,0,-1,0
1785735084.543,0.535,-9.444,0.630,0.9864,0,-0.317,8.673,-1.339,0.3127,10.206,0.067,-3.659,1.000,0.378,0.852,-0.0000,-0.0000,0.011,0.011,-0.099,0.182,1.200,-2.000,0.0059,-1.934,nan,0.96,1,1,1,1,1,0.0335,1.000,1,0.529,8,0.041,0,0,anduril,,anduril,0,0,0,0.000,0,-1,0
1785735084.584,0.558,-8.576,0.752,0.9888,0,-0.268,7.173,-1.339,0.3294,10.206,0.067,-3.659,1.000,0.378,0.826,-0.0000,-0.0000,0.014,0.014,-0.139,0.231,1.200,-2.000,0.0059,-2.095,nan,0.96,1,1,1,1,1,0.0335,1.000,1,0.529,8,0.041,2,0,anduril,,anduril,0,0,0,0.000,0,-1,0
1785735084.646,0.579,-7.792,0.867,0.9907,0,0.418,5.792,-0.971,0.3460,10.237,0.059,-3.541,1.000,0.332,0.161,0.1243,0.3642,0.018,0.006,-0.213,0.283,1.200,-2.000,0.0059,-2.119,nan,0.64,1,1,1,1,1,0.0223,1.000,1,0.443,7,0.133,0,0,anduril,,anduril,0,0,0,0.000,0,-1,0
