t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785624349.157,0.000,-17.800,0.000,0.9521,0,-0.453,15.800,0.133,0.2740,5.825,0.019,-1.551,0.971,0.185,0.453,-0.0000,-0.0000,-0.000,-0.000,0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,0.56,1,1,1,0.0197,1.000,1,0.520,8,0.013,0,0,yolo,120.7,yolo,0,0,0,0.000,0,-1,0
1785624349.194,0.000,-17.800,0.000,0.9521,0,-0.453,15.800,0.244,0.2739,5.825,0.019,-1.551,0.971,0.185,0.453,0.0000,0.0000,-0.000,-0.000,0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,0.45,1,1,1,0.0158,1.000,1,0.520,8,0.019,0,0,yolo,120.7,yolo,0,0,0,0.000,0,-1,0
1785624349.223,0.006,-17.053,-0.002,0.9560,0,-0.447,15.053,0.244,0.2737,5.825,0.019,-1.551,0.971,0.185,0.454,-0.0000,-0.0325,-0.000,-0.000,-0.033,0.019,2.200,-2.000,0.0059,0.225,nan,0.45,1,1,1,0.0158,1.000,1,0.520,8,0.019,0,0,yolo,120.7,yolo,0,0,0,0.000,0,-1,0
1785624349.260,0.019,-14.096,0.002,0.9699,0,-0.403,13.553,0.327,0.2785,5.825,0.019,-1.551,0.971,0.185,0.422,0.0016,-0.0531,0.001,0.001,-0.053,0.051,2.200,-2.000,0.0059,-0.086,nan,0.37,1,1,1,0.0129,1.000,1,0.520,8,0.019,4,0,yolo,120.7,yolo,0,0,0,0.000,0,-1,0
1785624349.302,0.019,-14.096,0.002,0.9699,0,-0.418,12.096,0.489,0.2810,5.825,0.019,-1.551,0.971,0.185,0.437,-0.0000,0.0000,0.001,0.001,-0.053,0.051,2.200,-2.000,0.0059,-0.086,nan,0.21,1,1,1,0.0073,1.000,1,0.522,8,0.113,0,0,yolo,141.4,yolo,0,0,0,0.000,0,-1,0
1785624349.333,0.186,-11.731,-0.039,0.9791,0,-0.187,10.596,0.612,0.2852,5.825,0.019,-1.551,0.971,0.185,0.373,0.0033,-0.0171,0.004,0.004,-0.070,0.087,2.116,-2.000,0.0060,-0.334,nan,0.09,1,1,1,0.0030,1.000,1,0.522,8,0.113,0,0,yolo,141.4,yolo,0,0,0,0.000,0,-1,0
1785624349.373,0.186,-11.731,-0.039,0.9791,0,-0.187,9.731,0.610,0.2852,5.825,0.019,-1.551,0.971,0.185,0.373,0.0033,-0.0171,0.004,0.004,-0.070,0.087,2.116,-2.000,0.0060,-0.334,nan,0.09,1,1,1,0.0030,1.000,1,0.524,8,0.092,0,0,yolo,141.4,yolo,0,0,0,0.000,0,-1,0
1785624349.400,0.270,-9.295,-0.160,0.9869,0,0.020,8.231,0.610,0.2884,5.825,0.019,-1.551,0.971,0.185,0.250,0.0097,-0.0698,0.011,0.011,-0.123,0.175,1.860,-2.000,0.0061,-0.590,nan,0.09,1,1,1,0.0030,1.000,1,0.524,8,0.092,0,0,yolo,141.4,yolo,0,0,0,0.000,0,-1,0
1785624349.426,0.271,-9.281,-0.161,0.9869,0,0.021,7.281,0.609,0.2885,5.825,0.019,-1.551,0.971,0.185,0.249,0.0098,-0.0701,0.011,0.011,-0.123,0.176,1.859,-2.000,0.0061,-0.591,nan,0.09,1,1,1,0.0031,1.000,1,0.524,8,0.092,0,0,yolo,141.4,yolo,0,0,0,0.000,0,-1,0
1785624349.468,0.271,-9.281,-0.161,0.9869,0,1.521,7.281,-0.081,0.2719,6.375,-0.003,-1.600,1.000,-0.027,-1.744,0.2358,-0.4077,0.011,0.037,-0.123,0.176,1.900,-2.000,0.0062,-0.550,nan,0.11,1,1,1,0.0038,1.000,1,0.522,8,0.071,0,0,yolo,191.9,yolo,0,0,0,0.000,0,-1,0
1785624349.496,0.271,-9.281,-0.161,0.9869,0,0.350,7.281,-0.081,0.2886,6.375,-0.003,-1.600,1.000,-0.027,-0.079,-0.0263,0.0000,0.011,0.011,-0.123,0.176,1.900,-2.000,0.0062,-0.550,nan,0.11,1,1,1,0.0038,1.000,1,0.522,8,0.071,0,0,yolo,191.9,yolo,0,0,0,0.000,0,-1,0
1785624349.540,-0.065,-7.292,-0.118,0.9919,0,0.004,5.781,-0.097,0.2934,6.375,-0.003,-1.600,1.000,-0.027,-0.069,-0.0268,-0.0569,0.010,0.010,-0.180,0.277,1.673,-2.000,0.0063,-0.777,nan,0.12,1,1,1,0.0043,1.000,1,0.522,8,0.071,3,0,yolo,191.9,yolo,0,0,0,0.000,0,-1,0
1785624349.567,-0.065,-7.292,-0.118,0.9919,0,0.004,5.292,-0.496,0.2935,6.375,-0.003,-1.600,1.000,-0.027,-0.069,-0.0268,-0.0569,0.010,0.010,-0.180,0.277,1.673,-2.000,0.0064,-0.777,nan,0.52,1,1,1,0.0183,1.000,1,0.507,8,0.100,0,0,yolo,191.9,yolo,0,0,0,0.000,0,-1,0
1785624349.595,-0.077,-6.032,-0.008,0.9945,0,-0.044,4.032,-0.496,0.2939,6.375,-0.003,-1.600,1.000,-0.027,-0.034,-0.0288,-0.1295,0.008,0.008,-0.253,0.344,1.529,-2.000,0.0065,-0.921,nan,0.52,1,1,1,0.0183,1.000,1,0.507,8,0.100,0,0,yolo,191.9,yolo,0,0,0,0.000,0,-1,0
1785624349.628,-0.077,-6.032,-0.008,0.9945,0,-1.544,4.032,-1.119,0.2795,6.679,0.034,-1.552,1.000,0.295,1.698,-0.1881,-0.3973,0.008,-0.002,-0.253,0.344,1.609,-2.000,0.0066,-0.841,nan,0.82,1,1,1,0.0287,1.000,1,0.507,8,0.100,3,0,yolo,143.8,yolo,0,0,0,0.000,0,-1,0
1785624349.659,0.141,-5.420,0.139,0.9955,0,-0.459,3.420,-0.865,0.2961,6.679,0.034,-1.552,1.000,0.295,0.600,0.0088,-0.0466,0.007,0.007,-0.299,0.383,1.536,-2.000,0.0067,-0.914,nan,0.57,1,1,1,0.0199,1.000,1,0.440,7,0.197,0,0,yolo,143.8,yolo,0,0,0,0.000,0,-1,0
1785624349.690,0.141,-5.420,0.139,0.9955,0,-0.459,3.420,-0.674,0.2974,6.679,0.034,-1.552,1.000,0.295,0.600,0.0088,-0.0466,0.007,0.007,-0.299,0.383,1.536,-2.000,0.0067,-0.914,nan,0.38,1,1,1,0.0132,1.000,1,0.440,7,0.197,0,0,yolo,143.8,yolo,0,0,0,0.000,0,-1,0
1785624349.721,0.176,-4.888,0.247,0.9964,0,-0.414,2.888,-0.593,0.2969,6.679,0.034,-1.552,1.000,0.295,0.589,0.0094,-0.0967,0.008,0.008,-0.349,0.420,1.473,-2.000,0.0068,-0.977,nan,0.30,1,1,1,0.0104,1.000,1,0.374,6,0.232,0,0,yolo,143.8,yolo,0,0,0,0.000,0,-1,0
1785624349.753,0.176,-4.888,0.247,0.9964,0,-1.914,2.888,-1.008,0.2802,6.873,0.092,-1.450,1.000,0.771,7.721,-0.8555,-1.7772,0.008,-0.121,-0.349,0.420,1.592,-2.000,0.0069,-0.858,nan,0.24,1,1,1,0.0083,1.000,1,0.374,6,0.232,0,0,yolo,121.2,yolo,0,0,0,0.000,0,-1,0
1785624349.790,0.230,-4.444,0.312,0.9970,0,-0.919,2.444,-0.996,0.2959,6.873,0.092,-1.450,1.000,0.771,1.149,0.1311,-0.0756,0.010,0.010,-0.425,0.458,1.538,-2.000,0.0070,-0.912,nan,0.22,1,1,1,0.0078,1.000,1,0.362,6,0.278,0,0,yolo,121.2,yolo,0,0,0,0.000,0,-1,0
1785624349.830,0.230,-4.444,0.312,0.9970,0,-0.919,2.444,-0.986,0.2960,6.873,0.092,-1.450,1.000,0.771,1.149,0.1311,-0.0756,0.010,0.010,-0.425,0.458,1.538,-2.000,0.0071,-0.912,nan,0.22,1,1,1,0.0075,1.000,1,0.362,6,0.278,0,0,yolo,121.2,yolo,0,0,0,0.000,0,-1,0
1785624349.861,0.392,-3.909,0.509,0.9977,0,-2.006,1.909,-0.934,0.2793,6.535,0.082,-1.103,1.000,0.719,2.399,0.0447,-1.9314,0.013,-0.063,-0.536,0.507,1.795,-2.000,0.0072,-0.655,nan,0.22,1,1,1,0.0075,1.000,1,0.362,6,0.278,0,0,yolo,123.6,yolo,0,0,0,0.000,0,-1,0
1785624349.899,0.392,-3.909,0.509,0.9977,0,-0.846,1.909,-0.927,0.2916,6.535,0.082,-1.103,1.000,0.719,1.238,0.0763,0.0000,0.013,0.013,-0.536,0.507,1.795,-2.000,0.0072,-0.655,nan,0.21,1,1,1,0.0073,1.000,1,0.362,6,0.278,2,0,yolo,123.6,yolo,0,0,0,0.000,0,-1,0
