t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617267.088,0.000,-17.800,0.000,0.9521,0,-3.067,15.800,-2.408,0.2713,9.058,0.194,-2.502,1.000,1.227,3.067,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.063,-2.000,0.0060,0.387,nan,1.18,1,1,1,0.0412,1.000,1,0.525,8,-0.003,0,0,yolo,90.3,yolo,0,0,0,0.000,0,-1,0
1785617267.128,0.000,-17.731,0.001,0.9525,0,-1.567,15.731,-2.010,0.2880,9.324,0.145,-2.967,1.000,0.891,-7.857,1.6387,2.0000,0.000,0.205,-0.002,0.017,2.200,-2.000,0.0060,0.014,nan,1.12,1,1,1,0.0390,1.000,1,0.525,8,-0.002,0,0,yolo,92.7,yolo,0,0,0,0.000,0,-1,0
1785617267.160,0.010,-16.379,0.003,0.9594,0,-3.067,14.379,-1.969,0.2875,9.324,0.145,-2.967,1.000,0.891,3.249,-0.2048,-0.0157,0.000,0.000,-0.018,0.036,2.200,-2.000,0.0060,-0.217,nan,1.08,1,1,1,0.0376,1.000,1,0.524,8,0.000,0,0,yolo,92.7,yolo,0,0,0,0.000,0,-1,0
1785617267.192,0.309,-14.660,0.183,0.9674,0,-1.567,12.879,-1.710,0.3041,9.519,0.111,-3.277,1.000,0.666,-1.982,0.5615,2.0000,0.004,0.093,-0.032,0.061,1.689,-2.000,0.0061,-0.761,nan,1.04,1,1,1,0.0364,1.000,1,0.522,8,0.005,0,0,yolo,92.4,yolo,0,0,0,0.000,0,-1,0
1785617267.223,0.534,-13.333,0.454,0.9730,0,-1.458,11.379,-1.732,0.3072,9.519,0.111,-3.277,1.000,0.666,1.992,-0.0831,-0.0223,0.010,0.010,-0.055,0.091,1.458,-2.000,0.0062,-0.992,nan,1.07,1,1,1,0.0372,1.000,1,0.522,8,0.008,0,0,yolo,92.4,yolo,0,0,0,0.000,0,-1,0
1785617267.258,0.657,-12.147,0.596,0.9775,0,-1.240,10.147,-1.749,0.3103,9.519,0.111,-3.277,1.000,0.666,1.897,-0.0764,-0.0615,0.017,0.017,-0.094,0.138,1.251,-2.000,0.0062,-1.199,nan,1.08,1,1,1,0.0378,1.000,1,0.522,8,0.008,2,0,yolo,92.4,yolo,0,0,0,0.000,0,-1,0
1785617267.291,0.794,-11.102,0.718,0.9812,0,0.260,9.102,-1.320,0.3270,9.695,0.091,-3.483,1.000,0.541,-0.270,0.1593,2.0000,0.024,0.093,-0.147,0.192,1.200,-2.000,0.0062,-1.550,nan,0.78,1,1,1,0.0272,1.000,1,0.516,8,0.034,1,0,yolo,90.1,yolo,0,0,0,0.000,0,-1,0
1785617267.319,0.796,-11.088,0.719,0.9812,0,-0.690,9.088,-1.087,0.3227,9.695,0.091,-3.483,1.000,0.541,1.486,-0.0693,-0.0008,0.024,0.024,-0.148,0.193,1.200,-2.000,0.0062,-1.552,nan,0.55,1,1,1,0.0191,1.000,1,0.515,8,0.071,1,0,yolo,90.1,yolo,0,0,0,0.000,0,-1,0
1785617267.349,0.771,-10.113,0.864,0.9844,0,-0.638,8.113,-0.871,0.3231,9.695,0.091,-3.483,1.000,0.541,1.409,-0.0637,-0.0861,0.029,0.029,-0.233,0.258,1.200,-2.000,0.0062,-1.725,nan,0.33,1,1,1,0.0115,1.000,1,0.445,7,0.113,0,0,yolo,90.1,yolo,0,0,0,0.000,0,-1,0
1785617267.379,0.866,-9.213,0.959,0.9870,0,-0.464,7.213,-0.709,0.3223,9.695,0.091,-3.483,1.000,0.541,1.331,-0.0580,-0.1915,0.035,0.035,-0.339,0.321,1.200,-2.000,0.0062,-1.884,nan,0.17,1,1,1,0.0059,1.000,1,0.445,7,0.113,1,0,yolo,90.1,yolo,0,0,0,0.000,0,-1,0
1785617267.417,0.925,-8.472,1.019,0.9890,0,-0.327,6.472,-0.432,0.3202,9.695,0.091,-3.483,1.000,0.541,1.252,-0.0524,-0.2993,0.041,0.041,-0.446,0.375,1.200,-2.000,0.0062,-2.015,nan,-0.11,1,1,1,-0.0038,1.000,1,0.440,7,0.175,0,0,yolo,90.1,yolo,0,0,0,0.000,0,-1,0
1785617267.447,0.969,-7.819,1.068,0.9906,0,-0.202,5.819,-0.345,0.3146,9.695,0.091,-3.483,1.000,0.541,1.172,-0.0466,-0.4122,0.047,0.047,-0.559,0.425,1.200,-2.000,0.0062,-2.130,nan,-0.20,1,1,1,-0.0068,1.000,1,0.437,7,0.206,0,0,yolo,90.1,yolo,0,0,0,0.000,0,-1,0
1785617267.494,1.004,-7.203,1.106,0.9920,0,1.298,5.203,0.720,0.3228,10.173,-0.082,-2.965,1.000,-0.459,-1.595,-0.0000,-0.0000,0.053,0.053,-0.680,0.475,1.200,-2.000,0.0062,-1.667,nan,-0.26,1,1,1,-0.0091,1.000,1,0.437,7,0.206,3,0,yolo,90.4,yolo,0,0,0,0.000,0,-1,0
1785617267.521,0.882,-6.620,1.067,0.9932,0,2.591,4.690,0.142,0.3198,10.173,-0.082,-2.965,1.000,-0.459,-1.709,0.0084,-0.1278,0.061,0.061,-0.808,0.524,1.200,-1.930,0.0062,-1.773,nan,0.32,1,1,1,0.0111,1.000,1,0.373,6,0.175,0,0,yolo,90.4,yolo,0,0,0,0.000,0,-1,0
1785617267.556,0.882,-6.620,1.067,0.9932,0,2.591,4.620,-0.293,0.3198,10.173,-0.082,-2.965,1.000,-0.459,-1.709,0.0084,-0.1278,0.061,0.061,-0.808,0.524,1.200,-2.000,0.0062,-1.773,nan,0.75,1,1,1,0.0262,1.000,1,0.373,6,0.175,1,0,yolo,90.4,yolo,0,0,0,0.000,0,-1,0
1785617267.582,0.648,-6.118,1.026,0.9942,0,2.469,4.118,-0.268,0.3168,10.173,-0.082,-2.965,1.000,-0.459,-1.821,0.0168,-0.2480,0.070,0.070,-0.928,0.568,1.200,-2.000,0.0062,-1.865,nan,0.73,1,1,1,0.0254,1.000,1,0.366,6,0.187,0,0,yolo,90.4,yolo,0,0,0,0.000,0,-1,0
1785617267.619,0.438,-5.693,1.054,0.9950,0,2.337,3.693,-0.272,0.3138,10.173,-0.082,-2.965,1.000,-0.459,-1.899,0.0226,-0.3599,0.075,0.075,-1.040,0.609,1.200,-2.000,0.0062,-1.942,nan,0.73,1,1,1,0.0255,1.000,1,0.357,6,0.289,0,0,yolo,90.4,yolo,0,0,0,0.000,0,-1,0
1785617267.664,0.246,-5.330,1.095,0.9957,0,3.837,3.330,-0.095,0.2971,10.304,-0.118,-2.759,1.000,-0.653,-3.861,0.2619,-1.1340,0.080,0.110,-1.140,0.645,1.200,-2.000,0.0062,-1.791,nan,0.75,1,1,1,0.0261,1.000,1,0.357,6,0.289,1,0,yolo,90.5,yolo,0,0,0,0.000,0,-1,0
1785617267.691,0.051,-4.968,1.118,0.9962,0,2.337,2.991,-0.182,0.2804,10.304,-0.118,-2.759,1.000,-0.653,-2.190,-0.0271,-0.0993,0.083,0.083,-1.239,0.680,1.200,-1.978,0.0062,-1.856,nan,0.84,1,1,1,0.0292,1.000,1,0.299,5,0.660,0,0,yolo,90.5,yolo,0,0,0,0.000,0,-1,0
1785617267.727,-0.143,-4.679,1.129,0.9967,0,3.837,2.679,-0.117,0.2638,12.367,-0.169,-2.023,1.000,-0.784,-5.404,0.4239,-2.0000,0.085,0.191,-1.309,0.712,1.443,-2.000,0.0062,-1.007,nan,0.90,1,1,1,0.0315,1.000,1,0.299,5,0.660,2,0,yolo,81.7,yolo,0,0,0,0.000,0,-1,0
