t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785547057.473,-2.713,-2.438,3.466,3.527,0.438,3.291,0.2543,9.874,-0.568,-0.858,1.000,0.6376,-2.0000,-0.103,-1.284,1.057,2.041,-2.000,0.0065,-0.409,nan,0.00,1,0.0000,0.399,0,0.124,1,0.675,0,yolo,0
1785547057.513,-3.074,-2.404,3.165,2.598,0.404,3.291,0.2710,9.874,-0.568,-0.858,1.000,-0.3160,0.0114,-0.112,-1.272,1.071,2.039,-2.000,0.0066,-0.411,nan,0.00,1,0.0000,0.399,0,0.124,1,0.675,0,yolo,0
1785547057.546,-3.074,-2.404,3.165,2.598,0.404,3.291,0.2712,9.874,-0.568,-0.858,1.000,-0.3160,0.0114,-0.112,-1.272,1.071,2.039,-2.000,0.0066,-0.411,nan,0.00,1,0.0000,0.406,0,0.132,1,0.692,0,yolo,0
1785547057.575,-3.307,-2.377,2.872,2.199,0.377,3.291,0.2713,9.874,-0.568,-0.858,1.000,-0.3283,0.0236,-0.124,-1.260,1.084,2.037,-2.000,0.0067,-0.413,nan,0.00,1,0.0000,0.406,0,0.132,1,0.692,0,yolo,0
1785547057.608,-3.545,-2.352,2.583,3.699,0.352,3.520,0.2547,9.767,-0.601,-0.526,1.000,0.2930,-2.0000,-0.139,-1.248,1.097,2.200,-2.000,0.0067,-0.087,nan,0.00,1,0.0000,0.435,0,0.169,0,0.703,0,yolo,0
1785547057.645,-3.880,-2.336,2.293,2.212,0.336,3.520,0.2713,9.767,-0.601,-0.526,1.000,-0.2758,0.0223,-0.152,-1.225,1.109,2.200,-2.000,0.0067,-0.086,nan,0.00,1,0.0000,0.545,0,0.170,1,0.711,0,yolo,0
1785547057.670,-4.070,-2.323,2.002,1.793,0.323,3.520,0.2716,9.767,-0.601,-0.526,1.000,-0.2925,0.0455,-0.168,-1.202,1.121,2.200,-2.000,0.0067,-0.086,nan,0.00,1,0.0000,0.547,0,0.172,1,0.725,0,yolo,0
1785547057.707,-4.224,-2.312,1.698,3.293,0.312,3.415,0.2549,9.503,-0.567,-0.257,1.000,-0.1303,-1.9127,-0.188,-1.190,1.134,2.200,-2.000,0.0067,0.169,nan,0.00,1,0.0000,0.547,0,0.172,1,0.725,0,yolo,0
1785547057.747,-4.567,-2.302,1.380,1.793,0.302,3.415,0.2676,9.503,-0.567,-0.257,1.000,-0.1948,0.0229,-0.208,-1.167,1.147,2.200,-2.000,0.0066,0.171,nan,0.00,1,0.0000,0.446,0,0.182,0,0.775,0,yolo,0
1785547057.780,-4.725,-2.294,1.082,0.630,0.294,3.415,0.2687,9.503,-0.567,-0.257,1.000,-0.2186,0.0467,-0.232,-1.143,1.160,2.200,-2.000,0.0066,0.171,nan,0.00,1,0.0000,0.446,0,0.182,0,0.775,0,yolo,0
1785547057.811,-4.725,-2.294,1.082,0.630,0.294,3.415,0.2687,9.503,-0.567,-0.257,1.000,-0.2186,0.0467,-0.232,-1.143,1.160,2.200,-2.000,0.0066,0.171,nan,0.00,1,0.0000,0.318,0,0.154,0,0.801,0,yolo,0
1785547057.842,-4.772,-2.289,0.796,0.234,0.289,3.415,0.2693,9.503,-0.567,-0.257,1.000,-0.2435,0.0603,-0.257,-1.130,1.171,2.200,-2.000,0.0066,0.171,nan,0.00,1,0.0000,0.318,0,0.154,0,0.801,0,yolo,0
1785547057.870,-4.789,-2.284,0.504,-0.450,0.284,2.951,0.2527,9.404,-0.485,0.003,1.000,-0.5712,-1.8531,-0.283,-1.117,1.184,2.032,-2.000,0.0066,0.418,nan,0.00,1,0.0000,0.320,0,0.159,0,0.836,0,yolo,0
1785547057.904,-4.746,-2.278,0.245,-1.641,0.278,2.951,0.2602,9.404,-0.485,0.003,1.000,-0.2896,0.0243,-0.310,-1.092,1.195,2.034,-2.000,0.0065,0.416,nan,0.00,1,0.0000,0.319,0,0.156,0,0.829,0,yolo,0
1785547057.938,-4.746,-2.278,0.245,-1.641,0.278,2.951,0.2602,9.404,-0.485,0.003,1.000,-0.2896,0.0243,-0.310,-1.092,1.195,2.034,-2.000,0.0065,0.416,nan,0.00,1,0.0000,0.423,0,0.154,1,0.836,0,yolo,0
1785547057.965,-4.574,-2.269,-0.014,-1.904,0.269,2.951,0.2611,9.404,-0.485,0.003,1.000,-0.3203,0.0462,-0.340,-1.071,1.208,2.036,-2.000,0.0064,0.414,nan,0.00,1,0.0000,0.423,0,0.154,1,0.836,0,yolo,0
1785547057.997,-4.377,-2.262,-0.293,-2.128,0.262,2.951,0.2622,9.404,-0.485,0.003,1.000,-0.3501,0.0702,-0.370,-1.047,1.221,2.039,-2.000,0.0064,0.411,nan,0.00,1,0.0000,0.425,0,0.156,1,0.835,0,yolo,0
1785547058.026,-4.154,-2.254,-0.576,-1.836,0.254,2.371,0.2455,9.070,-0.376,0.206,1.000,-0.5512,-1.0732,-0.399,-1.020,1.235,1.860,-2.000,0.0063,0.590,nan,0.00,1,0.0000,0.419,0,0.149,1,0.842,0,yolo,0
1785547058.059,-4.154,-2.254,-0.576,-3.336,0.254,2.371,0.2534,9.070,-0.376,0.206,1.000,-0.3084,0.0000,-0.399,-1.020,1.235,1.860,-2.000,0.0063,0.590,nan,0.00,1,0.0000,0.419,0,0.149,1,0.842,0,yolo,0
1785547058.090,-3.868,-2.242,-0.811,-3.674,0.242,2.371,0.2552,9.070,-0.376,0.206,1.000,-0.3373,0.0396,-0.428,-0.981,1.248,1.864,-2.000,0.0062,0.586,nan,0.00,1,0.0000,0.418,0,0.147,1,0.836,0,yolo,0
1785547058.121,-3.467,-2.229,-1.023,-3.668,0.229,2.371,0.2566,9.070,-0.376,0.206,1.000,-0.3645,0.0727,-0.455,-0.948,1.260,1.869,-2.000,0.0062,0.581,nan,0.00,1,0.0000,0.417,0,0.146,1,0.835,0,yolo,0
1785547058.150,-3.467,-2.229,-1.023,-5.168,0.229,1.624,0.2400,8.777,-0.249,0.385,1.000,-1.7179,-2.0000,-0.455,-0.948,1.260,1.710,-2.000,0.0061,0.740,nan,0.00,1,0.0000,0.417,0,0.146,1,0.835,0,yolo,0
1785547058.175,-3.064,-2.217,-1.266,-4.397,0.217,1.624,0.2500,8.777,-0.249,0.385,1.000,-0.1407,0.0337,-0.479,-0.914,1.274,1.713,-2.000,0.0060,0.737,nan,0.00,1,0.0000,0.419,0,0.149,1,0.833,0,yolo,0
1785547058.199,-2.608,-2.203,-1.463,-4.260,0.203,1.624,0.2516,8.777,-0.249,0.385,1.000,-0.1622,0.0718,-0.500,-0.876,1.286,1.717,-2.000,0.0059,0.733,nan,0.00,1,0.0000,0.529,0,0.154,2,0.853,0,yolo,0
1785547058.232,-2.603,-2.202,-1.465,-4.258,0.202,1.624,0.2516,8.777,-0.249,0.385,1.000,-0.1625,0.0724,-0.501,-0.875,1.286,1.717,-2.000,0.0059,0.733,nan,0.00,1,0.0000,0.529,0,0.154,2,0.853,0,yolo,0
1785547058.262,-2.168,-2.186,-1.598,-5.758,0.186,0.246,0.2349,8.776,-0.038,0.607,1.000,-1.0549,-1.0484,-0.519,-0.835,1.297,1.508,-2.000,0.0058,0.942,nan,0.00,1,0.0000,0.522,0,0.147,2,0.851,0,yolo,0
1785547058.293,-1.563,-2.169,-1.644,-6.708,0.169,0.246,0.2442,8.776,-0.038,0.607,1.000,-0.1014,0.0555,-0.536,-0.779,1.307,1.510,-2.000,0.0057,0.940,nan,0.00,1,0.0000,0.522,0,0.147,2,0.851,0,yolo,0
1785547058.324,-1.563,-2.169,-1.644,-6.708,0.169,0.246,0.2442,8.776,-0.038,0.607,1.000,-0.1014,0.0555,-0.536,-0.779,1.307,1.510,-2.000,0.0056,0.940,nan,0.00,1,0.0000,0.515,0,0.140,2,0.811,0,yolo,0
1785547058.351,-0.906,-2.152,-1.638,-6.256,0.152,0.246,0.2468,8.776,-0.038,0.607,1.000,-0.1154,0.1147,-0.550,-0.720,1.316,1.513,-2.000,0.0055,0.937,nan,0.00,1,0.0000,0.515,0,0.140,2,0.811,0,yolo,0
1785547058.386,-0.227,-2.134,-1.664,-7.756,0.243,-0.614,0.2301,8.421,0.090,0.739,1.000,-1.8961,-1.7220,-0.558,-0.653,1.327,1.399,-1.891,0.0055,1.051,nan,0.00,1,0.0000,0.515,0,0.140,2,0.803,0,yolo,0
1785547058.416,0.574,-2.111,-1.626,-6.256,0.243,-0.614,0.2415,8.421,0.090,0.739,1.000,0.1104,0.0737,-0.561,-0.580,1.335,1.401,-1.868,0.0055,1.049,nan,0.00,1,0.0000,0.515,0,0.140,2,0.803,0,yolo,0
1785547058.447,0.574,-2.111,-1.626,-6.133,0.154,-0.614,0.2415,8.421,0.090,0.739,1.000,0.1104,0.0737,-0.561,-0.580,1.335,1.401,-1.956,0.0055,1.049,nan,0.00,1,0.0000,0.412,0,0.140,1,0.773,0,yolo,0
1785547058.478,1.158,-2.094,-1.551,-5.509,0.172,-0.614,0.2449,8.421,0.090,0.739,1.000,0.1131,0.1464,-0.559,-0.507,1.343,1.402,-1.922,0.0055,1.048,nan,0.00,1,0.0000,0.412,0,0.140,1,0.773,0,yolo,0
1785547058.508,1.696,-2.081,-1.483,-7.009,0.440,-1.445,0.2282,8.170,0.206,0.848,1.000,-0.8890,-0.7642,-0.552,-0.446,1.350,1.301,-1.641,0.0055,1.149,nan,0.00,1,0.0000,0.311,0,0.144,0,0.777,0,yolo,0
1785547058.539,2.370,-2.044,-1.380,-6.284,0.417,-1.445,0.2387,8.170,0.206,0.848,1.000,0.1300,0.0717,-0.542,-0.374,1.357,1.304,-1.627,0.0055,1.146,nan,0.00,1,0.0000,0.209,0,0.148,0,0.773,0,yolo,0
1785547058.570,2.370,-2.044,-1.380,-6.284,0.346,-1.445,0.2387,8.170,0.206,0.848,1.000,0.1300,0.0717,-0.542,-0.374,1.357,1.304,-1.699,0.0055,1.146,nan,0.00,1,0.0000,0.209,0,0.148,0,0.773,0,yolo,0
1785547058.604,2.986,-2.010,-1.230,-5.433,0.338,-1.445,0.2418,8.170,0.206,0.848,1.000,0.1452,0.1374,-0.527,-0.309,1.363,1.307,-1.671,0.0055,1.143,nan,0.00,1,0.0000,0.346,0,0.202,0,0.756,0,yolo,0
1785547058.637,3.514,-1.985,-1.100,-6.933,0.608,-2.457,0.2252,8.224,0.353,0.963,1.000,-0.8711,-0.7418,-0.507,-0.244,1.370,1.200,-1.377,0.0055,1.267,nan,0.00,1,0.0000,0.346,0,0.202,0,0.756,0,yolo,0
1785547058.664,4.129,-1.946,-0.928,-6.247,0.575,-2.457,0.2353,8.224,0.353,0.963,1.000,0.1635,0.0670,-0.485,-0.177,1.375,1.200,-1.371,0.0055,1.264,nan,0.00,1,0.0000,0.349,0,0.206,0,0.743,0,yolo,0
1785547058.696,4.687,-1.911,-0.709,-5.315,0.537,-2.457,0.2387,8.224,0.353,0.963,1.000,0.1878,0.1371,-0.461,-0.107,1.379,1.200,-1.373,0.0055,1.262,nan,0.00,1,0.0000,0.349,0,0.207,0,0.764,0,yolo,0
1785547058.728,5.169,-1.880,-0.496,-4.374,0.510,-2.457,0.2419,8.224,0.353,0.963,1.000,0.2176,0.2033,-0.431,-0.041,1.383,1.200,-1.371,0.0055,1.260,nan,0.00,1,0.0000,0.352,0,0.211,0,0.766,0,yolo,0
1785547058.756,5.169,-1.880,-0.496,-5.874,0.458,-3.212,0.2253,7.807,0.438,1.028,1.000,-1.5443,-0.8907,-0.431,-0.041,1.383,1.200,-1.422,0.0055,1.319,nan,0.00,1,0.0000,0.352,0,0.211,0,0.766,0,yolo,0
1785547058.791,5.784,-1.862,-0.207,-5.215,0.462,-3.212,0.2350,7.807,0.438,1.028,1.000,0.2684,0.0837,-0.394,0.043,1.387,1.200,-1.401,0.0055,1.321,nan,0.00,1,0.0000,0.356,0,0.218,0,0.775,0,yolo,0
1785547058.828,6.306,-1.848,0.103,-4.057,0.460,-3.212,0.2390,7.807,0.438,1.028,1.000,0.3083,0.1678,-0.354,0.127,1.391,1.200,-1.388,0.0055,1.322,nan,0.00,1,0.0000,0.356,0,0.218,0,0.775,0,yolo,0
1785547058.853,6.699,-1.835,0.388,-5.557,0.459,-3.923,0.2223,7.881,0.540,1.100,1.000,-0.7334,-0.6431,-0.311,0.200,1.395,1.200,-1.376,0.0055,1.407,nan,0.00,1,0.0000,0.360,0,0.225,0,0.792,0,yolo,0
1785547058.890,6.699,-1.835,0.388,-5.258,0.418,-3.923,0.2289,7.881,0.540,1.100,1.000,0.2449,0.0000,-0.311,0.200,1.395,1.200,-1.417,0.0055,1.407,nan,0.00,1,0.0000,0.224,0,0.186,0,0.851,0,yolo,0
1785547058.917,7.215,-1.832,0.702,-4.056,0.434,-3.923,0.2326,7.881,0.540,1.100,1.000,0.2884,0.0774,-0.268,0.278,1.399,1.200,-1.398,0.0055,1.411,nan,0.00,1,0.0000,0.224,0,0.186,0,0.851,0,yolo,0
1785547058.947,7.597,-1.836,1.047,-2.965,0.454,-3.923,0.2363,7.881,0.540,1.100,1.000,0.3332,0.1573,-0.223,0.358,1.402,1.200,-1.382,0.0055,1.414,nan,0.00,1,0.0000,0.363,0,0.230,0,0.820,0,yolo,0
1785547058.979,7.889,-1.838,1.410,-4.465,0.479,-4.451,0.2197,7.774,0.605,1.138,1.000,-0.7163,-0.4547,-0.172,0.438,1.407,1.200,-1.359,0.0055,1.459,nan,0.00,1,0.0000,0.363,0,0.230,0,0.820,0,yolo,0
1785547059.010,7.889,-1.838,1.410,-3.820,0.441,-4.451,0.2280,7.774,0.605,1.138,1.000,0.2618,0.0000,-0.172,0.438,1.407,1.200,-1.397,0.0055,1.459,nan,0.00,1,0.0000,0.480,0,0.225,0,0.833,0,yolo,0
1785547059.049,8.329,-1.846,1.792,-2.539,0.480,-4.451,0.2321,7.774,0.605,1.138,1.000,0.3145,0.0879,-0.120,0.526,1.411,1.200,-1.367,0.0055,1.464,nan,0.00,1,0.0000,0.480,0,0.225,0,0.833,0,yolo,0
1785547059.087,9.007,-1.879,2.573,-1.039,0.603,-4.451,0.2403,7.774,0.605,1.138,1.000,0.4217,0.2638,-0.012,0.702,1.420,1.200,-1.276,0.0055,1.473,nan,0.00,1,0.0000,0.479,0,0.224,0,0.832,0,yolo,0
1785547059.119,9.010,-1.879,2.578,-2.539,0.552,-4.788,0.2251,7.605,0.637,1.147,1.000,-0.3357,-0.0622,-0.012,0.703,1.420,1.200,-1.328,0.0055,1.481,nan,0.00,1,0.0000,0.477,0,0.222,0,0.835,0,yolo,0
1785547059.155,9.109,-1.882,2.944,-1.039,0.580,-4.788,0.2317,7.605,0.637,1.147,1.000,0.2952,0.0818,0.040,0.785,1.425,1.200,-1.301,0.0055,1.482,nan,0.00,1,0.0000,0.478,0,0.223,0,0.826,0,yolo,0
1785547059.180,9.215,-1.893,3.377,0.086,0.624,-4.788,0.2484,7.605,0.637,1.147,1.000,0.3518,0.1621,0.096,0.865,1.430,1.200,-1.268,0.0055,1.485,nan,0.00,1,0.0000,0.463,0,0.204,0,0.842,0,yolo,0
1785547059.218,9.211,-1.901,3.816,-1.414,0.662,-4.945,0.2651,7.496,0.649,1.144,1.000,-0.1534,0.0277,0.150,0.936,1.436,1.200,-1.238,0.0055,1.481,nan,0.00,1,0.0000,0.463,0,0.204,0,0.848,0,yolo,0
1785547059.260,9.342,-1.906,4.230,0.086,0.691,-4.945,0.2733,7.496,0.649,1.144,1.000,0.2868,0.0559,0.203,0.992,1.442,1.200,-1.215,0.0055,1.483,nan,0.00,1,0.0000,0.588,0,0.213,1,0.842,0,yolo,0
1785547059.292,9.333,-1.909,4.669,1.586,0.721,-4.945,0.2732,7.496,0.649,1.144,1.000,0.3398,0.0988,0.256,1.035,1.448,1.200,-1.187,0.0055,1.483,nan,0.00,1,0.0000,0.465,0,0.206,0,0.845,0,yolo,0
1785547059.332,9.177,-1.908,5.090,0.086,0.745,-5.072,0.2731,7.183,0.638,1.087,1.000,-0.1602,0.7003,0.303,1.062,1.454,1.200,-1.164,0.0055,1.413,nan,0.00,1,0.0000,0.468,0,0.210,0,0.832,0,yolo,0
