t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785731672.003,0.000,-17.800,0.000,0.9521,0,-0.894,15.800,0.636,0.2740,5.824,0.038,-1.551,0.971,0.369,0.894,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,-0.11,1,1,1,1,1,-0.0040,1.000,1,0.524,8,0.095,0,0,yolo,96.9,yolo,0,0,0,0.000,0,-1,0
1785731672.041,-0.004,-17.783,-0.005,0.9522,0,-0.905,15.783,0.197,0.2741,5.845,0.038,-1.556,0.974,0.369,0.900,-0.0001,0.0025,-0.000,-0.000,0.002,0.010,2.147,-2.000,0.0059,0.303,nan,0.22,1,1,1,0,1,0.0076,1.000,1,0.524,8,0.095,0,0,yolo,101.4,yolo,0,0,0,0.000,0,-1,0
1785731672.072,0.001,-16.299,-0.004,0.9598,0,-0.901,14.299,-0.261,0.2760,5.845,0.038,-1.556,0.974,0.369,0.901,-0.0002,-0.0139,-0.000,-0.000,-0.014,0.026,2.200,-2.000,0.0059,0.147,nan,0.68,1,1,1,0,1,0.0236,1.000,1,0.526,8,-0.003,0,0,yolo,101.4,yolo,0,0,0,0.000,0,-1,0
1785731672.102,0.102,-14.351,-0.001,0.9688,0,-0.771,12.799,-0.605,0.2793,5.845,0.038,-1.556,0.974,0.369,0.874,0.0013,-0.0242,0.001,0.001,-0.024,0.049,2.200,-2.000,0.0059,-0.059,nan,1.02,1,1,1,0,1,0.0357,1.000,1,0.526,8,-0.003,0,0,yolo,101.4,yolo,0,0,0,0.000,0,-1,0
1785731672.132,0.219,-13.132,0.041,0.9738,0,0.729,11.299,-1.052,0.2960,6.512,-0.013,-1.677,1.000,-0.116,-2.874,0.4137,0.7114,0.003,0.039,-0.034,0.076,2.200,-2.000,0.0059,-0.154,nan,1.17,1,1,1,1,1,0.0408,1.000,1,0.525,8,-0.020,0,0,yolo,101.6,yolo,0,0,0,0.000,0,-1,0
1785731672.163,0.219,-13.132,0.041,0.9738,0,0.375,11.132,-1.107,0.2820,6.512,-0.013,-1.677,1.000,-0.116,-0.156,-0.0357,0.0000,0.003,0.003,-0.034,0.076,2.200,-2.000,0.0060,-0.154,nan,1.22,1,1,1,0,1,0.0427,1.000,1,0.583,9,-0.021,0,0,yolo,101.6,yolo,0,0,0,0.000,0,-1,0
1785731672.194,0.129,-11.995,0.136,0.9782,0,0.312,9.995,-0.727,0.2839,6.512,-0.013,-1.677,1.000,-0.116,-0.184,-0.0342,-0.0194,0.005,0.005,-0.054,0.119,2.163,-2.000,0.0060,-0.287,nan,0.84,1,1,1,0,1,0.0294,1.000,1,0.529,8,0.068,0,0,yolo,101.6,yolo,0,0,0,0.000,0,-1,0
1785731672.226,0.038,-10.900,0.230,0.9820,0,1.812,8.900,-0.325,0.3006,6.752,-0.027,-1.766,1.000,-0.233,-1.877,0.1377,1.7032,0.006,0.048,-0.083,0.173,1.992,-2.000,0.0060,-0.458,nan,0.56,1,1,1,1,1,0.0195,1.000,1,0.529,8,0.068,0,0,yolo,99.1,yolo,0,0,0,0.000,0,-1,0
1785731672.259,-0.104,-10.048,0.279,0.9847,0,0.336,8.048,-0.117,0.2897,6.752,-0.027,-1.766,1.000,-0.233,-0.441,-0.0422,-0.0369,0.005,0.005,-0.120,0.232,1.889,-2.000,0.0061,-0.561,nan,0.35,1,1,1,0,1,0.0122,1.000,1,0.444,7,0.129,0,0,yolo,99.1,yolo,0,0,0,0.000,0,-1,0
1785731672.291,-0.126,-9.278,0.273,0.9869,0,0.300,7.278,0.039,0.2899,6.752,-0.027,-1.766,1.000,-0.233,-0.426,-0.0430,-0.0823,0.005,0.005,-0.165,0.288,1.796,-2.000,0.0062,-0.654,nan,0.19,1,1,1,0,1,0.0068,1.000,1,0.444,7,0.129,0,0,yolo,99.1,yolo,0,0,0,0.000,0,-1,0
