t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617567.322,0.000,-17.800,0.000,0.9521,0,-2.082,15.800,-1.343,0.2752,5.990,0.087,-1.645,0.998,0.833,2.082,-0.0000,-0.0000,-0.000,-0.000,0.000,-0.000,2.185,-2.000,0.0060,0.265,nan,0.56,1,1,1,0.0196,1.000,1,0.522,8,0.009,0,0,yolo,100.1,yolo,0,0,0,0.000,0,-1,0
1785617567.354,0.003,-17.784,0.006,0.9522,0,-2.084,15.784,-1.447,0.2753,5.990,0.087,-1.645,0.998,0.833,2.086,-0.0002,0.0030,-0.000,-0.000,0.003,0.011,2.187,-2.000,0.0059,0.263,nan,0.67,1,1,1,0.0233,1.000,1,0.522,8,0.013,0,0,yolo,100.1,yolo,0,0,0,0.000,0,-1,0
1785617567.390,0.006,-16.512,0.007,0.9588,0,-2.076,14.512,-1.522,0.2771,5.990,0.087,-1.645,0.998,0.833,2.082,0.0000,-0.0119,-0.000,-0.000,-0.012,0.027,2.200,-2.000,0.0059,0.125,nan,0.74,1,1,1,0.0259,1.000,1,0.521,8,0.016,0,0,yolo,100.1,yolo,0,0,0,0.000,0,-1,0
1785617567.421,0.201,-14.639,0.107,0.9675,0,-0.885,13.012,-1.186,0.2937,5.933,0.076,-1.612,0.989,0.737,1.086,0.0993,1.8560,0.003,0.017,-0.025,0.050,2.200,-2.000,0.0059,-0.060,nan,0.79,1,1,1,0.0277,1.000,1,0.524,8,0.023,0,0,yolo,105.3,yolo,0,0,0,0.000,0,-1,0
1785617567.454,0.201,-14.639,0.107,0.9675,0,-1.641,12.639,-1.630,0.2809,5.933,0.076,-1.612,0.989,0.737,1.842,-0.0138,0.0000,0.003,0.003,-0.025,0.050,2.200,-2.000,0.0059,-0.060,nan,1.24,1,1,1,0.0432,1.000,1,0.523,8,0.033,0,0,yolo,105.3,yolo,0,0,0,0.000,0,-1,0
1785617567.494,0.496,-12.010,0.441,0.9781,0,-1.162,11.139,-0.727,0.2847,5.933,0.076,-1.612,0.989,0.737,1.657,-0.0042,-0.0401,0.013,0.013,-0.065,0.121,2.108,-2.000,0.0060,-0.342,nan,0.34,1,1,1,0.0117,1.000,1,0.518,8,0.099,0,0,yolo,105.3,yolo,0,0,0,0.000,0,-1,0
1785617567.525,0.614,-10.964,0.520,0.9817,0,-0.371,9.639,0.248,0.3013,5.893,0.066,-1.590,0.982,0.642,0.985,0.0979,0.9787,0.019,0.008,-0.094,0.170,2.010,-2.000,0.0060,-0.440,nan,-0.34,1,1,1,-0.0119,1.000,1,0.518,8,0.099,0,0,yolo,99.6,yolo,0,0,0,0.000,0,-1,0
1785617567.561,0.710,-9.984,0.575,0.9848,0,-0.432,8.139,-0.088,0.2895,5.893,0.066,-1.590,0.982,0.642,1.142,0.0168,-0.0277,0.024,0.024,-0.122,0.225,1.906,-2.000,0.0061,-0.544,nan,-0.01,1,1,1,-0.0002,1.000,1,0.368,6,0.191,0,0,yolo,99.6,yolo,0,0,0,0.000,0,-1,0
1785617567.588,0.711,-9.971,0.575,0.9848,0,-0.430,7.971,-0.088,0.2896,5.893,0.066,-1.590,0.982,0.642,1.141,0.0169,-0.0283,0.025,0.025,-0.122,0.226,1.905,-2.000,0.0061,-0.545,nan,-0.01,1,1,1,-0.0002,1.000,1,0.368,6,0.191,0,0,yolo,99.6,yolo,0,0,0,0.000,0,-1,0
1785617567.625,0.775,-9.148,0.559,0.9872,0,-0.587,7.148,-0.419,0.3063,5.908,0.066,-1.553,0.985,0.642,1.361,-0.0002,0.3567,0.030,0.015,-0.167,0.282,1.858,-2.000,0.0062,-0.592,nan,0.25,1,1,1,0.0086,1.000,1,0.368,6,0.191,2,0,yolo,91.2,yolo,0,0,0,0.000,0,-1,0
