t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617301.420,0.000,-17.800,0.000,0.9521,0,-0.447,15.800,-0.309,0.2740,5.822,0.019,-1.550,0.970,0.184,0.447,-0.0000,-0.0000,0.000,0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.02,1,1,1,0.0357,1.000,1,0.526,8,0.030,0,0,yolo,89.4,yolo,0,0,0,0.000,0,-1,0
1785617301.453,-0.001,-17.786,-0.006,0.9522,0,-1.353,15.786,-1.082,0.2740,5.830,0.056,-1.552,0.972,0.554,1.352,-0.0004,0.0015,-0.000,-0.000,0.002,0.006,2.147,-2.000,0.0059,0.303,nan,1.40,1,1,1,0.0487,1.000,1,0.526,8,0.030,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617301.484,0.002,-16.877,-0.004,0.9569,0,-1.355,14.877,-1.368,0.2749,5.830,0.056,-1.552,0.972,0.554,1.357,-0.0006,-0.0142,-0.001,-0.001,-0.014,0.017,2.200,-2.000,0.0059,0.207,nan,1.68,1,1,1,0.0587,1.000,1,0.526,8,0.039,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617301.516,-0.002,-15.113,-0.002,0.9654,0,-1.363,13.377,-2.162,0.2776,5.830,0.056,-1.552,0.972,0.554,1.361,-0.0009,-0.0277,-0.001,-0.001,-0.028,0.036,2.200,-2.000,0.0059,0.021,nan,2.48,1,1,1,0.0864,1.000,1,0.373,6,0.036,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617301.547,0.044,-13.308,0.022,0.9731,0,-2.863,11.877,-3.107,0.2943,5.831,0.076,-1.553,0.972,0.748,3.177,-0.1973,1.9000,-0.001,-0.028,-0.039,0.057,2.200,-2.000,0.0059,-0.169,nan,3.23,1,1,1,0.1126,1.000,1,0.368,6,0.157,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.578,0.225,-12.251,0.302,0.9772,0,-1.445,10.377,-3.670,0.2839,5.831,0.076,-1.553,0.972,0.748,1.670,0.0286,-0.0194,0.001,0.001,-0.059,0.109,2.170,-2.000,0.0060,-0.280,nan,3.79,1,1,1,0.1323,1.000,1,0.368,6,0.157,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.609,0.302,-11.245,0.601,0.9808,0,-1.337,9.245,-3.499,0.2854,5.831,0.076,-1.553,0.972,0.748,1.638,0.0302,-0.0360,0.002,0.002,-0.075,0.169,2.065,-2.000,0.0060,-0.385,nan,3.62,1,1,1,0.1263,1.000,1,0.364,6,0.162,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.640,0.302,-11.245,0.601,0.9808,0,-1.337,9.245,-2.627,0.2855,5.831,0.076,-1.553,0.972,0.748,1.638,0.0302,-0.0360,0.002,0.002,-0.075,0.169,2.065,-2.000,0.0060,-0.385,nan,2.75,1,1,1,0.0959,1.000,1,0.437,7,0.065,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.671,0.369,-10.324,0.896,0.9838,0,-1.232,8.324,-1.621,0.2865,5.831,0.076,-1.553,0.972,0.748,1.601,0.0322,-0.0591,0.004,0.004,-0.098,0.229,1.968,-2.000,0.0061,-0.482,nan,1.74,1,1,1,0.0607,1.000,1,0.503,8,0.166,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.703,0.471,-9.315,1.146,0.9868,0,-1.079,7.315,-1.714,0.2874,5.831,0.076,-1.553,0.972,0.748,1.550,0.0348,-0.0931,0.007,0.007,-0.132,0.290,1.862,-2.000,0.0061,-0.588,nan,1.83,1,1,1,0.0640,1.000,1,0.449,7,0.168,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.733,0.565,-8.498,1.302,0.9890,0,-0.915,6.498,-1.268,0.2874,5.831,0.076,-1.553,0.972,0.748,1.480,0.0385,-0.1375,0.010,0.010,-0.177,0.348,1.777,-2.000,0.0062,-0.673,nan,1.39,1,1,1,0.0484,1.000,1,0.449,7,0.151,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.764,0.646,-7.794,1.409,0.9907,0,-0.757,5.794,-1.266,0.2872,5.831,0.076,-1.553,0.972,0.748,1.403,0.0425,-0.1818,0.014,0.014,-0.221,0.399,1.703,-2.000,0.0063,-0.747,nan,1.39,1,1,1,0.0483,1.000,1,0.453,7,0.136,0,0,yolo,94.5,yolo,0,0,0,0.000,0,-1,0
1785617301.801,0.646,-7.794,1.409,0.9907,0,0.743,5.794,-0.901,0.2945,10.373,-0.087,-2.138,1.000,-0.483,-1.327,-0.0000,-0.0000,0.014,0.014,-0.221,0.399,1.737,-2.000,0.0064,-0.713,nan,1.38,1,1,1,0.0483,1.000,1,0.453,7,0.136,1,0,yolo,89.7,yolo,0,0,0,0.000,0,-1,0
1785617301.844,0.525,-6.972,1.517,0.9926,0,1.894,4.972,-1.134,0.2986,10.373,-0.087,-2.138,1.000,-0.483,-1.368,-0.0000,-0.0000,0.019,0.019,-0.285,0.459,1.586,-2.000,0.0064,-0.864,nan,1.62,1,1,1,0.0564,1.000,1,0.452,7,0.151,0,0,yolo,89.7,yolo,0,0,0,0.000,0,-1,0
1785617301.875,0.251,-6.204,1.668,0.9941,0,1.643,4.204,-0.728,0.3024,10.373,-0.087,-2.138,1.000,-0.483,-1.392,-0.0000,-0.0000,0.022,0.022,-0.363,0.516,1.445,-2.000,0.0064,-1.005,nan,1.21,1,1,1,0.0423,0.929,1,0.429,6,0.214,0,0,yolo,89.7,yolo,0,0,0,0.000,0,-1,0
1785617301.912,0.251,-6.204,1.668,0.9941,0,3.143,4.204,-0.065,0.2857,9.914,-0.146,-1.910,1.000,-0.842,-5.346,0.6210,-1.7757,0.022,0.016,-0.363,0.516,1.622,-2.000,0.0065,-0.828,nan,0.91,1,1,1,0.0316,0.929,1,0.429,6,0.214,2,0,yolo,86.2,yolo,0,0,0,0.000,0,-1,0
1785617301.938,0.062,-5.636,1.779,0.9952,0,2.402,3.636,-0.292,0.2967,9.914,-0.146,-1.910,1.000,-0.842,-2.340,0.0072,-0.0707,0.023,0.023,-0.433,0.560,1.523,-2.000,0.0066,-0.927,nan,1.13,1,1,1,0.0396,1.000,1,0.377,6,0.238,0,0,yolo,86.2,yolo,0,0,0,0.000,0,-1,0
1785617301.970,-0.184,-5.221,1.801,0.9958,0,0.902,3.221,-0.590,0.2800,8.926,-0.086,-1.488,1.000,-0.553,3.051,-0.6751,-2.0000,0.023,-0.110,-0.509,0.596,1.781,-2.000,0.0067,-0.669,nan,1.14,1,1,1,0.0399,1.000,1,0.362,6,0.254,0,0,yolo,86.7,yolo,0,0,0,0.000,0,-1,0
1785617302.002,-0.254,-4.877,1.834,0.9964,0,1.978,2.877,-0.468,0.2909,8.926,-0.086,-1.488,1.000,-0.553,-2.232,0.1304,-0.0578,0.021,0.021,-0.567,0.628,1.727,-2.000,0.0068,-0.723,nan,1.02,1,1,1,0.0356,1.000,1,0.362,6,0.254,0,0,yolo,86.7,yolo,0,0,0,0.000,0,-1,0
1785617302.034,-0.313,-4.549,1.872,0.9968,0,1.884,2.549,-0.463,0.2906,8.926,-0.086,-1.488,1.000,-0.553,-2.197,0.1280,-0.0986,0.018,0.018,-0.607,0.659,1.675,-2.000,0.0068,-0.775,nan,1.02,1,1,1,0.0355,1.000,1,0.359,6,0.267,0,0,yolo,86.7,yolo,0,0,0,0.000,0,-1,0
1785617302.065,-0.316,-4.545,1.873,0.9968,0,3.384,2.545,-0.058,0.3072,9.414,-0.157,-1.591,1.000,-0.953,-7.764,0.9874,0.9587,0.018,0.049,-0.608,0.659,1.611,-2.000,0.0069,-0.839,nan,1.01,1,1,1,0.0353,1.000,1,0.359,6,0.267,0,0,yolo,87.8,yolo,0,0,0,0.000,0,-1,0
1785617302.095,-0.636,-4.279,1.886,0.9972,0,1.884,2.279,-0.172,0.2968,9.414,-0.157,-1.591,1.000,-0.953,-2.379,-0.0317,-0.0335,0.017,0.017,-0.641,0.687,1.568,-2.000,0.0070,-0.882,nan,1.13,1,1,1,0.0393,1.000,1,0.364,6,0.291,0,0,yolo,87.8,yolo,0,0,0,0.000,0,-1,0
1785617302.130,-0.799,-4.025,1.883,0.9974,0,1.519,2.025,-0.257,0.2964,9.414,-0.157,-1.591,1.000,-0.953,-2.318,-0.0360,-0.0700,0.013,0.013,-0.678,0.716,1.526,-2.000,0.0071,-0.924,nan,1.21,1,1,1,0.0422,1.000,1,0.364,6,0.291,3,0,yolo,87.8,yolo,0,0,0,0.000,0,-1,0
1785617302.158,-0.946,-3.798,1.903,0.9977,0,3.019,1.798,-0.323,0.3086,9.768,-0.206,-1.602,1.000,-1.211,-5.262,0.3290,0.1826,0.007,0.067,-0.729,0.742,1.502,-2.000,0.0072,-0.948,nan,1.53,1,1,1,0.0536,1.000,1,0.300,5,0.493,0,0,yolo,86.0,yolo,0,0,0,0.000,0,-1,0
