t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785465583.674,0.269,-9.338,0.645,-0.065,7.338,-0.742,0.2909,6.707,0.023,-1.817,1.000,0.0081,-0.0954,0.008,-0.164,0.297,1.746,-2.000,0.0062,-0.704,nan,0.55,1,0.0192,1.000,1,0.516,8,0.083,0,yolo,0
1785465583.701,0.269,-9.327,0.646,-0.065,7.327,-0.656,0.2910,6.707,0.023,-1.817,1.000,0.0081,-0.0961,0.008,-0.165,0.298,1.744,-2.000,0.0063,-0.706,nan,0.46,1,0.0162,1.000,1,0.441,7,0.154,0,yolo,0
1785465583.747,0.274,-8.584,0.699,-1.565,6.584,-0.868,0.2814,6.903,0.056,-1.720,1.000,-0.2499,-0.2698,0.010,-0.222,0.351,1.780,-2.000,0.0063,-0.670,nan,0.40,1,0.0139,1.000,1,0.441,7,0.154,0,yolo,0
1785465583.774,0.275,-7.766,0.763,-0.539,5.766,-0.753,0.2933,6.903,0.056,-1.720,1.000,0.0430,-0.0640,0.012,-0.286,0.406,1.679,-2.000,0.0064,-0.771,nan,0.28,1,0.0099,1.000,1,0.458,7,0.171,0,yolo,0
1785465583.808,0.329,-7.130,0.835,-0.459,5.130,-0.668,0.2925,6.903,0.056,-1.720,1.000,0.0445,-0.1262,0.013,-0.348,0.456,1.601,-2.000,0.0065,-0.849,nan,0.20,1,0.0069,1.000,1,0.458,7,0.171,0,yolo,0
1785465583.835,0.369,-6.535,0.904,1.041,4.535,-0.050,0.2759,6.872,-0.013,-1.494,1.000,0.6974,-1.4697,0.015,-0.410,0.503,1.748,-2.000,0.0066,-0.702,nan,0.16,1,0.0057,1.000,1,0.377,6,0.228,0,yolo,0
1785465583.873,0.369,-6.535,0.904,0.627,4.535,-0.023,0.2925,6.872,-0.013,-1.494,1.000,-0.0421,0.0000,0.015,-0.410,0.503,1.748,-2.000,0.0066,-0.702,nan,0.14,1,0.0047,1.000,1,0.377,6,0.228,0,yolo,0
1785465583.899,0.243,-5.996,0.917,0.551,3.996,-0.588,0.2932,6.872,-0.013,-1.494,1.000,-0.0393,-0.0481,0.018,-0.458,0.548,1.682,-2.000,0.0067,-0.768,nan,0.70,1,0.0245,1.000,1,0.373,6,0.244,0,yolo,0
1785465583.935,0.195,-5.534,0.952,1.920,3.534,-0.910,0.2765,6.545,-0.025,-1.157,1.000,0.1167,-2.0000,0.019,-0.504,0.588,1.929,-2.000,0.0068,-0.521,nan,1.13,1,0.0393,1.000,1,0.373,6,0.244,0,yolo,0
1785465583.975,0.005,-5.162,1.036,0.677,3.162,-0.451,0.2874,6.545,-0.025,-1.157,1.000,-0.0259,-0.0333,0.020,-0.537,0.622,1.886,-2.000,0.0068,-0.564,nan,0.67,1,0.0233,1.000,1,0.364,6,0.275,0,yolo,0
1785465584.006,-0.055,-4.830,1.096,0.604,2.830,-0.304,0.2871,6.545,-0.025,-1.157,1.000,-0.0266,-0.0627,0.019,-0.567,0.654,1.848,-2.000,0.0069,-0.602,nan,0.52,1,0.0181,1.000,1,0.364,6,0.275,0,yolo,0
1785465584.038,-0.105,-4.539,1.111,0.541,2.539,-0.237,0.2869,6.545,-0.025,-1.157,1.000,-0.0273,-0.0885,0.019,-0.592,0.683,1.814,-2.000,0.0069,-0.636,nan,0.45,1,0.0158,1.000,1,0.362,6,0.290,0,yolo,0
1785465584.074,-0.105,-4.539,1.111,0.541,2.539,-0.237,0.2870,6.545,-0.025,-1.157,1.000,-0.0273,-0.0885,0.019,-0.592,0.683,1.814,-2.000,0.0070,-0.636,nan,0.45,1,0.0158,1.000,1,0.362,6,0.290,0,yolo,0
1785465584.100,-0.160,-4.256,1.126,0.467,2.256,-0.420,0.2862,6.545,-0.025,-1.157,1.000,-0.0284,-0.1278,0.018,-0.632,0.712,1.782,-2.000,0.0071,-0.668,nan,0.63,1,0.0221,1.000,1,0.303,5,0.483,0,yolo,0
1785465584.135,-0.211,-3.987,1.165,0.381,1.987,-0.557,0.2852,6.545,-0.025,-1.157,1.000,-0.0303,-0.1687,0.016,-0.673,0.742,1.751,-2.000,0.0071,-0.699,nan,0.77,1,0.0269,1.000,1,0.303,5,0.483,0,yolo,0
1785465584.161,-0.247,-3.791,1.210,0.309,1.791,-0.842,0.2841,6.545,-0.025,-1.157,1.000,-0.0323,-0.2079,0.014,-0.712,0.765,1.728,-2.000,0.0072,-0.722,nan,1.06,1,0.0369,1.000,1,0.293,5,0.509,0,yolo,0
1785465584.196,-0.247,-3.791,1.210,1.809,1.791,-0.381,0.2964,10.425,-0.162,-1.508,1.000,-0.0000,-0.0000,0.014,-0.712,0.765,1.635,-2.000,0.0073,-0.815,nan,1.27,1,0.0444,1.000,1,0.293,5,0.509,0,yolo,0
1785465584.223,-0.280,-3.606,1.275,2.026,1.606,-1.065,0.2956,10.425,-0.162,-1.508,1.000,-0.0025,-0.0398,0.011,-0.752,0.788,1.602,-2.000,0.0074,-0.848,nan,1.96,1,0.0682,1.000,1,0.290,5,0.523,0,yolo,0
1785465584.257,-0.475,-3.441,1.362,1.807,1.441,-1.578,0.2947,10.425,-0.162,-1.508,1.000,-0.0044,-0.0807,0.009,-0.793,0.809,1.572,-2.000,0.0075,-0.878,nan,2.47,1,0.0862,1.000,1,0.290,5,0.523,0,yolo,0
1785465584.286,-0.642,-3.296,1.480,0.849,1.296,-2.259,0.2780,10.399,-0.153,-1.423,1.000,-0.1330,-0.8603,0.006,-0.835,0.828,1.629,-2.000,0.0075,-0.821,nan,3.10,1,0.1082,1.000,1,0.284,5,0.550,0,yolo,0
1785465584.316,-0.721,-3.161,1.662,1.337,1.161,-3.759,0.2947,10.399,-0.153,-1.423,1.000,-0.0073,-0.0368,-0.001,-0.872,0.848,1.605,-2.000,0.0076,-0.845,nan,4.93,1,0.1723,1.000,1,0.286,5,0.557,0,yolo,0
1785465584.347,-0.721,-3.161,1.662,-0.163,1.161,-5.171,0.2780,10.315,-0.141,-1.288,1.000,-0.3121,-2.0000,-0.001,-0.872,0.848,1.735,-2.000,0.0077,-0.715,nan,5.95,1,0.2079,1.000,1,0.286,5,0.557,0,yolo,0
1785465584.381,-0.869,-3.031,1.977,1.195,1.031,-4.991,0.2925,10.315,-0.141,-1.288,1.000,0.0376,-0.0409,-0.010,-0.913,0.867,1.712,-2.000,0.0078,-0.738,nan,5.77,1,0.2016,1.000,1,0.282,5,0.567,0,yolo,0
1785465584.409,-1.009,-2.910,2.438,0.885,0.910,-3.491,0.2911,10.315,-0.141,-1.288,1.000,0.0250,-0.0870,-0.023,-0.959,0.886,1.690,-2.000,0.0078,-0.760,nan,0.00,1,0.0000,0.965,0,0.228,4,0.587,0,yolo,0
1785465584.446,-1.106,-2.809,2.783,1.499,0.809,-1.991,0.2745,10.523,-0.161,-1.208,1.000,0.1307,-0.5449,-0.034,-1.002,0.902,1.763,-2.000,0.0079,-0.687,nan,0.00,1,0.0000,0.959,0,0.224,4,0.603,0,yolo,0
1785465584.472,-1.247,-2.726,2.936,0.537,0.726,-0.491,0.2911,10.523,-0.161,-1.208,1.000,-0.0128,-0.0281,-0.043,-1.031,0.917,1.748,-2.000,0.0080,-0.702,nan,0.00,1,0.0000,0.955,0,0.222,4,0.700,0,yolo,0
1785465584.503,-1.370,-2.646,3.038,0.302,0.646,0.878,0.2914,10.523,-0.161,-1.208,1.000,-0.0212,-0.0569,-0.051,-1.059,0.932,1.734,-2.000,0.0081,-0.716,nan,0.00,1,0.0000,0.955,0,0.222,4,0.700,0,yolo,0
1785465584.534,-1.371,-2.645,3.039,1.036,0.645,0.918,0.2747,10.388,-0.166,-1.087,1.000,0.0715,-1.1389,-0.051,-1.060,0.932,1.848,-2.000,0.0081,-0.602,nan,0.00,1,0.0000,0.954,0,0.221,4,0.757,0,yolo,0
1785465584.564,-1.463,-2.580,2.960,0.209,0.580,0.918,0.2902,10.388,-0.166,-1.087,1.000,-0.0284,-0.0169,-0.058,-1.077,0.947,1.836,-2.000,0.0082,-0.614,nan,0.00,1,0.0000,0.954,0,0.221,4,0.757,0,yolo,0
1785465584.596,-1.477,-2.518,2.849,0.083,0.518,0.918,0.2899,10.388,-0.166,-1.087,1.000,-0.0369,-0.0320,-0.067,-1.092,0.963,1.825,-2.000,0.0082,-0.625,nan,0.00,1,0.0000,0.952,0,0.220,4,0.756,0,yolo,0
1785465584.625,-1.477,-2.518,2.849,1.583,0.518,1.100,0.2733,10.216,-0.196,-0.956,1.000,0.9745,-2.0000,-0.067,-1.092,0.963,1.949,-2.000,0.0083,-0.501,nan,0.00,1,0.0000,0.952,0,0.220,4,0.756,0,yolo,0
1785465584.657,-1.484,-2.460,2.767,0.083,0.460,1.100,0.2868,10.216,-0.196,-0.956,1.000,-0.1619,-0.0287,-0.076,-1.120,0.978,1.938,-2.000,0.0083,-0.512,nan,0.00,1,0.0000,0.947,0,0.217,4,0.721,0,yolo,0
1785465584.688,-1.493,-2.411,2.676,-0.313,0.411,1.100,0.2855,10.216,-0.196,-0.956,1.000,-0.1708,-0.0630,-0.085,-1.155,0.993,1.930,-2.000,0.0084,-0.520,nan,0.00,1,0.0000,0.947,0,0.217,4,0.721,0,yolo,0
1785465584.720,-1.459,-2.370,2.574,1.187,0.370,1.601,0.2689,10.047,-0.281,-0.814,1.000,0.6583,-0.9713,-0.094,-1.186,1.006,2.059,-2.000,0.0084,-0.391,nan,0.00,1,0.0000,0.955,0,0.222,4,0.692,0,yolo,0
1785465584.755,-1.583,-2.333,2.438,0.493,0.333,1.601,0.2728,10.047,-0.281,-0.814,1.000,-0.2141,-0.0259,-0.100,-1.212,1.019,2.053,-2.000,0.0085,-0.397,nan,0.00,1,0.0000,0.955,0,0.222,4,0.692,0,yolo,0
1785465584.782,-1.583,-2.333,2.438,0.493,0.333,1.601,0.2728,10.047,-0.281,-0.814,1.000,-0.2141,-0.0259,-0.100,-1.212,1.019,2.053,-2.000,0.0085,-0.397,nan,0.00,1,0.0000,0.949,0,0.218,4,0.668,0,yolo,0
1785465584.816,-1.620,-2.299,2.276,0.343,0.299,1.601,0.2729,10.047,-0.281,-0.814,1.000,-0.2224,-0.0418,-0.108,-1.228,1.033,2.047,-2.000,0.0086,-0.403,nan,0.00,1,0.0000,0.949,0,0.218,4,0.668,0,yolo,0
1785465584.859,-1.647,-2.270,2.136,1.843,0.270,1.881,0.2729,9.935,-0.326,-0.928,1.000,0.3642,0.9077,-0.117,-1.233,1.046,1.926,-2.000,0.0086,-0.524,nan,0.00,1,0.0000,0.943,0,0.214,4,0.670,0,yolo,0
1785465584.889,-1.821,-2.247,1.983,0.771,0.247,1.881,0.2730,9.935,-0.326,-0.928,1.000,-0.2107,0.0023,-0.122,-1.231,1.058,1.923,-2.000,0.0087,-0.527,nan,0.00,1,0.0000,0.818,0,0.209,3,0.690,0,yolo,0
1785465584.916,-1.884,-2.226,1.813,0.594,0.226,1.881,0.2731,9.935,-0.326,-0.928,1.000,-0.2192,0.0099,-0.131,-1.223,1.070,1.920,-2.000,0.0087,-0.530,nan,0.00,1,0.0000,0.929,0,0.205,4,0.708,0,yolo,0
1785465584.944,-1.884,-2.226,1.813,2.094,0.226,1.949,0.2564,9.739,-0.331,-0.682,1.000,0.1744,-2.0000,-0.131,-1.223,1.070,2.158,-2.000,0.0087,-0.292,nan,0.00,1,0.0000,0.929,0,0.205,4,0.708,0,yolo,0
1785465584.970,-2.108,-2.206,1.627,0.677,0.206,1.949,0.2731,9.739,-0.331,-0.682,1.000,-0.1739,0.0140,-0.138,-1.209,1.083,2.156,-2.000,0.0088,-0.294,nan,0.00,1,0.0000,0.808,0,0.202,3,0.737,0,yolo,0
1785465584.998,-2.108,-2.206,1.627,0.677,0.206,1.949,0.2732,9.739,-0.331,-0.682,1.000,-0.1739,0.0140,-0.138,-1.209,1.083,2.156,-2.000,0.0088,-0.294,nan,0.00,1,0.0000,0.808,0,0.202,3,0.737,0,yolo,0
1785465585.029,-2.159,-2.190,1.451,2.177,0.190,1.936,0.2565,9.469,-0.320,-0.148,1.000,-0.0222,-2.0000,-0.149,-1.199,1.095,2.200,-2.000,0.0088,0.226,nan,0.00,1,0.0000,0.808,0,0.202,3,0.737,0,yolo,0
1785465585.060,-2.356,-2.176,1.275,0.677,0.176,1.936,0.2672,9.469,-0.320,-0.148,1.000,-0.1273,0.0180,-0.159,-1.181,1.107,2.200,-2.000,0.0088,0.225,nan,0.00,1,0.0000,0.580,0,0.205,1,0.732,0,yolo,0
1785465585.091,-2.412,-2.164,1.094,0.162,0.164,1.936,0.2682,9.469,-0.320,-0.148,1.000,-0.1407,0.0393,-0.172,-1.159,1.119,2.200,-2.000,0.0087,0.223,nan,0.00,1,0.0000,0.293,0,0.113,0,0.581,0,yolo,0
1785465585.123,-2.418,-2.153,0.921,-0.583,0.153,1.756,0.2516,9.399,-0.288,-0.092,1.000,-0.2947,-0.5025,-0.186,-1.137,1.130,2.177,-2.000,0.0087,0.273,nan,0.00,1,0.0000,0.612,0,0.135,3,0.618,0,yolo,0
1785465585.154,-2.418,-2.153,0.921,-0.065,0.153,1.756,0.2649,9.399,-0.288,-0.092,1.000,-0.0675,0.0000,-0.186,-1.137,1.130,2.177,-2.000,0.0087,0.273,nan,0.00,1,0.0000,0.612,0,0.135,3,0.618,0,yolo,0
1785465585.189,-2.408,-2.143,0.746,-0.276,0.143,1.756,0.2655,9.399,-0.288,-0.092,1.000,-0.0831,0.0135,-0.202,-1.123,1.142,2.179,-2.000,0.0086,0.271,nan,0.00,1,0.0000,0.301,0,0.126,0,0.586,0,yolo,0
1785465585.217,-2.376,-2.133,0.585,-0.456,0.133,1.756,0.2662,9.399,-0.288,-0.092,1.000,-0.0981,0.0280,-0.217,-1.109,1.154,2.181,-2.000,0.0086,0.269,nan,0.00,1,0.0000,0.301,0,0.127,0,0.593,0,yolo,0
1785465585.254,-2.376,-2.133,0.585,-0.456,0.133,1.756,0.2662,9.399,-0.288,-0.092,1.000,-0.0981,0.0280,-0.217,-1.109,1.154,2.181,-2.000,0.0086,0.269,nan,0.00,1,0.0000,0.301,0,0.127,0,0.593,0,yolo,0
1785465585.281,-2.328,-2.125,0.425,-1.478,0.125,1.465,0.2495,9.149,-0.234,-0.006,1.000,-0.3482,-0.5465,-0.231,-1.102,1.165,2.108,-2.000,0.0086,0.342,nan,0.00,1,0.0000,0.302,0,0.129,0,0.590,0,yolo,0
1785465585.317,-2.161,-2.117,0.280,-1.486,0.117,1.465,0.2637,9.149,-0.234,-0.006,1.000,-0.1331,0.0222,-0.247,-1.079,1.177,2.110,-2.000,0.0085,0.340,nan,0.00,1,0.0000,0.565,0,0.190,1,0.670,0,yolo,0
1785465585.344,-2.010,-2.109,0.150,-1.544,0.109,1.465,0.2648,9.149,-0.234,-0.006,1.000,-0.1477,0.0466,-0.262,-1.055,1.188,2.112,-2.000,0.0085,0.338,nan,0.00,1,0.0000,0.568,0,0.193,1,0.704,0,yolo,0
1785465585.370,-2.010,-2.109,0.150,-1.544,0.109,1.465,0.2647,9.149,-0.234,-0.006,1.000,-0.1477,0.0466,-0.262,-1.055,1.188,2.112,-2.000,0.0085,0.338,nan,0.00,1,0.0000,0.568,0,0.193,1,0.704,0,yolo,0
1785465585.406,-1.858,-2.101,0.019,-1.574,0.101,1.465,0.2658,9.149,-0.234,-0.006,1.000,-0.1603,0.0701,-0.275,-1.032,1.199,2.113,-2.000,0.0084,0.337,nan,0.00,1,0.0000,0.457,0,0.196,0,0.784,0,yolo,0
1785465585.436,-1.693,-2.095,-0.120,-1.581,0.095,1.465,0.2669,9.149,-0.234,-0.006,1.000,-0.1722,0.0945,-0.286,-1.007,1.210,2.115,-2.000,0.0084,0.335,nan,0.00,1,0.0000,0.457,0,0.196,0,0.784,0,yolo,0
1785465585.468,-1.526,-2.088,-0.258,-1.567,0.088,1.465,0.2680,9.149,-0.234,-0.006,1.000,-0.1829,0.1186,-0.297,-0.983,1.221,2.117,-2.000,0.0084,0.333,nan,0.00,1,0.0000,0.458,0,0.197,0,0.800,0,yolo,0
1785465585.498,-1.526,-2.088,-0.258,-1.567,0.088,1.465,0.2679,9.149,-0.234,-0.006,1.000,-0.1829,0.1186,-0.297,-0.983,1.221,2.117,-2.000,0.0083,0.333,nan,0.00,1,0.0000,0.458,0,0.197,0,0.800,0,yolo,0
1785465585.524,-1.367,-2.082,-0.389,-3.067,0.082,-0.035,0.2513,8.160,0.170,0.553,1.000,-0.0000,-0.0000,-0.306,-0.975,1.231,1.605,-2.000,0.0082,0.845,nan,0.00,1,0.0000,0.318,0,0.156,0,0.806,0,yolo,0
1785465585.564,-1.367,-2.082,-0.389,-4.567,0.082,-1.193,0.2470,8.160,0.170,0.553,1.000,0.0000,0.0000,-0.306,-0.975,1.231,1.605,-2.000,0.0082,0.845,nan,0.00,1,0.0000,0.318,0,0.156,0,0.806,0,yolo,0
1785465585.591,-0.922,-2.070,-0.357,-6.067,0.070,-1.193,0.2481,8.160,0.170,0.553,1.000,-0.0164,0.0261,-0.322,-0.949,1.244,1.605,-2.000,0.0081,0.845,nan,0.00,1,0.0000,0.456,0,0.195,0,0.802,0,yolo,0
1785465585.629,-0.353,-2.059,-0.283,-7.021,0.059,-1.193,0.2499,8.160,0.170,0.553,1.000,-0.0301,0.0689,-0.336,-0.906,1.256,1.605,-2.000,0.0080,0.845,nan,0.00,1,0.0000,0.455,0,0.193,0,0.796,0,yolo,0
1785465585.674,-0.345,-2.059,-0.281,-7.015,0.059,-1.193,0.2499,8.160,0.170,0.553,1.000,-0.0303,0.0695,-0.336,-0.905,1.256,1.605,-2.000,0.0079,0.845,nan,0.00,1,0.0000,0.455,0,0.193,0,0.796,0,yolo,0
1785465585.716,0.544,-2.050,-0.143,-5.515,0.050,-1.169,0.2407,8.405,0.171,0.559,1.000,0.0263,-0.1204,-0.346,-0.840,1.267,1.589,-2.000,0.0078,0.861,nan,0.00,1,0.0000,0.454,0,0.193,0,0.792,0,yolo,0
1785465585.747,1.187,-2.046,-0.018,-6.023,0.046,-1.169,0.2498,8.405,0.171,0.559,1.000,-0.1518,0.0828,-0.346,-0.757,1.278,1.588,-2.000,0.0077,0.862,nan,0.00,1,0.0000,0.310,0,0.141,0,0.773,0,yolo,0
1785465585.782,1.871,-2.044,0.102,-5.251,0.044,-1.169,0.2529,8.405,0.171,0.559,1.000,-0.1459,0.1517,-0.340,-0.688,1.287,1.586,-2.000,0.0076,0.864,nan,0.00,1,0.0000,0.310,0,0.141,0,0.773,0,yolo,0
1785465585.810,1.871,-2.044,0.102,-5.251,0.044,-1.169,0.2528,8.405,0.171,0.559,1.000,-0.1459,0.1517,-0.340,-0.688,1.287,1.586,-2.000,0.0076,0.864,nan,0.00,1,0.0000,0.310,0,0.142,0,0.766,0,yolo,0
1785465585.844,2.372,-2.043,0.204,-5.405,0.273,-1.744,0.2374,8.264,0.252,0.848,1.000,-0.0000,-0.0000,-0.329,-0.636,1.295,1.298,-1.770,0.0076,1.152,nan,0.00,1,0.0000,0.310,0,0.142,0,0.766,0,yolo,0
1785465585.874,2.879,-2.043,0.309,-4.680,0.312,-1.744,0.2395,8.264,0.252,0.848,1.000,0.0142,0.0466,-0.315,-0.589,1.303,1.297,-1.731,0.0076,1.153,nan,0.00,1,0.0000,0.310,0,0.141,0,0.736,0,yolo,0
1785465585.904,3.339,-2.021,0.480,-3.970,0.313,-1.744,0.2421,8.264,0.252,0.848,1.000,0.0305,0.1005,-0.299,-0.535,1.310,1.298,-1.708,0.0076,1.152,nan,0.00,1,0.0000,0.318,0,0.154,0,0.697,0,yolo,0
1785465585.934,3.339,-2.021,0.480,-3.970,0.234,-1.744,0.2421,8.264,0.252,0.848,1.000,0.0305,0.1005,-0.299,-0.535,1.310,1.298,-1.787,0.0076,1.152,nan,0.00,1,0.0000,0.318,0,0.154,0,0.697,0,yolo,0
1785465585.969,3.812,-2.000,0.656,-4.508,0.252,-1.937,0.2404,8.388,0.284,0.837,1.000,-0.2818,0.0569,-0.278,-0.470,1.318,1.304,-1.748,0.0076,1.146,nan,0.00,1,0.0000,0.320,0,0.158,0,0.696,0,yolo,0
1785465585.996,4.272,-1.988,0.826,-3.416,0.276,-1.937,0.2412,8.388,0.284,0.837,1.000,-0.0510,0.0721,-0.253,-0.398,1.326,1.304,-1.711,0.0076,1.146,nan,0.00,1,0.0000,0.326,0,0.168,0,0.708,0,yolo,0
1785465586.027,4.272,-1.988,0.826,-3.416,0.206,-1.937,0.2412,8.388,0.284,0.837,1.000,-0.0510,0.0721,-0.253,-0.398,1.326,1.304,-1.781,0.0076,1.146,nan,0.00,1,0.0000,0.324,0,0.165,0,0.701,0,yolo,0
1785465586.059,4.645,-1.972,1.028,-2.564,0.250,-1.937,0.2447,8.388,0.284,0.837,1.000,-0.0195,0.1461,-0.222,-0.324,1.334,1.305,-1.722,0.0076,1.145,nan,0.00,1,0.0000,0.455,0,0.193,0,0.686,0,yolo,0
1785465586.085,4.914,-1.961,1.212,-3.772,0.350,-2.148,0.2281,8.254,0.310,0.868,1.000,-0.3039,-0.2746,-0.189,-0.261,1.342,1.277,-1.611,0.0076,1.173,nan,0.00,1,0.0000,0.455,0,0.193,0,0.686,0,yolo,0
1785465586.122,5.281,-1.945,1.394,-2.272,0.353,-2.148,0.2404,8.254,0.310,0.868,1.000,0.0149,0.0623,-0.158,-0.199,1.349,1.278,-1.592,0.0076,1.172,nan,0.00,1,0.0000,0.457,0,0.196,0,0.687,0,yolo,0
1785465586.156,5.281,-1.945,1.394,-1.657,0.284,-2.148,0.2404,8.254,0.310,0.868,1.000,0.0149,0.0623,-0.158,-0.199,1.349,1.278,-1.661,0.0076,1.172,nan,0.00,1,0.0000,0.457,0,0.196,0,0.687,0,yolo,0
1785465586.189,5.514,-1.927,1.603,-1.807,0.355,-2.245,0.2314,7.883,0.309,0.899,1.000,-0.1001,-0.1265,-0.122,-0.130,1.356,1.261,-1.572,0.0076,1.189,nan,0.00,1,0.0000,0.457,0,0.196,0,0.690,0,yolo,0
1785465586.229,5.684,-1.918,1.802,-0.716,0.380,-2.245,0.2402,7.883,0.309,0.899,1.000,0.0265,0.0667,-0.085,-0.063,1.363,1.262,-1.538,0.0076,1.188,nan,0.00,1,0.0000,0.466,0,0.207,0,0.669,0,yolo,0
1785465586.261,5.863,-1.904,1.995,-2.216,0.494,-2.456,0.2236,7.881,0.338,0.939,1.000,-0.4355,-0.6246,-0.049,0.005,1.370,1.220,-1.410,0.0076,1.230,nan,0.00,1,0.0000,0.468,0,0.210,0,0.675,0,yolo,0
1785465586.297,6.074,-1.880,2.205,-0.716,0.481,-2.456,0.2398,7.881,0.338,0.939,1.000,0.1022,0.0803,-0.013,0.086,1.376,1.223,-1.398,0.0076,1.227,nan,0.00,1,0.0000,0.466,0,0.207,0,0.669,0,yolo,0
1785465586.324,6.145,-1.855,2.441,0.784,0.472,-2.456,0.2436,7.881,0.338,0.939,1.000,0.1421,0.1600,0.027,0.165,1.382,1.226,-1.383,0.0076,1.224,nan,0.00,1,0.0000,0.466,0,0.207,0,0.669,0,yolo,0
1785465586.352,6.145,-1.855,2.441,-0.716,0.399,-2.562,0.2374,7.411,0.332,0.953,1.000,-0.1376,0.0223,0.027,0.165,1.382,1.228,-1.456,0.0076,1.222,nan,0.00,1,0.0000,0.586,0,0.211,1,0.674,0,yolo,0
1785465586.390,6.061,-1.831,2.673,0.784,0.406,-2.562,0.2400,7.411,0.332,0.953,1.000,0.0968,0.0789,0.066,0.244,1.389,1.231,-1.425,0.0076,1.219,nan,0.00,1,0.0000,0.586,0,0.211,1,0.674,0,yolo,0
1785465586.418,5.993,-1.815,2.898,1.436,0.411,-2.562,0.2434,7.411,0.332,0.953,1.000,0.1328,0.1529,0.102,0.318,1.395,1.234,-1.404,0.0076,1.216,nan,0.00,1,0.0000,0.472,0,0.215,0,0.683,0,yolo,0
1785465586.448,5.867,-1.799,3.120,0.969,0.394,-2.529,0.2423,7.068,0.312,0.960,1.000,0.0618,0.1236,0.136,0.383,1.401,1.242,-1.405,0.0076,1.208,nan,0.00,1,0.0000,0.473,0,0.216,0,0.684,0,yolo,0
1785465586.480,5.782,-1.784,3.330,1.861,0.388,-2.529,0.2390,7.068,0.312,0.960,1.000,0.0750,0.0501,0.167,0.433,1.406,1.244,-1.396,0.0076,1.206,nan,0.00,1,0.0000,0.484,0,0.230,0,0.768,0,yolo,0
