t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617687.627,0.000,-17.800,0.000,0.9521,0,-0.897,15.800,0.094,0.2740,5.824,0.038,-1.551,0.971,0.369,0.897,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,0.43,1,1,1,0.0149,1.000,1,0.522,8,0.116,0,0,yolo,102.1,yolo,0,0,0,0.000,0,-1,0
1785617687.664,0.000,-17.800,0.000,0.9521,0,-0.898,15.800,-0.085,0.2739,5.824,0.038,-1.551,0.971,0.369,0.898,-0.0001,-0.0000,-0.000,-0.000,-0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,0.61,1,1,1,0.0212,1.000,1,0.525,8,0.098,0,0,yolo,102.1,yolo,0,0,0,0.000,0,-1,0
1785617687.695,0.001,-17.787,0.005,0.9522,0,-0.897,15.787,-0.362,0.2740,5.824,0.038,-1.551,0.971,0.369,0.899,-0.0001,0.0016,-0.000,-0.000,0.002,0.006,2.148,-2.000,0.0059,0.302,nan,0.88,1,1,1,0.0309,1.000,1,0.526,8,0.057,0,0,yolo,102.1,yolo,0,0,0,0.000,0,-1,0
1785617687.726,0.005,-16.629,0.004,0.9582,0,-0.890,14.629,-0.664,0.2756,5.824,0.038,-1.551,0.971,0.369,0.895,0.0001,-0.0098,-0.000,-0.000,-0.010,0.016,2.200,-2.000,0.0059,0.181,nan,1.19,1,1,1,0.0414,1.000,1,0.528,8,0.002,0,0,yolo,102.1,yolo,0,0,0,0.000,0,-1,0
1785617687.757,0.043,-14.633,0.018,0.9676,0,-0.829,13.129,-0.772,0.2790,5.824,0.038,-1.551,0.971,0.369,0.872,0.0013,-0.0189,0.001,0.001,-0.019,0.030,2.200,-2.000,0.0059,-0.029,nan,1.29,1,1,1,0.0452,1.000,1,0.527,8,-0.011,0,0,yolo,102.1,yolo,0,0,0,0.000,0,-1,0
1785617687.788,0.167,-13.229,0.120,0.9735,0,-0.663,11.629,-0.690,0.2813,5.824,0.038,-1.551,0.971,0.369,0.830,0.0035,-0.0311,0.003,0.003,-0.031,0.059,2.200,-2.000,0.0059,-0.177,nan,1.21,1,1,1,0.0423,1.000,1,0.584,9,-0.008,0,0,yolo,102.1,yolo,0,0,0,0.000,0,-1,0
1785617687.821,0.167,-13.229,0.120,0.9735,0,-2.163,11.229,-1.810,0.2859,6.274,0.072,-1.669,1.000,0.659,2.745,-0.1587,0.0601,0.003,-0.022,-0.031,0.059,2.200,-2.000,0.0059,-0.189,nan,1.15,1,1,1,0.0402,1.000,1,0.584,9,-0.008,0,0,yolo,97.1,yolo,0,0,0,0.000,0,-1,0
1785617687.852,0.214,-12.044,0.194,0.9780,0,-1.213,10.044,-1.993,0.2852,6.274,0.072,-1.669,1.000,0.659,1.427,0.0281,-0.0168,0.006,0.006,-0.048,0.101,2.127,-2.000,0.0060,-0.323,nan,1.33,1,1,1,0.0466,1.000,1,0.529,8,0.087,0,0,yolo,97.1,yolo,0,0,0,0.000,0,-1,0
1785617687.884,0.316,-10.974,0.338,0.9817,0,-1.054,8.974,-2.131,0.2866,6.274,0.072,-1.669,1.000,0.659,1.370,0.0311,-0.0428,0.009,0.009,-0.074,0.156,2.006,-2.000,0.0060,-0.444,nan,1.47,1,1,1,0.0514,1.000,1,0.529,8,0.087,0,0,yolo,97.1,yolo,0,0,0,0.000,0,-1,0
1785617687.915,0.387,-10.020,0.555,0.9847,0,-0.616,8.020,-1.644,0.3033,6.373,0.065,-1.632,1.000,0.582,1.003,0.0855,0.5451,0.012,0.002,-0.097,0.217,1.952,-2.000,0.0061,-0.498,nan,1.06,1,1,1,0.0371,1.000,1,0.450,7,0.126,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617687.946,0.387,-10.020,0.555,0.9847,0,-0.856,8.020,-1.336,0.2895,6.373,0.065,-1.632,1.000,0.582,1.243,0.0102,0.0000,0.012,0.012,-0.097,0.217,1.952,-2.000,0.0061,-0.498,nan,0.75,1,1,1,0.0263,1.000,1,0.450,7,0.126,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617687.977,0.426,-9.125,0.726,0.9873,0,-0.767,7.125,-1.128,0.2901,6.373,0.065,-1.632,1.000,0.582,1.193,0.0129,-0.0387,0.015,0.015,-0.136,0.277,1.849,-2.000,0.0062,-0.601,nan,0.55,1,1,1,0.0191,1.000,1,0.438,7,0.151,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617688.007,0.489,-8.200,0.864,0.9897,0,-0.648,6.200,-0.971,0.2903,6.373,0.065,-1.632,1.000,0.582,1.137,0.0159,-0.0904,0.018,0.018,-0.188,0.335,1.744,-2.000,0.0062,-0.706,nan,0.39,1,1,1,0.0136,1.000,1,0.438,7,0.151,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617688.038,0.548,-7.508,0.951,0.9914,0,-0.523,5.508,-0.861,0.2896,6.373,0.065,-1.632,1.000,0.582,1.071,0.0194,-0.1513,0.021,0.021,-0.248,0.387,1.665,-2.000,0.0063,-0.785,nan,0.28,1,1,1,0.0097,1.000,1,0.431,7,0.180,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617688.069,0.594,-6.912,1.032,0.9927,0,-0.412,4.912,-0.778,0.2886,6.373,0.065,-1.632,1.000,0.582,1.006,0.0230,-0.2105,0.025,0.025,-0.308,0.433,1.597,-2.000,0.0064,-0.853,nan,0.20,1,1,1,0.0068,1.000,1,0.431,7,0.180,0,0,yolo,98.3,yolo,0,0,0,0.000,0,-1,0
1785617688.101,0.594,-6.912,1.032,0.9927,0,0.138,4.912,-0.607,0.2720,6.230,0.042,-1.345,1.000,0.387,0.456,0.1060,-1.3392,0.025,-0.001,-0.308,0.433,1.865,-2.000,0.0065,-0.585,nan,0.22,1,1,1,0.0077,1.000,1,0.377,6,0.226,0,0,yolo,93.3,yolo,0,0,0,0.000,0,-1,0
1785617688.133,0.630,-6.392,1.105,0.9937,0,0.204,4.392,-0.625,0.2886,6.230,0.042,-1.345,1.000,0.387,0.426,0.0298,-0.0536,0.028,0.028,-0.361,0.475,1.807,-2.000,0.0065,-0.643,nan,0.24,1,1,1,0.0083,1.000,1,0.377,6,0.226,0,0,yolo,93.3,yolo,0,0,0,0.000,0,-1,0
1785617688.164,0.668,-5.828,1.184,0.9948,0,0.323,3.828,-0.533,0.2883,6.230,0.042,-1.345,1.000,0.387,0.345,0.0341,-0.1091,0.033,0.033,-0.417,0.518,1.745,-2.000,0.0066,-0.705,nan,0.15,1,1,1,0.0051,1.000,1,0.366,6,0.271,0,0,yolo,93.3,yolo,0,0,0,0.000,0,-1,0
