t,roll,pitch,yaw,up,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785568485.007,0.000,-17.800,0.000,0.9521,-1.566,15.800,-1.269,0.2740,5.825,0.066,-1.551,0.971,0.646,1.566,-0.0000,-0.0000,0.000,0.000,0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,1.52,1,1,1,0.0530,1.000,1,0.522,8,0.003,3,0,yolo,106.4,yolo,0,0,0,0.000,0,-1,0
1785568485.033,0.000,-17.800,0.000,0.9521,-1.566,15.800,-0.910,0.2739,5.825,0.066,-1.551,0.971,0.646,1.566,0.0000,0.0000,0.000,0.000,0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,1.16,1,1,1,0.0405,1.000,1,0.521,8,0.007,0,0,yolo,106.4,yolo,0,0,0,0.000,0,-1,0
1785568485.064,-0.005,-17.637,0.005,0.9530,-0.452,15.637,-0.179,0.2737,5.822,0.019,-1.550,0.970,0.185,0.448,-0.0001,-0.0098,0.000,0.000,-0.010,0.018,2.163,-2.000,0.0059,0.287,nan,0.89,1,1,1,0.0311,1.000,1,0.521,8,0.007,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.096,-0.004,-15.706,0.006,0.9627,-0.455,14.137,-0.211,0.2765,5.822,0.019,-1.550,0.970,0.185,0.452,-0.0003,-0.0279,-0.000,-0.000,-0.028,0.040,2.200,-2.000,0.0059,0.084,nan,0.92,1,1,1,0.0323,1.000,1,0.521,8,0.008,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.132,0.155,-13.824,0.045,0.9710,-0.281,12.637,-0.002,0.2796,5.822,0.019,-1.550,0.970,0.185,0.436,0.0006,-0.0406,0.001,0.001,-0.041,0.070,2.200,-2.000,0.0059,-0.114,nan,0.71,1,1,1,0.0250,1.000,1,0.519,8,0.012,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.160,0.190,-12.590,0.068,0.9759,-0.223,11.137,-0.002,0.2816,5.822,0.019,-1.550,0.970,0.185,0.413,0.0017,-0.0536,0.002,0.002,-0.054,0.102,2.200,-2.000,0.0059,-0.244,nan,0.71,1,1,1,0.0250,1.000,1,0.519,8,0.012,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.196,0.190,-12.590,0.068,0.9759,-1.096,10.590,0.021,0.2841,5.823,0.032,-1.551,0.971,0.314,1.287,-0.0788,0.0002,0.002,-0.010,-0.054,0.102,2.200,-2.000,0.0060,-0.244,nan,0.56,1,1,1,0.0195,1.000,1,0.519,8,0.012,2,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.223,0.231,-11.370,0.061,0.9804,-0.418,9.370,-0.150,0.2859,5.823,0.032,-1.551,0.971,0.314,0.648,0.0133,-0.0202,0.003,0.003,-0.074,0.150,2.078,-2.000,0.0060,-0.372,nan,0.73,1,1,1,0.0255,1.000,1,0.522,8,0.051,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.254,0.292,-10.271,0.077,0.9840,-0.316,8.271,-0.278,0.2871,5.823,0.032,-1.551,0.971,0.314,0.608,0.0155,-0.0472,0.005,0.005,-0.101,0.212,1.963,-2.000,0.0060,-0.487,nan,0.86,1,1,1,0.0299,1.000,1,0.522,8,0.051,0,0,yolo,120.3,yolo,0,0,0,0.000,0,-1,0
1785568485.286,0.331,-9.335,0.112,0.9867,-0.186,7.335,0.150,0.3038,5.823,0.027,-1.550,0.970,0.269,0.516,0.0460,0.9797,0.008,-0.006,-0.129,0.274,1.865,-2.000,0.0061,-0.585,nan,0.48,1,1,1,0.0166,1.000,1,0.440,7,0.140,0,0,yolo,118.8,yolo,0,0,0,0.000,0,-1,0
1785568485.317,0.331,-9.335,0.112,0.9867,-0.140,7.335,0.436,0.2916,5.823,0.027,-1.550,0.970,0.269,0.471,0.0140,0.0000,0.008,0.008,-0.129,0.274,1.865,-2.000,0.0062,-0.585,nan,0.19,1,1,1,0.0066,1.000,1,0.440,7,0.140,0,0,yolo,118.8,yolo,0,0,0,0.000,0,-1,0
1785568485.348,0.356,-8.628,0.120,0.9887,-0.073,6.628,-0.299,0.2917,5.823,0.027,-1.550,0.970,0.269,0.428,0.0162,-0.0352,0.010,0.010,-0.164,0.323,1.791,-2.000,0.0062,-0.659,nan,0.92,1,1,1,0.0323,1.000,1,0.358,6,0.231,0,0,yolo,118.8,yolo,0,0,0,0.000,0,-1,0
1785568485.379,0.382,-7.888,0.086,0.9905,0.006,5.888,-0.299,0.2915,5.823,0.027,-1.550,0.970,0.269,0.376,0.0189,-0.0812,0.013,0.013,-0.210,0.371,1.714,-2.000,0.0063,-0.736,nan,0.92,1,1,1,0.0323,1.000,1,0.358,6,0.231,0,0,yolo,118.8,yolo,0,0,0,0.000,0,-1,0
1785568485.412,0.389,-7.269,0.090,0.9919,-0.232,5.269,-1.042,0.2748,5.861,0.027,-1.360,0.977,0.268,0.620,0.0002,-0.9651,0.016,0.002,-0.264,0.417,1.842,-2.000,0.0064,-0.608,nan,1.48,1,1,1,0.0515,1.000,1,0.358,6,0.231,2,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.441,0.408,-6.690,0.193,0.9932,0.079,4.690,-0.418,0.2904,5.861,0.027,-1.360,0.977,0.268,0.329,0.0152,-0.0457,0.018,0.018,-0.309,0.463,1.782,-2.000,0.0064,-0.668,nan,0.85,1,1,1,0.0297,1.000,1,0.424,7,0.248,0,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.473,0.396,-6.158,0.266,0.9942,0.113,4.158,0.050,0.2897,5.861,0.027,-1.360,0.977,0.268,0.283,0.0176,-0.0929,0.020,0.020,-0.357,0.506,1.726,-2.000,0.0065,-0.724,nan,0.38,1,1,1,0.0134,1.000,1,0.424,7,0.248,0,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.503,0.396,-6.158,0.266,0.9942,0.113,4.158,-0.524,0.2898,5.861,0.027,-1.360,0.977,0.268,0.283,0.0176,-0.0929,0.020,0.020,-0.357,0.506,1.726,-2.000,0.0066,-0.724,nan,0.96,1,1,1,0.0334,1.000,1,0.371,6,0.271,0,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.534,0.388,-5.701,0.293,0.9950,0.154,3.701,-0.955,0.2891,5.861,0.027,-1.360,0.977,0.268,0.234,0.0202,-0.1352,0.023,0.023,-0.399,0.544,1.679,-2.000,0.0067,-0.771,nan,1.39,1,1,1,0.0485,1.000,1,0.371,6,0.271,0,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.565,0.370,-5.292,0.372,0.9957,0.174,3.292,-1.278,0.2885,5.861,0.027,-1.360,0.977,0.268,0.196,0.0221,-0.1753,0.025,0.025,-0.439,0.581,1.636,-2.000,0.0067,-0.814,nan,1.71,1,1,1,0.0597,1.000,1,0.371,6,0.271,0,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.601,0.345,-4.914,0.504,0.9963,0.174,2.914,-0.916,0.2878,5.861,0.027,-1.360,0.977,0.268,0.171,0.0234,-0.2158,0.026,0.026,-0.480,0.616,1.597,-2.000,0.0068,-0.853,nan,1.35,1,1,1,0.0471,1.000,1,0.371,6,0.280,3,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.628,0.345,-4.914,0.504,0.9963,0.174,2.914,-0.653,0.2879,5.861,0.027,-1.360,0.977,0.268,0.171,0.0234,-0.2158,0.026,0.026,-0.480,0.616,1.597,-2.000,0.0069,-0.853,nan,1.09,1,1,1,0.0379,1.000,1,0.363,6,0.193,0,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
1785568485.663,0.325,-4.584,0.582,0.9968,0.184,2.584,-0.456,0.2865,5.861,0.027,-1.360,0.977,0.268,0.141,0.0250,-0.2683,0.027,0.027,-0.532,0.648,1.562,-2.000,0.0070,-0.888,nan,0.89,1,1,1,0.0311,1.000,1,0.363,6,0.193,1,0,yolo,111.1,yolo,0,0,0,0.000,0,-1,0
