t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,elev_fresh,is_new_d,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785736268.407,0.000,-17.800,0.000,0.9521,0,-0.293,15.800,-0.097,0.3047,10.236,0.010,-3.987,1.000,0.057,0.293,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,1.783,-2.000,0.0061,-0.667,nan,0.04,1,1,1,1,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.013,1,0,0
1785736268.474,0.003,-16.291,0.003,0.9599,0,-0.439,14.300,-0.097,0.3109,10.236,0.010,-3.987,1.000,0.057,0.442,-0.0001,-0.0092,-0.000,-0.000,-0.009,0.027,1.495,-2.000,0.0062,-0.955,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.026,1,0,0
1785736268.532,0.065,-14.486,0.014,0.9682,0,-0.520,12.800,-0.097,0.3180,10.236,0.010,-3.987,1.000,0.057,0.585,0.0003,-0.0282,0.000,0.000,-0.028,0.047,1.200,-2.000,0.0062,-1.300,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.040,1,0,0
1785736268.604,0.146,-12.007,0.037,0.9781,0,-0.565,11.300,-0.097,0.3251,10.236,0.010,-3.987,1.000,0.057,0.711,0.0020,-0.1174,0.002,0.002,-0.117,0.129,1.200,-2.000,0.0062,-1.770,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.053,1,0,0
1785736268.700,0.232,-9.903,0.057,0.9851,0,-0.594,9.800,-0.097,0.3228,10.236,0.010,-3.987,1.000,0.057,0.826,0.0044,-0.2702,0.004,0.004,-0.270,0.234,1.200,-2.000,0.0062,-2.167,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.066,1,0,0
1785736268.757,0.372,-7.188,0.093,0.9921,0,-0.535,8.300,-0.097,0.3064,10.236,0.010,-3.987,1.000,0.057,0.907,0.0094,-0.5813,0.009,0.009,-0.581,0.378,1.200,-1.130,0.0062,-2.674,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.079,1,0,0
1785736268.828,0.458,-5.729,0.118,0.9950,0,-0.539,6.800,-0.097,0.2967,10.236,0.010,-3.987,1.000,0.057,0.998,0.0137,-0.7758,0.014,0.014,-0.776,0.457,1.200,-0.953,0.0062,-2.945,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.093,1,0,0
1785736268.915,0.551,-4.470,0.144,0.9969,0,-0.524,5.300,-0.097,0.2900,10.236,0.010,-3.987,1.000,0.057,1.075,0.0191,-0.9133,0.019,0.019,-0.913,0.526,1.200,-0.907,0.0062,-3.177,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.106,1,0,0
1785736269.032,0.646,-3.296,0.172,0.9983,0,-0.489,3.800,-0.097,0.2857,10.236,0.010,-3.987,1.000,0.057,1.135,0.0256,-0.9998,0.025,0.025,-1.000,0.583,1.200,-0.984,0.0062,-3.391,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.119,1,0,0
1785736269.112,0.809,-1.729,0.220,0.9994,0,-0.281,2.300,-0.097,0.2800,10.236,0.010,-3.987,1.000,0.057,1.090,0.0400,-1.1185,0.040,0.040,-1.119,0.650,1.200,-0.854,0.0062,-3.676,nan,0.04,1,1,1,0,1,0.0014,1.000,1,0.523,8,0.007,0,0,anduril,,anduril,0,0,1,0.132,1,0,0
