t,roll,pitch,yaw,up,upset,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,bearing_deg,desired_roll,d_lat,d_vert,vY_imu,vY_fused,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,reliable,vision_valid,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,bl_gap,src_switch,source,infer_ms,mode,gate,gate_id,peek_side,peek_strength,peek_active,occ_gap,collision
1785617432.007,0.000,-17.800,0.000,0.9521,0,1.963,15.800,-0.595,0.2656,8.096,-0.111,-2.001,1.000,-0.786,-1.963,-0.0000,-0.0000,-0.000,-0.000,-0.000,-0.000,1.880,-2.000,0.0059,0.570,nan,1.38,1,1,1,0.0482,1.000,1,0.526,8,-0.006,1,0,yolo,97.0,yolo,0,0,0,0.000,0,-1,0
1785617432.038,0.002,-17.787,0.009,0.9522,0,0.463,15.787,-2.095,0.2657,7.995,0.184,-1.971,1.000,1.318,3.292,0.0002,0.0010,0.000,0.000,0.001,0.005,1.884,-2.000,0.0059,0.566,nan,1.29,1,1,1,0.0450,1.000,1,0.526,8,-0.005,0,0,yolo,102.5,yolo,0,0,0,0.000,0,-1,0
1785617432.074,0.002,-17.787,0.009,0.9522,0,-1.037,15.787,-2.540,0.2656,7.995,0.184,-1.971,1.000,1.318,3.292,0.0002,0.0010,0.000,0.000,0.001,0.005,1.884,-2.000,0.0058,0.566,nan,1.22,1,1,1,0.0427,1.000,1,0.526,8,-0.005,2,0,yolo,102.5,yolo,0,0,0,0.000,0,-1,0
1785617432.100,0.007,-16.502,0.009,0.9588,0,-2.537,14.502,-2.487,0.2689,7.995,0.184,-1.971,1.000,1.318,3.285,0.0007,-0.0109,0.001,0.001,-0.011,0.012,2.069,-2.000,0.0058,0.381,nan,1.17,1,1,1,0.0408,1.000,1,0.526,8,-0.006,0,0,yolo,102.5,yolo,0,0,0,0.000,0,-1,0
1785617432.137,-0.011,-14.520,0.116,0.9681,0,-3.085,13.002,-2.419,0.2856,8.057,0.181,-1.969,1.000,1.289,3.074,0.0241,1.6071,0.001,0.003,-0.019,0.024,2.200,-2.000,0.0058,0.113,nan,1.13,1,1,1,0.0394,1.000,1,0.526,8,-0.006,3,0,yolo,97.1,yolo,0,0,0,0.000,0,-1,0
1785617432.165,0.257,-13.109,0.457,0.9739,0,-2.936,11.502,-2.130,0.2793,8.057,0.181,-1.969,1.000,1.289,3.193,0.0001,-0.0109,0.003,0.003,-0.030,0.049,2.200,-2.000,0.0058,-0.090,nan,0.84,1,1,1,0.0294,1.000,1,0.524,8,-0.002,0,0,yolo,97.1,yolo,0,0,0,0.000,0,-1,0
1785617432.200,0.460,-11.882,0.675,0.9785,0,-2.678,10.002,-1.914,0.2827,8.057,0.181,-1.969,1.000,1.289,3.137,0.0037,-0.0274,0.006,0.006,-0.046,0.090,2.183,-2.000,0.0058,-0.267,nan,0.62,1,1,1,0.0218,1.000,1,0.524,8,-0.002,2,0,yolo,97.1,yolo,0,0,0,0.000,0,-1,0
1785617432.228,0.460,-11.882,0.675,0.9785,0,-2.672,9.882,-1.773,0.2660,8.228,0.184,-1.977,1.000,1.282,3.132,0.0159,-0.4202,0.006,-0.001,-0.046,0.090,2.200,-2.000,0.0058,-0.239,nan,0.49,1,1,1,0.0171,1.000,1,0.517,8,0.064,0,0,yolo,88.7,yolo,0,0,0,0.000,0,-1,0
1785617432.259,0.650,-10.881,0.806,0.9820,0,-2.387,8.881,-1.673,0.2827,8.228,0.184,-1.977,1.000,1.282,3.037,0.0113,-0.0219,0.011,0.011,-0.068,0.139,2.064,-2.000,0.0059,-0.386,nan,0.39,1,1,1,0.0137,1.000,1,0.517,8,0.064,0,0,yolo,88.7,yolo,0,0,0,0.000,0,-1,0
1785617432.290,0.806,-10.099,0.922,0.9844,0,-2.170,8.099,-1.475,0.2880,8.228,0.184,-1.977,1.000,1.282,2.976,0.0153,-0.0320,0.015,0.015,-0.078,0.184,1.949,-2.000,0.0059,-0.501,nan,0.19,1,1,1,0.0068,1.000,1,0.445,7,0.136,0,0,yolo,88.7,yolo,0,0,0,0.000,0,-1,0
1785617432.321,0.965,-9.295,1.062,0.9867,0,-1.928,7.295,-1.327,0.2902,8.228,0.184,-1.977,1.000,1.282,2.893,0.0207,-0.0488,0.020,0.020,-0.095,0.234,1.832,-2.000,0.0060,-0.618,nan,0.05,1,1,1,0.0016,1.000,1,0.445,7,0.136,0,0,yolo,88.7,yolo,0,0,0,0.000,0,-1,0
1785617432.353,1.110,-8.568,1.190,0.9887,0,-2.464,6.568,-1.282,0.2735,8.523,0.197,-1.825,1.000,1.326,3.574,-0.0495,-0.6574,0.026,-0.001,-0.116,0.281,1.919,-2.000,0.0060,-0.531,nan,-0.04,1,1,1,-0.0015,1.000,1,0.434,7,0.195,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617432.383,1.295,-7.938,1.301,0.9902,0,-1.513,5.938,-1.216,0.2902,8.523,0.197,-1.825,1.000,1.326,2.807,0.0344,-0.0205,0.033,0.033,-0.136,0.326,1.824,-2.000,0.0061,-0.626,nan,-0.11,1,1,1,-0.0039,1.000,1,0.434,7,0.195,0,0,yolo,99.0,yolo,0,0,0,0.000,0,-1,0
1785617432.419,1.409,-7.366,1.403,0.9914,0,-0.013,5.366,-0.069,0.2735,8.885,0.034,-1.562,1.000,0.220,-14.000,2.5737,-2.0000,0.041,0.302,-0.159,0.369,2.041,-2.000,0.0061,-0.409,nan,-0.15,1,1,1,-0.0053,1.000,1,0.431,7,0.232,0,0,yolo,89.2,yolo,0,0,0,0.000,0,-1,0
1785617432.446,1.400,-6.829,1.451,0.9926,0,0.078,4.829,-0.069,0.2860,8.885,0.034,-1.562,1.000,0.220,1.322,-0.2520,-0.0249,0.050,0.050,-0.183,0.410,1.957,-2.000,0.0062,-0.493,nan,-0.15,1,1,1,-0.0053,1.000,1,0.431,7,0.232,0,0,yolo,89.2,yolo,0,0,0,0.000,0,-1,0
1785617432.477,1.392,-6.327,1.445,0.9936,0,0.210,4.327,-0.524,0.2869,8.885,0.034,-1.562,1.000,0.220,1.183,-0.2424,-0.0530,0.060,0.060,-0.212,0.449,1.878,-2.000,0.0063,-0.572,nan,0.30,1,1,1,0.0106,1.000,1,0.374,6,0.246,0,0,yolo,89.2,yolo,0,0,0,0.000,0,-1,0
1785617432.509,1.392,-6.327,1.445,0.9936,0,-1.290,4.327,-1.107,0.2702,9.266,0.071,-1.150,1.000,0.437,5.692,-1.0556,-2.0000,0.060,0.073,-0.212,0.449,2.200,-2.000,0.0063,-0.119,nan,0.67,1,1,1,0.0234,1.000,1,0.374,6,0.246,0,0,yolo,92.7,yolo,0,0,0,0.000,0,-1,0
1785617432.541,1.375,-5.885,1.480,0.9944,0,0.210,3.885,-1.154,0.2763,9.266,0.071,-1.150,1.000,0.437,0.479,-0.0045,-0.0286,0.069,0.069,-0.240,0.485,2.200,-2.000,0.0063,-0.191,nan,0.72,1,1,1,0.0250,1.000,1,0.365,6,0.188,0,0,yolo,92.7,yolo,0,0,0,0.000,0,-1,0
1785617432.572,1.466,-5.487,1.570,0.9951,0,1.094,3.487,-1.189,0.2771,9.266,0.071,-1.150,1.000,0.437,0.372,0.0029,-0.0511,0.076,0.076,-0.263,0.517,2.194,-2.000,0.0063,-0.256,nan,0.75,1,1,1,0.0262,1.000,1,0.365,6,0.188,0,0,yolo,92.7,yolo,0,0,0,0.000,0,-1,0
1785617432.603,1.448,-5.107,1.688,0.9957,0,1.481,3.107,-1.092,0.2604,9.570,0.064,-0.820,1.000,0.384,-0.032,0.0538,-1.7613,0.084,0.080,-0.280,0.547,2.200,-2.000,0.0063,0.037,nan,0.71,1,1,1,0.0247,1.000,1,0.362,6,0.285,0,0,yolo,91.7,yolo,0,0,0,0.000,0,-1,0
1785617432.634,1.310,-4.805,1.784,0.9962,0,1.237,2.805,-1.059,0.2714,9.570,0.064,-0.820,1.000,0.384,0.074,0.0117,-0.0075,0.092,0.092,-0.288,0.576,2.200,-2.000,0.0063,-0.013,nan,0.68,1,1,1,0.0236,1.000,1,0.362,6,0.285,0,0,yolo,91.7,yolo,0,0,0,0.000,0,-1,0
1785617432.664,1.199,-4.532,1.867,0.9967,0,1.224,2.532,-1.071,0.2726,9.570,0.064,-0.820,1.000,0.384,-0.025,0.0187,-0.0080,0.099,0.099,-0.288,0.602,2.200,-2.000,0.0063,-0.059,nan,0.69,1,1,1,0.0240,1.000,1,0.359,6,0.194,0,0,yolo,91.7,yolo,0,0,0,0.000,0,-1,0
1785617432.695,1.105,-4.304,1.945,0.9970,0,2.724,2.304,-0.468,0.2893,9.830,-0.039,-1.101,1.000,-0.229,-14.000,3.1544,2.0000,0.105,0.463,-0.283,0.625,2.090,-2.000,0.0063,-0.360,nan,0.70,1,1,1,0.0243,1.000,1,0.359,6,0.194,0,0,yolo,85.9,yolo,0,0,0,0.000,0,-1,0
1785617432.726,0.885,-4.086,2.002,0.9973,0,1.224,2.086,-0.587,0.2830,9.830,-0.039,-1.101,1.000,-0.229,0.224,-0.3525,-0.0018,0.110,0.110,-0.285,0.648,2.052,-2.000,0.0064,-0.398,nan,0.82,1,1,1,0.0285,1.000,1,0.358,6,0.199,0,0,yolo,85.9,yolo,0,0,0,0.000,0,-1,0
1785617432.757,0.772,-3.890,2.035,0.9976,0,0.608,1.890,-0.677,0.2837,9.830,-0.039,-1.101,1.000,-0.229,0.165,-0.3482,-0.0089,0.115,0.115,-0.292,0.669,2.018,-2.000,0.0064,-0.432,nan,0.91,1,1,1,0.0316,1.000,1,0.358,6,0.199,0,0,yolo,85.9,yolo,0,0,0,0.000,0,-1,0
1785617432.789,0.772,-3.890,2.035,0.9976,0,2.108,1.890,-0.401,0.3003,9.993,-0.115,-1.267,1.000,-0.658,-7.771,0.5606,1.1726,0.115,0.387,-0.292,0.669,1.862,-2.000,0.0065,-0.588,nan,1.06,1,1,1,0.0370,0.917,1,0.351,5,0.204,0,0,yolo,85.8,yolo,0,0,0,0.000,0,-1,0
1785617432.820,0.728,-3.692,2.087,0.9978,0,2.053,1.692,-0.516,0.2888,9.993,-0.115,-1.267,1.000,-0.658,-1.325,-0.2680,-0.0238,0.119,0.119,-0.316,0.692,1.827,-2.000,0.0066,-0.623,nan,1.17,1,1,1,0.0410,0.917,1,0.351,5,0.204,0,0,yolo,85.8,yolo,0,0,0,0.000,0,-1,0
1785617432.851,0.525,-3.497,2.135,0.9981,0,1.899,1.497,-1.129,0.2882,9.993,-0.115,-1.267,1.000,-0.658,-1.373,-0.2644,-0.0596,0.122,0.122,-0.352,0.713,1.794,-2.000,0.0066,-0.656,nan,1.79,1,1,1,0.0624,1.000,1,0.310,5,0.530,0,0,yolo,85.8,yolo,0,0,0,0.000,0,-1,0
1785617432.883,0.348,-3.342,2.208,0.9983,0,3.399,1.342,-1.290,0.3048,10.005,-0.167,-1.316,1.000,-0.956,-9.253,0.7810,1.1317,0.124,0.345,-0.396,0.733,1.718,-2.000,0.0067,-0.732,nan,2.25,1,1,1,0.0784,1.000,1,0.310,5,0.530,0,0,yolo,89.6,yolo,0,0,0,0.000,0,-1,0
1785617432.914,0.035,-3.205,2.321,0.9984,0,2.394,1.205,-2.213,0.2916,10.005,-0.167,-1.316,1.000,-0.956,-2.359,-0.2201,-0.0509,0.125,0.125,-0.447,0.751,1.695,-2.000,0.0068,-0.755,nan,3.17,1,1,1,0.1106,1.000,1,0.304,5,0.511,0,0,yolo,89.6,yolo,0,0,0,0.000,0,-1,0
1785617432.948,-0.235,-3.075,2.460,0.9986,0,2.100,1.075,-2.905,0.2897,10.005,-0.167,-1.316,1.000,-0.956,-2.335,-0.2218,-0.1083,0.123,0.123,-0.505,0.769,1.673,-2.000,0.0068,-0.777,nan,3.86,1,1,1,0.1348,1.000,1,0.304,5,0.511,2,0,yolo,89.6,yolo,0,0,0,0.000,0,-1,0
1785617432.976,-0.235,-3.075,2.460,0.9986,0,3.600,1.075,-3.665,0.2763,10.033,-0.222,-1.280,1.000,-1.269,-7.776,0.5488,-0.3821,0.123,0.217,-0.505,0.769,1.711,-2.000,0.0069,-0.739,nan,4.93,1,1,1,0.1722,1.000,1,0.294,5,0.522,0,0,yolo,93.3,yolo,0,0,0,0.000,0,-1,0
1785617433.012,-0.445,-2.955,2.721,0.9986,0,3.231,0.955,-4.469,0.2914,10.033,-0.222,-1.280,1.000,-1.269,-3.676,-0.1000,-0.0625,0.117,0.117,-0.567,0.788,1.691,-2.000,0.0070,-0.759,nan,5.74,1,1,1,0.2003,1.000,1,0.294,5,0.522,2,0,yolo,93.3,yolo,0,0,0,0.000,0,-1,0
