t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785546997.506,0.000,-17.800,0.000,-0.674,15.800,-0.126,0.2740,5.823,0.028,-1.550,0.970,-0.0000,-0.0000,-0.000,0.000,-0.000,2.146,-2.000,0.0060,0.304,nan,0.74,1,0.0259,1.000,1,0.525,8,-0.005,0,yolo,0
1785546997.538,0.000,-17.800,0.000,-0.676,15.800,0.213,0.2739,5.823,0.028,-1.550,0.970,-0.0001,0.0000,-0.000,0.000,-0.000,2.146,-2.000,0.0059,0.304,nan,0.40,1,0.0141,1.000,1,0.524,8,-0.003,0,yolo,0
1785546997.569,-0.004,-17.681,-0.001,-0.681,15.681,0.317,0.2906,5.823,0.028,-1.550,0.970,0.0002,0.3750,-0.001,-0.003,0.012,2.159,-2.000,0.0059,0.291,nan,0.30,1,0.0105,1.000,1,0.524,8,-0.001,0,yolo,0
1785546997.604,-0.004,-17.681,-0.001,-0.688,15.681,0.394,0.2741,5.823,0.028,-1.550,0.970,-0.0003,0.0000,-0.001,-0.003,0.012,2.159,-2.000,0.0059,0.291,nan,0.22,1,0.0078,1.000,1,0.524,8,-0.001,0,yolo,0
1785546997.634,0.025,-15.292,-0.000,-0.646,14.181,0.452,0.2779,5.823,0.028,-1.550,0.970,0.0003,-0.0131,-0.000,-0.016,0.027,2.200,-2.000,0.0059,0.040,nan,0.16,1,0.0058,1.000,1,0.523,8,-0.001,0,yolo,0
1785546997.668,0.178,-13.535,-0.064,-0.477,12.681,0.520,0.2946,5.823,0.028,-1.550,0.970,0.0000,1.8475,0.002,-0.030,0.047,2.200,-2.000,0.0059,-0.145,nan,0.10,1,0.0034,1.000,1,0.523,8,-0.001,0,yolo,0
1785546997.694,0.238,-12.115,-0.118,-0.359,11.181,0.299,0.2841,5.823,0.028,-1.550,0.970,0.0030,-0.0224,0.004,-0.052,0.081,2.156,-2.000,0.0059,-0.294,nan,0.32,1,0.0111,1.000,1,0.521,8,0.008,0,yolo,0
1785546997.726,0.239,-12.098,-0.118,-0.358,10.098,0.133,0.2841,5.823,0.028,-1.550,0.970,0.0031,-0.0228,0.004,-0.053,0.082,2.154,-2.000,0.0060,-0.296,nan,0.48,1,0.0169,1.000,1,0.521,8,0.008,0,yolo,0
1785546997.757,0.289,-10.921,-0.126,0.096,8.921,0.286,0.3008,5.822,0.025,-1.550,0.970,0.0493,1.8528,0.007,-0.094,0.151,2.031,-2.000,0.0060,-0.419,nan,0.37,1,0.0128,1.000,1,0.512,8,0.045,0,yolo,0
1785546997.792,0.284,-9.842,-0.137,-0.176,7.842,0.375,0.2881,5.822,0.025,-1.550,0.970,-0.0015,-0.0481,0.010,-0.142,0.219,1.918,-2.000,0.0060,-0.532,nan,0.28,1,0.0096,1.000,1,0.512,8,0.045,0,yolo,0
1785546997.825,0.284,-9.842,-0.137,-0.176,7.842,0.130,0.2881,5.822,0.025,-1.550,0.970,-0.0015,-0.0481,0.010,-0.142,0.219,1.918,-2.000,0.0061,-0.532,nan,0.52,1,0.0182,1.000,1,0.443,7,0.138,0,yolo,0
1785546997.871,0.321,-8.913,-0.174,-0.429,6.913,-0.298,0.2981,5.843,0.029,-1.478,0.974,-0.0323,0.1707,0.013,-0.198,0.283,1.895,-2.000,0.0062,-0.555,nan,0.80,1,0.0281,1.000,1,0.443,7,0.138,0,yolo,0
1785546997.901,0.346,-8.015,-0.187,-0.097,6.015,0.341,0.2901,5.843,0.029,-1.478,0.974,0.0078,-0.0545,0.015,-0.253,0.338,1.801,-2.000,0.0062,-0.649,nan,0.17,1,0.0058,1.000,1,0.435,7,0.187,0,yolo,0
1785546997.928,0.363,-7.328,-0.205,-1.238,5.328,-0.450,0.2734,5.882,0.038,-1.295,0.980,-0.1350,-1.7174,0.018,-0.310,0.389,1.916,-2.000,0.0063,-0.534,nan,0.67,1,0.0235,1.000,1,0.435,7,0.249,0,yolo,0
1785546997.958,0.512,-6.668,-0.170,0.007,4.668,-0.832,0.2883,5.882,0.038,-1.295,0.980,0.0226,-0.0471,0.021,-0.357,0.440,1.847,-2.000,0.0063,-0.603,nan,1.06,1,0.0369,1.000,1,0.435,7,0.249,0,yolo,0
1785546997.990,0.512,-6.668,-0.170,0.007,4.668,-1.246,0.2883,5.882,0.038,-1.295,0.980,0.0226,-0.0471,0.021,-0.357,0.440,1.847,-2.000,0.0064,-0.603,nan,1.47,1,0.0513,1.000,1,0.371,6,0.259,0,yolo,0
1785546998.022,0.490,-6.163,-0.081,0.042,4.163,-1.557,0.2881,5.882,0.038,-1.295,0.980,0.0256,-0.0830,0.024,-0.393,0.481,1.794,-2.000,0.0065,-0.656,nan,1.78,1,0.0622,1.000,1,0.371,6,0.259,0,yolo,0
1785546998.051,0.474,-5.674,0.071,-0.556,3.674,-1.026,0.2714,5.914,0.041,-1.082,0.986,-0.0233,-1.6424,0.027,-0.430,0.522,1.958,-2.000,0.0065,-0.492,nan,1.06,1,0.0372,1.000,1,0.365,6,0.272,0,yolo,0
1785546998.089,0.474,-5.674,0.071,-0.014,3.674,-0.380,0.2867,5.914,0.041,-1.082,0.986,0.0222,0.0000,0.027,-0.430,0.522,1.958,-2.000,0.0066,-0.492,nan,0.42,1,0.0146,1.000,1,0.365,6,0.187,0,yolo,0
1785546998.113,0.534,-5.233,0.192,0.095,3.233,-0.300,0.2868,5.914,0.041,-1.082,0.986,0.0248,-0.0259,0.029,-0.456,0.561,1.912,-2.000,0.0066,-0.538,nan,0.34,1,0.0118,1.000,1,0.365,6,0.187,0,yolo,0
1785546998.137,0.519,-4.886,0.221,0.149,2.886,-0.188,0.2869,5.914,0.041,-1.082,0.986,0.0284,-0.0454,0.033,-0.476,0.594,1.876,-2.000,0.0067,-0.574,nan,0.23,1,0.0079,1.000,1,0.365,6,0.191,0,yolo,0
1785546998.182,0.506,-4.551,0.225,0.211,2.551,-1.688,0.2864,5.914,0.041,-1.082,0.986,0.0323,-0.0790,0.037,-0.509,0.626,1.841,-2.000,0.0067,-0.609,nan,2.10,1,0.0734,0.917,1,0.356,5,0.206,0,yolo,0
1785546998.209,0.506,-4.551,0.225,0.211,2.551,-2.939,0.2864,5.914,0.041,-1.082,0.986,0.0323,-0.0790,0.037,-0.509,0.626,1.841,-2.000,0.0068,-0.609,nan,2.98,1,0.1039,0.917,1,0.356,5,0.206,0,yolo,0
1785546998.248,0.475,-4.255,0.370,0.222,2.255,-3.595,0.2858,5.914,0.041,-1.082,0.986,0.0344,-0.1134,0.039,-0.544,0.657,1.810,-2.000,0.0069,-0.640,nan,3.63,1,0.1269,0.917,1,0.356,5,0.206,0,yolo,0
1785546998.287,0.436,-3.980,0.649,0.184,1.980,-3.266,0.2852,5.914,0.041,-1.082,0.986,0.0345,-0.1451,0.039,-0.575,0.684,1.781,-2.000,0.0069,-0.669,nan,3.30,1,0.1154,1.000,1,0.306,5,0.516,0,yolo,0
1785546998.320,0.395,-3.743,0.982,0.073,1.743,-2.969,0.2935,10.310,0.046,-1.406,1.000,-0.0000,-0.0000,0.038,-0.618,0.709,1.721,-2.000,0.0070,-0.729,nan,2.71,1,0.0947,1.000,1,0.306,5,0.516,0,yolo,0
1785546998.350,0.372,-3.550,1.269,0.043,1.550,-2.602,0.2946,10.310,0.046,-1.406,1.000,-0.0000,-0.0000,0.037,-0.667,0.733,1.686,-2.000,0.0071,-0.764,nan,2.35,1,0.0820,1.000,1,0.298,5,0.519,0,yolo,0
1785546998.381,0.356,-3.380,1.487,0.024,1.380,-2.757,0.2955,10.310,0.046,-1.406,1.000,-0.0000,-0.0000,0.036,-0.718,0.755,1.655,-2.000,0.0072,-0.795,nan,2.50,1,0.0874,1.000,1,0.291,5,0.516,0,yolo,0
1785546998.408,0.356,-3.380,1.487,1.340,1.380,-3.001,0.2789,10.316,0.032,-1.352,1.000,0.2117,-0.8035,0.036,-0.718,0.755,1.708,-2.000,0.0072,-0.742,nan,2.83,1,0.0986,1.000,1,0.291,5,0.516,0,yolo,0
1785546998.449,0.196,-3.225,1.746,0.019,1.225,-4.187,0.2929,10.316,0.032,-1.352,1.000,-0.0077,-0.0440,0.036,-0.761,0.777,1.680,-2.000,0.0073,-0.770,nan,4.01,1,0.1400,1.000,1,0.286,5,0.526,0,yolo,0
1785546998.475,0.059,-3.081,2.017,-0.141,1.081,-4.836,0.2922,10.316,0.032,-1.352,1.000,-0.0095,-0.0770,0.034,-0.795,0.796,1.654,-2.000,0.0074,-0.796,nan,4.66,1,0.1627,1.000,1,0.283,5,0.531,0,yolo,0
1785546998.506,0.063,-2.964,2.416,1.359,0.964,-3.589,0.2756,10.348,0.006,-1.268,1.000,0.2545,-0.6438,0.029,-0.829,0.815,1.718,-2.000,0.0075,-0.732,nan,3.55,1,0.1240,1.000,1,0.281,5,0.547,0,yolo,0
1785546998.536,0.063,-2.964,2.416,0.022,0.964,-2.759,0.2922,10.348,0.006,-1.268,1.000,-0.0383,0.0000,0.029,-0.829,0.815,1.718,-2.000,0.0075,-0.732,nan,2.72,1,0.0951,1.000,1,0.281,5,0.547,0,yolo,0
1785546998.571,-0.136,-2.841,2.827,1.522,0.841,-1.259,0.2756,10.315,-0.048,-1.157,1.000,0.5425,-0.8751,0.024,-0.857,0.836,1.806,-2.000,0.0076,-0.644,nan,0.00,1,0.0000,0.963,0,0.227,4,0.576,0,yolo,0
1785546998.601,-0.303,-2.738,2.937,0.044,0.738,0.241,0.2913,10.315,-0.048,-1.157,1.000,-0.1007,-0.0134,0.022,-0.870,0.855,1.787,-2.000,0.0077,-0.663,nan,0.00,1,0.0000,0.963,0,0.227,4,0.576,0,yolo,0
1785546998.629,-0.303,-2.738,2.937,0.044,0.738,0.266,0.2913,10.315,-0.048,-1.157,1.000,-0.1007,-0.0134,0.022,-0.870,0.855,1.787,-2.000,0.0077,-0.663,nan,0.00,1,0.0000,0.959,0,0.225,4,0.586,0,yolo,0
1785546998.660,-0.292,-2.655,2.887,0.029,0.655,0.266,0.2910,10.315,-0.048,-1.157,1.000,-0.1027,-0.0328,0.020,-0.890,0.872,1.772,-2.000,0.0078,-0.678,nan,0.00,1,0.0000,0.954,0,0.221,4,0.607,0,yolo,0
1785546998.694,-0.297,-2.574,2.841,1.529,0.574,0.724,0.2743,10.242,-0.129,-1.029,1.000,0.6133,-0.8295,0.018,-0.922,0.889,1.883,-2.000,0.0078,-0.567,nan,0.00,1,0.0000,0.954,0,0.221,4,0.607,0,yolo,0
1785546998.722,-0.297,-2.574,2.841,0.922,0.574,0.724,0.2892,10.242,-0.129,-1.029,1.000,-0.1486,0.0000,0.018,-0.922,0.889,1.883,-2.000,0.0079,-0.567,nan,0.00,1,0.0000,0.951,0,0.219,4,0.618,0,yolo,0
1785546998.753,-0.495,-2.500,2.777,2.422,0.500,1.273,0.2725,10.129,-0.225,-0.888,1.000,2.9129,-2.0000,0.018,-0.942,0.907,2.007,-2.000,0.0079,-0.443,nan,0.00,1,0.0000,0.948,0,0.218,4,0.638,0,yolo,0
1785546998.785,-0.761,-2.440,2.643,0.922,0.440,1.273,0.2851,10.129,-0.225,-0.888,1.000,-0.4959,-0.0162,0.018,-0.959,0.923,1.997,-2.000,0.0080,-0.453,nan,0.00,1,0.0000,0.948,0,0.218,4,0.638,0,yolo,0
1785546998.816,-0.761,-2.440,2.643,0.097,0.440,1.273,0.2852,10.129,-0.225,-0.888,1.000,-0.4959,-0.0162,0.018,-0.959,0.923,1.997,-2.000,0.0080,-0.453,nan,0.00,1,0.0000,0.944,0,0.215,4,0.642,0,yolo,0
1785546998.854,-0.833,-2.388,2.507,1.597,0.388,1.670,0.2685,9.972,-0.291,-0.763,1.000,0.6912,-1.1006,0.015,-0.981,0.938,2.107,-2.000,0.0081,-0.343,nan,0.00,1,0.0000,0.950,0,0.219,4,0.658,0,yolo,0
1785546998.898,-0.835,-2.340,2.393,1.339,0.340,1.670,0.2820,9.972,-0.291,-0.763,1.000,-0.4178,-0.0200,0.010,-1.001,0.952,2.099,-2.000,0.0081,-0.351,nan,0.00,1,0.0000,0.950,0,0.219,4,0.658,0,yolo,0
1785546998.925,-1.007,-2.299,2.246,1.135,0.299,1.670,0.2820,9.972,-0.291,-0.763,1.000,-0.4201,-0.0249,0.008,-1.006,0.965,2.093,-2.000,0.0081,-0.357,nan,0.00,1,0.0000,0.833,0,0.220,3,0.673,0,yolo,0
1785546998.956,-1.115,-2.267,2.073,2.635,0.267,2.024,0.2653,9.418,-0.333,-0.582,1.000,0.5810,-1.5503,0.004,-1.018,0.979,2.200,-2.000,0.0082,-0.202,nan,0.00,1,0.0000,0.947,0,0.217,4,0.682,0,yolo,0
1785546998.987,-1.115,-2.267,2.073,2.329,0.267,2.024,0.2785,9.418,-0.333,-0.582,1.000,-0.3298,0.0000,0.004,-1.018,0.979,2.200,-2.000,0.0082,-0.202,nan,0.00,1,0.0000,0.947,0,0.217,4,0.682,0,yolo,0
1785546999.018,-1.396,-2.240,1.888,2.012,0.240,2.024,0.2782,9.418,-0.333,-0.582,1.000,-0.3323,-0.0089,0.001,-1.027,0.992,2.200,-2.000,0.0082,-0.205,nan,0.00,1,0.0000,0.839,0,0.224,3,0.777,0,yolo,0
1785546999.056,-1.590,-2.217,1.689,3.512,0.217,2.192,0.2616,9.038,-0.346,-0.447,1.000,0.2648,-1.1771,-0.004,-1.033,1.005,2.200,-2.000,0.0082,-0.087,nan,0.00,1,0.0000,0.830,0,0.218,3,0.799,0,yolo,0
1785546999.102,-2.015,-2.196,1.455,2.162,0.196,2.192,0.2758,9.038,-0.346,-0.447,1.000,-0.2411,0.0120,-0.010,-1.021,1.019,2.200,-2.000,0.0082,-0.088,nan,0.00,1,0.0000,0.830,0,0.218,3,0.799,0,yolo,0
1785546999.148,-2.226,-2.180,1.230,3.662,0.180,2.131,0.2591,9.159,-0.341,-0.362,1.000,-0.0967,-0.8807,-0.021,-1.017,1.032,2.200,-2.000,0.0082,0.000,nan,0.00,1,0.0000,0.834,0,0.221,3,0.789,0,yolo,0
1785546999.175,-2.226,-2.180,1.230,2.162,0.180,2.131,0.2726,9.159,-0.341,-0.362,1.000,-0.1532,0.0000,-0.021,-1.017,1.032,2.200,-2.000,0.0082,0.000,nan,0.00,1,0.0000,0.826,0,0.215,3,0.779,0,yolo,0
1785546999.208,-2.688,-2.166,0.997,1.069,0.166,2.002,0.2893,9.191,-0.321,-0.432,1.000,-0.3114,1.0384,-0.033,-0.995,1.046,2.200,-2.000,0.0082,-0.069,nan,0.00,1,0.0000,0.702,0,0.210,2,0.763,0,yolo,0
1785546999.244,-2.763,-2.155,0.800,1.346,0.155,2.002,0.2752,9.191,-0.321,-0.432,1.000,-0.0840,0.0068,-0.051,-0.988,1.059,2.200,-2.000,0.0082,-0.070,nan,0.00,1,0.0000,0.690,0,0.200,2,0.750,0,yolo,0
1785546999.270,-2.910,-2.147,0.613,0.959,0.147,2.002,0.2755,9.191,-0.321,-0.432,1.000,-0.1008,0.0121,-0.068,-0.983,1.070,2.200,-2.000,0.0082,-0.071,nan,0.00,1,0.0000,0.690,0,0.200,2,0.750,0,yolo,0
1785546999.305,-2.910,-2.147,0.613,-0.531,0.147,1.799,0.2602,9.162,-0.288,-0.399,1.000,-0.3242,-0.3051,-0.068,-0.983,1.070,2.200,-2.000,0.0082,-0.040,nan,0.00,1,0.0000,0.690,0,0.200,2,0.750,0,yolo,0
1785546999.331,-3.008,-2.140,0.417,0.515,0.140,1.799,0.2738,9.162,-0.288,-0.399,1.000,-0.0333,-0.0065,-0.086,-0.990,1.083,2.200,-2.000,0.0083,-0.041,nan,0.00,1,0.0000,0.571,0,0.196,1,0.735,0,yolo,0
1785546999.362,-3.057,-2.133,0.248,0.195,0.133,1.799,0.2735,9.162,-0.288,-0.399,1.000,-0.0521,-0.0121,-0.105,-0.995,1.094,2.200,-2.000,0.0083,-0.042,nan,0.00,1,0.0000,0.571,0,0.196,1,0.735,0,yolo,0
1785546999.393,-3.075,-2.127,0.089,-1.305,0.127,1.582,0.2569,9.107,-0.251,-0.329,1.000,-0.5181,-0.9681,-0.124,-1.011,1.105,2.200,-2.000,0.0083,0.023,nan,0.00,1,0.0000,0.673,0,0.186,2,0.722,0,yolo,0
1785546999.424,-3.075,-2.127,0.089,-0.541,0.127,1.582,0.2721,9.107,-0.251,-0.329,1.000,-0.0496,0.0000,-0.124,-1.011,1.105,2.200,-2.000,0.0083,0.023,nan,0.00,1,0.0000,0.549,0,0.174,1,0.686,0,yolo,0
1785546999.454,-3.017,-2.121,-0.061,-2.041,0.121,1.260,0.2555,8.899,-0.196,-0.159,1.000,-0.4987,-1.5835,-0.144,-1.022,1.116,2.200,-2.000,0.0082,0.181,nan,0.00,1,0.0000,0.654,0,0.170,2,0.658,0,yolo,0
1785546999.485,-2.808,-2.114,-0.176,-1.649,0.114,1.260,0.2676,8.899,-0.196,-0.159,1.000,-0.0778,0.0065,-0.166,-1.015,1.127,2.200,-2.000,0.0082,0.179,nan,0.00,1,0.0000,0.654,0,0.170,2,0.658,0,yolo,0
1785546999.516,-2.808,-2.114,-0.176,-1.649,0.114,1.260,0.2676,8.899,-0.196,-0.159,1.000,-0.0778,0.0065,-0.166,-1.015,1.127,2.200,-2.000,0.0082,0.179,nan,0.00,1,0.0000,0.663,0,0.178,2,0.677,0,yolo,0
1785546999.544,-2.654,-2.107,-0.281,-3.149,0.107,0.910,0.2509,8.720,-0.139,-0.014,1.000,-0.7997,-2.0000,-0.185,-1.004,1.138,2.137,-2.000,0.0082,0.313,nan,0.00,1,0.0000,0.663,0,0.178,2,0.677,0,yolo,0
1785546999.581,-2.349,-2.100,-0.369,-2.226,0.100,0.910,0.2643,8.720,-0.139,-0.014,1.000,-0.0267,0.0250,-0.205,-0.979,1.148,2.139,-2.000,0.0081,0.311,nan,0.00,1,0.0000,0.447,0,0.184,0,0.676,0,yolo,0
1785546999.608,-2.349,-2.100,-0.369,-2.226,0.100,0.910,0.2643,8.720,-0.139,-0.014,1.000,-0.0267,0.0250,-0.205,-0.979,1.148,2.139,-2.000,0.0081,0.311,nan,0.00,1,0.0000,0.566,0,0.191,1,0.658,0,yolo,0
1785546999.643,-2.125,-2.092,-0.451,-3.726,0.092,0.560,0.2476,8.598,-0.084,0.095,1.000,-0.5247,-1.0080,-0.223,-0.946,1.160,2.038,-2.000,0.0081,0.412,nan,0.00,1,0.0000,0.456,0,0.195,0,0.672,0,yolo,0
1785546999.675,-1.908,-2.084,-0.533,-2.993,0.084,0.560,0.2615,8.598,-0.084,0.095,1.000,-0.0223,0.0330,-0.238,-0.913,1.170,2.039,-2.000,0.0080,0.411,nan,0.00,1,0.0000,0.456,0,0.195,0,0.672,0,yolo,0
1785546999.704,-1.598,-2.077,-0.591,-2.901,0.077,0.560,0.2625,8.598,-0.084,0.095,1.000,-0.0368,0.0560,-0.252,-0.890,1.181,2.041,-2.000,0.0080,0.409,nan,0.00,1,0.0000,0.585,0,0.210,1,0.718,0,yolo,0
1785546999.739,-1.321,-2.070,-0.632,-4.401,0.070,0.153,0.2458,8.610,-0.023,0.208,1.000,-0.6131,-1.1014,-0.264,-0.879,1.190,1.931,-2.000,0.0079,0.519,nan,0.00,1,0.0000,0.585,0,0.210,1,0.718,0,yolo,0
1785546999.766,-1.321,-2.070,-0.632,-3.512,0.070,0.153,0.2565,8.610,-0.023,0.208,1.000,0.0121,0.0000,-0.264,-0.879,1.190,1.931,-2.000,0.0079,0.519,nan,0.00,1,0.0000,0.473,0,0.216,0,0.778,0,yolo,0
1785546999.797,-0.860,-2.063,-0.652,-5.012,0.063,-0.220,0.2399,8.514,0.033,0.331,1.000,-0.8305,-1.7680,-0.276,-0.853,1.200,1.813,-2.000,0.0078,0.637,nan,0.00,1,0.0000,0.471,0,0.213,0,0.793,0,yolo,0
1785546999.828,-0.345,-2.056,-0.629,-3.512,0.056,-0.220,0.2548,8.514,0.033,0.331,1.000,0.0636,0.0446,-0.286,-0.808,1.210,1.814,-2.000,0.0078,0.636,nan,0.00,1,0.0000,0.470,0,0.212,0,0.801,0,yolo,0
1785546999.859,-0.345,-2.056,-0.629,-3.458,0.056,-0.220,0.2548,8.514,0.033,0.331,1.000,0.0636,0.0446,-0.286,-0.808,1.210,1.814,-2.000,0.0077,0.636,nan,0.00,1,0.0000,0.470,0,0.212,0,0.801,0,yolo,0
1785546999.891,0.011,-2.050,-0.600,-4.958,0.050,-0.510,0.2381,8.486,0.076,0.416,1.000,-1.2881,-2.0000,-0.290,-0.757,1.220,1.731,-2.000,0.0076,0.719,nan,0.00,1,0.0000,0.470,0,0.212,0,0.801,0,yolo,0
1785546999.921,0.574,-2.045,-0.554,-3.458,0.045,-0.510,0.2532,8.486,0.076,0.416,1.000,0.1810,0.0690,-0.292,-0.688,1.230,1.731,-2.000,0.0075,0.719,nan,0.00,1,0.0000,0.467,0,0.209,0,0.813,0,yolo,0
1785546999.952,1.155,-2.040,-0.503,-2.135,0.040,-0.510,0.2571,8.486,0.076,0.416,1.000,0.1834,0.1555,-0.290,-0.601,1.240,1.731,-2.000,0.0075,0.719,nan,0.00,1,0.0000,0.463,0,0.204,0,0.809,0,yolo,0
1785546999.983,1.161,-2.040,-0.502,-3.635,-0.460,-0.760,0.2404,8.289,0.110,0.492,1.000,-0.2708,-0.5222,-0.289,-0.600,1.240,1.661,-2.500,0.0074,0.789,nan,0.00,1,0.0000,0.463,0,0.203,0,0.826,0,yolo,0
1785547000.014,1.529,-2.089,-0.440,-2.690,-0.411,-0.760,0.2504,8.289,0.110,0.492,1.000,0.1216,0.0614,-0.283,-0.538,1.249,1.653,-2.500,0.0073,0.797,nan,0.00,1,0.0000,0.463,0,0.203,0,0.826,0,yolo,0
1785547000.044,1.827,-2.135,-0.358,-2.218,-0.365,-0.760,0.2533,8.289,0.110,0.492,1.000,0.1330,0.1315,-0.271,-0.468,1.259,1.646,-2.500,0.0072,0.804,nan,0.00,1,0.0000,0.463,0,0.203,0,0.822,0,yolo,0
1785547000.069,1.827,-2.135,-0.358,-3.718,-0.365,-1.086,0.2367,8.294,0.157,0.568,1.000,-0.4721,-0.7709,-0.271,-0.468,1.259,1.569,-2.500,0.0071,0.881,nan,0.00,1,0.0000,0.461,0,0.201,0,0.805,0,yolo,0
1785547000.107,2.241,-2.176,-0.258,-2.549,-0.312,-1.086,0.2478,8.294,0.157,0.568,1.000,0.1202,0.0668,-0.259,-0.402,1.269,1.562,-2.488,0.0071,0.888,nan,0.00,1,0.0000,0.461,0,0.201,0,0.805,0,yolo,0
1785547000.139,2.488,-2.210,-0.157,-2.077,-0.214,-1.086,0.2500,8.294,0.157,0.568,1.000,0.1349,0.1203,-0.244,-0.348,1.278,1.557,-2.424,0.0070,0.893,nan,0.00,1,0.0000,0.449,0,0.186,0,0.782,0,yolo,0
1785547000.176,2.488,-2.210,-0.157,-3.577,-0.133,-1.352,0.2333,8.322,0.196,0.630,1.000,-0.3866,-0.6527,-0.244,-0.348,1.278,1.491,-2.342,0.0069,0.959,nan,0.00,1,0.0000,0.447,0,0.184,0,0.741,0,yolo,0
1785547000.203,2.704,-2.235,-0.057,-2.433,-0.018,-1.352,0.2449,8.322,0.196,0.630,1.000,0.1154,0.0569,-0.226,-0.291,1.288,1.487,-2.253,0.0068,0.963,nan,0.00,1,0.0000,0.447,0,0.184,0,0.741,0,yolo,0
1785547000.234,2.944,-2.242,0.053,-3.933,0.130,-1.542,0.2282,7.914,0.213,0.679,1.000,-0.7861,-1.0479,-0.209,-0.243,1.298,1.452,-2.112,0.0067,0.998,nan,0.00,1,0.0000,0.447,0,0.184,0,0.741,0,yolo,0
1785547000.265,3.336,-2.238,0.193,-2.433,0.172,-1.542,0.2441,7.914,0.213,0.679,1.000,0.1324,0.0649,-0.190,-0.178,1.308,1.451,-2.065,0.0066,0.999,nan,0.00,1,0.0000,0.580,0,0.205,1,0.723,0,yolo,0
1785547000.295,3.565,-2.231,0.331,-1.346,0.198,-1.542,0.2467,7.914,0.213,0.679,1.000,0.1536,0.1224,-0.168,-0.120,1.317,1.452,-2.032,0.0065,0.998,nan,0.00,1,0.0000,0.580,0,0.205,1,0.723,0,yolo,0
1785547000.327,3.565,-2.231,0.331,-2.846,0.210,-1.701,0.2300,7.975,0.237,0.716,1.000,-0.2218,-0.4134,-0.168,-0.120,1.317,1.410,-2.021,0.0065,1.040,nan,0.00,1,0.0000,0.459,0,0.198,0,0.695,0,yolo,0
1785547000.360,3.881,-2.220,0.499,-1.346,0.273,-1.701,0.2435,7.975,0.237,0.716,1.000,0.1208,0.0773,-0.141,-0.043,1.327,1.411,-1.946,0.0065,1.039,nan,0.00,1,0.0000,0.459,0,0.198,0,0.695,0,yolo,0
1785547000.388,4.016,-2.203,0.667,-0.722,0.305,-1.701,0.2471,7.975,0.237,0.716,1.000,0.1483,0.1555,-0.114,0.035,1.337,1.413,-1.898,0.0065,1.037,nan,0.00,1,0.0000,0.461,0,0.201,0,0.666,0,yolo,0
1785547000.414,4.016,-2.203,0.667,-2.222,0.299,-1.825,0.2305,7.959,0.254,0.749,1.000,-0.1729,-0.3281,-0.114,0.035,1.337,1.380,-1.903,0.0065,1.070,nan,0.00,1,0.0000,0.457,0,0.196,0,0.644,0,yolo,0
1785547000.450,4.241,-2.186,0.831,-0.722,0.339,-1.825,0.2429,7.959,0.254,0.749,1.000,0.1100,0.0813,-0.087,0.117,1.346,1.382,-1.847,0.0065,1.068,nan,0.00,1,0.0000,0.459,0,0.199,0,0.644,0,yolo,0
1785547000.482,4.315,-2.166,0.991,-0.220,0.353,-1.825,0.2460,7.959,0.254,0.749,1.000,0.1362,0.1471,-0.061,0.182,1.355,1.384,-1.813,0.0065,1.066,nan,0.00,1,0.0000,0.587,0,0.212,1,0.652,0,yolo,0
1785547000.513,4.336,-2.143,1.164,-1.720,0.423,-1.928,0.2293,7.887,0.265,0.774,1.000,-0.2115,-0.3016,-0.032,0.253,1.364,1.364,-1.721,0.0065,1.086,nan,0.00,1,0.0000,0.587,0,0.212,1,0.652,0,yolo,0
1785547000.545,4.336,-2.143,1.164,-0.352,0.339,-1.928,0.2387,7.887,0.265,0.774,1.000,0.0955,0.0000,-0.032,0.253,1.364,1.364,-1.805,0.0065,1.086,nan,0.00,1,0.0000,0.460,0,0.200,0,0.642,0,yolo,0
1785547000.581,4.540,-2.113,1.355,-1.281,0.392,-1.954,0.2348,7.742,0.264,0.791,1.000,-0.0356,-0.0822,0.000,0.328,1.373,1.356,-1.720,0.0065,1.094,nan,0.00,1,0.0000,0.459,0,0.198,0,0.647,0,yolo,0
1785547000.613,4.665,-2.089,1.535,0.219,0.399,-1.954,0.2420,7.742,0.264,0.791,1.000,0.0983,0.0731,0.030,0.401,1.381,1.358,-1.690,0.0065,1.092,nan,0.00,1,0.0000,0.459,0,0.198,0,0.647,0,yolo,0
1785547000.639,4.630,-2.062,1.728,1.067,0.402,-1.954,0.2454,7.742,0.264,0.791,1.000,0.1294,0.1463,0.061,0.475,1.390,1.362,-1.660,0.0065,1.088,nan,0.00,1,0.0000,0.589,0,0.214,1,0.620,0,yolo,0
1785547000.670,4.630,-2.062,1.728,-0.379,0.335,-1.963,0.2360,7.625,0.261,0.801,1.000,-0.0114,-0.0580,0.061,0.475,1.390,1.356,-1.727,0.0065,1.094,nan,0.00,1,0.0000,0.472,0,0.215,0,0.629,0,yolo,0
