ep_rew,gates_cleared,n_steps
61.685237,1,204368
63.490591,1,204432
62.662521,1,204520
58.120212,1,204664
63.250331,1,204744
62.33954,1,204768
63.258775,1,204792
59.43526,1,204944
63.236688,1,205072
63.249977,1,205120
63.187427,1,205232
62.389996,1,205344
62.137888,1,205440
62.066547,1,205456
61.466438,1,205472
61.886874,1,205616
62.749353,1,205760
63.572171,1,205824
61.534835,1,205928
62.584717,1,206016
63.060092,1,206128
62.234521,1,206144
62.765442,1,206144
63.171872,1,206304
61.625159,1,206472
61.192164,1,206504
61.887868,1,206624
62.763311,1,206712
63.576062,1,206840
63.459838,1,206840
63.707751,1,206856
61.492351,1,207008
61.649258,1,207176
63.894677,1,207208
63.375724,1,207312
62.349936,1,207408
62.81387,1,207528
62.958194,1,207536
62.180877,1,207552
62.511359,1,207696
61.388331,1,207880
63.741401,1,207880
61.122726,1,208016
63.46519,1,208072
63.771784,1,208208
63.418528,1,208240
62.976718,1,208240
61.8482,1,208408
63.224912,1,208592
60.358621,1,208600
62.263241,1,208688
62.945879,1,208760
62.093799,1,208896
61.719404,1,208928
63.063286,1,208928
62.617045,1,209104
61.782551,1,209296
62.879782,1,209304
62.905917,1,209384
60.906118,1,209464
62.884499,1,209600
62.938747,1,209608
62.507018,1,209632
62.87725,1,209808
62.287258,1,209984
62.776379,1,209992
62.669536,1,210096
61.614997,1,210184
62.1811,1,210280
63.705213,1,210328
63.800113,1,210328
62.724306,1,210504
62.506044,1,210680
62.908699,1,210688
62.724332,1,210792
61.654613,1,210880
64.145641,1,210968
62.738001,1,211024
62.690786,1,211032
62.168378,1,211200
62.363143,1,211384
61.845896,1,211384
61.396973,1,211496
62.490623,1,211560
63.611979,1,211680
62.157192,1,211712
63.715056,1,211720
63.415888,1,211888
61.138037,1,212048
62.679374,1,212072
60.944528,1,212184
63.684169,1,212248
61.00307,1,212368
62.942366,1,212408
62.865146,1,212408
61.626688,1,212560
62.640128,1,212720
62.780484,1,212800
62.169501,1,212864
63.834068,1,212936
63.467754,1,213072
63.36135,1,213096
63.160299,1,213104
63.281975,1,213248
61.602038,1,213408
63.193646,1,213472
63.464457,1,213576
63.032747,1,213624
61.953036,1,213760
63.114499,1,213784
63.352709,1,213800
62.807146,1,213944
60.219419,1,214064
63.012862,1,214144
60.696248,1,214240
63.493016,1,214320
61.151196,1,214440
63.252644,1,214448
62.01455,1,214480
63.621,1,214632
63.193422,1,214728
61.952378,1,214832
61.777134,1,214928
61.56143,1,215000
62.839293,1,215112
63.558212,1,215136
62.230791,1,215152
62.659996,1,215320
62.35251,1,215400
63.708414,1,215520
60.509572,1,215624
63.423587,1,215672
63.231842,1,215800
61.799438,1,215816
62.700416,1,215840
61.649665,1,216008
63.03252,1,216064
63.43331,1,216192
63.028446,1,216288
63.333839,1,216360
63.43316,1,216488
62.99747,1,216512
62.092082,1,216520
60.780783,1,216672
61.558208,1,216744
63.498651,1,216840
63.056812,1,216952
62.291334,1,217056
63.578889,1,217160
62.886367,1,217176
63.483427,1,217184
63.332941,1,217376
63.104361,1,217416
63.626876,1,217504
61.839197,1,217640
62.375537,1,217736
63.336369,1,217840
60.74229,1,217840
63.072653,1,217880
63.439524,1,218080
62.856555,1,218096
62.677613,1,218192
60.675941,1,218320
61.893019,1,218400
62.34326,1,218504
63.662863,1,218528
63.525068,1,218528
62.44728,1,218768
61.349844,1,218776
64.034039,1,218864
63.044979,1,219016
62.922212,1,219080
63.542893,1,219184
62.35041,1,219192
62.299175,1,219200
62.413279,1,219464
61.741131,1,219464
61.349519,1,219560
63.06963,1,219704
61.070778,1,219768
63.761732,1,219848
61.94759,1,219856
60.377089,1,219904
63.385383,1,220136
61.528953,1,220160
63.516642,1,220272
59.699626,1,220368
63.716541,1,220416
59.751794,1,220512
63.212365,1,220536
61.507886,1,220568
63.084124,1,220808
62.596406,1,220832
61.125195,1,220952
63.046419,1,221048
63.799725,1,221096
61.549326,1,221192
62.593287,1,221232
62.411639,1,221240
63.517902,1,221504
63.489877,1,221520
62.015583,1,221648
62.945234,1,221728
63.283903,1,221768
63.809182,1,221872
62.822823,1,221896
63.021426,1,221920
63.354144,1,222176
63.375727,1,222200
63.808571,1,222320
63.103738,1,222392
61.890817,1,222472
63.373099,1,222544
62.906153,1,222560
62.465405,1,222600
62.489458,1,222848
63.233951,1,222880
62.325193,1,223000
62.551259,1,223096
60.692277,1,223136
63.438257,1,223176
62.456171,1,223248
62.431304,1,223280
62.149721,1,223512
62.961606,1,223568
63.500231,1,223696
63.201362,1,223768
63.540471,1,223824
62.586514,1,223840
60.145202,1,223912
63.699918,1,223952
63.839332,1,224176
63.159526,1,224264
63.760595,1,224352
62.124144,1,224448
61.946284,1,224480
62.714874,1,224512
63.441686,1,224592
62.465954,1,224600
63.421223,1,224832
63.457165,1,224920
62.725083,1,225040
62.728773,1,225112
60.759417,1,225128
62.574825,1,225192
62.295813,1,225264
63.503367,1,225280
59.409323,1,225496
62.60938,1,225600
62.125218,1,225712
62.708564,1,225768
58.69307,1,225768
62.933398,1,225888
61.908016,1,225944
63.913225,1,225952
62.870397,1,226160
61.088648,1,226264
60.55316,1,226384
61.241209,1,226440
63.204698,1,226440
63.552048,1,226560
60.475113,1,226608
62.417467,1,226632
62.907126,1,226840
63.652326,1,226952
62.861319,1,227040
62.271728,1,227112
63.552022,1,227120
62.384202,1,227248
63.465564,1,227272
63.584755,1,227296
62.030617,1,227520
63.235829,1,227624
60.96072,1,227736
63.561897,1,227776
62.997997,1,227800
62.97493,1,227904
63.282376,1,227936
62.479931,1,227960
62.376956,1,228184
62.704117,1,228304
62.664088,1,228424
63.446271,1,228440
63.264574,1,228480
63.396096,1,228576
61.65284,1,228592
62.281735,1,228624
61.71421,1,228880
63.037057,1,228984
62.974833,1,229096
61.956678,1,229120
61.674597,1,229152
59.319637,1,229216
61.299462,1,229256
63.70972,1,229280
62.455285,1,229568
62.995434,1,229656
63.103364,1,229752
63.686954,1,229816
63.700473,1,229816
62.468736,1,229880
63.37863,1,229936
62.706404,1,229936
63.387374,1,230240
62.487696,1,230328
63.720418,1,230408
63.267258,1,230464
62.651137,1,230488
63.002034,1,230528
62.659303,1,230592
63.590479,1,230592
63.542485,1,230912
62.653582,1,230984
61.403413,1,231072
62.779556,1,231112
63.051777,1,231152
63.48967,1,231184
63.584992,1,231264
63.512962,1,231280
64.186076,1,231576
63.257572,1,231656
63.50886,1,231720
62.874165,1,231760
63.180383,1,231808
63.322458,1,231848
63.641001,1,231920
61.028924,1,231928
62.235693,1,232232
61.922905,1,232320
62.804536,1,232376
62.965225,1,232440
63.988505,1,232464
63.995411,1,232504
63.129319,1,232576
63.023371,1,232600
63.6611,1,232872
62.85975,1,232976
63.711415,1,233032
61.498648,1,233112
63.173433,1,233112
63.065855,1,233160
62.709764,1,233232
63.11894,1,233272
62.810562,1,233528
62.198243,1,233640
63.101874,1,233704
62.734045,1,233792
62.381803,1,233792
62.286001,1,233816
61.870768,1,233888
62.446965,1,233936
63.699627,1,234200
64.018749,1,234304
62.174149,1,234376
63.150376,1,234448
63.047983,1,234448
62.743056,1,234480
63.680014,1,234544
63.257747,1,234592
62.441362,1,234872
62.454402,1,234960
61.866935,1,235040
62.09342,1,235120
61.036968,1,235120
63.554575,1,235128
62.90024,1,235200
62.550218,1,235264
62.192785,1,235544
61.698365,1,235616
63.278419,1,235712
63.366973,1,235768
61.585194,1,235776
62.929877,1,235784
63.476947,1,235848
60.807613,1,235944
63.804563,1,236192
62.475749,1,236288
62.967313,1,236368
63.337975,1,236432
62.966474,1,236432
61.805829,1,236464
62.29811,1,236528
63.955884,1,236632
63.699016,1,236856
63.189753,1,236944
63.045595,1,237040
62.896395,1,237080
62.697962,1,237096
63.329242,1,237144
60.651754,1,237192
63.672839,1,237288
63.034468,1,237528
63.441418,1,237608
63.350558,1,237704
62.514606,1,237728
62.199307,1,237760
63.534204,1,237792
63.24145,1,237848
62.910011,1,237952
63.508484,1,238208
62.715246,1,238248
62.51576,1,238360
63.075581,1,238376
63.582323,1,238424
63.066916,1,238440
63.306556,1,238504
63.095374,1,238608
62.882923,1,238856
63.509063,1,238896
62.81443,1,239024
63.169369,1,239032
63.090803,1,239080
61.893348,1,239112
63.536029,1,239160
63.062125,1,239272
62.721209,1,239512
62.004184,1,239552
62.890745,1,239672
63.575962,1,239696
62.223646,1,239752
63.418738,1,239768
62.593885,1,239832
63.104196,1,239928
62.135539,1,240176
62.805184,1,240208
61.874418,1,240328
62.701015,1,240352
62.49581,1,240408
63.332266,1,240424
63.404803,1,240488
63.326159,1,240584
63.078691,1,240832
63.485248,1,240848
63.412286,1,240976
63.025312,1,240984
63.788144,1,241072
63.425267,1,241072
62.939783,1,241152
63.989984,1,241256
62.515243,1,241488
62.565347,1,241504
62.763002,1,241624
63.706819,1,241664
63.575735,1,241736
63.706507,1,241736
62.173802,1,241816
62.900566,1,241912
63.160649,1,242152
63.515684,1,242184
62.84331,1,242272
64.054804,1,242320
63.224138,1,242384
62.363985,1,242416
62.201893,1,242488
63.354999,1,242576
62.564742,1,242816
62.3458,1,242848
63.083437,1,242944
63.551265,1,242992
62.9996,1,243040
63.052761,1,243080
63.643261,1,243152
62.750863,1,243240
63.195408,1,243480
63.695629,1,243488
61.650659,1,243600
62.535214,1,243656
61.500237,1,243696
63.572786,1,243744
63.701598,1,243808
63.861767,1,243888
62.203128,1,244144
63.767605,1,244152
63.032293,1,244248
62.794763,1,244320
63.072754,1,244344
63.511403,1,244392
63.13769,1,244464
63.921982,1,244560
63.101388,1,244800
63.414487,1,244824
63.841282,1,244904
62.987524,1,244984
62.825998,1,245000
62.488937,1,245064
62.039559,1,245128
63.228183,1,245208
60.237256,1,245472
63.864546,1,245472
63.029393,1,245568
63.382241,1,245664
62.888825,1,245672
63.155713,1,245712
63.836256,1,245800
63.546815,1,245856
63.410243,1,246128
63.785099,1,246128
63.355074,1,246224
62.641139,1,246312
63.085079,1,246320
62.914353,1,246376
63.846163,1,246448
62.665425,1,246504
61.698759,1,246776
63.113531,1,246776
63.889289,1,246872
62.252378,1,246976
63.07003,1,246984
63.67903,1,247032
63.883617,1,247088
62.448894,1,247160
63.095354,1,247432
62.620209,1,247432
63.566583,1,247512
62.061746,1,247632
63.514212,1,247640
63.467339,1,247680
63.014881,1,247736
63.83412,1,247808
63.303527,1,248080
62.333875,1,248096
63.065106,1,248168
63.46764,1,248296
63.824378,1,248296
63.034008,1,248328
63.098145,1,248392
63.561096,1,248448
63.569667,1,248744
62.935202,1,248744
63.690084,1,248816
62.155014,1,248960
61.873419,1,248968
63.848497,1,248984
63.403282,1,249056
63.627004,1,249096
62.977345,1,249392
63.493672,1,249392
63.538905,1,249464
62.59296,1,249616
63.404929,1,249624
63.315245,1,249648
63.394248,1,249696
62.91579,1,249752
63.642897,1,250032
63.010394,1,250048
62.591471,1,250112
63.26241,1,250272
63.513198,1,250280
62.449617,1,250296
63.636216,1,250360
63.161405,1,250408
63.636945,1,250672
63.368751,1,250704
63.295735,1,250744
63.141872,1,250920
61.96328,1,250920
63.761092,1,250960
62.808533,1,251032
63.366149,1,251056
62.213542,1,251328
63.174975,1,251352
63.471705,1,251408
63.074751,1,251568
61.91017,1,251576
62.862348,1,251616
63.40575,1,251680
62.171057,1,251704
62.715167,1,251968
63.766975,1,251992
62.826957,1,252056
63.434565,1,252200
62.245231,1,252216
62.921921,1,252272
63.685291,1,252320
63.343325,1,252352
63.378366,1,252616
63.53919,1,252656
63.831162,1,252696
63.954217,1,252864
62.811854,1,252880
63.709916,1,252936
62.833968,1,252976
63.000564,1,253008
63.248614,1,253280
62.85244,1,253296
62.396617,1,253344
63.654847,1,253512
62.191311,1,253528
63.518531,1,253576
63.839157,1,253632
63.097059,1,253664
63.45648,1,253928
63.346932,1,253960
62.536752,1,253984
63.3986,1,254152
62.626256,1,254168
62.479949,1,254216
62.689841,1,254280
62.12481,1,254320
63.880206,1,254576
63.964266,1,254600
61.588776,1,254624
63.484289,1,254808
62.569035,1,254808
63.687848,1,254864
63.039863,1,254944
63.897734,1,254960
63.034676,1,255224
63.763625,1,255240
63.504123,1,255264
63.514344,1,255440
62.476801,1,255456
63.095665,1,255520
63.005929,1,255600
63.671888,1,255624
63.544509,1,255888
63.638954,1,255888
62.520948,1,255912
63.024196,1,256080
63.609339,1,256104
63.302712,1,256176
63.166682,1,256272
63.680165,1,256280
63.117009,1,256528
63.22471,1,256528
63.100814,1,256560
62.70314,1,256712
63.470066,1,256744
63.159621,1,256824
62.11894,1,256904
63.490027,1,256928
63.152897,1,257176
63.933167,1,257176
63.81241,1,257200
63.768829,1,257352
63.75199,1,257376
63.191798,1,257456
63.957479,1,257552
63.754396,1,257584
62.7043,1,257824
63.31687,1,257824
63.368194,1,257848
63.035584,1,257984
62.656083,1,258032
63.664222,1,258088
62.550916,1,258192
63.345903,1,258224
63.294074,1,258480
63.522958,1,258488
63.517091,1,258504
63.740537,1,258632
62.984621,1,258672
62.2459,1,258736
63.166374,1,258824
62.377165,1,258872
63.889064,1,259120
63.670009,1,259128
63.906128,1,259144
62.766393,1,259280
63.378464,1,259312
62.201072,1,259376
62.128551,1,259456
62.837763,1,259512
63.527966,1,259776
63.917323,1,259784
63.710394,1,259792
63.130831,1,259928
63.80398,1,259968
63.41397,1,260048
63.558525,1,260096
63.469499,1,260160
62.568496,1,260424
62.704078,1,260424
62.914831,1,260432
63.329768,1,260568
63.528726,1,260616
63.030956,1,260704
62.122872,1,260736
63.716241,1,260808
63.004793,1,261064
62.932952,1,261072
63.686679,1,261072
63.471429,1,261216
63.965121,1,261248
63.316629,1,261360
62.64706,1,261384
63.16581,1,261456
63.062921,1,261712
63.038459,1,261720
62.599071,1,261736
63.338381,1,261864
63.804783,1,261888
62.716914,1,262000
63.126466,1,262032
63.502931,1,262104
63.462774,1,262360
63.742545,1,262360
62.83546,1,262384
63.125658,1,262512
63.111043,1,262520
63.148981,1,262640
63.175989,1,262680
63.942271,1,262760
63.195768,1,263000
63.856225,1,263008
63.009016,1,263032
63.105647,1,263160
63.28566,1,263176
63.27927,1,263288
63.237523,1,263336
63.669475,1,263400
62.852247,1,263632
63.432078,1,263656
63.038239,1,263672
63.790851,1,263800
63.645199,1,263816
63.472996,1,263928
63.444401,1,263984
63.979265,1,264056
63.351471,1,264280
63.040457,1,264296
63.59535,1,264312
62.303944,1,264456
63.174467,1,264464
63.775089,1,264576
63.987999,1,264640
63.258587,1,264704
63.500102,1,264920
63.667971,1,264944
63.047693,1,264960
62.706194,1,265096
62.040249,1,265104
63.155882,1,265216
63.884397,1,265280
62.205893,1,265352
62.561091,1,265552
63.673688,1,265576
62.894452,1,265600
63.585504,1,265744
63.243508,1,265752
63.355682,1,265864
63.259864,1,265936
62.201347,1,266000
63.290263,1,266200
63.397364,1,266232
63.356585,1,266264
63.558154,1,266400
62.629895,1,266400
63.639386,1,266504
62.118533,1,266592
63.479315,1,266640
63.396784,1,266856
63.570651,1,266888
62.802368,1,266896
62.488661,1,267048
63.765771,1,267056
63.645488,1,267144
63.329571,1,267240
63.649032,1,267280
63.526041,1,267520
63.667778,1,267520
63.731626,1,267544
63.461772,1,267680
63.372278,1,267696
62.817902,1,267800
63.569653,1,267896
63.1714,1,267928
63.792373,1,268160
63.177986,1,268168
62.78555,1,268176
63.847715,1,268328
63.40011,1,268344
63.563925,1,268432
62.040266,1,268544
63.753763,1,268576
62.729959,1,268800
63.863463,1,268824
62.900276,1,268824
62.637524,1,268960
63.415321,1,268992
63.549684,1,269072
63.047384,1,269192
63.758417,1,269224
62.926371,1,269440
63.478916,1,269464
63.785926,1,269480
63.404951,1,269616
63.116982,1,269640
63.900506,1,269704
63.648383,1,269832
61.814742,1,269880
62.69611,1,270096
63.513239,1,270104
63.889816,1,270120
63.698998,1,270272
63.714451,1,270296
63.152856,1,270352
63.346576,1,270480
63.720423,1,270536
63.518947,1,270736
63.600873,1,270744
63.361863,1,270776
63.717164,1,270904
63.532926,1,270920
63.075807,1,270992
63.731998,1,271120
63.901893,1,271168
63.189668,1,271376
62.889078,1,271376
63.528769,1,271416
63.739519,1,271544
63.435766,1,271568
63.112698,1,271624
64.125529,1,271760
63.613474,1,271832
62.192915,1,272016
63.370133,1,272024
63.771212,1,272072
63.060466,1,272200
62.712017,1,272224
63.595121,1,272264
63.564191,1,272400
63.97167,1,272480
63.237186,1,272664
63.720111,1,272672
63.168126,1,272720
63.311048,1,272832
63.019283,1,272848
63.123046,1,272904
63.648137,1,273032
63.727806,1,273112
63.540768,1,273304
62.98659,1,273304
63.771074,1,273360
63.432201,1,273472
63.785366,1,273480
64.048978,1,273552
63.452471,1,273672
63.551359,1,273752
63.384863,1,273944
63.833459,1,273952
63.486435,1,274008
63.05386,1,274112
63.317208,1,274136
63.511859,1,274192
63.711447,1,274320
62.826635,1,274376
63.614975,1,274592
63.483276,1,274592
63.445619,1,274656
63.6316,1,274760
63.521713,1,274784
63.206217,1,274832
63.778433,1,274976
63.194264,1,275024
63.9331,1,275216
63.324398,1,275232
63.354542,1,275312
63.589488,1,275408
63.328299,1,275424
63.794878,1,275472
63.624713,1,275616
63.91197,1,275672
63.870796,1,275856
63.517449,1,275880
63.65242,1,275944
63.925763,1,276040
63.487763,1,276056
63.508687,1,276112
63.800572,1,276240
63.460988,1,276312
63.946101,1,276496
62.650969,1,276520
63.252346,1,276600
63.440415,1,276696
63.446566,1,276696
63.13253,1,276744
63.708959,1,276864
63.369674,1,276952
63.489251,1,277144
63.585699,1,277160
63.316817,1,277232
63.502816,1,277336
63.017511,1,277344
63.688468,1,277384
63.692764,1,277496
63.775127,1,277592
63.764065,1,277784
63.1331,1,277792
62.301645,1,277872
62.728228,1,277968
63.538986,1,277992
62.762898,1,278008
62.708126,1,278136
63.571949,1,278232
63.227231,1,278416
63.878619,1,278432
63.439186,1,278512
63.490097,1,278608
63.283717,1,278640
63.341608,1,278648
63.817952,1,278784
63.539826,1,278872
63.268731,1,279064
62.566745,1,279080
63.082509,1,279160
63.37855,1,279256
63.246324,1,279272
63.302749,1,279280
63.186225,1,279424
63.392763,1,279504
63.568526,1,279696
63.245163,1,279704
63.004115,1,279792
63.265724,1,279896
63.190175,1,279912
63.107239,1,279912
63.66044,1,280040
63.630999,1,280136
63.721184,1,280328
63.524289,1,280336
63.688931,1,280424
63.19445,1,280528
63.945231,1,280536
63.699925,1,280544
63.22793,1,280672
63.628417,1,280776
62.484711,1,280960
63.307256,1,280960
63.515768,1,281056
63.734941,1,281160
63.523235,1,281168
63.197042,1,281168
63.303508,1,281304
63.784728,1,281408
63.489136,1,281592
63.208408,1,281600
63.170585,1,281688
63.599578,1,281792
63.668146,1,281792
63.894488,1,281808
63.561679,1,281944
63.331237,1,282048
63.859764,1,282232
63.574654,1,282240
63.221452,1,282328
63.403934,1,282424
62.913268,1,282432
63.312398,1,282440
63.432773,1,282576
63.847423,1,282688
63.605819,1,282872
63.445965,1,282880
63.201454,1,282968
63.872296,1,283048
63.195245,1,283072
63.331849,1,283080
63.875274,1,283200
63.00605,1,283312
63.262811,1,283496
63.787935,1,283504
63.361083,1,283600
63.249321,1,283672
63.791253,1,283704
63.842349,1,283720
62.192482,1,283840
63.675145,1,283936
63.679591,1,284136
63.401123,1,284144
63.430077,1,284240
63.17557,1,284312
63.39863,1,284328
63.732221,1,284352
63.931988,1,284456
64.030982,1,284576
63.03436,1,284768
63.159836,1,284792
63.410598,1,284880
63.576567,1,284944
63.419755,1,284968
63.1269,1,284984
63.788606,1,285096
63.450747,1,285216
62.798053,1,285400
63.573976,1,285432
63.275585,1,285504
63.130454,1,285576
63.455528,1,285608
63.825963,1,285624
63.377082,1,285744
63.535022,1,285848
63.393723,1,286032
63.808201,1,286080
63.377126,1,286136
63.787966,1,286200
63.781644,1,286240
63.732232,1,286248
63.16922,1,286376
62.019995,1,286472
63.119479,1,286672
63.147085,1,286712
63.252209,1,286768
63.346392,1,286840
63.668154,1,286880
63.625372,1,286888
62.910212,1,287008
63.412263,1,287112
63.518311,1,287304
63.742706,1,287336
63.788273,1,287400
63.388958,1,287480
61.854736,1,287496
63.566878,1,287520
63.82166,1,287624
63.646267,1,287744
63.447078,1,287936
64.019175,1,287968
63.005374,1,288024
63.31123,1,288128
63.992734,1,288128
63.790088,1,288152
63.431834,1,288248
63.577164,1,288376
63.858711,1,288568
63.583889,1,288600
63.274244,1,288656
62.948601,1,288744
63.797028,1,288760
63.678866,1,288784
63.682788,1,288872
63.802032,1,289000
63.249487,1,289208
63.260657,1,289240
63.168217,1,289288
63.580172,1,289376
64.013167,1,289392
63.900693,1,289416
63.669197,1,289504
63.711823,1,289632
63.192319,1,289832
63.7856,1,289872
63.370977,1,289920
63.979961,1,290008
63.109661,1,290016
63.698238,1,290032
63.530189,1,290128
63.227774,1,290272
62.853453,1,290480
63.725687,1,290512
63.867803,1,290552
63.77398,1,290632
63.617292,1,290648
62.967608,1,290664
63.43567,1,290752
63.807679,1,290904
63.990337,1,291112
63.040691,1,291144
63.959657,1,291176
63.325261,1,291272
63.732316,1,291280
63.850034,1,291288
63.945932,1,291376
63.37454,1,291528
63.819733,1,291728
63.743147,1,291784
63.925098,1,291800
63.754316,1,291896
63.485119,1,291920
63.590232,1,291928
63.770065,1,292024
63.318473,1,292152
63.714809,1,292352
63.167646,1,292416
63.054005,1,292424
63.752621,1,292528
63.145609,1,292552
63.996032,1,292552
63.66399,1,292648
63.516745,1,292800
63.560117,1,292984
63.750988,1,293056
63.958499,1,293056
63.926907,1,293160
63.221988,1,293176
63.575593,1,293176
63.710049,1,293272
63.002744,1,293440
63.572079,1,293608
63.161551,1,293688
63.206349,1,293688
62.735535,1,293792
63.058714,1,293800
63.332815,1,293808
63.368086,1,293896
63.419312,1,294080
63.52589,1,294224
63.205251,1,294312
63.782071,1,294320
62.998628,1,294424
62.981689,1,294424
63.412015,1,294440
63.629968,1,294512
63.570909,1,294712
63.128473,1,294864
63.505665,1,294944
63.685217,1,294944
63.659323,1,295040
63.780643,1,295056
63.088763,1,295072
63.620218,1,295136
63.415485,1,295336
63.526597,1,295504
63.899681,1,295552
63.601823,1,295568
62.981836,1,295664
63.484633,1,295680
63.243713,1,295704
63.67564,1,295760
63.681204,1,295960
63.281132,1,296144
62.663819,1,296176
63.303116,1,296200
63.543872,1,296288
63.583072,1,296312
63.491741,1,296352
63.268892,1,296392
63.920586,1,296600
63.382735,1,296768
63.79553,1,296816
63.205551,1,296832
63.629957,1,296928
63.402166,1,296952
63.852615,1,296968
63.418182,1,297016
62.971699,1,297240
63.805848,1,297392
63.415698,1,297448
63.751654,1,297464
63.760243,1,297568
63.750084,1,297576
63.37412,1,297600
63.358052,1,297640
63.403083,1,297864
63.214359,1,298024
63.423462,1,298072
63.51498,1,298096
63.266142,1,298192
63.449589,1,298200
63.008914,1,298256
62.868397,1,298280
63.943088,1,298488
63.997429,1,298656
63.469025,1,298696
63.736233,1,298712
62.861867,1,298816
63.631911,1,298832
62.342038,1,298888
62.785952,1,298904
63.7832,1,299112
63.77363,1,299288
63.751658,1,299320
63.282341,1,299344
63.369764,1,299448
63.487901,1,299448
63.654872,1,299504
63.73923,1,299528
62.653468,1,299736
63.66581,1,299920
62.943028,1,299944
63.932225,1,299968
63.487462,1,300072
63.034368,1,300072
64.065619,1,300120
63.561321,1,300152
63.214686,1,300368
63.625812,1,300544
63.214876,1,300584
63.871987,1,300600
63.246387,1,300704
63.980609,1,300704
63.560311,1,300744
63.277807,1,300776
63.343873,1,300984
63.768106,1,301168
63.215997,1,301208
63.495023,1,301240
63.138591,1,301328
63.090488,1,301328
63.625624,1,301376
63.642304,1,301408
63.363182,1,301616
63.25962,1,301800
63.253012,1,301832
63.379482,1,301856
63.333873,1,301952
63.492806,1,301960
63.528913,1,302008
63.287736,1,302032
62.918502,1,302240
62.871556,1,302432
63.115715,1,302456
63.167138,1,302488
63.021238,1,302568
63.372203,1,302584
63.340484,1,302640
63.7581,1,302656
63.353654,1,302864
63.217341,1,303056
63.300364,1,303088
96.731113,2,303960
99.872321,2,303968
98.136787,2,303968
94.348073,2,303968
98.72837,2,303976
101.597789,2,303984
104.844989,2,304000
-76.69144,1,304648
101.981275,2,304832
99.587529,2,304840
96.15561,2,304848
101.174029,2,304848
96.648779,2,304848
96.218425,2,304864
-77.434873,1,305456
103.288872,2,305528
97.33347,2,305696
100.857187,2,305696
96.762197,2,305704
96.669334,2,305712
93.020312,2,305720
96.975957,2,306320
99.994797,2,306376
-66.063148,1,306376
97.553641,2,306536
100.910889,2,306560
97.153202,2,306560
93.872008,2,306584
98.308722,2,306592
104.346186,2,307176
97.174984,2,307232
96.399376,2,307264
96.75507,2,307408
104.549231,2,307424
101.745732,2,307440
93.48485,2,307440
99.103362,2,308064
96.901398,2,308072
-73.245833,1,308088
96.691405,2,308160
94.689165,2,308264
-36.111244,1,308752
-48.662869,1,308768
-75.014902,1,308984
95.560438,2,308984
99.072871,2,308992
99.603732,2,309008
95.622442,2,309120
102.655915,2,309624
101.323797,2,309672
-80.241207,1,309696
99.056748,2,309824
100.800984,2,309856
103.106898,2,309880
103.085567,2,309904
98.761142,2,309968
95.330126,2,310544
104.774977,2,310608
92.781473,2,310672
92.796524,2,310720
102.926522,2,310736
96.940739,2,310784
-9.31653,1,310816
98.711222,2,310816
96.688165,2,311376
97.525443,2,311496
98.211012,2,311552
95.307642,2,311584
96.917291,2,311624
97.118532,2,311672
-65.334361,1,312136
-52.909611,1,312200
97.540389,2,312456
101.226264,2,312504
-55.347346,1,312856
-60.641273,1,313000
96.93986,2,313040
94.991179,2,313056
-65.797902,1,313104
93.561095,2,313352
101.933835,2,313360
-79.789642,1,313376
92.347589,2,313696
99.98732,2,313848
101.971794,2,313920
100.781795,2,313968
97.392906,2,314008
93.236996,2,314208
99.601953,2,314216
100.582199,2,314264
101.435418,2,314568
97.331041,2,314872
97.561271,2,315080
98.433906,2,315136
-25.90342,1,315168
-52.160504,1,315424
100.261258,2,315432
-15.2949,1,315464
-77.103045,1,315504
91.541886,2,315912
-53.458753,1,316200
93.657374,2,316280
104.439965,2,316320
-67.300041,1,316608
-74.026024,1,316688
-27.986446,1,316736
-75.249706,1,317056
102.042035,2,317096
99.11719,2,317152
106.247583,2,317232
101.774742,2,317488
-75.160685,1,317504
102.339163,2,317576
102.185219,2,317616
97.708421,2,317912
90.61466,2,317992
97.449589,2,318008
99.619807,2,318136
100.668624,2,318376
101.84589,2,318504
103.663426,2,318792
101.662841,2,318880
104.819472,2,318928
-74.493402,1,319088
-67.607479,1,319152
97.644147,2,319240
93.280831,2,319376
-78.492092,1,319728
101.14731,2,319736
101.7226,2,319808
99.906408,2,319960
98.689124,2,320040
97.202491,2,320088
99.745282,2,320248
-76.872246,1,320416
102.732975,2,320608
99.338505,2,320808
98.654216,2,321096
-56.612843,1,321192
101.208239,2,321320
-77.777316,1,321392
-54.584866,1,321416
-79.051971,1,321656
102.706959,2,321680
96.161142,2,321936
101.014878,2,322072
-79.594795,1,322168
91.459758,2,322176
98.450044,2,322256
99.51599,2,322272
104.142379,2,322584
99.499279,2,322808
100.881848,2,322968
104.092281,2,323064
95.569888,2,323128
-78.857313,1,323264
98.374626,2,323440
103.051778,2,323680
-66.09631,1,323728
-75.822062,1,323776
100.038095,2,323920
97.239925,2,323992
101.501939,2,324328
-75.329404,1,324512
96.666439,2,324584
101.45929,2,324592
99.122065,2,324640
-69.754747,1,324776
-14.262807,1,325184
93.121155,2,325360
99.667141,2,325464
-69.871605,1,325512
95.295805,2,325616
-82.640099,1,325856
-45.755124,1,325984
-50.256982,1,326072
103.473984,2,326080
104.203614,2,326256
101.394525,2,326384
98.473331,2,326496
100.833939,2,326856
97.339933,2,326912
97.911155,2,326928
-77.077244,1,326992
