ep_rew,gates_cleared,n_steps
60.307326,1,116152
55.143826,1,116224
58.610672,1,116416
62.614773,1,116448
59.031723,1,116616
-119.446673,0,116848
55.287659,1,116920
55.606458,1,116952
57.977709,1,117048
61.831153,1,117136
55.465935,1,117240
61.68664,1,117496
58.883409,1,117720
56.353102,1,117744
63.747149,1,117864
59.473202,1,117872
59.031917,1,117984
59.828736,1,118160
-119.334184,0,118432
59.063723,1,118440
58.336268,1,118552
60.763815,1,118728
61.293227,1,118744
62.175141,1,118856
56.580649,1,119000
59.381643,1,119376
55.555878,1,119544
60.616288,1,119616
-98.719448,0,119656
61.652849,1,119760
54.702286,1,119792
59.47808,1,119816
59.11546,1,120192
57.952766,1,120480
61.144056,1,120504
-83.006644,0,120576
59.478948,1,120632
56.349212,1,120664
55.936586,1,120680
60.186932,1,120760
60.92322,1,121080
56.828293,1,121392
59.475244,1,121416
60.275803,1,121440
60.556427,1,121536
61.555661,1,121576
62.898227,1,121584
57.068492,1,121584
58.302861,1,121992
61.792556,1,122344
60.051359,1,122352
61.396689,1,122352
60.214525,1,122488
58.823272,1,122512
59.865944,1,122520
62.939346,1,122560
61.129106,1,122936
62.219383,1,123320
59.43239,1,123328
59.587785,1,123384
60.829338,1,123408
57.729929,1,123416
60.211016,1,123424
62.42044,1,123520
59.897095,1,123760
56.280685,1,124152
60.781186,1,124160
61.792125,1,124240
61.147701,1,124264
55.149875,1,124368
61.305543,1,124376
57.98958,1,124624
61.628568,1,125048
58.669119,1,125056
62.68707,1,125128
60.467249,1,125144
60.665919,1,125344
58.74014,1,125408
-119.113108,0,125456
61.83083,1,125904
58.374649,1,125936
58.208084,1,126008
-80.396882,0,126032
61.543227,1,126128
59.666122,1,126208
55.684026,1,126256
57.511598,1,126280
62.213591,1,126776
57.647871,1,126888
57.176831,1,126928
62.355555,1,126944
63.68943,1,127048
61.310432,1,127136
56.53073,1,127144
63.414713,1,127600
-59.854804,0,127632
58.417344,1,127776
60.516094,1,127784
59.046277,1,127800
60.815393,1,127840
60.126201,1,128040
58.559468,1,128048
61.436664,1,128512
58.990678,1,128704
61.284355,1,128704
61.873199,1,128728
61.761323,1,128920
62.474839,1,128920
-54.387022,0,129224
54.656084,1,129312
-118.323825,0,129592
61.508333,1,129616
59.969568,1,129728
55.303398,1,129928
61.24587,1,130120
61.425026,1,130232
62.286074,1,130432
61.764514,1,130488
61.079115,1,130536
-118.946991,0,130576
59.142373,1,130728
59.559432,1,131016
59.591111,1,131096
-118.981888,0,131232
57.424497,1,131416
58.739334,1,131512
57.955795,1,131512
60.707346,1,131640
59.662977,1,131936
61.093517,1,131936
60.141311,1,132104
60.414768,1,132304
61.667151,1,132368
62.566661,1,132456
56.856613,1,132736
-119.129815,0,132744
58.693131,1,132768
59.700085,1,133080
60.31149,1,133104
63.402629,1,133272
61.668887,1,133320
-118.673753,0,133448
62.087285,1,133584
58.451504,1,133632
58.609172,1,133640
62.737884,1,133880
60.928802,1,133960
61.031794,1,134152
58.488164,1,134256
61.632816,1,134296
60.552001,1,134392
61.109836,1,134480
60.934126,1,134560
62.872687,1,134720
58.747032,1,134768
62.792201,1,135072
55.953818,1,135096
58.306197,1,135152
60.954796,1,135256
62.876972,1,135328
62.525745,1,135352
59.042224,1,135560
60.490284,1,135752
59.628871,1,135944
61.734905,1,136040
54.957356,1,136144
62.055699,1,136152
63.040126,1,136160
59.478027,1,136192
61.535526,1,136360
62.972123,1,136632
62.188081,1,136856
60.882867,1,136928
61.025482,1,137008
61.817259,1,137008
58.881865,1,137032
56.506374,1,137096
59.980849,1,137184
59.414706,1,137472
62.611875,1,137704
60.514899,1,137720
61.967402,1,137888
59.990156,1,137904
59.258769,1,137944
59.944909,1,137968
61.566695,1,137992
60.920548,1,138336
60.746122,1,138504
61.937062,1,138528
58.077055,1,138768
60.289201,1,138808
59.059277,1,138816
58.655712,1,138832
59.623582,1,138904
61.326744,1,139192
58.056501,1,139336
58.457837,1,139416
58.21136,1,139656
61.020074,1,139704
62.46219,1,139704
60.800631,1,139712
59.884091,1,139728
58.445046,1,139960
60.66887,1,140144
60.247559,1,140256
63.066807,1,140528
57.902851,1,140560
60.130739,1,140568
60.120884,1,140568
60.822303,1,140608
56.708802,1,140800
61.207827,1,141008
57.063101,1,141128
62.539072,1,141336
61.91959,1,141400
60.882392,1,141432
57.95306,1,141472
60.776621,1,141480
55.465584,1,141688
59.713095,1,141864
53.957463,1,142120
58.971931,1,142216
56.359981,1,142240
61.209387,1,142280
60.637037,1,142280
56.689877,1,142312
61.653945,1,142520
60.17417,1,142736
59.45451,1,143024
62.086138,1,143032
60.825477,1,143088
62.023231,1,143104
59.867908,1,143112
61.505219,1,143136
61.487839,1,143376
61.391137,1,143552
60.728303,1,143776
63.478792,1,143832
56.096919,1,143904
63.289898,1,143912
56.789971,1,143920
60.979795,1,143960
61.461011,1,144280
62.389691,1,144384
62.208273,1,144568
60.799779,1,144760
58.805999,1,144768
62.546536,1,144792
58.555239,1,144824
55.934068,1,144856
60.962293,1,145104
61.515882,1,145272
61.914194,1,145440
62.194292,1,145568
55.562123,1,145600
62.464752,1,145632
57.638604,1,145640
59.575936,1,145824
63.052791,1,146016
56.217545,1,146184
62.075707,1,146264
60.579643,1,146440
63.772165,1,146448
61.135295,1,146464
62.583428,1,146648
-42.880388,0,146936
61.756658,1,146968
60.734062,1,147056
61.872482,1,147096
62.873478,1,147248
58.171346,1,147288
61.358521,1,147336
61.323111,1,147520
58.227473,1,147792
62.498836,1,147832
62.448657,1,147832
61.858165,1,147952
60.040375,1,148040
57.450118,1,148144
58.984742,1,148176
62.993761,1,148368
60.261716,1,148592
61.622256,1,148616
61.866476,1,148640
56.746507,1,148760
56.258858,1,148872
61.916522,1,148976
53.99491,1,149048
62.238995,1,149168
61.774719,1,149432
60.025215,1,149456
61.158298,1,149472
58.017983,1,149624
60.769986,1,149648
62.13389,1,149776
59.404759,1,149840
61.203999,1,150000
62.287688,1,150272
59.184373,1,150288
58.288084,1,150312
62.150708,1,150424
63.37666,1,150496
58.54781,1,150632
62.625831,1,150680
60.411249,1,150856
60.06316,1,151072
61.35592,1,151080
59.389812,1,151104
59.875062,1,151232
59.116131,1,151280
59.698395,1,151496
58.704328,1,151528
61.783778,1,151664
55.553412,1,151904
62.475654,1,151912
62.543011,1,151920
62.340666,1,152000
57.782409,1,152072
63.363026,1,152312
59.913796,1,152336
60.812465,1,152512
63.011876,1,152704
60.525028,1,152744
56.2159,1,152760
62.778553,1,152792
62.192955,1,152920
61.500007,1,153136
63.228689,1,153136
61.597345,1,153520
60.735944,1,153552
61.275605,1,153560
60.531191,1,153584
61.194308,1,153728
-43.600081,0,153872
61.228654,1,153976
59.695774,1,153992
60.378636,1,154336
58.866705,1,154400
62.659428,1,154408
59.568088,1,154416
57.512599,1,154568
58.546302,1,154696
60.441145,1,154808
62.204693,1,154840
61.758765,1,155136
57.168221,1,155200
61.997751,1,155200
59.511722,1,155240
62.021788,1,155384
63.426285,1,155480
57.395782,1,155656
60.11315,1,155664
61.747277,1,155952
61.30847,1,156008
62.18312,1,156040
63.679569,1,156064
60.944817,1,156176
62.519562,1,156256
61.718815,1,156408
58.78497,1,156432
58.393679,1,156776
59.790516,1,156776
58.015046,1,156808
60.601897,1,156872
58.567306,1,156904
62.489648,1,157112
61.733741,1,157192
62.667753,1,157224
63.109359,1,157560
62.977414,1,157600
61.701672,1,157624
61.674329,1,157680
60.055928,1,157704
62.406506,1,157912
62.477621,1,158000
59.798907,1,158056
59.514533,1,158360
60.499301,1,158384
59.526671,1,158424
58.235377,1,158472
63.209254,1,158568
63.655519,1,158728
59.062813,1,158808
60.417726,1,158896
60.802609,1,159112
62.040999,1,159192
61.560775,1,159200
57.293194,1,159264
61.571013,1,159392
61.543095,1,159488
62.481413,1,159600
62.388735,1,159672
61.281473,1,159944
60.417076,1,159952
59.42195,1,160016
62.013668,1,160040
62.352609,1,160152
63.712516,1,160240
61.928875,1,160440
61.136073,1,160440
60.445476,1,160672
62.304376,1,160784
62.15068,1,160784
59.44289,1,160792
58.489469,1,160960
62.130757,1,161080
62.992246,1,161224
61.295219,1,161256
59.05429,1,161528
61.017611,1,161528
62.293824,1,161568
62.363853,1,161592
61.756782,1,161752
62.577095,1,161848
60.706359,1,162000
61.771201,1,162080
61.796064,1,162280
58.534121,1,162368
60.019475,1,162376
60.504006,1,162392
62.134889,1,162544
60.613866,1,162648
61.937779,1,162840
61.650331,1,162864
60.356988,1,163104
62.572587,1,163120
61.9988,1,163160
63.603935,1,163200
61.560755,1,163328
60.542802,1,163464
62.148075,1,163672
56.338299,1,163736
63.548937,1,163888
62.767312,1,163928
58.393833,1,163944
63.680136,1,163960
63.305482,1,164136
60.409429,1,164280
58.475038,1,164432
61.534364,1,164488
62.39764,1,164680
62.161663,1,164680
60.523926,1,164728
62.939784,1,164744
61.325133,1,164880
61.885414,1,165056
59.781482,1,165240
63.231899,1,165240
62.260484,1,165440
63.321574,1,165488
55.633093,1,165520
61.712633,1,165544
62.865507,1,165624
61.219237,1,165808
61.230542,1,165992
62.824862,1,166008
58.259108,1,166248
61.512316,1,166264
61.440666,1,166296
61.959182,1,166328
63.347386,1,166416
56.928301,1,166608
60.894782,1,166752
60.99348,1,166760
63.490718,1,167000
62.986705,1,167008
62.202871,1,167032
61.919486,1,167080
58.639531,1,167176
62.494147,1,167344
60.955093,1,167496
62.535084,1,167544
61.012579,1,167784
62.077061,1,167792
56.962018,1,167856
62.186961,1,167864
64.031222,1,167936
57.203467,1,168104
61.963707,1,168240
57.163052,1,168280
60.359262,1,168544
62.532758,1,168608
59.441533,1,168632
62.767713,1,168656
61.64473,1,168680
62.729442,1,168864
62.428724,1,169024
58.010469,1,169040
62.471828,1,169328
63.444314,1,169376
61.945957,1,169400
59.63201,1,169416
63.684813,1,169472
59.184897,1,169648
60.392195,1,169800
61.439545,1,169816
61.31155,1,170104
59.659017,1,170112
59.064222,1,170200
63.538738,1,170216
60.249383,1,170248
62.005167,1,170456
60.710544,1,170536
62.745037,1,170560
59.588357,1,170848
63.48378,1,170912
62.688913,1,170984
62.270258,1,171016
62.233655,1,171056
62.32024,1,171200
62.651424,1,171360
62.611974,1,171368
61.719047,1,171656
60.555051,1,171728
61.713026,1,171760
62.894217,1,171824
62.817184,1,171832
61.788472,1,171952
62.543098,1,172128
59.393565,1,172128
62.654572,1,172400
57.510186,1,172512
58.527041,1,172512
61.032514,1,172544
61.848035,1,172576
60.617066,1,172776
62.930983,1,172872
61.95004,1,172912
62.852841,1,173168
62.558019,1,173224
63.695969,1,173264
60.842301,1,173328
60.647069,1,173336
63.305397,1,173552
62.223749,1,173624
58.697512,1,173672
62.849654,1,173928
61.511611,1,174016
61.385637,1,174032
57.514197,1,174080
59.266419,1,174080
60.101806,1,174296
60.086811,1,174376
61.328869,1,174448
61.407019,1,174680
62.337371,1,174768
63.227362,1,174808
61.962896,1,174832
61.772259,1,174848
62.54061,1,175048
62.205022,1,175088
58.719534,1,175192
58.817508,1,175408
61.495641,1,175536
60.832884,1,175544
62.659317,1,175584
60.233077,1,175608
62.456202,1,175808
61.915122,1,175824
61.446741,1,175944
62.830887,1,176168
62.335241,1,176296
62.705103,1,176320
63.129888,1,176352
62.68448,1,176368
57.470014,1,176592
60.217714,1,176600
60.088533,1,176672
62.774328,1,176992
61.495901,1,177016
62.390551,1,177088
60.690718,1,177096
62.700047,1,177120
63.323072,1,177360
60.726886,1,177376
61.091322,1,177440
62.855936,1,177744
62.752431,1,177784
61.378103,1,177824
60.402302,1,177848
60.549908,1,177904
62.848687,1,178120
63.118921,1,178160
58.963615,1,178184
60.008388,1,178544
61.129028,1,178560
62.75354,1,178616
60.573917,1,178624
60.69335,1,178656
62.808309,1,178920
63.258919,1,178928
62.821412,1,178960
59.088306,1,179320
61.136162,1,179328
57.07738,1,179344
62.966387,1,179368
58.468211,1,179416
62.525343,1,179664
63.170703,1,179672
60.163437,1,179720
61.149345,1,180080
60.525912,1,180088
63.280185,1,180104
62.159468,1,180120
58.057046,1,180192
61.867424,1,180384
57.651515,1,180432
63.030645,1,180512
61.976714,1,180824
60.946013,1,180856
59.678369,1,180888
59.355244,1,180896
60.91871,1,180960
59.136153,1,181096
59.659371,1,181136
62.791475,1,181208
59.630973,1,181560
59.373598,1,181568
62.439721,1,181592
62.510627,1,181632
61.012566,1,181680
61.526979,1,181848
62.745811,1,181896
61.629928,1,181960
59.358488,1,182304
63.218482,1,182304
60.471575,1,182352
62.739926,1,182368
61.647444,1,182448
61.482161,1,182624
62.896216,1,182632
60.326262,1,182720
62.760672,1,183040
64.102866,1,183064
60.090081,1,183088
61.246951,1,183128
62.570767,1,183168
59.113318,1,183328
61.844366,1,183344
61.447697,1,183448
61.53906,1,183784
60.197789,1,183808
61.35056,1,183808
62.60561,1,183864
60.984634,1,183920
61.028407,1,184080
62.850347,1,184104
62.003237,1,184184
60.54268,1,184520
60.689135,1,184528
59.957489,1,184560
62.758073,1,184624
62.599419,1,184656
59.844066,1,184816
62.065136,1,184832
63.332027,1,184928
61.219196,1,185256
58.297373,1,185272
62.206724,1,185288
60.75115,1,185368
62.086696,1,185376
58.799696,1,185536
60.787117,1,185544
58.779564,1,185640
60.597765,1,185984
61.159918,1,185984
63.133893,1,186064
63.048809,1,186112
60.144443,1,186112
60.465243,1,186280
60.591724,1,186296
59.13631,1,186336
60.80552,1,186712
60.510416,1,186744
62.733407,1,186784
62.946447,1,186832
61.928795,1,186856
57.654017,1,187048
59.98771,1,187056
62.514458,1,187136
61.326484,1,187456
61.590786,1,187488
61.398342,1,187504
60.978253,1,187568
62.054143,1,187640
63.267233,1,187800
62.86968,1,187808
61.135118,1,187872
61.463967,1,188184
62.754227,1,188232
60.195252,1,188240
63.346229,1,188264
63.380861,1,188400
61.883398,1,188528
63.528388,1,188584
60.303329,1,188616
61.818567,1,188936
62.260381,1,188960
62.97533,1,188984
62.592849,1,189008
61.694609,1,189128
61.888851,1,189296
62.530454,1,189304
62.635179,1,189320
61.670603,1,189664
63.293429,1,189704
59.091,1,189712
62.328664,1,189736
62.299747,1,189872
61.368616,1,190008
63.150894,1,190064
61.268704,1,190064
63.415475,1,190392
60.105859,1,190400
61.154537,1,190432
63.144429,1,190472
62.329373,1,190584
61.40651,1,190720
61.187522,1,190776
62.650081,1,190808
63.986125,1,191112
60.825126,1,191128
60.578948,1,191136
61.142269,1,191224
60.064996,1,191296
61.782237,1,191480
63.725577,1,191496
62.48125,1,191576
61.931915,1,191832
60.047666,1,191840
63.204618,1,191904
61.181062,1,191912
63.357864,1,192016
61.971614,1,192216
63.420955,1,192216
62.544967,1,192304
62.786472,1,192560
62.813244,1,192576
60.754123,1,192624
61.493697,1,192640
60.402309,1,192760
60.902141,1,192904
58.328992,1,192928
61.767016,1,193032
62.32954,1,193272
62.762076,1,193304
61.433145,1,193344
62.449304,1,193368
63.019374,1,193456
61.484257,1,193624
61.586963,1,193672
58.15859,1,193776
61.749146,1,194024
62.163172,1,194032
60.52224,1,194064
59.288913,1,194088
62.212781,1,194200
61.242851,1,194328
61.299406,1,194424
63.000343,1,194512
62.37257,1,194760
62.220172,1,194768
62.878374,1,194800
61.279673,1,194848
60.738246,1,194968
61.105712,1,195072
63.257993,1,195152
61.006823,1,195208
61.955484,1,195496
62.358339,1,195512
61.340337,1,195528
62.817043,1,195552
61.385435,1,195672
59.414965,1,195768
60.623816,1,195872
61.398298,1,195912
62.406662,1,196232
62.195079,1,196248
61.531809,1,196248
59.176627,1,196256
61.800923,1,196400
63.054048,1,196480
60.987208,1,196584
60.83236,1,196648
61.115439,1,196944
61.623929,1,196944
61.873296,1,197000
58.843007,1,197000
62.602022,1,197104
60.591356,1,197224
60.856918,1,197272
62.781711,1,197368
63.154037,1,197648
60.094025,1,197656
61.402405,1,197696
63.684598,1,197704
62.550204,1,197824
60.801602,1,197920
62.872137,1,197984
63.271541,1,198080
62.443928,1,198344
62.570506,1,198368
62.083668,1,198416
63.699903,1,198432
62.695715,1,198544
62.566924,1,198632
61.090663,1,198696
61.961615,1,198800
59.789117,1,199056
62.593109,1,199088
63.201079,1,199104
60.483741,1,199112
61.760468,1,199240
63.375476,1,199384
63.13049,1,199408
62.730243,1,199504
60.677065,1,199784
61.200916,1,199784
63.120787,1,199808
61.453525,1,199816
61.817738,1,199976
61.755501,1,200104
59.68652,1,200144
63.548716,1,200192
59.043926,1,200488
60.25426,1,200496
61.846025,1,200504
62.34641,1,200544
63.58389,1,200656
62.363963,1,200824
60.99113,1,200888
62.78566,1,200904
62.682428,1,201176
62.904103,1,201184
62.893955,1,201192
60.879083,1,201296
63.201072,1,201368
62.597663,1,201544
62.467707,1,201568
62.182564,1,201648
63.164474,1,201856
63.078727,1,201896
59.375599,1,201920
62.798288,1,201984
62.785708,1,202080
61.577574,1,202232
62.068355,1,202272
64.040613,1,202376
60.290308,1,202544
59.866342,1,202600
62.673548,1,202640
61.254536,1,202664
62.242875,1,202776
63.369177,1,202944
62.461732,1,202976
61.9348,1,203120
62.072629,1,203248
61.052135,1,203328
63.433858,1,203368
61.674013,1,203376
62.377193,1,203472
62.254956,1,203672
61.509899,1,203696
62.734937,1,203824
62.400172,1,203960
63.567104,1,204024
62.921921,1,204056
62.570051,1,204104
63.695325,1,204192
